"","Name","Team","PlayerId","IP","SO","QS","ERA","WHIP","SVHD","pr","rank","pos","Player","ESPN","ESPNID","ESPNNAME"
"132","Daniel Hudson","LAD","7146",-1.04058771825572,-0.804103438677096,-0.999542415133376,0.27016499823407,0.813678757259658,1.40351690418717,-0.356872912385285,132,"SP",NA,NA,NA,NA
"133","Hunter Brown","HOU","25880",-0.265855482877245,-0.0729103923352347,-0.275586054582888,0.97645685108303,-0.00559602744331351,-0.724559268226594,-0.368050374382245,133,"SP","Hunter Brown",273,NA,"Hunter Brown"
"134","Spencer Turnbull","DET","16207",0.345775229263654,0.0733282169331375,0.303579033857502,-0.0717806327769464,-0.311783796162016,-0.724559268226594,-0.385441217111263,134,"SP",NA,NA,NA,NA
"135","Bryan Abreu","HOU","16609",-0.999812337446323,-0.678756059304205,-0.999542415133376,1.12542690046209,0.251352032149619,0.896832101231515,-0.404499778040679,135,"SP",NA,NA,NA,NA
"136","José Urquidy","HOU","18413",0.896242870190463,0.407587895260845,0.737952850187794,-1.46949181505699,-0.151696948417432,-0.825896228817725,-0.405301376653044,136,"SP","Jose Urquidy",246,"35759","Jose Urquidy"
"137","DL Hall","BAL","22207",-0.95903695663693,-0.532517450035833,-0.709959870913181,1.5092971345235,0.692775621706709,-0.420548386453198,-0.419989907808931,137,"SP",NA,NA,NA,NA
"138","Luis García","SDP","6984",-1.04058771825572,-0.950342047945468,-0.999542415133376,1.08331868601148,0.79056152292831,0.694158180049252,-0.422433792345521,138,"SP","Luis Garcia",329,"33089","Luis Garcia"
"139","Chris Martin","BOS","11847",-1.04058771825572,-0.97123327784095,-0.999542415133376,0.704201947089114,1.24978538292054,0.59282121945812,-0.46455486176227,139,"SP",NA,NA,NA,NA
"140","Matt Brash","SEA","25756",-1.02020002785102,-0.720538519095169,-0.999542415133376,1.45908961719649,0.214595629562776,0.59282121945812,-0.473774495862183,140,"SP",NA,NA,NA,NA
"141","Paul Blackburn","OAK","14739",0.957405941404553,0.136001906619583,0.882744122297892,-0.758160849335306,-0.870642936122354,-0.825896228817725,-0.478548043953357,141,"SP",NA,NA,NA,NA
"142","Reynaldo López","CHW","16400",-0.999812337446323,-0.929450818049986,-0.999542415133376,0.416605290543424,1.12379645581469,0.896832101231515,-0.491571723040056,142,"SP",NA,NA,NA,NA
"143","Nick Pivetta","BOS","15454",1.32438436868909,1.20145463128915,0.882744122297892,-1.69202883212448,-1.38384553827828,-0.825896228817725,-0.493187476944345,143,"SP","Nick Pivetta",281,"36071","Nick Pivetta"
"144","Adam Wainwright","STL","2233",1.10011977423743,0.198675596306028,1.02753539440799,-0.97239455085948,-1.05141970859349,-0.825896228817725,-0.523379723319252,144,"SP","Adam Wainwright",218,"5403","Adam Wainwright"
"145","Alex Vesia","LAD","25007",-1.02020002785102,-0.595191139722278,-0.999542415133376,0.713974153834194,0.376531856053869,0.998169061822647,-0.526258510995964,145,"SP",NA,NA,NA,NA
"146","Edward Cabrera","MIA","21690",0.386550610073047,0.553826504529218,0.593161578077697,-0.401505905039942,-0.833655361192196,-0.825896228817725,-0.527518802369902,146,"SP","Edward Cabrera",260,"40944","Edward Cabrera"
"147","Cole Irvin","BAL","19244",1.14089515504682,0.156893136515064,0.882744122297892,-1.38484695955525,-0.613232531842794,-0.724559268226594,-0.542106345764855,147,"SP",NA,NA,NA,NA
"148","Trevor May","OAK","6398",-1.04058771825572,-0.929450818049986,-0.999542415133376,0.295809390464895,0.52147691531142,1.60619082536944,-0.546103820293325,148,"SP","Trevor May",484,"31263","Trevor May"
"149","Kyle Finnegan","WSN","15009",-0.95903695663693,-0.887668358259023,-0.999542415133376,0.296319422132175,-0.227521477024252,2.21421258891623,-0.563237196005178,149,"SP","Kyle Finnegan",389,NA,"Kyle Finnegan"
"150","Sam Hentges","CLE","18548",-1.04058771825572,-0.866777128363541,-0.999542415133376,1.23991880913304,0.58597399909588,0.491484258866988,-0.589530194656722,150,"SP",NA,NA,NA,NA
"151","Patrick Corbin","WSN","9323",1.01856901261864,0.428479125156327,0.737952850187794,-1.03149702046385,-0.965885941567507,-0.825896228817725,-0.638278202886324,151,"SP",NA,NA,NA,NA
"152","Trevor Stephan","CLE","19932",-0.999812337446323,-0.804103438677096,-0.999542415133376,0.630920597134363,0.737391883966211,0.795495140640384,-0.639650569515838,152,"SP",NA,NA,NA,NA
"153","Collin McHugh","ATL","7531",-0.95903695663693,-0.866777128363541,-0.999542415133376,0.4937628811695,0.742824434034077,0.896832101231515,-0.691937083698754,153,"SP","Collin McHugh",364,"32569","Collin McHugh"
"154","Kyle Muller","OAK","20167",0.0195721827885081,-0.0311279325442713,0.158787761747404,0.153959383161058,-0.28936007886061,-0.724559268226594,-0.712727951934505,154,"SP",NA,NA,NA,NA
"155","Matt Bush","MIL","1246",-1.02020002785102,-0.74142974899065,-0.999542415133376,0.712158441098678,0.84407792040538,0.491484258866988,-0.713451571604001,155,"SP",NA,NA,NA,NA
"156","Mitch Keller","PIT","17594",1.03895670302334,0.637391424111145,0.882744122297892,-1.0117077917734,-1.44741793268949,-0.825896228817725,-0.725929703848236,156,"SP",NA,NA,NA,NA
"157","Josiah Gray","WSN","24580",1.16128284545152,1.24323709108012,0.737952850187794,-1.90432441331299,-1.14099899162747,-0.825896228817725,-0.728746847038754,157,"SP",NA,NA,NA,NA
"158","Seth Lugo","SDP","12447",0.529264442905924,0.3449142055744,0.303579033857502,-0.575528709915782,-0.658889069647205,-0.724559268226594,-0.781219365451755,158,"SP",NA,NA,NA,NA
"159","Corey Kluber","BOS","2429",1.05934439342804,0.428479125156327,0.737952850187794,-1.63364040685429,-0.548851034229989,-0.825896228817725,-0.782611301129852,159,"SP","Corey Kluber",267,"30981","Corey Kluber"
"160","Yusei Kikuchi","TOR","20633",0.0807352540025979,0.198675596306028,0.0139964896373066,-0.09534409580527,-0.277801461694935,-0.724559268226594,-0.804297485780866,160,"SP",NA,NA,NA,NA
"161","Joe Jiménez","ATL","15761",-1.02020002785102,-0.720538519095169,-0.999542415133376,0.485153546625819,0.856214468429337,0.59282121945812,-0.806091727566288,161,"SP",NA,NA,NA,NA
"162","Tylor Megill","NYM","21318",-0.877486195018144,-0.699647289199687,-0.420377326692986,0.712913287966252,1.17974016289655,-0.724559268226594,-0.829416628274604,162,"SP",NA,NA,NA,NA
"163","Taijuan Walker","PHI","11836",0.97779363180925,0.407587895260845,0.737952850187794,-1.20627467220727,-0.929360711323977,-0.825896228817725,-0.838197235091083,163,"SP","Taijuan Walker",284,"31864","Taijuan Walker"
"164","A.J. Puk","MIA","19343",-1.04058771825572,-0.929450818049986,-0.999542415133376,0.727989824051041,0.264528855718488,1.09950602241378,-0.87755624925577,164,"SP",NA,NA,NA,NA
"165","Alex Lange","DET","19883",-0.979424647041627,-0.824994668572578,-0.999542415133376,0.524201571072754,-0.523653248808819,1.91020170714283,-0.893211701340812,165,"SP","Alex Lange",318,"40976","Alex Lange"
"166","Robert Suarez","SDP","30115",-0.979424647041627,-0.824994668572578,-0.999542415133376,0.815184837889182,0.501596093786462,0.59282121945812,-0.894359579613817,166,"SP","Robert Suarez",368,NA,"Robert Suarez"
"167","Kenley Jansen","BOS","3096",-1.02020002785102,-0.845885898468059,-0.999542415133376,-0.481356462869255,-0.0672034569363564,2.51822347068962,-0.895964790568442,167,"SP","Kenley Jansen",123,"29630","Kenley Jansen"
"168","Seranthony Domínguez","PHI","19249",-0.938649266232234,-0.720538519095169,-0.999542415133376,0.672722792584609,-0.142912399371519,1.20084298300491,-0.928076824242777,168,"SP","Seranthony Dominguez",279,"37793","Seranthony Dominguez"
"169","Cal Quantrill","CLE","19312",1.14089515504682,0.324022975678918,0.882744122297892,-1.51745519304797,-0.971202905463716,-0.825896228817725,-0.966892074305783,169,"SP","Cal Quantrill",222,"39875","Cal Quantrill"
"170","José Leclerc","TEX","14524",-0.938649266232234,-0.762320978886132,-0.999542415133376,-0.0337730729312617,-0.188453351004275,1.91020170714283,-1.01253737704445,170,"SP","Jose Leclerc",247,"33926","Jose Leclerc"
"171","Brayan Bello","BOS","23920",0.0807352540025979,0.0524369870376557,0.303579033857502,0.0790051293376301,-0.805567921479609,-0.724559268226594,-1.01437078547082,171,"SP","Brayan Bello",384,"4720856","Brayan Bello"
"172","Tanner Scott","MIA","17586",-1.02020002785102,-0.678756059304205,-0.999542415133376,1.32486968363515,-0.544805518222003,0.896832101231515,-1.02160223564393,172,"SP",NA,NA,NA,NA
"173","Joe Kelly","CHW","9761",-1.02020002785102,-0.783212208781614,-0.999542415133376,1.29369654813102,-0.0113753360261499,0.491484258866988,-1.02914918079415,173,"SP",NA,NA,NA,NA
"174","Germán Márquez","COL","15038",1.63019972475954,1.18056340139367,1.02753539440799,-2.01479727244578,-2.03147485807099,-0.825896228817725,-1.03386983877329,174,"SP","German Marquez",328,"34874","German Marquez"
"175","Tanner Houck","BOS","19879",-0.673609290971177,-0.49073499024487,-0.709959870913181,0.530607568813788,0.214248871047806,0.0861364165024609,-1.04331129576517,175,"SP","Tanner Houck",398,"41009","Tanner Houck"
"176","Brusdar Graterol","LAD","20367",-1.04058771825572,-1.03390696752739,-0.999542415133376,0.866963252751419,0.225576315870166,0.896832101231515,-1.08466543106339,176,"SP","Brusdar Graterol",415,"40965","Brusdar Graterol"
"177","Drew Smyly","CHC","11760",0.366162919668351,0.177784366410546,0.0139964896373066,-0.795699180047093,-0.136208401415428,-0.724559268226594,-1.09852307397291,177,"SP",NA,NA,NA,NA
"178","Erik Swanson","TOR","16587",-0.979424647041627,-0.908559588154504,-0.999542415133376,0.0227996396034052,1.03421717278072,0.694158180049252,-1.13635165789613,178,"SP",NA,NA,NA,NA
"179","Adrian Morejon","SDP","20039",-0.367793934900728,-0.302713921185534,-0.275586054582888,0.228893235717796,0.296430639095747,-0.724559268226594,-1.1453293040822,179,"SP",NA,NA,NA,NA
"180","Diego Castillo","SEA","17496",-1.02020002785102,-0.950342047945468,-0.999542415133376,0.6945113454108,0.23181796913963,0.896832101231515,-1.14692307514792,180,"SP",NA,NA,NA,NA
"181","Tommy Kahnle","NYY","11384",-1.08136309906511,-0.950342047945468,-0.999542415133376,0.768629147299889,0.720631889075981,0.390147298275856,-1.15183922749223,181,"SP",NA,NA,NA,NA
"182","Kendall Graveman","CHW","15514",-0.918261575827537,-0.887668358259023,-0.999542415133376,0.37345661149156,-0.462045819315779,1.70752778596057,-1.18653377108359,182,"SP","Kendall Graveman",207,"33636","Kendall Graveman"
"183","Brandon Hughes","CHC","23460",-0.999812337446323,-0.866777128363541,-0.999542415133376,0.0263902625410544,-0.0838478656549256,1.70752778596057,-1.21606169809654,183,"SP","Brandon Hughes",410,"5001301","Brandon Hughes"
"184","Jordan Hicks","STL","19618",-1.04058771825572,-0.845885898468059,-0.999542415133376,1.37181299829158,-0.244397058086137,0.491484258866988,-1.26711583278472,184,"SP",NA,NA,NA,NA
"185","Jonathan Loáisiga","NYY","19753",-0.95903695663693,-0.992124507736431,-0.999542415133376,0.800679537271746,0.0851391173072287,0.795495140640384,-1.26939008428738,185,"SP","Jonathan Loaisiga",383,"39807","Jonathan Loaisiga"
"186","Héctor Neris","HOU","11804",-0.95903695663693,-0.783212208781614,-0.999542415133376,0.328920646304694,0.447501765451108,0.694158180049252,-1.27121098874687,186,"SP","Hector Neris",337,"32377","Hector Neris"
"187","Mike Clevinger","CHW","12808",0.590427514120014,0.261349285992473,0.448370305967599,-1.35514271525288,-0.395468184441497,-0.825896228817725,-1.27636002243201,187,"SP","Mike Clevinger",348,"32769","Mike Clevinger"
"188","Shintaro Fujinami","OAK","31839",0.814692108571677,0.720956343693071,0.448370305967599,-0.936100697415856,-1.62680767110075,-0.724559268226594,-1.30344887851085,188,"SP",NA,NA,NA,NA
"189","James Karinchak","CLE","20151",-0.95903695663693,-0.553408679931315,-0.999542415133376,0.529057072545257,-0.0400407065970217,0.694158180049252,-1.32881350570413,189,"SP","James Karinchak",346,"40715","James Karinchak"
"190","José Suarez","LAA","19911",0.570039823715317,0.261349285992473,0.448370305967599,-0.942812714157257,-0.854229699747097,-0.825896228817725,-1.34317922704669,190,"SP",NA,NA,NA,NA
"191","Nick Martinez","SDP","12730",0.508876752501227,0.21956682620151,0.303579033857502,-0.694631304858944,-0.960106632984669,-0.724559268226594,-1.34727459350997,191,"SP",NA,NA,NA,NA
"192","Hunter Harvey","WSN","15507",-1.04058771825572,-0.908559588154504,-0.999542415133376,0.375578343227443,0.322437527718515,0.795495140640384,-1.45517870995726,192,"SP",NA,NA,NA,NA
"193","Rafael Montero","HOU","12760",-0.979424647041627,-0.950342047945468,-0.999542415133376,0.450369386917342,0.15379730327133,0.795495140640384,-1.52964727929142,193,"SP","Rafael Montero",286,"32631","Rafael Montero"
"194","Adam Ottavino","NYM","1247",-0.999812337446323,-0.824994668572578,-0.999542415133376,0.463262987466173,0.237134933035841,0.59282121945812,-1.53113028119214,194,"SP","Adam Ottavino",421,"29705","Adam Ottavino"
"195","Shawn Armstrong","TBR","12857",-1.10175078946981,-1.05479819742288,-0.999542415133376,0.591627757487134,0.728260576405327,0.288810337684725,-1.54739273044887,195,"SP",NA,NA,NA,NA
"196","Brooks Raley","NYM","10061",-1.04058771825572,-0.97123327784095,-0.999542415133376,0.589995656151838,0.380808544405168,0.491484258866988,-1.54907495180605,196,"SP",NA,NA,NA,NA
"197","Marco Gonzales","SEA","15467",1.10011977423743,-0.0102367026487895,0.737952850187794,-1.50621409510113,-1.04795212344379,-0.825896228817725,-1.55222652558621,197,"SP",NA,NA,NA,NA
"198","Craig Kimbrel","PHI","6655",-1.04058771825572,-0.762320978886132,-0.999542415133376,0.148859066488261,0.0872196683970483,0.998169061822647,-1.56820331556727,198,"SP","Craig Kimbrel",216,"30653","Craig Kimbrel"
"199","Keegan Akin","BAL","19362",-1.1221384798745,-1.07568942731836,-0.999542415133376,0.755633540417602,0.679136453451212,0.187473377093593,-1.57512695136383,199,"SP",NA,NA,NA,NA
"200","Bailey Ober","MIN","21224",-0.265855482877245,-0.365387610871979,-0.130794782472791,-0.574059818714018,0.462065623079855,-0.724559268226594,-1.59859134008277,200,"SP",NA,NA,NA,NA
"201","JP Sears","OAK","23429",-0.449344696519514,-0.574299909826797,-0.420377326692986,0.299767236202985,0.267880854696533,-0.724559268226594,-1.60093311036637,201,"SP",NA,NA,NA,NA
"202","Aroldis Chapman","KCR","10233",-1.02020002785102,-0.699647289199687,-0.999542415133376,0.857333854873178,-0.592311434772923,0.795495140640384,-1.65887217144344,202,"SP","Aroldis Chapman",244,"30442","Aroldis Chapman"
"203","Michael Kopech","CHW","17282",0.651590585334104,0.679173883902108,0.303579033857502,-1.45496611317286,-1.13175209789493,-0.724559268226594,-1.67693397620067,203,"SP","Michael Kopech",250,"33763","Michael Kopech"
"204","Joe Mantiply","ARI","14857",-0.999812337446323,-1.09658065721384,-0.999542415133376,0.553048962174096,-0.0318340884093934,0.896832101231515,-1.67788843479732,204,"SP",NA,NA,NA,NA
"205","Gregory Soto","PHI","19677",-0.999812337446323,-0.783212208781614,-0.999542415133376,0.614538379981339,-0.603638879595284,0.998169061822647,-1.77349839915261,205,"SP","Gregory Soto",295,"39804","Gregory Soto"
"206","David Robertson","NYM","8241",-1.04058771825572,-0.824994668572578,-0.999542415133376,0.527486175010035,-0.235496922868568,0.795495140640384,-1.77764040917982,206,"SP","David Robertson",330,"29172","David Robertson"
"207","Braxton Garrett","MIA","21844",-0.0823662692349751,-0.281822691290052,0.0139964896373066,-0.226871062163365,-0.515099872106221,-0.724559268226594,-1.8167226733839,207,"SP",NA,NA,NA,NA
"208","Carlos Estévez","LAA","14542",-1.02020002785102,-0.950342047945468,-0.999542415133376,-0.44367532329063,-0.239773611219868,1.8088647465517,-1.84466867888866,208,"SP","Carlos Estevez",427,"34861","Carlos Estevez"
"209","Alexis Díaz","CIN","21132",-0.918261575827537,-0.574299909826797,-0.999542415133376,-0.555107041957903,-0.811462816234103,2.01153866773397,-1.84713509124575,209,"SP","Alexis Diaz",200,"4905920","Alexis Diaz"
"210","Johnny Cueto","MIA","6893",0.896242870190463,-0.0729103923352347,0.737952850187794,-1.45004940790029,-1.15001471301669,-0.825896228817725,-1.86467502169168,210,"SP","Johnny Cueto",355,"28955","Johnny Cueto"
"211","John Schreiber","BOS","20020",-0.918261575827537,-0.908559588154504,-0.999542415133376,0.310783920216227,-0.156089222940389,0.795495140640384,-1.8761737411992,211,"SP","John Schreiber",298,NA,"John Schreiber"
"212","Bryan Baker","BAL","19804",-0.999812337446323,-0.887668358259023,-0.999542415133376,0.48362345162398,0.129177448708445,0.390147298275856,-1.88407491223044,212,"SP",NA,NA,NA,NA
"213","Tarik Skubal","DET","22267",-0.857098504613447,-0.804103438677096,-0.130794782472791,0.254333615281708,0.469231965722573,-0.825896228817725,-1.89432737357678,213,"SP",NA,NA,NA,NA
"214","Dean Kremer","BAL","19350",0.631202894929407,0.0733282169331375,0.448370305967599,-1.34875711877853,-0.874688452130338,-0.825896228817725,-1.89644038189645,214,"SP",NA,NA,NA,NA
"215","MacKenzie Gore","WSN","22201",0.325387538858957,0.261349285992473,0.448370305967599,-0.762955147007735,-1.35864775285711,-0.825896228817725,-1.91239199786354,215,"SP",NA,NA,NA,NA
"216","Andrew Chafin","","12988",-1.04058771825572,-1.03390696752739,-0.999542415133376,0.34926070919581,-0.303461591802733,1.09950602241378,-1.92873196110963,216,"SP",NA,NA,NA,NA
"217","Bailey Falter","PHI","20070",-0.265855482877245,-0.386278840767461,-0.275586054582888,-0.695855380860414,0.373411029419137,-0.724559268226594,-1.97472399789547,217,"SP",NA,NA,NA,NA
"218","Cionel Pérez","BAL","19614",-1.06097540866041,-0.97123327784095,-0.999542415133376,0.771974955037244,-0.426676450788816,0.694158180049252,-1.99229441733706,218,"SP",NA,NA,NA,NA
"219","Emilio Pagán","MIN","14771",-1.04058771825572,-0.866777128363541,-0.999542415133376,-0.0613759867644408,0.549911113538977,0.390147298275856,-2.02822483670224,219,"SP",NA,NA,NA,NA
"220","Wandy Peralta","NYY","14295",-0.999812337446323,-1.07568942731836,-0.999542415133376,0.542889131361883,-0.423902382669054,0.896832101231515,-2.05922532997371,220,"SP",NA,NA,NA,NA
"221","Jakob Junis","SFG","13619",-0.816323123804054,-0.908559588154504,-0.854751143023278,-0.0850006535928374,0.425655979007982,0.0861364165024609,-2.15284211306423,221,"SP",NA,NA,NA,NA
"222","Zach Jackson","OAK","19493",-0.979424647041627,-0.74142974899065,-0.999542415133376,0.262494121958184,-0.731477185447639,0.998169061822647,-2.19121081283246,222,"SP",NA,NA,NA,NA
"223","Andrew Bellatti","PHI","10657",-1.08136309906511,-0.845885898468059,-0.999542415133376,0.175319509386733,0.26938347492807,0.288810337684725,-2.19327809066702,223,"SP",NA,NA,NA,NA
"224","Michael Lorenzen","DET","14843",0.61081520452471,0.0942194468286192,0.448370305967599,-0.97737245993213,-1.65836269596303,-0.724559268226594,-2.20688946680083,224,"SP",NA,NA,NA,NA
"225","Anthony DeSclafani","SFG","13050",0.345775229263654,-0.114692852126198,-0.130794782472791,-1.01793017811421,-0.583989230413637,-0.724559268226594,-2.22619108208978,225,"SP",NA,NA,NA,NA
"226","Graham Ashcraft","CIN","27552",0.753529037357587,0.115110676724101,0.737952850187794,-1.23208227457162,-1.78654776033036,-0.825896228817725,-2.23793369945023,226,"SP",NA,NA,NA,NA
"227","Jake Odorizzi","TEX","6397",-0.653221600566481,-0.783212208781614,-0.709959870913181,-0.409421596516123,0.221646386033837,0.0861364165024609,-2.2480324742411,227,"SP",NA,NA,NA,NA
"228","Eli Morgan","CLE","20203",-1.08136309906511,-1.03390696752739,-0.999542415133376,-0.335324195893725,0.788018627151861,0.390147298275856,-2.27197075219189,228,"SP",NA,NA,NA,NA
"229","Colin Poche","TBR","19403",-1.08136309906511,-0.950342047945468,-0.999542415133376,0.0486480445011414,0.205348735830238,0.491484258866988,-2.28576652294559,229,"SP",NA,NA,NA,NA
"230","Cade Cavalli","WSN","27473",0.325387538858957,0.156893136515064,0.448370305967599,-1.07178952217895,-1.3370331387573,-0.825896228817725,-2.30406790841235,230,"SP",NA,NA,NA,NA
"231","Tyler Wells","BAL","20000",0.0399598731932047,-0.240040231499089,-0.275586054582888,-1.07517613244969,-0.0601527004652953,-0.724559268226594,-2.33555451403035,231,"SP",NA,NA,NA,NA
"232","Griffin Jax","MIN","20253",-0.877486195018144,-0.908559588154504,-0.999542415133376,-0.371597648070659,-0.0906674497826743,0.896832101231515,-2.35102119492784,232,"SP",NA,NA,NA,NA
"233","Yimi Garcia","TOR","12095",-0.877486195018144,-0.908559588154504,-0.999542415133376,-0.551557221553637,0.246497412940037,0.694158180049252,-2.39648982687037,233,"SP",NA,NA,NA,NA
"234","Kevin Ginkel","ARI","19876",-1.06097540866041,-0.97123327784095,-0.999542415133376,0.0178829343308282,-0.500767186820786,1.09950602241378,-2.41512933171092,234,"SP",NA,NA,NA,NA
"235","Daniel Bard","COL","7115",-0.95903695663693,-0.804103438677096,-0.999542415133376,-0.665335085890397,-1.20249083494885,2.21421258891623,-2.41629614237042,235,"SP","Daniel Bard",186,"30158","Daniel Bard"
"236","Domingo Acevedo","OAK","17092",-0.999812337446323,-1.09658065721384,-0.999542415133376,-0.196003945659596,-0.0363419491040049,0.896832101231515,-2.43144920332562,236,"SP",NA,NA,NA,NA
"237","Noah Syndergaard","LAD","11762",0.814692108571677,0.031545757142174,0.448370305967599,-1.94147511995764,-1.01963351138789,-0.825896228817725,-2.49239668848181,237,"SP","Noah Syndergaard",242,"31730","Noah Syndergaard"
"238","Penn Murfee","SEA","25174",-1.04058771825572,-1.03390696752739,-0.999542415133376,-0.0577037587600263,0.142585444620627,0.491484258866988,-2.4976711561889,238,"SP",NA,NA,NA,NA
"239","Dylan Coleman","KCR","22276",-0.918261575827537,-0.804103438677096,-0.999542415133376,0.181868315994605,-0.7633789688249,0.795495140640384,-2.50792294182792,239,"SP",NA,NA,NA,NA
"240","Zach Plesac","CLE","19979",0.488489062096531,-0.198257771708125,0.448370305967599,-1.50507162416642,-0.920344989934751,-0.825896228817725,-2.5127112465629,240,"SP",NA,NA,NA,NA
"241","Caleb Ferguson","LAD","19349",-1.1221384798745,-0.887668358259023,-0.999542415133376,0.397795322654148,-0.276645599978368,0.288810337684725,-2.5993891929064,241,"SP",NA,NA,NA,NA
"242","Steven Okert","MIA","13580",-1.1221384798745,-0.97123327784095,-0.999542415133376,0.214326731300286,-0.0706710420860582,0.288810337684725,-2.66044814594988,242,"SP",NA,NA,NA,NA
"243","Anthony Bass","TOR","7982",-1.04058771825572,-1.05479819742288,-0.999542415133376,-0.0758404848484933,-0.307160349295747,0.795495140640384,-2.68243402431583,243,"SP",NA,NA,NA,NA
"244","Drew Smith","NYM","17755",-1.10175078946981,-1.01301573763191,-0.999542415133376,-0.0409543188065601,0.030004513426962,0.390147298275856,-2.73511144933884,244,"SP",NA,NA,NA,NA
"245","Jake Diekman","CHW","5003",-1.08136309906511,-0.762320978886132,-0.999542415133376,0.478441529884418,-0.678538718828851,0.288810337684725,-2.75451334434433,245,"SP",NA,NA,NA,NA
"246","Dylan Floro","MIA","13394",-0.999812337446323,-1.20103680669125,-0.999542415133376,-0.15369171854207,-0.826604604721135,1.40351690418717,-2.77717097834698,246,"SP","Dylan Floro",266,"33852","Dylan Floro"
"247","Hoby Milner","MIL","13346",-1.04058771825572,-1.11747188710932,-0.999542415133376,0.00645822498376274,-0.0364575352756624,0.390147298275856,-2.79745403251446,247,"SP",NA,NA,NA,NA
"248","Dillon Tate","BAL","17796",-0.877486195018144,-1.11747188710932,-0.999542415133376,0.0488928597014355,-0.557404410932588,0.694158180049252,-2.80885386844274,248,"SP",NA,NA,NA,NA
"249","Domingo Germán","NYY","17149",-0.327018554091335,-0.574299909826797,-0.275586054582888,-0.918127181460918,0.0064249344089866,-0.724559268226594,-2.81316603377954,249,"SP","Domingo German",354,"33660","Domingo German"
"250","James Kaprielian","OAK","18331",0.692365966143497,0.198675596306028,0.448370305967599,-1.8038073723255,-1.59687085264165,-0.825896228817725,-2.88716258536775,250,"SP",NA,NA,NA,NA
"251","Peter Strzelecki","MIL","21367",-1.02020002785102,-0.929450818049986,-0.999542415133376,-0.297561451248334,-0.335941306038276,0.694158180049252,-2.88853783827174,251,"SP",NA,NA,NA,NA
"252","Michael Soroka","ATL","18383",-0.102753959639672,-0.553408679931315,0.0139964896373066,-0.655685286745464,-0.880814519228147,-0.724559268226594,-2.90322522413388,252,"SP","Mike Soroka",332,"34984","Mike Soroka"
"253","Matt Manning","DET","20369",0.468101371691834,-0.219149001603607,0.448370305967599,-1.42012074966431,-1.4022237395717,-0.825896228817725,-2.95091804199791,253,"SP",NA,NA,NA,NA
"254","Jordan Lyles","KCR","7593",1.14089515504682,0.198675596306028,0.593161578077697,-2.27413817462417,-1.86456842619866,-0.825896228817725,-3.03187050021001,254,"SP",NA,NA,NA,NA
"255","Matt Barnes","MIA","12863",-1.06097540866041,-0.97123327784095,-0.999542415133376,-0.0837153737912922,-0.739799389806924,0.795495140640384,-3.05977072459257,255,"SP",NA,NA,NA,NA
"256","Chris Flexen","SEA","13896",-0.265855482877245,-0.678756059304205,-0.565168598803083,-0.790354048174003,-0.441240308417565,-0.319211425862066,-3.06058592343817,256,"SP","Chris Flexen",496,"36067","Chris Flexen"
"257","Ryne Stanek","HOU","15947",-1.08136309906511,-0.866777128363541,-0.999542415133376,0.0436089316284174,-0.561912271627202,0.390147298275856,-3.07583868428495,257,"SP",NA,NA,NA,NA
"258","Steven Wilson","SDP","20353",-1.06097540866041,-0.97123327784095,-0.999542415133376,-0.394222652831187,-0.0521772546209794,0.390147298275856,-3.08800371081105,258,"SP",NA,NA,NA,NA
"259","Rich Hill","PIT","4806",-0.0415908884255818,-0.386278840767461,0.158787761747404,-1.12109938377156,-0.874110521272055,-0.825896228817725,-3.09018810130698,259,"SP",NA,NA,NA,NA
"260","Lou Trivino","NYY","15043",-1.04058771825572,-1.03390696752739,-0.999542415133376,0.039222659289812,-0.573933233479502,0.491484258866988,-3.11726341623919,260,"SP","Lou Trivino",447,"35844","Lou Trivino"
"261","Robert Stephenson","PIT","13594",-1.02020002785102,-0.992124507736431,-0.999542415133376,-0.494637687485218,-0.117021096920409,0.491484258866988,-3.13204147625947,261,"SP",NA,NA,NA,NA
"262","Andrew Painter","PHI","sa3017880",-0.428957006114818,-0.553408679931315,0.0139964896373066,-1.01764456038054,-0.32727234316402,-0.825896228817725,-3.13918232877111,262,"SP","Andrew Painter",288,"4872683","Andrew Painter"
"263","Andre Pallante","STL","26108",-0.877486195018144,-1.20103680669125,-0.999542415133376,0.387513084241789,-1.26028392077722,0.795495140640384,-3.15534111273782,263,"SP",NA,NA,NA,NA
"264","Zack Greinke","KCR","1943",0.508876752501227,-0.532517450035833,0.448370305967599,-1.59138938353684,-1.21254683188299,-0.825896228817725,-3.20510283580456,264,"SP",NA,NA,NA,NA
"265","Taylor Clarke","KCR","17611",-0.95903695663693,-1.09658065721384,-0.999542415133376,-0.58713703066307,-0.411997006988409,0.795495140640384,-3.25879892599524,265,"SP",NA,NA,NA,NA
"266","John Brebbia","SFG","12777",-0.999812337446323,-1.07568942731836,-0.999542415133376,-0.680554430842024,-0.304155108832672,0.795495140640384,-3.26425857893237,266,"SP",NA,NA,NA,NA
"267","Sam Moll","OAK","14874",-1.08136309906511,-1.07568942731836,-0.999542415133376,0.428009598623799,-0.926355470860903,0.390147298275856,-3.26479351547809,267,"SP",NA,NA,NA,NA
"268","Joely Rodríguez","BOS","11487",-1.02020002785102,-1.03390696752739,-0.999542415133376,0.129069837797808,-1.17001112071331,0.795495140640384,-3.29909555278691,268,"SP",NA,NA,NA,NA
