Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Drew Smyly","CHC",6,7,6,4.3288,34,20,0,0,115,484,114,60,55,19,34,1,4,103,8.10312,2.69501,3.00671,1.49716,0.213109,0.0708777,0.1422310322523117,0.254778,1.2909,0.292098,0.725985,,,4.47439,0.916451,0.84552,415.0799865722656,3.20642,0.256837,0.545397,"11760"
"Ryan Yarbrough","KCR",5,8,7,4.81535,27,19,0,0,116,500,126,67,62,16,31,1,8,77,5.98008,2.37976,2.51289,1.22825,0.154153,0.0613448,0.09280794858932495,0.272464,1.34891,0.298177,0.662733,,,4.54781,0.911682,0.255811,653.1699829101562,3.72553,-1.583,0.978882,"16502"
"Michael Lorenzen","DET",7,9,8,4.28749,31,22,0,2,131,563,123,68,62,15,56,1,5,107,7.38336,3.81461,1.93555,1.01925,0.190762,0.098557,0.09220457822084427,0.243972,1.35968,0.283435,0.700897,,,4.33797,0.895517,0.839809,468.4599914550781,4.67376,0.498392,0.915658,"14843"
"Bailey Falter","PHI",7,5,6,4.2737,37,15,0,2,101,419,99,52,48,17,23,1,4,91,8.17526,2.09895,3.89492,1.48165,0.218143,0.0560071,0.16213612258434296,0.253993,1.22058,0.292333,0.711476,,,4.26597,0.891336,0.85164,425.0400085449219,2.37643,-2.10379,0.436544,"20070"
"Patrick Corbin","WSN",7,12,9,4.92401,27,27,0,0,147,645,164,88,81,24,49,2,5,120,7.3251,2.99011,2.44978,1.46019,0.186014,0.0759309,0.1100829467177391,0.277277,1.44484,0.312983,0.698163,,,4.68243,0.880863,0.372838,701.0999755859375,7.91586,-0.23178,1.99056,"9323"
"José Alvarado","PHI",4,2,0,3.27569,59,0,5,16,55,233,41,22,20,4,29,2,3,77,12.5895,4.65738,2.70313,0.582108,0.331575,0.122663,0.20891190320253372,0.205273,1.26711,0.313,0.740715,,,2.85634,0.877504,0.691395,495.4200134277344,3.40637,-0.724428,0.704531,"17780"
"Devin Williams","MIL",4,3,0,2.99465,61,0,30,3,61,253,44,22,20,5,29,1,3,85,12.4012,4.1882,2.96098,0.726996,0.333715,0.112704,0.22101037949323654,0.199029,1.18545,0.296071,0.768189,,,2.93968,0.875125,0.995543,50.72999954223633,2.37905,0.317757,1.81362,"15816"
"Zach Plesac","CLE",7,8,9,4.3887,24,23,0,0,134,562,134,71,65,20,36,1,5,100,6.77196,2.41001,2.80993,1.36838,0.178646,0.0635767,0.1150696873664856,0.257658,1.27433,0.284641,0.701192,,,4.50012,0.873192,0.90519,536.9199829101562,3.2066,0.598835,0.777308,"19979"
"Austin Gomber","COL",6,7,6,4.91537,34,17,0,1,113,486,120,67,62,18,36,2,4,92,7.38827,2.86375,2.57993,1.41723,0.190156,0.073706,0.11645008623600006,0.268818,1.38437,0.304141,0.679371,,,4.57041,0.86115,0.938587,744.1900024414062,3.24137,0.0118924,1.15161,"16561"
"Tarik Skubal","DET",4,5,5,3.92965,13,13,0,0,68,281,61,32,30,9,20,0,2,69,9.17466,2.68282,3.41978,1.2464,0.246318,0.0720274,0.17429085075855255,0.238023,1.20398,0.289805,0.722094,,,3.87202,0.858284,0.836281,463.69000244140625,1.584,-0.348697,0.494425,"22267"
