"","Name","Team","G","points","ADP"
"884","Spencer Turnbull","PHI",23.6619,69.08435,692.599975585938
"885","Jace Peterson","ARI",45.7895,69.05726294,747.150024414062
"886","Brian Anderson","",48.8462,68.943801624,750.630004882812
"887","Gavin Hollowell","COL",42.6508,68.83865,999
"888","Amir Garrett","",43.269,68.665595,999
"889","Aaron Loup","",44.8696,68.604355,999
"890","Jake Odorizzi","TEX",10.0979,68.3621,750.080017089844
"891","Riley O'Brien","STL",38.7416,68.1488,999
"892","Austin Barnes","LAD",50.9637,68.053677002,745.400024414062
"893","Angel Zerpa","KCR",24.5829,67.9806,999
"894","Tyler Matzek","ATL",38.2152,67.87734715,999
"895","Vidal Bruján","MIA",48.1924,67.833448601,643.5
"896","Ben Brown","CHC",21.0745,67.73375,999
"897","Joey Wentz","DET",34.5483,67.3901,750.809997558594
"898","Matt Thaiss","LAA",50.8469,67.357479672,679.349975585938
"899","Rougned Odor","",53.6894,67.227265208,999
"900","Drew VerHagen","",34.6038,67.14514,999
"901","Jordan Leasure","CHW",35.9296,66.86105,999
"902","Joey Estes","OAK",22.9647,66.6289,999
"903","David Fletcher","ATL",37.5389,66.600649328,999
"904","Tejay Antone","CIN",36.7806,66.587975,741.039978027344
"905","Kyle Muller","OAK",39.0602,66.2904,750.080017089844
"906","Alex Young","CIN",42.051,66.272345,999
"907","Manuel Rodríguez","TBR",28.438,66.18195,999
"908","Oscar Colás","CHW",47.6519,66.138417221,577.330017089844
"909","Michael Fulmer","",32.8372,65.99605,750
"910","Austin Meadows","",28.683,65.75408196,999
"911","Cody Morris","NYY",31.2206,65.46285,750.039978027344
"912","Matt Carpenter","STL",44.4475,65.160312954,750.690002441406
"913","Kole Calhoun","",44.4565,65.132790984,999
"914","Kyle Hurt","LAD",20.5965,64.8254,587.599975585938
"915","Deivi García","CHW",47.4818,64.8219,746.880004882812
"916","Derek Law","",43.4138,64.803265,999
"917","Jake Latz","TEX",31.757,64.7828,999
"918","Nick Ramirez","NYY",33.9051,64.55043,999
"919","Josh Staumont","MIN",34.9462,64.484655,999
"920","Deyvison De Los Santos","CLE",49.5049,64.10248138,999
"921","Jose Hernandez","PIT",37.8735,64.0774,999
"922","Trey Mancini","MIA",42.8515,64.005632912,738.47998046875
"923","Yunior Marte","PHI",39.0097,63.774345,999
"924","Justin Slaten","NYM",36.6916,62.71205,999
"925","Johnny Cueto","",10.2069,62.66695,999
"926","Nick Pratto","KCR",54.9385,62.541279256,708.400024414062
"927","Jose A. Ferrer","WSN",41.7833,62.4421,999
"928","Alexander Canario","CHC",38.4013,61.95127063,734.169982910156
"929","Tim Hill","CHW",52.6357,61.83605,748.190002441406
"930","Corey Knebel","",25.9737,61.75825,715.460021972656
"931","Jimmy Herget","LAA",33.4306,61.49765,999
"932","Eduard Bazardo","SEA",29.2391,61.48535,999
"933","Matt Sauer","KCR",33.2424,61.45405,999
"934","Mike Moustakas","",41.7622,61.108295132,728.440002441406
"935","Davis Daniel","LAA",25.8483,60.84665,731.080017089844
"936","Kenny Rosenberg","LAA",15.307,60.79135,999
"937","Sam Haggerty","SEA",42.582,60.780344579,999
"938","Sean Hjelle","SFG",29.7341,60.6649,750.900024414062
"939","Colton Cowser","BAL",45.0831,60.634947904,524.349975585938
"940","Mitch Spence","OAK",29.6838,60.55363,999
"941","Jesse Scholtens","CHW",27.0942,60.4965715,999
"942","Bryan Hudson","MIL",27.5214,60.3661,999
"943","Mitch White","TOR",29.1896,60.328,999
"944","Jorge Alcala","MIN",34.2739,60.259,999
"945","Drew Rucinski","",16.0926,60.22645,999
"946","Colin Selby","PIT",36.9541,60.161196,999
"947","Adam Cimber","LAA",43.6997,60.07572,999
"948","Dylan Crews","WSN",44.6446,59.895553723,999
"949","Steven Cruz","KCR",38.8013,59.8937755,999
"950","Orelvis Martinez","TOR",35.5511,59.527403396,999
"951","Ryan Weathers","MIA",30.013,59.4989,740.52001953125
"952","Will Warren","NYY",16.679,59.41095,999
"953","Lucas Gilbreath","COL",40.5281,59.307575,999
"954","Harold Castro","",47.3215,59.280819528,999
"955","Riley Adams","WSN",49.6247,59.07287232,737.150024414062
"956","Alec Marsh","KCR",16.1014,59.0166,749.289978027344
"957","Luis Frías","ARI",32.7277,58.845765,999
"958","Hurston Waldrep","ATL",17.4904,58.61045,999
"959","Mason Thompson","WSN",39.9547,58.3734,999
"960","Freddy Tarnok","OAK",30.0549,58.18105,999
"961","Connor Phillips","CIN",16.8327,57.94545,612.52001953125
"962","Mychal Givens","",35.6244,57.7583,999
"963","Luis Gil","NYY",17.4286,57.6163,693.460021972656
"964","Nick Ahmed","SFG",44.668,57.542291388,999
"965","Eguy Rosario","SDP",42.1171,57.520060968,742.940002441406
"966","Pablo Reyes","BOS",35.5668,57.47168412,739.849975585938
"967","Bryan Mata","BOS",35.874,57.2061,999
"968","Alan Trejo","COL",39.9836,57.099532338,750.059997558594
"969","Tim Herrin","CLE",27.2368,56.98505,999
"970","Dylan Coleman","HOU",34.8438,56.7299485,999
"971","Joely Rodríguez","",37.0327,56.2816,999
"972","Daysbel Hernández","ATL",27.6831,56.1419305,999
"973","Marc Church","TEX",29.4383,56.00805,999
"974","Brooks Lee","MIN",31.5322,55.99389612,999
"975","Cristian Pache","PHI",52.084,55.939428592,750.77001953125
"976","Matt Duffy","TEX",54.4527,55.734084672,999
"977","Casey Schmitt","SFG",42.3802,55.72379006,669.22998046875
"978","José Buttó","NYM",21.6938,55.62165,720.809997558594
"979","Keegan Thompson","CHC",27.7538,55.547635,999
"980","Mike Ford","",35.6488,55.399871316,999
"981","Joey Cantillo","CLE",7.28783,55.2989,999
"982","Ryan Fernandez","STL",31.8894,55.2877,999
"983","Alek Jacob","SDP",27.3501,55.222077,999
"984","Braden Shewmake","CHW",44.7166,55.06513477,746.22998046875
"985","Michael Kelly","OAK",31.8898,54.96405,999
"986","Osvaldo Bido","OAK",22.1599,54.9594,999
"987","Dairon Blanco","KCR",37.0554,54.874931502,652.289978027344
"988","Tyler Freeman","CLE",32.34,54.823822676,730.919982910156
"989","Tucupita Marcano","SDP",36.3529,54.77984238,999
"990","Nick Loftin","KCR",31.0923,54.634589048,642.190002441406
"991","Jake Cave","PHI",40.3852,54.580684291,999
"992","Cooper Criswell","BOS",22.582,54.3248,999
"993","Angel Felipe","OAK",29.248,54.270435,999
"994","Cade Smith","CLE",27.5461,53.9131,999
"995","Bryce Jarvis","ARI",27.0247,53.57365,999
"996","Jared Shuster","CHW",14.2877,53.11495,737.77001953125
"997","Francisco Mejía","",38.1565,53.08548996,750.52001953125
"998","Miguel Sanó","LAA",30.9246,53.033758834,743.669982910156
"999","Sammy Peralta","CHW",30.2829,53.02875,999
"1000","Mauricio Llovera","SEA",28.2905,52.87345,999
"1001","Yonny Chirinos","",21.21,52.6922,750.809997558594
"1002","Owen White","TEX",21.9987,52.64425,744.75
"1003","Parker Mushinski","HOU",26.7047,52.512745,999
"1004","Michael Stefanic","LAA",32.4578,52.309517248,750.52001953125
"1005","Jackson Kowar","SEA",34.5485,52.15805,999
"1006","Zach Davies","",14.6828,52.09795,999
"1007","Jacob Young","WSN",30.1459,52.052817296,684.419982910156
"1008","Jarlín García","",28.3324,51.710425,999
"1009","Dominic Leone","",32.2654,51.57614,999
"1010","Julio Teheran","",7.71195,51.4426,999
"1011","Cade Marlowe","SEA",45.8204,51.356040216,749.289978027344
"1012","Jon Singleton","HOU",37.5973,51.257793895,746.099975585938
"1013","Spencer Horwitz","TOR",29.8327,51.0508338176,741.849975585938
"1014","James Kaprielian","",8.50314,50.7792,999
"1015","Ty Madden","DET",16.8856,50.66445,999
"1016","Dylan Covey","PHI",32.4971,50.6137195,999
"1017","Thyago Vieira","MIL",25.2488,50.58985,999
"1018","Anthony Maldonado","MIA",25.4599,49.8262,999
"1019","Alex Jackson","TBR",42.3304,49.823560742,999
"1020","Nick Vespi","BAL",23.3163,49.787793,999
"1021","Andrés Machado","",26.7959,49.62771,999
"1022","Ty Adcock","SEA",24.914,49.2352325,999
"1023","Victor Vodnik","COL",30.1919,49.0435,999
"1024","Pavin Smith","ARI",27.6144,48.7965563664,999
"1025","Ji Man Choi","",32.4819,48.790102258,999
"1026","Bruce Zimmermann","BAL",17.9862,48.7528,749.460021972656
"1027","Matt Barnes","",32.0061,48.72989,999
"1028","Drew Rom","STL",25.7078,48.6955,999
"1029","Zack Kelly","BOS",30.5241,48.457851,999
"1030","Bryan Hoeing","MIA",30.0306,48.36515,999
"1031","Brandon Walter","BOS",10.1858,48.2024385,999
"1032","Otto Lopez","SFG",30.283,48.092025296,999
"1033","Cole Sands","MIN",24.832,47.9860225,999
"1034","Peter Strzelecki","ARI",26.536,47.920048,999
"1035","Anthony Bass","",26.4643,47.87297,999
"1036","Dustin May","LAD",14.8286,47.7319,671.650024414062
"1037","Justin Martinez","ARI",26.9791,47.448565,749.900024414062
"1038","Colby White","TBR",27.6499,47.05595,999
"1039","Josh Fleming","PIT",24.49,46.90235,999
"1040","Corey Julks","HOU",29.7731,46.7974402,744.789978027344
"1041","Luis Patiño","SDP",28.9995,46.70045,748.809997558594
"1042","Wil Myers","",33.242,46.66442695,999
"1043","Jake Alu","WSN",30.9419,46.575454296,750.130004882812
"1044","Thaddeus Ward","WSN",34.6923,46.564495,999
"1045","Adrián Martínez","OAK",33.4283,46.456,999
"1046","Zach McAllister","",29.5237,46.30365,999
"1047","Matthew Batten","SDP",43.1196,46.213074188,737.039978027344
"1048","Hanser Alberto","",30.4544,46.1905041518,999
"1049","Evan Justice","COL",33.881,46.0488,999
"1050","Brent Headrick","MIN",16.8676,45.919148,999
"1051","David Fry","CLE",37.3358,45.855206674,749.52001953125
"1052","Jesús Aguilar","",36.0736,45.826237146,999
"1053","Austin Hedges","CLE",56.2571,45.8144876,749.52001953125
"1054","Oscar Gonzalez","NYY",33.8299,45.614387803,750.599975585938
"1055","Josh Winder","MIN",24.2475,45.56458,999
"1056","Chayce McDermott","BAL",16.2073,45.55205,999
"1057","Daniel Duarte","",21.9139,45.54549,999
"1058","Cody Poteet","NYY",23.4232,45.48785,999
"1059","Vince Velasquez","PIT",7.78381,45.4411,999
"1060","Christian Arroyo","MIL",34.5332,45.331035375,999
"1061","Jacob Lopez","TBR",17.5582,45.29672,748.150024414062
"1062","Janson Junk","MIL",23.7,45.2664,999
"1063","Josh Simpson","MIA",24.8488,45.2398,999
"1064","Jeff Brigham","",26.1203,45.23821715,999
"1065","Luis F. Ortiz","PHI",24.423,45.0694805,999
"1066","Richard Bleier","WSN",34.4349,44.99723995,999
"1067","Jackson Stephens","ATL",21.8208,44.958405,999
"1068","JT Brubaker","PIT",18.1698,44.95836,999
"1069","Óscar Mercado","SDP",35.0515,44.905801292,999
"1070","Darius Vines","ATL",20.6672,44.84217,741
"1071","Josh Harrison","CIN",30.7799,44.80594253,999
"1072","Cal Mitchell","SDP",37.0779,44.78558214,749.349975585938
"1073","Yerry Rodríguez","TEX",24.8844,44.296323,999
"1074","Vinny Nittoli","OAK",25.2819,44.264075,999
"1075","Kyle Nicolas","PIT",24.6289,44.0012,999
"1076","Ryan Loutos","STL",30.7625,43.82605,999
"1077","Austin Adams","NYM",25.1765,43.57905,999
"1078","Carlos Vargas","SEA",27.0502,43.4504,999
"1079","Lou Trivino","NYY",22.9896,43.34459,999
"1080","Luis Garcia","HOU",4.34975,43.28822,723.809997558594
"1081","Garrett Stubbs","PHI",33.9173,42.992104474,748.460021972656
"1082","Glenn Otto","SDP",21.9294,42.9916,999
"1083","Andre Jackson","",12.3051,42.942695,999
"1084","Carson Spiers","CIN",22.6411,42.667725,999
"1085","Simeon Woods Richardson","MIN",14.3888,42.60205,740.309997558594
"1086","Kolby Allard","PHI",17.8729,42.594107,750.380004882812
"1087","Yohan Ramírez","NYM",22.6075,42.512345,999
"1088","Matt Bush","",23.3347,42.330595,999
"1089","Trey Wingenter","DET",24.6941,42.221555,999
"1090","Grant Hartwig","NYM",22.7937,42.2106,999
"1091","Michael Chavis","SEA",50.1673,42.12930833,999
"1092","Hogan Harris","OAK",21.3355,42.10185,999
"1093","Mick Abel","PHI",16.1753,42.0922,999
"1094","Brendan White","DET",23.486,42.04067,999
"1095","Michael Toglia","COL",30.7668,41.990101991,750.77001953125
"1096","Romy Gonzalez","BOS",37.7188,41.952655806,999
"1097","Josh Taylor","KCR",27.8768,41.78975,999
"1098","Calvin Faucher","MIA",28.911,41.576089,999
"1099","Carl Edwards Jr.","",24.4232,41.36239,999
"1100","Luke Voit","",29.4509,41.177954023,749.960021972656
"1101","Luis Guillorme","ATL",31.0177,41.1510347026,999
"1102","Kelvin Caceres","LAA",28.1453,40.9284,999
"1103","Andrew Bellatti","",22.865,40.758305,999
"1104","Shane Drohan","CHW",25.6532,40.57235,999
"1105","Jeremiah Estrada","SDP",23.7212,40.44918,749.289978027344
"1106","Jacob Misiorowski","MIL",19.0569,40.38,999
"1107","Juan Yepez","WSN",26.6024,40.365139998,698.080017089844
"1108","Tommy La Stella","",27.395,40.1498593595,999
"1109","Jordan Luplow","ATL",27.1111,39.3940104654,999
"1110","Erasmo Ramírez","TBR",19.1116,39.37696,999
"1111","Eric Haase","MIL",32.5995,39.30815825,696.210021972656
"1112","Michael Rucker","PHI",23.3093,39.2667055,999
"1113","Ryan Tepera","",23.0093,39.192655,999
"1114","Willie Calhoun","LAA",22.4736,39.0919924044,999
"1115","Forrest Wall","ATL",38.308,38.9840957267,999
"1116","Allan Winans","ATL",16.7756,38.9382,747.460021972656
"1117","Casey Legumina","CIN",25.1735,38.613965,999
"1118","Carson Coleman","TEX",22.1592,38.5449,999
"1119","Taylor Trammell","SEA",34.3711,38.491364227,999
"1120","Shawn Dubin","HOU",18.4281,38.32455,999
"1121","R.J. Dabovich","SFG",23.1748,38.25715,999
"1122","Guillermo Zuñiga","LAA",24.625,38.255105,999
"1123","Nick Nelson","PHI",17.4644,38.204061735,999
"1124","Gus Varland","LAD",23.4833,38.16195,999
"1125","Sam Bachman","LAA",24.8059,38.129113,999
"1126","Miles Mastrobuoni","CHC",27.5632,37.890606416,999
"1127","Cade Horton","CHC",4.9025,37.87903,999
"1128","Rodolfo Castro","PHI",27.9081,37.8668460722,999
"1129","Zach Pop","TOR",22.3371,37.50801,999
"1130","Nasim Nuñez","WSN",26.2137,37.3373747509,999
"1131","Nick Martini","CIN",22.885,37.3318420528,749.5
"1132","Jairo Iriarte","SDP",19.2832,37.309095,999
"1133","Jaime Barria","CLE",18.3847,37.25156,999
"1134","Tyler Duffey","",23.2136,37.049595,999
"1135","J.B. Bukauskas","MIL",20.0422,36.97277,999
"1136","Madison Bumgarner","",9.59618,36.9396,999
"1137","Luis Torrens","",43.6484,36.9293024344,999
"1138","Blake Sabol","SFG",29.919,36.7325104,514.099975585938
"1139","Forrest Whitley","HOU",20.9192,36.5734,999
"1140","Sam Coonrod","",31.266,36.48963,999
"1141","Elieser Hernández","",18.517,36.42655,999
"1142","Brent Honeywell","PIT",24.6013,36.20065,999
"1143","Mason Englert","DET",20.5427,35.88001,999
"1144","Oliver Ortega","HOU",19.1237,35.67062165,999
"1145","Rafael Ortega","CHW",30.5055,35.595810751,999
"1146","Carlos F. Rodriguez","MIL",4.44058,35.56735,999
"1147","Nathan Lukes","TOR",37.1054,35.5019054391,999
"1148","Cristian Mena","ARI",9.10548,35.3082,999
"1149","Justyn-Henry Malloy","DET",23.4029,35.2347959786,999
"1150","Troy Johnston","MIA",20.3435,35.1826442428,999
"1151","José Ruiz","PHI",21.0263,35.14526,999
"1152","Jackson Wolf","PIT",16.6279,35.07997,999
"1153","Zack Weiss","MIN",19.8681,35.03658,999
"1154","Diego Castillo","TEX",16.9311,35.02177,999
"1155","José Fermín","STL",20.0358,34.9816544264,999
"1156","Corbin Martin","ARI",22.9808,34.9529,999
"1157","Antoine Kelly","TEX",17.5951,34.896865,999
"1158","Wade Meckler","SFG",26.6656,34.745130333,747.710021972656
"1159","José Quijada","LAA",18.3495,34.72813,999
"1160","Randy Rodríguez","SFG",21.6945,34.59336,999
"1161","Sam Huff","TEX",28.3048,34.1217546585,633.25
"1162","Yosver Zulueta","TOR",20.568,34.09095,999
"1163","Jackie Bradley Jr.","",33.7844,34.061895655,999
"1164","Tucker Barnhart","ARI",42.2482,33.751342244,999
"1165","Hunter Gaddis","CLE",16.2821,33.6749,999
"1166","Matt Gage","LAD",19.1389,33.67325,999
"1167","James Wood","WSN",24.063,33.6612756761,999
"1168","Taylor Hearn","KCR",16.2745,33.635280805,999
"1169","Wes Parsons","TOR",18.1539,33.60166,999
"1170","Cade Povich","BAL",8.04016,33.5935,999
"1171","Dennis Santana","NYY",21.3426,33.586831885,999
"1172","Korey Lee","CHW",37.8976,33.582675184,677.960021972656
"1173","Franmil Reyes","",26.0289,33.5510593867,999
"1174","Sam Hilliard","BAL",30.8181,33.4328056764,750.789978027344
"1175","Jason Delay","PIT",35.6386,33.42661151,748.419982910156
"1176","Chad Kuhl","CHW",25.2133,33.373235,999
"1177","Ben Gamel","",24.457,33.3718838336,999
"1178","Spencer Howard","SFG",18.4413,33.35363,999
"1179","Amos Willingham","WSN",23.6538,33.11638,999
"1180","Shane Greene","TEX",12.815,32.824525,999
"1181","Brett Martin","",21.3271,32.65033,999
"1182","Codi Heuer","",20.0345,32.64901,999
"1183","Yu Chang","",29.8781,32.5103868426,999
"1184","Naoyuki Uwasawa","TBR",15.1278,32.49231,999
"1185","Cody Bolton","SEA",17.3842,32.43316,999
"1186","Luken Baker","STL",23.8109,32.35292796,715.440002441406
"1187","Denyi Reyes","NYM",17.6641,32.235615,999
"1188","Ernie Clement","TOR",19.5398,32.1833909456,999
"1189","Jake Brentz","KCR",25.5687,31.99757,999
"1190","Ty Blach","COL",22.3473,31.91478145,999
"1191","Chasen Shreve","TEX",20.987,31.90683,999
"1192","Wander Franco","TBR",10.7877,31.6610656608,739.789978027344
"1193","Joe Jacques","BOS",22.7914,31.5407955,999
"1194","Lane Ramsey","",25.1246,31.4811,999
"1195","Jovani Moran","MIN",14.3662,31.4392181,999
"1196","Austin Pruitt","TEX",21.2274,31.417214625,999
"1197","Brad Miller","TEX",27.2355,31.2200912616,999
"1198","Anthony Veneziano","KCR",13.7751,31.15505,750.710021972656
"1199","Cole Sulser","NYM",14.3162,31.122775,999
"1200","Ben Heller","PIT",19.2218,31.05555,999
"1201","Franchy Cordero","",26.5219,31.0201569782,999
"1202","Keider Montero","DET",18.1063,30.98684,999
"1203","Tyler Gentry","KCR",21.0559,30.9571148764,999
"1204","Blake Perkins","MIL",24.732,30.8261274012,999
"1205","Brad Keller","",9.80869,30.779601445,999
"1206","Stephen Kolek","SDP",19.4264,30.75397,999
"1207","Jacob Amaya","MIA",22.1014,30.7383995288,750.039978027344
"1208","Jonah Bride","MIA",21.3794,30.7226423278,999
"1209","Drew Carlton","SDP",13.8542,30.654225,999
"1210","Tony Santillan","CIN",24.2675,30.6264995,999
"1211","Liam Hendriks","BOS",10.9543,30.516815,735.22998046875
"1212","Anthony Molina","COL",20.5795,30.49056,999
"1213","Patrick Monteverde","MIA",15.036,30.46207,999
"1214","Mike Zunino","",30.2501,30.0929753488,999
"1215","Jake Cousins","CHW",16.2207,29.910105,999
"1216","Caleb Kilian","CHC",16.1249,29.85718,999
"1217","Tucker Davidson","BAL",21.0175,29.721255,999
"1218","Penn Murfee","ATL",16.5419,29.697565,999
"1219","Lyon Richardson","CIN",13.2517,29.672185,999
"1220","Angel Perdomo","ATL",12.304,29.56337,999
"1221","Jake Woodford","",19.211,29.50176,999
"1222","Nick Wittgren","",21.9553,29.47559,999
"1223","Seby Zavala","SEA",44.395,29.451536082,749.940002441406
"1224","Zack Short","NYM",26.2706,29.2459277876,750.849975585938
"1225","Nick Maton","BAL",21.6755,29.2157386414,999
"1226","Alfonso Rivas","STL",26.1529,29.1986197889,999
"1227","Danny Duffy","TEX",15.6243,29.070855,749.75
"1228","Jose Herrera","ARI",30.2231,28.8805761224,999
"1229","Tyson Miller","SEA",15.0953,28.833725,999
"1230","Clayton Andrews","NYY",16.1983,28.78385,999
"1231","Jonathan Heasley","BAL",18.5911,28.704025,999
"1232","Billy McKinney","PIT",24.4534,28.543381416,999
"1233","Austin Warren","SFG",16.5785,28.40881,999
"1234","Matt Bowman","",21.108,28.352255,999
"1235","Dane Myers","MIA",20.918,28.2728790216,999
"1236","Joe La Sorsa","WSN",17.9972,28.25088,999
"1237","Kaleb Ort","BAL",19.8714,28.24652675,999
"1238","Brandon Hughes","ARI",14.8856,28.159855,999
"1239","Kyle Crick","NYM",16.0456,28.12616,999
"1240","Garrett Hill","DET",16.7388,28.116615,999
"1241","Ian Anderson","ATL",7.78993,28.112615,745
"1242","Yoendrys Gómez","NYY",14.4305,28.09159,999
"1243","Danny Mendick","",22.9606,28.0353891725,999
"1244","Kyle Lewis","",19.1744,28.0044084942,999
"1245","Hunter Stratton","PIT",15.6934,27.947615,999
"1246","Brett Wisely","SFG",24.3446,27.864050184,999
"1247","Austin Nola","KCR",19.9007,27.724108732,999
"1248","Tyler Wade","SDP",37.3576,27.5901744045,999
"1249","Alex Speas","CHW",31.0209,27.57538,999
"1250","Mike Vasil","NYM",3.88765,27.54628,999
"1251","Mark Melancon","",18.1143,27.40796,999
"1252","Kolton Ingram","NYM",16.8017,27.336165,999
"1253","Ricky Vanasco","LAD",17.0678,27.14502,999
"1254","Jhonathan Diaz","",14.0028,27.100275,999
"1255","Kevin Newman","ARI",15.2393,27.0264445979,999
"1256","Dallas Keuchel","",6.75955,26.98295,999
"1257","David Villar","SFG",20.6716,26.9109613856,999
"1258","John Curtiss","",17.7498,26.843065,999
"1259","Jimmy Nelson","",18.5123,26.74174,999
"1260","Keston Hiura","",22.1004,26.7398029692,734.380004882812
"1261","Yasiel Puig","",15.1826,26.6700195624,999
"1262","Hunter Dozier","",19.209,26.5839971236,999
"1263","Kody Clemens","PHI",21.6625,26.5757457052,999
"1264","Andrew Vasquez","DET",16.2319,26.574095,999
"1265","Chase Hampton","NYY",3.82522,26.508215,999
"1266","Tyler Gilbert","CIN",9.50985,26.49147,999
"1267","Juan Brito","CLE",18.7431,26.4575030925,999
"1268","Chase De Jong","",11.452,26.35673505,999
"1269","Matt Koch","COL",24.6138,26.0507,999
"1270","Duane Underwood Jr.","NYY",17.6257,26.050135,999
"1271","Zach Remillard","",24.1763,26.0297365984,999
"1272","Josh Walker","NYM",16.2077,25.990485,999
"1273","Landon Knack","LAD",11.0541,25.890715,750.710021972656
"1274","Anthony Misiewicz","NYY",16.2133,25.887275,999
"1275","Curt Casali","MIA",26.1661,25.8404920828,999
"1276","Ryan Bliss","SEA",16.493,25.8365655496,999
"1277","Wil Crowe","",17.6325,25.74489,999
"1278","Sean Reynolds","SDP",19.1993,25.5854,999
"1279","Matt Festa","SDP",12.8449,25.542585,999
"1280","Wander Suero","HOU",15.5171,25.53274,999
"1281","Luis Perdomo","",18.8394,25.527475,999
"1282","McKinley Moore","NYY",15.9429,25.52348,999
"1283","Mason Montgomery","TBR",3.38739,25.34801,999
"1284","Austin Wynns","CIN",23.7496,25.32949866,750.559997558594
"1285","Matt Canterino","MIN",2.99956,25.32429,999
"1286","Trayce Thompson","NYM",30.4975,25.2736597275,999
"1287","Matt Krook","BAL",16.3993,25.162835,999
"1288","Julio Urías","LAD",2.21768,25.12776,706.130004882812
"1289","Leury García","ATL",18.1765,25.0690742165,999
"1290","Anthony Gose","CLE",11.8233,24.90554,999
"1291","Andrew Velazquez","ATL",34.009,24.877152596,999
"1292","Tyler Samaniego","PIT",17.8552,24.840945,999
"1293","Zach Brzykcy","WSN",15.6192,24.821255,999
"1294","Buddy Kennedy","STL",18.6877,24.8080916895,999
"1295","Adam Kloffenstein","STL",13.7177,24.79576,999
"1296","Wilmer Flores","DET",10.6529,24.77474,999
"1297","Tim Locastro","NYM",32.3552,24.7536204176,749.849975585938
"1298","Grae Kessinger","HOU",23.7135,24.7061094485,999
"1299","Richard Lovelady","",13.7146,24.6755335,999
"1300","Tirso Ornelas","SDP",16.3261,24.669386092,999
"1301","Collin Snider","SEA",23.1346,24.639785,999
"1302","Stephen Nogosek","",10.1597,24.6167,999
"1303","Trevor Brigden","TBR",13.4703,24.613815,999
"1304","Jose Barrero","CIN",24.6674,24.5922856084,999
"1305","Darin Ruf","",17.3945,24.5564293715,999
"1306","Jay Groome","SDP",9.16424,24.48115,999
"1307","Nabil Crismatt","LAD",14.1428,24.42041,999
"1308","David Festa","MIN",3.02099,24.28523,999
"1309","Braxton Ashcraft","PIT",14.0435,24.23387,999
"1310","Víctor Arano","WSN",13.4907,24.14597925,999
"1311","Lucas Luetge","BOS",14.1893,24.140735,999
"1312","Tommy Nance","SDP",12.9906,24.13408,999
"1313","Max Castillo","PHI",15.0024,24.07779,999
"1314","Ryan McKenna","BAL",27.4098,24.0702222915,999
"1315","J.P. Martínez","ATL",19.7789,24.0389845106,999
"1316","Kevin Smith","",28.5138,24.0315905542,999
"1317","Cory Abbott","",9.84226,24.013615,999
"1318","Declan Cronin","MIA",20.7194,24.004285,999
"1319","DJ Herz","WSN",11.2618,23.9751,999
"1320","Carson Seymour","SFG",11.2016,23.955445,999
"1321","Chase Anderson","PIT",16.3977,23.926565,999
"1322","Michael McGreevy","STL",6.3429,23.35433,999
"1323","Matt Shaw","CHC",12.1146,23.3490023639,999
"1324","Jordan Balazovic","",14.2299,23.221205,999
"1325","Jeter Downs","NYY",33.771,23.152635849,999
"1326","Austin Martin","MIN",14.2026,23.060670148,999
"1327","Dylan Dodd","ATL",9.76961,23.03167,999
"1328","Matthew Boyd","DET",2.64711,22.96903,999
"1329","Germán Márquez","COL",3.25682,22.919495,750.809997558594
"1330","Darick Hall","PHI",15.1618,22.9065886959,749.900024414062
"1331","Graham Pauley","SDP",12.1433,22.8871794525,999
"1332","Clint Frazier","",28.9141,22.8768427411,999
"1333","Reed Garrett","NYM",13.3184,22.860825,999
"1334","Yerry De Los Santos","NYY",14.6471,22.81738,999
"1335","Jacob Waguespack","TBR",13.2604,22.74827,999
"1336","Canaan Smith-Njigba","PIT",18.1894,22.5871684408,999
"1337","George Valera","CLE",15.8152,22.4807532246,999
"1338","Matt Carasiti","COL",20.1736,22.455747,999
"1339","José Ureña","",19.0966,22.420745,750.710021972656
"1340","Jake Lamb","",17.2369,22.3467147928,749.559997558594
"1341","Noah Davis","COL",14.1469,22.17555,999
"1342","Roddery Muñoz","MIA",14.7643,22.175355,999
"1343","Ricky Karcher","ARI",13.8926,22.155745,999
"1344","Jordyn Adams","LAA",32.7021,22.1432154492,999
"1345","Addison Barger","TOR",14.6705,21.969986384,999
"1346","Osleivis Basabe","TBR",14.542,21.8546258786,999
"1347","Jonathan Davis","MIA",19.2157,21.8488995226,999
"1348","Kyle Garlick","",26.7243,21.676037538,999
"1349","Gilberto Celestino","PIT",14.7492,21.6183668486,999
"1350","Ken Giles","ATL",15.007,21.57078,999
"1351","Terrin Vavra","BAL",22.2035,21.5399426293,999
"1352","Brett Phillips","",44.4897,21.494399188,999
"1353","Tyler Naquin","",22.0678,21.4898332615,999
"1354","Jeurys Familia","",16.9156,21.43766,999
"1355","Matt Foster","CHW",12.8863,21.409245,999
"1356","Ryder Ryan","PIT",12.6416,21.3992,999
"1357","Darren McCaughan","MIA",11.0989,21.21783,999
"1358","Adam Haseley","",34.016,21.1866523232,999
"1359","Hunter Strickland","",14.6154,21.10399,999
"1360","Ryan Burr","PHI",12.7529,21.092035,999
"1361","Everson Pereira","NYY",17.0107,21.0908976052,737.919982910156
"1362","Chad Wallach","LAA",31.2332,20.9611337388,999
"1363","Alex Reyes","",11.8039,20.84178,999
"1364","Drew Pomeranz","",13.6478,20.8090345,999
"1365","Tyler Nevin","BAL",15.0227,20.7592333676,999
