"","Name","Team","PlayerId","AB","AVG","OPS","R","HR","RBI","RC","wAVG","wOPS","pr","rank","Player","ESPN","ESPNID","ESPNNAME"
"121","Thairo Estrada","SFG","16426",496,0.258957,0.717957,0.447793328768127,-0.369552508634949,-0.100675352682967,0.0161697273144674,0.627051937998638,0.313729408190561,0.934516540953878,121,"Thairo Estrada",208,"36485","Thairo Estrada"
"122","Ke'Bryan Hayes","PIT","18577",523,0.256694,0.709127,0.332333080697274,-0.767872577822317,-0.158869198164452,0.183754806923764,0.840618665216614,0.494600511362298,0.92456528821318,122,"Ke'Bryan Hayes",214,"35020","Ke'Bryan Hayes"
"123","Alejandro Kirk","TOR","22581",425,0.27894,0.809158,-0.12950791158614,-0.10400579584337,0.190293874724456,0.510658559409264,0.263286980352842,0.164119357335396,0.894845064392447,123,"Alejandro Kirk",104,"42081","Alejandro Kirk"
"124","Yoán Moncada","CHW","17232",491,0.241364,0.721199,0.101412584555567,-0.10400579584337,0.190293874724456,0.15402855881085,0.261824444883396,0.289257280174685,0.892810947305584,124,"Yoan Moncada",317,"33984","Yoan Moncada"
"125","Justin Turner","BOS","5235",453,0.266584,0.760854,0.04368246052014,-0.369552508634949,0.36487541116891,0.268017676576795,0.344659341719645,0.173608447593542,0.825290828944084,125,"Justin Turner",170,"29607","Justin Turner"
"126","Ramón Laureano","OAK","17128",492,0.230158,0.708101,0.274602956661847,0.294314273343998,0.0157123382800019,-0.0576949409491282,0.0679771639982409,0.219158682422356,0.814070473757315,126,"Ramon Laureano",387,"35142","Ramon Laureano"
"127","Jesse Winker","MIL","13590",426,0.250817,0.796248,0.101412584555567,0.294314273343998,-0.0424815072014828,0.485802318709816,-0.166967378286034,0.106667559978426,0.77874785110029,127,"Jesse Winker",226,"32833","Jesse Winker"
"128","Lars Nootbaar","STL","21454",427,0.244382,0.775062,0.332333080697274,0.427087629739788,-0.0424815072014828,0.179904894410928,-0.258777659979773,0.00561498078589118,0.643681418452624,128,"Lars Nootbaar",240,"4448736","Lars Nootbaar"
"129","Andrew Benintendi","CHW","17901",470,0.267994,0.7454,0.21687283262642,-0.502325865030738,-0.100675352682967,0.190154415380159,0.535662149960084,0.243071603383564,0.582759783636521,129,"Andrew Benintendi",227,"34986","Andrew Benintendi"
"130","Charlie Blackmon","COL","7859",472,0.265666,0.736849,-0.0140476635152867,-0.502325865030738,0.24848772020594,0.109873667503739,0.514967361313746,0.211895739656746,0.568850960134147,130,"Charlie Blackmon",305,"31084","Charlie Blackmon"
"131","Brandon Drury","LAA","11615",447,0.247514,0.736187,-0.0140476635152867,0.294314273343998,0.24848772020594,-0.155835217427422,-0.0275854242285034,-0.0173618700682347,0.327971818310491,131,"Brandon Drury",190,"32269","Brandon Drury"
"132","Anthony Rendon","LAA","12861",430,0.255118,0.777203,-0.12950791158614,-0.10400579584337,0.24848772020594,0.280941392006651,-0.0620756845859495,0.0453714851195448,0.279211205316676,132,"Anthony Rendon",192,"32098","Anthony Rendon"
"133","Wil Myers","CIN","10047",441,0.249826,0.748499,-0.187238035621567,0.161540916948209,0.24848772020594,-0.053253546724038,-0.0447012367974612,-0.00496059164003897,0.119875226371044,133,"Wil Myers",272,"31265","Wil Myers"
"134","William Contreras","MIL","20503",422,0.249775,0.770999,-0.244968159656994,0.559860986135577,0.0739061837614865,0.0074483832556577,-0.220025176509215,-0.0628530791869089,0.113369137799603,134,"William Contreras",193,"39895","William Contreras"
"135","Jean Segura","MIA","5933",486,0.272897,0.725498,0.04368246052014,-0.767872577822317,-0.333450734608906,0.0936009687185776,0.780941364391531,0.27068015357562,0.0875816347746462,135,"Jean Segura",258,"31037","Jean Segura"
"136","Enrique Hernández","BOS","10472",478,0.236373,0.702463,0.332333080697274,-0.236779152239159,-0.0424815072014828,-0.107929811975431,0.0587318189784258,0.0647244709336748,0.0685988991933011,136,"Kike Hernandez",276,"31358","Enrique Hernandez"
"137","Seth Brown","OAK","18171",447,0.227441,0.729342,-0.30269828369242,0.692634342531366,0.306681565687425,-0.216376340666104,-0.357502738481846,-0.0548389090184546,0.0678996363599656,137,"Seth Brown",280,"35676","Seth Brown"
"138","Michael Conforto","SFG","16376",435,0.248406,0.755444,0.04368246052014,-0.10400579584337,0.0157123382800019,0.1365867269223,-0.122529185223985,-0.0229649520516027,-0.0535184073965159,138,"Michael Conforto",325,"33711","Michael Conforto"
"139","Luis García","WSN","20391",493,0.26397,0.707647,-0.30269828369242,-0.502325865030738,-0.0424815072014828,-0.126192701557146,0.689358905248292,0.225090392710985,-0.0592490595225088,139,NA,NA,NA,NA
"140","Trent Grisham","SDP","18564",468,0.219449,0.698951,0.274602956661847,0.161540916948209,-0.0424815072014828,-0.174666715691281,-0.319409565236113,-0.0414488795163128,-0.141862794035134,140,"Trent Grisham",370,"34995","Trent Grisham"
"141","Dylan Carlson","STL","20126",469,0.248474,0.730969,0.101412584555567,-0.502325865030738,-0.217063043645937,0.0945771576173352,0.189189718113989,0.151041726824149,-0.183167721565634,141,"Dylan Carlson",308,"39226","Dylan Carlson"
"142","Jorge Soler","MIA","14221",424,0.227558,0.747693,-0.30269828369242,0.692634342531366,0.190293874724456,-0.117800726053683,-0.548024126345639,-0.165002784527745,-0.250597703363666,142,"Jorge Soler",419,"32558","Jorge Soler"
"143","Jeimer Candelario","WSN","13621",469,0.241232,0.716602,-0.187238035621567,-0.10400579584337,-0.0424815072014828,-0.0690060932120272,0.0643028819087729,0.0685095634944366,-0.269918986475237,143,NA,NA,NA,NA
"144","Tyler Stephenson","CIN","17988",431,0.266206,0.753244,-0.187238035621567,-0.369552508634949,0.0739061837614865,0.0323528250774369,0.123022636759014,-0.0715913584925409,-0.399100257151119,144,"Tyler Stephenson",188,"34975","Tyler Stephenson"
"145","Chris Taylor","LAD","13757",465,0.233185,0.712344,0.101412584555567,-0.236779152239159,-0.0424815072014828,-0.145518304274983,-0.108762209716336,0.00914851284969195,-0.422980076026702,145,"Chris Taylor",310,"32900","Chris Taylor"
"146","Vaughn Grissom","ATL","26031",438,0.276887,0.765681,-0.12950791158614,-0.369552508634949,-0.449838425571875,0.0561506569337494,0.363557067852567,0.0597143774759369,-0.469476743530711,146,"Vaughn Grissom",159,"42503","Vaughn Grissom"
"147","Gavin Lux","LAD","19955",460,0.25951,0.731644,0.159142708590993,-0.767872577822317,-0.333450734608906,0.00409233080321586,0.293625325481537,0.074265176535778,-0.570197771019698,147,"Gavin Lux",225,"40423","Gavin Lux"
"148","Jonathan Schoop","DET","11265",499,0.241545,0.668302,-0.244968159656994,-0.236779152239159,-0.100675352682967,-0.382415918037909,0.336143683354877,0.0366187770347994,-0.592076122227353,148,"Jonathan Schoop",392,"31988","Jonathan Schoop"
"149","Triston Casas","BOS","22514",410,0.24118,0.780142,-0.244968159656994,0.161540916948209,-0.100675352682967,0.154222207756694,-0.45980694013848,-0.130261175079174,-0.619948502852711,149,"Triston Casas",184,"41180","Triston Casas"
"150","Spencer Torkelson","DET","27465",458,0.231201,0.716044,-0.244968159656994,0.0287675605524194,-0.100675352682967,-0.0805176121476237,-0.202191774383196,-0.0311713262963213,-0.630756664614683,150,"Spencer Torkelson",270,"4424286","Spencer Torkelson"
"151","Wilmer Flores","SFG","5827",440,0.24706,0.731385,-0.12950791158614,-0.10400579584337,-0.100675352682967,-0.103411520057876,-0.0986368651643853,-0.106362070470121,-0.64259951580486,151,"Wilmer Flores",233,"30627","Wilmer Flores"
"152","Josh Jung","TEX","26299",451,0.238086,0.710698,-0.4758886557987,0.294314273343998,0.132100029242971,-0.343768181002071,-0.147525834283214,-0.12209656835294,-0.662864936849955,152,"Josh Jung",241,"42437","Josh Jung"
"153","Harrison Bader","NYY","18030",464,0.245438,0.711479,-0.0140476635152867,-0.236779152239159,-0.275256889127421,-0.239587712282256,0.0917115967060246,-0.0044927341903149,-0.678452554648414,153,"Harrison Bader",220,"35062","Harrison Bader"
"154","Ezequiel Tovar","COL","24064",437,0.273129,0.754717,-0.30269828369242,-0.369552508634949,-0.275256889127421,-0.122779890218828,0.292991900840243,-0.00835012987765055,-0.785645800711026,154,"Ezequiel Tovar",275,NA,"Ezequiel Tovar"
"155","Avisaíl García","MIA","5760",463,0.245911,0.697649,-0.418158531763274,-0.10400579584337,0.0157123382800019,-0.319068648485944,0.0907394533211531,-0.0916382607948563,-0.826419445286289,155,NA,NA,NA,NA
"156","J.P. Crawford","SEA","15491",524,0.249988,0.678815,-0.0140476635152867,-1.29896600340547,-0.624419962016329,0.0639300445229084,0.720851879771887,0.308736756652566,-0.843914947989728,156,"J.P. Crawford",285,"33210","J.P. Crawford"
"157","Max Kepler","MIN","12144",443,0.231196,0.719338,-0.0140476635152867,-0.10400579584337,-0.100675352682967,-0.171537425848605,-0.329789684231643,-0.144855137990962,-0.864911060112833,157,NA,NA,NA,NA
"158","Mark Canha","NYM","11445",445,0.242711,0.722544,0.159142708590993,-0.502325865030738,-0.275256889127421,-0.0381697391380914,-0.12437555536171,-0.109758835345828,-0.890744175412795,158,"Mark Canha",293,"31670","Mark Canha"
"159","Cody Bellinger","CHC","15998",455,0.222269,0.686612,-0.0717777875507134,0.161540916948209,0.0157123382800019,-0.47451016829173,-0.377127687727064,-0.221509852060457,-0.967672240401754,159,"Cody Bellinger",215,"33912","Cody Bellinger"
"160","Andrew McCutchen","PIT","9847",429,0.238735,0.728762,-0.12950791158614,-0.10400579584337,-0.0424815072014828,-0.184167786414968,-0.329882085469442,-0.218687323196949,-1.00873240971235,160,"Andrew McCutchen",251,"28701","Andrew McCutchen"
"161","Cal Raleigh","SEA","21534",409,0.218062,0.73382,-0.533618779834127,0.958181055322945,0.190293874724456,-0.47623221282588,-0.816338274420845,-0.371873898488314,-1.04958823552176,161,"Cal Raleigh",235,"41292","Cal Raleigh"
"162","Austin Meadows","DET","15672",424,0.24092,0.741232,-0.187238035621567,-0.10400579584337,-0.158869198164452,-0.165752998215588,-0.339708127961827,-0.198557216568221,-1.15413137237502,162,"Austin Meadows",277,"33197","Austin Meadows"
"163","Tyrone Taylor","MIL","13675",429,0.234076,0.723683,-0.360428407727847,0.294314273343998,-0.0424815072014828,-0.39685852912096,-0.403373279422321,-0.245375554903262,-1.15420300503188,163,NA,NA,NA,NA
"164","Joey Gallo","MIN","14128",408,0.189195,0.7205,-0.12950791158614,0.958181055322945,0.0157123382800019,-0.318296865143631,-1.25741530728731,-0.447427542379903,-1.17875423279403,164,"Joey Gallo",352,"32818","Joey Gallo"
"165","Ha-Seong Kim","SDP","27506",464,0.241557,0.690875,0.101412584555567,-0.635099221426528,-0.275256889127421,-0.320776153678679,0.0254980389624386,-0.121591904043085,-1.22581354475771,165,"Ha-Seong Kim",283,"4089862","Ha-Seong Kim"
"166","Carlos Santana","PIT","2396",429,0.223586,0.722263,-0.30269828369242,0.0287675605524194,-0.0424815072014828,-0.118072177803871,-0.568842827515409,-0.252837119979648,-1.25616435564041,166,NA,NA,NA,NA
"167","Eduardo Escobar","NYM","6153",438,0.234387,0.702432,-0.30269828369242,0.0287675605524194,0.0739061837614865,-0.46602343069344,-0.320903354606127,-0.279607661869016,-1.2665589865471,167,"Eduardo Escobar",312,"30272","Eduardo Escobar"
"168","Joey Votto","CIN","4314",408,0.23064,0.747186,-0.418158531763274,0.161540916948209,0.0739061837614865,-0.140559492490392,-0.635662710930032,-0.314066820004902,-1.2730004544789,168,"Joey Votto",315,"28670","Joey Votto"
"169","Lane Thomas","WSN","16939",448,0.235615,0.707212,0.04368246052014,-0.236779152239159,-0.449838425571875,-0.323814682057482,-0.214492500722626,-0.167340491714815,-1.34858279178582,169,NA,NA,NA,NA
"170","Trey Mancini","CHC","15149",434,0.246549,0.728104,-0.418158531763274,-0.236779152239159,-0.217063043645937,-0.151136489875323,-0.161296670566815,-0.177553813595529,-1.36198770168604,170,"Trey Mancini",287,"33351","Trey Mancini"
"171","Bryson Stott","PHI","26294",456,0.24669,0.702567,-0.12950791158614,-0.502325865030738,-0.449838425571875,-0.308933017026087,0.040506970940105,-0.123985856521908,-1.47408410479664,171,"Bryson Stott",253,"42417","Bryson Stott"
"172","Garrett Cooper","MIA","15279",424,0.258945,0.74561,-0.4758886557987,-0.502325865030738,-0.217063043645937,-0.0452592013062523,-0.0586951156232399,-0.175820596312347,-1.47505247771721,172,NA,NA,NA,NA
"173","Whit Merrifield","TOR","11281",464,0.260047,0.691296,0.101412584555567,-0.900645934218106,-0.50803227105336,-0.410599461558872,0.340955055885631,-0.119199225412333,-1.49610925180147,173,"Whit Merrifield",202,"32422","Whit Merrifield"
"174","Kolten Wong","SEA","12532",452,0.247373,0.703041,-0.0717777875507134,-0.635099221426528,-0.624419962016329,-0.302670100846645,0.0155757712255961,-0.15578330911326,-1.77417460972788,174,"Kolten Wong",301,"32061","Kolten Wong"
"175","CJ Abrams","WSN","25768",499,0.255549,0.659882,0.04368246052014,-1.29896600340547,-0.624419962016329,-0.47663777218783,0.593087368248762,-0.0148444400662907,-1.77809834890702,175,"CJ Abrams",245,"42402","CJ Abrams"
"176","Brandon Crawford","SFG","5343",428,0.246225,0.713811,-0.360428407727847,-0.502325865030738,-0.100675352682967,-0.362957346327274,-0.220788139376044,-0.305992338029697,-1.85316744917457,176,"Brandon Crawford",307,"30469","Brandon Crawford"
"177","Danny Jansen","TOR","16535",368,0.237569,0.774296,-0.4758886557987,0.427087629739788,-0.100675352682967,-0.370718246143996,-0.881124521679392,-0.557946992980575,-1.95926613954584,177,"Danny Jansen",197,"35004","Danny Jansen"
"178","Jared Walsh","LAA","18607",403,0.240298,0.729937,-0.591348903869554,0.161540916948209,-0.100675352682967,-0.482673710847402,-0.534952568510296,-0.444970350693474,-1.99307996965548,178,"Jared Walsh",362,"35673","Jared Walsh"
"179","Manuel Margot","TBR","14712",457,0.259302,0.69818,-0.360428407727847,-1.0334192906139,-0.333450734608906,-0.399928768524892,0.261504184325802,-0.139937031062203,-2.00566004821194,179,NA,NA,NA,NA
"180","Bryan De La Cruz","MIA","19600",410,0.259322,0.745707,-0.64907902790498,-0.10400579584337,-0.449838425571875,-0.380260617636947,-0.186308836268445,-0.303190337717796,-2.07268304094341,180,"Bryan De La Cruz",397,"40787","Bryan De La Cruz"
"181","Isaac Paredes","TBR","20036",389,0.238016,0.747352,-0.360428407727847,0.0287675605524194,-0.275256889127421,-0.293724813378597,-0.691290829935999,-0.487162685261288,-2.07909606487873,181,NA,NA,NA,NA
"182","Spencer Steer","CIN","26323",422,0.236701,0.708602,-0.4758886557987,-0.236779152239159,-0.275256889127421,-0.448656738953093,-0.422889759247917,-0.38537590413532,-2.24484709950161,182,NA,NA,NA,NA
"183","Brendan Donovan","STL","24679",425,0.264403,0.72695,-0.0717777875507134,-1.29896600340547,-0.624419962016329,-0.148069759716411,0.036118004067863,-0.263825002730278,-2.37094051135134,183,"Brendan Donovan",257,"41773","Brendan Donovan"
"184","DJ LeMahieu","NYY","9874",415,0.272641,0.737501,-0.12950791158614,-1.0334192906139,-0.857195343942267,-0.167523972723468,0.0646046475110892,-0.299233508389681,-2.42227537974436,184,"DJ LeMahieu",153,"30765","DJ LeMahieu"
"185","Kerry Carpenter","DET","25961",398,0.244861,0.737438,-0.64907902790498,0.0287675605524194,-0.333450734608906,-0.516695707532219,-0.512354748242966,-0.453106896016526,-2.43591955375318,185,NA,NA,NA,NA
"186","Ji-Man Choi","PIT","5452",388,0.234733,0.740645,-0.591348903869554,-0.369552508634949,-0.217063043645937,-0.261076775946291,-0.746879385180775,-0.528191224882234,-2.71411184215974,186,NA,NA,NA,NA
"187","Christopher Morel","CHC","21897",403,0.232734,0.713529,-0.360428407727847,-0.10400579584337,-0.449838425571875,-0.627535510328612,-0.647036115654936,-0.525962884901191,-2.71480714002783,187,"Christopher Morel",357,"42927","Christopher Morel"
"188","Shea Langeliers","OAK","25816",435,0.2242,0.677975,-0.82226940001126,-0.10400579584337,-0.217063043645937,-0.641981903597607,-0.509695519305386,-0.43572865642898,-2.73074431883254,188,NA,NA,NA,NA
"189","Marcell Ozuna","ATL","10324",375,0.246054,0.743997,-0.706809151940407,0.161540916948209,-0.275256889127421,-0.583420169001654,-0.702982509676578,-0.630728461753081,-2.73765626455093,189,"Marcell Ozuna",322,"31668","Marcell Ozuna"
"190","Harold Ramírez","TBR","14387",410,0.278526,0.723592,-0.764539275975834,-1.0334192906139,-0.39164458009039,-0.480864499253263,0.103199353937716,-0.414249679426903,-2.98151797142257,190,"Harold Ramirez",473,"33259","Harold Ramirez"
"191","Josh Donaldson","NYY","5038",384,0.227955,0.722314,-0.533618779834127,-0.10400579584337,-0.333450734608906,-0.516650921634221,-0.877104608218927,-0.650697242872728,-3.01552808301228,191,"Josh Donaldson",291,"29563","Josh Donaldson"
"192","Alex Kirilloff","MIN","20325",386,0.257349,0.736404,-0.64907902790498,-0.369552508634949,-0.449838425571875,-0.553866922698924,-0.443153611759353,-0.566386040474893,-3.03187653704497,192,NA,NA,NA,NA
"193","Keibert Ruiz","WSN","19610",404,0.258714,0.727425,-0.879999524046687,-0.502325865030738,-0.50803227105336,-0.442770974505662,-0.252551074061965,-0.448460094229831,-3.03413980292824,193,"Keibert Ruiz",172,"38827","Keibert Ruiz"
"194","Josh Rojas","ARI","19734",421,0.253073,0.711553,-0.187238035621567,-1.16619264700969,-0.740807652979298,-0.411194858617669,-0.17815660561335,-0.378838013644402,-3.06242781348597,194,"Josh Rojas",232,"40718","Josh Rojas"
"195","Adam Duvall","BOS","10950",369,0.215268,0.710269,-0.706809151940407,0.559860986135577,-0.100675352682967,-0.904508684592851,-1.17496634096914,-0.837846530759892,-3.16494507480968,195,"Adam Duvall",248,"32664","Adam Duvall"
"196","Jake Fraley","CIN","19260",366,0.238854,0.751578,-0.360428407727847,-0.236779152239159,-0.566226116534844,-0.459249968059361,-0.881302043834624,-0.678758989013152,-3.18274467740899,196,NA,NA,NA,NA
"197","Michael Brantley","HOU","4106",387,0.282714,0.757886,-0.4758886557987,-1.16619264700969,-0.799001498460783,-0.297903694591001,-0.0727542967165594,-0.45553752062155,-3.26727831319828,197,"Michael Brantley",259,"30043","Michael Brantley"
"198","Ramón Urías","BAL","18795",396,0.247715,0.717117,-0.706809151940407,-0.502325865030738,-0.566226116534844,-0.568260371348216,-0.48880541216514,-0.56973738776745,-3.4021643047868,198,NA,NA,NA,NA
"199","Tony Kemp","OAK","14894",454,0.243782,0.669789,-0.187238035621567,-1.43173935980126,-1.03177688038672,-0.474107548959137,-0.0261782633170082,-0.323469803032858,-3.47450989111855,199,NA,NA,NA,NA
"200","Brandon Marsh","PHI","20202",432,0.237763,0.671703,-0.418158531763274,-0.900645934218106,-0.740807652979298,-0.688551513983508,-0.31898730665478,-0.49382873221728,-3.56097967181625,200,"Brandon Marsh",342,"40803","Brandon Marsh"
"201","Bryce Harper","PHI","11579",285,0.277574,0.896282,-0.64907902790498,-0.10400579584337,-0.50803227105336,-0.229534143470425,-1.18692746610192,-0.919285732444612,-3.59686443681866,201,"Bryce Harper",164,"30951","Bryce Harper"
"202","Luis Rengifo","LAA","19858",416,0.249853,0.691471,-0.706809151940407,-0.635099221426528,-0.799001498460783,-0.717793153599544,-0.273936390064401,-0.524741105370011,-3.65738052086167,202,"Luis Rengifo",358,"37237","Luis Rengifo"
"203","Aledmys Díaz","OAK","15937",406,0.245899,0.693378,-0.937729648082114,-0.502325865030738,-0.50803227105336,-0.70392908604346,-0.424832207552921,-0.599952868036983,-3.67680194579958,203,NA,NA,NA,NA
"204","Gio Urshela","LAA","10681",385,0.264221,0.726112,-0.82226940001126,-0.767872577822317,-0.566226116534844,-0.571205441015768,-0.355334894399799,-0.623939770174629,-3.70684819995862,204,"Gio Urshela",336,"32721","Giovanny Urshela"
"205","Jesús Aguilar","OAK","11342",381,0.239464,0.706962,-0.937729648082114,-0.236779152239159,-0.333450734608906,-0.750028779978335,-0.741019094977634,-0.748882194080623,-3.74788960396677,205,NA,NA,NA,NA
"206","David Peralta","","2136",389,0.252505,0.71914,-0.764539275975834,-0.767872577822317,-0.566226116534844,-0.61241603024944,-0.484050958502716,-0.621583886155468,-3.81668884524062,206,NA,NA,NA,NA
"207","Eric Hosmer","CHC","3516",386,0.268457,0.731103,-0.937729648082114,-0.900645934218106,-0.624419962016329,-0.50328640755696,-0.285498347732972,-0.591448829793961,-3.84302912940044,207,"Eric Hosmer",377,"30993","Eric Hosmer"
"208","Travis d'Arnaud","ATL","7739",358,0.254854,0.73713,-0.82226940001126,-0.369552508634949,-0.50803227105336,-0.716359034875094,-0.740947468391389,-0.815758997338932,-3.97291968030498,208,"Travis d'Arnaud",254,"29951","Travis d'Arnaud"
"209","Jose Siri","TBR","17452",411,0.226745,0.661488,-0.4758886557987,-0.502325865030738,-0.682613807497813,-0.970764824220288,-0.669083242194242,-0.718027560541423,-4.0187039552832,209,NA,NA,NA,NA
"210","Dominic Smith","WSN","15653",391,0.246477,0.707439,-0.879999524046687,-0.767872577822317,-0.50803227105336,-0.666001564801821,-0.552145412751833,-0.660005238479615,-4.03405658895563,210,NA,NA,NA,NA
"211","J.D. Davis","SFG","16219",353,0.24582,0.754964,-0.706809151940407,-0.369552508634949,-0.799001498460783,-0.489266615163939,-0.905058832273638,-0.78379334780804,-4.05348195428175,211,NA,NA,NA,NA
"212","Rodolfo Castro","PIT","21987",383,0.230717,0.701346,-0.879999524046687,-0.236779152239159,-0.566226116534844,-0.844643009642145,-0.846590101398907,-0.757909416424687,-4.13214732028643,212,NA,NA,NA,NA
"213","Miguel Vargas","LAD","20178",349,0.265646,0.757172,-0.764539275975834,-0.767872577822317,-0.566226116534844,-0.620301765652767,-0.686796519034193,-0.811343545959609,-4.21707980097956,213,"Miguel Vargas",249,"42453","Miguel Vargas"
"214","Chas McCormick","HOU","19599",365,0.23569,0.714305,-0.64907902790498,-0.369552508634949,-0.682613807497813,-0.774719829203573,-0.932547924749294,-0.854601748403825,-4.26311484639443,214,NA,NA,NA,NA
"215","Joey Wendle","MIA","13853",419,0.259278,0.684304,-0.764539275975834,-1.29896600340547,-0.915389189423752,-0.725817437250459,-0.101170931422511,-0.536114608878545,-4.34199744635657,215,"Joey Wendle",334,"33017","Joey Wendle"
"216","AJ Pollock","SEA","9256",359,0.251925,0.730757,-0.937729648082114,-0.369552508634949,-0.682613807497813,-0.79754801055017,-0.77023998446846,-0.834753750128686,-4.39243770936219,216,NA,NA,NA,NA
"217","Adam Frazier","BAL","15223",438,0.260713,0.674254,-0.591348903869554,-1.69728607259284,-1.14816457134969,-0.638734742558841,0.103075588491463,-0.430778691049905,-4.40323739292937,217,"Adam Frazier",320,"33546","Adam Frazier"
"218","Drew Waters","KCR","20505",399,0.236942,0.693125,-0.706809151940407,-0.767872577822317,-0.973583034905236,-0.744887319926294,-0.619530624073804,-0.660639394345311,-4.47332210301337,218,NA,NA,NA,NA
"219","Leody Taveras","TEX","18900",422,0.234206,0.654925,-0.64907902790498,-0.900645934218106,-0.915389189423752,-0.933600163821876,-0.461603782036128,-0.662826064796182,-4.52314416220102,219,NA,NA,NA,NA
"220","Hunter Dozier","KCR","15117",399,0.230992,0.682748,-0.82226940001126,-0.635099221426528,-0.857195343942267,-0.829749983493804,-0.706822768362715,-0.711353527537907,-4.56249024477448,220,"Hunter Dozier",347,"33233","Hunter Dozier"
"221","Jurickson Profar","","10815",380,0.240282,0.705356,-0.4758886557987,-0.900645934218106,-1.03177688038672,-0.692515624237692,-0.738394649792922,-0.765016484281137,-4.60423822871528,221,NA,NA,NA,NA
"222","TJ Friedl","CIN","19522",356,0.246032,0.734138,-0.591348903869554,-0.635099221426528,-1.08997072586821,-0.70910142843663,-0.87516789592391,-0.846863084626361,-4.74755126015119,222,NA,NA,NA,NA
"223","Nick Gordon","MIN","16337",372,0.255275,0.717005,-0.995459772117541,-0.767872577822317,-0.857195343942267,-0.798709607878503,-0.603997729645425,-0.781054966408458,-4.80428999781451,223,NA,NA,NA,NA
"224","Jonah Heim","TEX","16930",374,0.228473,0.68512,-0.937729648082114,-0.369552508634949,-0.682613807497813,-0.964217099262974,-0.95379866513281,-0.909554145608473,-4.81746587421913,224,"Jonah Heim",302,"33842","Jonah Heim"
"225","Evan Longoria","ARI","9368",338,0.241288,0.730493,-1.05318989615297,-0.236779152239159,-0.566226116534844,-0.87907981822166,-1.09696204700482,-1.0238115318942,-4.85604856204765,225,NA,NA,NA,NA
"226","Elvis Andrus","","8709",395,0.248725,0.675785,-0.64907902790498,-1.0334192906139,-1.03177688038672,-0.929100980066684,-0.483244607868039,-0.778492388291225,-4.90511317513154,226,NA,NA,NA,NA
"227","Michael Massey","KCR","27684",376,0.249085,0.699355,-1.11092002018839,-0.767872577822317,-0.740807652979298,-0.869256943457388,-0.652030930197382,-0.82721211635191,-4.96810024099669,227,NA,NA,NA,NA
"228","Yonathan Daza","COL","15794",389,0.284399,0.707809,-0.533618779834127,-1.83005942898863,-1.32274610779414,-0.677755747784483,-0.0278629220962604,-0.675572494808947,-5.06761548130659,228,NA,NA,NA,NA
"229","Oswaldo Cabrera","NYY","21707",366,0.234394,0.694475,-0.937729648082114,-0.502325865030738,-0.799001498460783,-0.974362289824163,-0.941322769873016,-0.93474975808603,-5.08949182935684,229,"Oswaldo Cabrera",313,NA,"Oswaldo Cabrera"
"230","Matt Carpenter","SDP","8090",323,0.219786,0.741398,-0.937729648082114,-0.236779152239159,-0.566226116534844,-0.829256309899613,-1.48541001162531,-1.11488040032083,-5.17028163870188,230,NA,NA,NA,NA
"231","Luke Voit","","14811",321,0.231913,0.742407,-1.05318989615297,-0.10400579584337,-0.624419962016329,-0.922789059975573,-1.35843846671356,-1.12907531807581,-5.19191849877761,231,NA,NA,NA,NA
"232","Brandon Belt","TOR","10264",306,0.231282,0.772698,-0.995459772117541,-0.10400579584337,-0.857195343942267,-0.778107810272942,-1.49344726469561,-1.15194406332344,-5.38016005019517,232,"Brandon Belt",467,"30901","Brandon Belt"
"233","Trayce Thompson","LAD","9952",307,0.221605,0.746981,-1.05318989615297,0.161540916948209,-0.624419962016329,-1.05352081539658,-1.59417884361421,-1.23918331574952,-5.40295191598139,233,NA,NA,NA,NA
"234","Edward Olivares","KCR","19698",352,0.258543,0.717502,-0.937729648082114,-0.767872577822317,-1.08997072586821,-0.928777834564434,-0.749426320692076,-0.954557434170303,-5.42833454119945,234,NA,NA,NA,NA
"235","Joey Bart","SFG","21524",375,0.220413,0.658349,-0.879999524046687,-0.502325865030738,-0.973583034905236,-1.09473039636637,-1.05653306753845,-1.02412704201404,-5.53129892990152,235,"Joey Bart",390,"41168","Joey Bart"
"236","Santiago Espinal","TOR","19997",381,0.262483,0.686765,-0.879999524046687,-1.43173935980126,-1.08997072586821,-0.889661573758768,-0.418543591834807,-0.843135400968571,-5.5530501762783,236,"Santiago Espinal",405,"39924","Santiago Espinal"
"237","Garrett Mitchell","MIL","27555",370,0.242071,0.685672,-0.82226940001126,-1.0334192906139,-1.03177688038672,-0.966437822556326,-0.80240594739454,-0.940619380529733,-5.59692872149248,237,"Garrett Mitchell",426,NA,"Garrett Mitchell"
"238","Kyle Stowers","BAL","26151",335,0.232646,0.721282,-1.16865014422382,-0.369552508634949,-0.799001498460783,-0.957180849129574,-1.23002769806526,-1.08844908172309,-5.61286178023747,238,NA,NA,NA,NA
"239","Juan Yepez","STL","18400",301,0.248626,0.75984,-1.16865014422382,-0.236779152239159,-0.740807652979298,-0.995511003140799,-1.34401192359603,-1.24667117843945,-5.73243105461856,239,"Juan Yepez",485,"4895558","Juan Yepez"
"240","Nolan Gorman","STL","22263",323,0.233801,0.721683,-1.05318989615297,-0.236779152239159,-0.857195343942267,-1.07361968024443,-1.31896111336558,-1.1928784239269,-5.7326236098713,240,"Nolan Gorman",443,NA,"Nolan Gorman"
