"","playerid","Name","pr","adp","R","HR","RBI","RC","AVG","OPS","IP","SO","QS","ERA","WHIP","SVHD","Year","ESPNID","ESPNNAME"
"46","25931","Michael Harris II",6.88662423191392,68,1.48693556140581,0.559860986135577,1.00500771146524,1.02289586708997,1.52999345100076,1.28193065481657,NA,NA,NA,NA,NA,NA,2023,42470,"Michael Harris II"
"47","14162","Carlos Correa",6.74142854645411,77,0.967364445086967,0.825407698927156,1.00500771146524,1.38433604191335,1.27589258413333,1.28342006492807,NA,NA,NA,NA,NA,NA,2023,32653,"Carlos Correa"
"48","12856","George Springer",6.73214485013296,55,1.48693556140581,1.35650112451031,0.946813865983755,1.15096542322661,0.74636057803032,1.04456829697615,NA,NA,NA,NA,NA,NA,2023,32078,"George Springer"
"49","13419","Christian Walker",6.70933576775198,118,0.90963432105154,1.22372776811452,1.47055847531712,1.05592239477504,0.911336424802305,1.13815638369145,NA,NA,NA,NA,NA,NA,2023,32758,"Christian Walker"
"50","14710","Edwin Díaz",6.65350479972034,48,NA,NA,NA,NA,NA,NA,-0.999812337446323,-0.26093146139457,-0.999542415133376,2.93250990016753,3.26038372165519,2.72089739187189,2023,35394,"Edwin Diaz"
"51","12161","Xander Bogaerts",6.64483217591516,72,1.14055481719325,0.294314273343998,1.12139540242821,1.29049631125541,1.50398564633489,1.29408572535941,NA,NA,NA,NA,NA,NA,2023,31606,"Xander Bogaerts"
"52","19566","Nathaniel Lowe",6.64267725189511,120,0.851904197016114,0.825407698927156,1.00500771146524,1.30901584116937,1.36242029478362,1.28892150853361,NA,NA,NA,NA,NA,NA,2023,40538,"Nathaniel Lowe"
"53","27498","Spencer Strider",6.62524078379929,36,NA,NA,NA,NA,NA,NA,0.835079798976373,2.01621259721294,1.31711793862818,1.61058942364525,1.67213725415426,-0.825896228817725,2023,4307825,"Spencer Strider"
"54","14551","Anthony Santander",6.61550754395647,75,0.73644394894526,1.62204783730189,1.5287523207986,0.838714460287199,0.81201619849481,1.07753277812871,NA,NA,NA,NA,NA,NA,2023,36084,"Anthony Santander"
"55","18684","Sandy Alcantara",6.60598152676737,15,NA,NA,NA,NA,NA,NA,1.99717815204408,1.84908275804909,2.18586557128877,0.664786699841737,0.734964574361419,-0.825896228817725,2023,35241,"Sandy Alcantara"
"56","15689","Luis Castillo",6.59992428630626,46,NA,NA,NA,NA,NA,NA,1.67097510556894,1.95353890752649,1.89628302706857,1.09978250823127,0.805240966728715,-0.825896228817725,2023,35124,"Luis Castillo"
"57","14374","Tyler Glasnow",6.59042038638188,57,NA,NA,NA,NA,NA,NA,0.957405941404553,1.93264767763101,1.31711793862818,1.38154440250328,1.82760065503258,-0.825896228817725,2023,33190,"Tyler Glasnow"
"58","14107","Kevin Gausman",6.32542454909903,37,NA,NA,NA,NA,NA,NA,1.38554743990318,1.76551783846716,1.46190921073828,0.719992527508094,1.81835376130004,-0.825896228817725,2023,32667,"Kevin Gausman"
"59","12546","C.J. Cron",6.24449155713191,140,0.73644394894526,1.22372776811452,1.58694616628009,0.98856488139397,0.74999845851795,0.958810333880121,NA,NA,NA,NA,NA,NA,2023,32155,"C.J. Cron"
"60","10310","Zack Wheeler",6.22644461947279,41,NA,NA,NA,NA,NA,NA,1.54864896314076,1.61927922919879,1.75149175495848,0.887874551109887,1.24504634988261,-0.825896228817725,2023,31267,"Zack Wheeler"
"61","16556","Ozzie Albies",6.15732290186692,45,1.19828494122867,0.825407698927156,1.17958924790969,0.743746472345327,1.11913599844083,1.09115854301524,NA,NA,NA,NA,NA,NA,2023,33783,"Ozzie Albies"
"62","27676","Vinnie Pasquantino",6.14923342503299,74,0.447793328768127,0.825407698927156,1.12139540242821,1.47406908621764,1.11703603047696,1.16353187821489,NA,NA,NA,NA,NA,NA,2023,4109109,"Vinnie Pasquantino"
"63","16162","Brandon Woodruff",6.00972788883497,39,NA,NA,NA,NA,NA,NA,1.22244591666561,1.78640906836264,1.46190921073828,0.841482070654124,1.52337785123204,-0.825896228817725,2023,37515,"Brandon Woodruff"
"64","17548","Taylor Ward",5.84531566670239,128,1.2560150652641,0.825407698927156,0.597650793094848,1.17832188476229,0.934468907385132,1.05345131726886,NA,NA,NA,NA,NA,NA,2023,34923,"Taylor Ward"
"65","11486","Robbie Ray",5.68774333387621,54,NA,NA,NA,NA,NA,NA,1.58942434395015,2.24601612606324,1.60670048284838,0.207308695558518,0.864189914273653,-0.825896228817725,2023,32175,"Robbie Ray"
"66","17295","Framber Valdez",5.65029066644321,59,NA,NA,NA,NA,NA,NA,1.69136279597363,1.53571430961686,2.04107429917867,1.30575369674551,-0.0977182062537354,-0.825896228817725,2023,36581,"Framber Valdez"
"67","16505","Matt Chapman",5.57886524861192,148,1.02509456912239,1.4892744809061,1.17958924790969,0.769135988463469,0.26812949647628,0.847641465733978,NA,NA,NA,NA,NA,NA,2023,33857,"Matt Chapman"
"68","19290","Randy Arozarena",5.51478219052176,87,1.02509456912239,0.427087629739788,1.00500771146524,0.812537946344081,1.13641668452762,1.10863764932264,NA,NA,NA,NA,NA,NA,2023,36488,"Randy Arozarena"
"69","18373","Ryan Mountcastle",5.49094223229317,180,0.447793328768127,1.09095441171873,1.29597693887266,0.726762991559837,0.973606107987045,0.955848453386758,NA,NA,NA,NA,NA,NA,2023,34940,"Ryan Mountcastle"
"70","11737","Nick Castellanos",5.48785566512527,132,0.73644394894526,0.692634342531366,1.06320155694672,0.764893575431829,1.18640468786763,1.04427755340247,NA,NA,NA,NA,NA,NA,2023,31187,"Nicholas Castellanos"
"71","15679","Rowdy Tellez",5.45314348145722,150,0.447793328768127,1.75482119369768,1.35417078435415,0.789034386341693,0.327029200255208,0.78029458804036,NA,NA,NA,NA,NA,NA,2023,34287,"Rowdy Tellez"
"72","13074","Yu Darvish",5.40724156656124,52,NA,NA,NA,NA,NA,NA,1.54864896314076,1.76551783846716,1.60670048284838,-0.0221239496505926,1.33439446057327,-0.825896228817725,2023,32055,"Yu Darvish"
"73","13301","Max Muncy",5.38843682230755,127,1.08282469315782,1.4892744809061,1.23778309339118,0.962842416556317,-0.0430776885861442,0.658789826882278,NA,NA,NA,NA,NA,NA,2023,33303,"Max Muncy"
"74","7304","Salvador Perez",5.37100032428008,122,0.21687283262642,1.62204783730189,1.5287523207986,0.536141824880798,0.69150523929289,0.775680269379477,NA,NA,NA,NA,NA,NA,2023,31127,"Salvador Perez"
"75","18525","Dylan Cease",5.34413446223005,35,NA,NA,NA,NA,NA,NA,1.52826127273606,2.39225473533161,1.46190921073828,0.320107299094101,0.467498173147724,-0.825896228817725,2023,34943,"Dylan Cease"
"76","17982","Ty France",5.31984280990129,112,0.794174072980687,0.294314273343998,0.830426175020786,1.04116761176704,1.29839866501016,1.06136201177862,NA,NA,NA,NA,NA,NA,2023,35591,"Ty France"
"77","13145","Josh Bell",5.29217201536267,90,0.851904197016114,0.427087629739788,1.00500771146524,1.11900232900386,0.937242562368089,0.951927585769573,NA,NA,NA,NA,NA,NA,2023,32517,"Josh Bell"
"78","19287","Adolis García",5.23056930040008,147,0.794174072980687,1.22372776811452,1.29597693887266,0.281662778244423,0.763670532475752,0.871357209712029,NA,NA,NA,NA,NA,NA,2023,35537,"Adolis Garcia"
"79","2036","Clayton Kershaw",5.2286661154807,109,NA,NA,NA,NA,NA,NA,1.20205822626091,1.43125816013945,1.46190921073828,0.73313094325722,1.22620580390256,-0.825896228817725,2023,28963,"Clayton Kershaw"
"80","12970","Joe Musgrove",5.19490955521597,58,NA,NA,NA,NA,NA,NA,1.65058741516424,1.61927922919879,1.60670048284838,0.295074944864012,0.849163711958276,-0.825896228817725,2023,34848,"Joe Musgrove"
"81","23667","Wander Franco",5.17900099877529,53,1.19828494122867,-0.502325865030738,0.597650793094848,1.07193794775046,1.63918259279836,1.17427058893369,NA,NA,NA,NA,NA,NA,2023,40929,"Wander Franco"
"82","20043","Luis Robert Jr.",5.17401025042597,80,0.794174072980687,0.559860986135577,0.888620020502271,0.786746697730694,1.20397864584963,0.940629827227112,NA,NA,NA,NA,NA,NA,2023,39631,"Luis Robert"
"83","26378","Nick Lodolo",5.00486337912638,98,NA,NA,NA,NA,NA,NA,1.2836089878797,1.99532136731746,1.46190921073828,0.445228267711162,0.644691774297504,-0.825896228817725,2023,42433,"Nick Lodolo"
"84","13543","Blake Snell",4.94060737038962,78,NA,NA,NA,NA,NA,NA,0.957405941404553,1.74462660857168,1.17232666651809,0.979639448686855,0.912504934026171,-0.825896228817725,2023,33748,"Blake Snell"
"85","12552","Eugenio Suárez",4.91121402553097,201,0.678713824909834,1.62204783730189,1.29597693887266,0.541748625526016,0.0864949162388343,0.686231882681735,NA,NA,NA,NA,NA,NA,2023,32367,"Eugenio Suarez"
"86","14161","Byron Buxton",4.89604483877796,165,1.02509456912239,1.88759455009347,0.655844638576332,0.635031366193593,0.0628197924035416,0.629659922388632,NA,NA,NA,NA,NA,NA,2023,32655,"Byron Buxton"
"87","20373","Andrés Muñoz",4.88645183632841,166,NA,NA,NA,NA,NA,NA,-0.979424647041627,-0.323605151081016,-0.999542415133376,3.0152370366003,2.97294402997921,1.20084298300491,2023,40939,"Andres Munoz"
"88","13152","Jorge Polanco",4.87614346123483,146,0.851904197016114,0.692634342531366,0.888620020502271,0.79605346430572,0.775883527277821,0.871047909601539,NA,NA,NA,NA,NA,NA,2023,32525,"Jorge Polanco"
"89","21711","Oneil Cruz",4.83901934684029,129,1.02509456912239,1.09095441171873,0.830426175020786,0.532116898907098,0.561250968511857,0.799176323559423,NA,NA,NA,NA,NA,NA,2023,39712,"Oneil Cruz"
"90","13743","Max Fried",4.76964834013049,56,NA,NA,NA,NA,NA,NA,1.56903665354545,1.28501955087108,1.75149175495848,0.618088200385606,0.3719084091876,-0.825896228817725,2023,32685,"Max Fried"
"91","3473","Anthony Rizzo",4.68211988332098,115,0.851904197016114,1.22372776811452,0.888620020502271,0.792033509273596,0.243065706684769,0.682768681729705,NA,NA,NA,NA,NA,NA,2023,30782,"Anthony Rizzo"
"92","14212","Josh Hader",4.60321053286755,70,NA,NA,NA,NA,NA,NA,-0.95903695663693,-0.302713921185534,-0.999542415133376,2.00963820012491,2.33664215500886,2.51822347068962,2023,32760,"Josh Hader"
"93","12927","Brandon Nimmo",4.58512017344626,93,1.54466568544123,-0.236779152239159,-0.0424815072014828,1.23683383424321,1.06271226543427,1.02016904776819,NA,NA,NA,NA,NA,NA,2023,32159,"Brandon Nimmo"
"94","19197","Will Smith",4.58247285278556,NA,0.620983700874407,0.958181055322945,1.17958924790969,0.943499427936646,0.275307598204585,0.604911822537279,NA,NA,NA,NA,NA,NA,2023,38309,"Will Smith"
"95","17929","Cedric Mullins",4.38356743501439,71,1.37147531333495,0.161540916948209,0.0739061837614865,0.579108112626847,1.17913536151896,1.01840154682394,NA,NA,NA,NA,NA,NA,2023,35578,"Cedric Mullins"
"96","10603","Chris Sale",4.35499860208495,145,NA,NA,NA,NA,NA,NA,0.692365966143497,1.2641283209756,1.02753539440799,0.838891109784343,1.35797403959125,-0.825896228817725,2023,30948,"Chris Sale"
"97","15464","Hunter Renfroe",4.34477519273941,176,0.505523452803554,1.4892744809061,1.12139540242821,0.410225470349559,0.241622328017908,0.576734058234074,NA,NA,NA,NA,NA,NA,2023,33205,"Hunter Renfroe"
"98","15711","Tyler O'Neill",4.34389103505363,191,0.90963432105154,1.22372776811452,0.888620020502271,0.494614342570181,0.283387466887538,0.54390711592758,NA,NA,NA,NA,NA,NA,2023,34168,"Tyler O'Neill"
"99","18036","Jake Cronenworth",4.33767017457848,82,1.02509456912239,0.0287675605524194,0.772232329539302,0.756257100179014,0.886323964946316,0.868994650239036,NA,NA,NA,NA,NA,NA,2023,36364,"Jake Cronenworth"
"100","19291","Zac Gallen",4.3358296726458,60,NA,NA,NA,NA,NA,NA,1.40593513030788,1.7237353786762,1.46190921073828,0.202861219419838,0.367284962321328,-0.825896228817725,2023,39910,"Zac Gallen"
"101","17919","Ian Happ",4.33123057597249,182,0.678713824909834,0.559860986135577,0.714038484057817,0.73262015053509,0.769301860280255,0.876695270053915,NA,NA,NA,NA,NA,NA,2023,34945,"Ian Happ"
"102","21618","Alec Bohm",4.30259702597657,181,0.505523452803554,-0.10400579584337,0.597650793094848,0.704632944957733,1.5850236277349,1.0137720032289,NA,NA,NA,NA,NA,NA,2023,41169,"Alec Bohm"
"103","21032","Emmanuel Clase",4.29957995768236,51,NA,NA,NA,NA,NA,NA,-0.877486195018144,-0.678756059304205,-0.999542415133376,2.27187608217345,1.76125419250161,2.82223435246302,2023,41743,"Emmanuel Clase"
"104","16997","Gleyber Torres",4.27556971389818,136,0.794174072980687,0.559860986135577,0.714038484057817,0.576397743349885,0.842101350259603,0.78899707711461,NA,NA,NA,NA,NA,NA,2023,33804,"Gleyber Torres"
"105","2520","Lance Lynn",4.2589027943389,107,NA,NA,NA,NA,NA,NA,1.42632282071258,1.36858447045301,1.46190921073828,-0.0349359451326598,0.862918466385428,-0.825896228817725,2023,30820,"Lance Lynn"
"106","4949","Giancarlo Stanton",4.23124664542764,177,0.21687283262642,1.75482119369768,1.29597693887266,0.559670728575851,-0.0406575703725631,0.444562522027589,NA,NA,NA,NA,NA,NA,2023,30583,"Giancarlo Stanton"
"107","26197","Andrew Vaughn",4.22608832063491,160,0.3900632047327,0.427087629739788,0.772232329539302,0.745180699460645,1.01257413306364,0.878950324098834,NA,NA,NA,NA,NA,NA,2023,42394,"Andrew Vaughn"
"108","6184","J.D. Martinez",4.19624115355814,151,0.56325357683898,0.559860986135577,0.888620020502271,0.722820345619764,0.716809022271475,0.744877202190078,NA,NA,NA,NA,NA,NA,2023,31065,"J.D. Martinez"
"109","26410","Alek Manoah",4.1959673493526,44,NA,NA,NA,NA,NA,NA,1.75252586718772,1.76551783846716,1.60670048284838,-0.484498257939699,0.381617647606765,-0.825896228817725,2023,42436,"Alek Manoah"
"110","17027","Alex Verdugo",4.15113515709643,144,0.73644394894526,-0.502325865030738,0.481263102131879,0.830629416537848,1.57514099729784,1.02998355721434,NA,NA,NA,NA,NA,NA,2023,33786,"Alex Verdugo"
"111","11477","Christian Yelich",4.11334055685651,125,1.54466568544123,0.0287675605524194,0.0739061837614865,0.865096162427983,0.75101990952713,0.849885055146257,NA,NA,NA,NA,NA,NA,2023,31283,"Christian Yelich"
"112","30116","Seiya Suzuki",4.07499445100082,152,0.678713824909834,0.427087629739788,0.655844638576332,0.830662502266807,0.704408209911636,0.778277645596422,NA,NA,NA,NA,NA,NA,2023,4142424,"Seiya Suzuki"
"113","14274","Mitch Haniger",4.03607471772213,213,0.73644394894526,0.958181055322945,0.772232329539302,0.591809011103345,0.393129287955082,0.584279084856194,NA,NA,NA,NA,NA,NA,2023,32771,"Mitch Haniger"
"114","22182","Hunter Greene",4.01797802963661,116,NA,NA,NA,NA,NA,NA,1.12050746464213,2.09977751679487,1.17232666651809,-0.170196343295242,0.621458953794501,-0.825896228817725,2023,39635,"Hunter Greene"
"115","11739","J.T. Realmuto",4.00329859052909,61,0.678713824909834,0.427087629739788,0.888620020502271,0.63770836327435,0.685296560021643,0.685872192081201,NA,NA,NA,NA,NA,NA,2023,32177,"J.T. Realmuto"
"116","15112","Ryan McMahon",3.99919941801515,292,0.73644394894526,0.559860986135577,0.772232329539302,0.601182543600741,0.60941778868107,0.7200618211132,NA,NA,NA,NA,NA,NA,2023,33247,"Ryan McMahon"
"117","20454","Jazz Chisholm Jr.",3.98460830091432,113,1.02509456912239,0.958181055322945,0.655844638576332,0.366493856508177,0.357963024112978,0.621031157271497,NA,NA,NA,NA,NA,NA,2023,41433,"Jazz Chisholm"
"118","22250","Logan Gilbert",3.98237463437461,81,NA,NA,NA,NA,NA,NA,1.2836089878797,1.28501955087108,1.31711793862818,0.0727827429968175,0.849741642816561,-0.825896228817725,2023,41221,"Logan Gilbert"
"119","15518","Amed Rosario",3.94936155378315,130,1.02509456912239,-0.767872577822317,0.36487541116891,0.465681948345385,1.83453506153492,1.02704714143386,NA,NA,NA,NA,NA,NA,2023,33215,"Amed Rosario"
"120","15423","Andrew Heaney",3.86655306594349,212,NA,NA,NA,NA,NA,NA,0.54965213331062,1.05521602202078,0.882744122297892,0.632103870602453,1.57273314652947,-0.825896228817725,2023,32672,"Andrew Heaney"
"121","14765","Julio Urías",3.7817676985943,50,NA,NA,NA,NA,NA,NA,1.56903665354545,1.4939318498259,1.46190921073828,-0.326918874016955,0.409705087319352,-0.825896228817725,2023,33223,"Julio Urias"
"122","6562","Alex Cobb",3.66572316766734,174,NA,NA,NA,NA,NA,NA,1.07973208383273,1.05521602202078,1.31711793862818,0.866106399550389,0.173446952452976,-0.825896228817725,2023,31086,"Alex Cobb"
"123","19950","Andrés Giménez",3.66519947815209,154,0.678713824909834,0.0287675605524194,0.481263102131879,0.624690810548048,1.04428195057668,0.807482229433234,NA,NA,NA,NA,NA,NA,2023,37729,"Andres Gimenez"
"124","17606","Cristian Javier",3.64913568286498,67,NA,NA,NA,NA,NA,NA,1.12050746464213,1.91175644773553,1.17232666651809,-0.228033934364762,0.498475267151727,-0.825896228817725,2023,41261,"Cristian Javier"
"125","16511","Jordan Montgomery",3.6317626411221,126,NA,NA,NA,NA,NA,NA,1.2836089878797,0.929868642647889,1.31711793862818,0.430784170893801,0.49627912989025,-0.825896228817725,2023,38173,"Jordan Montgomery"
"126","26289","Gunnar Henderson",3.62645509601,108,0.56325357683898,0.294314273343998,0.597650793094848,0.745214740241219,0.649322658619545,0.776699053871407,NA,NA,NA,NA,NA,NA,2023,42507,"Gunnar Henderson"
"127","19918","Daulton Varsho",3.59579595536595,64,0.73644394894526,1.09095441171873,0.714038484057817,0.29889908024036,0.230936950337058,0.524523080066717,NA,NA,NA,NA,NA,NA,2023,40963,"Daulton Varsho"
