"","Name","Team","playerid","IP","QS","SO","WHIP","ERA","SVHD","pr","rank","position"
"168","Corey Knebel","PHI","15010",-0.133912337123422,-0.590170979278835,0.216875783477876,-0.270662669087517,-0.364620727875118,3.29098251276935,1.58218514481092,208,"RP"
"169","Héctor Neris","HOU","11804",0.144323043679568,-0.590170979278835,0.492120088651086,0.040739989285832,-0.0076330641890599,2.01191920710112,1.52499184717829,210,"RP"
"170","David Bednar","PIT","19569",0.0373094356784178,-0.590170979278835,0.36508425549422,-0.130273404318096,-0.28262124132078,2.65145085993523,1.48447248811874,211,"RP"
"171","Chris Stratton","PIT","13761",0.0373094356784178,-0.590170979278835,0.0898399503210101,0.0789341274951602,0.0254980414894607,2.39563819880159,1.47074233643538,213,"RP"
"172","Dylan Floro","MIA","13394",0.0373094356784178,-0.590170979278835,-0.0795411605548115,0.0238795138600928,-0.160036150310254,2.77935719050206,1.44449141182525,215,"RP"
"173","Mark Melancon","ARI","4264",0.0159067140781878,-0.590170979278835,-0.164231715992722,0.0557079623678662,-0.152995790353568,2.77935719050206,1.37726694325157,217,"RP"
"174","Matt Barnes","BOS","12863",-0.0268987291222723,-0.590170979278835,0.534465366370042,-0.0747026536801997,-0.185609222505862,2.26773186823476,1.35850921194622,218,"RP"
"175","Tyler Rogers","SFG","15541",0.122920322079338,-0.590170979278835,-0.270094910290111,0.0899450502221736,-0.0803144272713142,2.65145085993523,1.35742947732507,219,"RP"
"176","Craig Kimbrel","CHW","6655",-0.0697041723227323,-0.590170979278835,0.619155921807953,-0.240210585920621,-0.334699198059204,2.52354452936841,1.34160907752355,220,"RP"
"177","Pete Fairbanks","TBR","17998",-0.0697041723227323,-0.590170979278835,0.301566338915787,-0.118402253253034,-0.279722269573909,2.65145085993523,1.32871108635109,221,"RP"
"178","Jorge Alcala","MIN","19459",0.0373094356784178,-0.590170979278835,0.153357866899443,-0.064207867956015,-0.0639559438425446,2.39563819880159,1.30166427223063,222,"RP"
"179","Codi Heuer","CHC","23293",0.0587121572786478,-0.590170979278835,-0.0795411605548115,0.0686113874385849,-0.0131204035670649,2.39563819880159,1.27382276204669,223,"RP"
"180","Luke Jackson","ATL","11752",0.0373094356784178,-0.590170979278835,0.174530505758921,0.0569122820411332,-0.163349260878106,2.26773186823476,1.21665741348487,225,"RP"
"181","Jake Diekman","","5003",0.0159067140781878,-0.590170979278835,0.449774810932131,0.0340302082490584,-0.192131908936321,2.01191920710112,1.16302161407392,227,"RP"
"182","Trevor May","NYM","6398",0.0159067140781878,-0.590170979278835,0.407429533213176,-0.0743585623449806,-0.185609222505862,2.13982553766794,1.1467165827582,228,"RP"
"183","Daniel Bard","COL","7115",-0.0483014507225023,-0.590170979278835,0.132185228039965,0.12022508772146,0.114744957410975,1.88401287653429,1.04638928163393,231,"RP"
"184","Aaron Bummer","CHW","16258",-0.0054960075220422,-0.590170979278835,0.259221061196832,-0.0848533480691653,-0.390711473596953,2.39563819880159,1.01732101346,232,"RP"
"185","Chad Green","NYY","15552",0.0801148788788779,-0.590170979278835,0.428602172072653,-0.192553935992766,-0.159518476784027,2.01191920710112,1.0120864279256,233,"RP"
"186","Rowan Wick","CHC","14646",-0.112509615523192,-0.590170979278835,0.0474946726020547,-0.103262234503391,-0.187162243084543,2.52354452936841,1.01162769150908,234,"RP"
"187","Tyler Matzek","ATL","10058",0.0159067140781878,-0.590170979278835,0.36508425549422,0.0340302082490584,-0.280188175747513,2.01191920710112,0.990274791824808,237,"RP"
"188","Jonathan Loáisiga","NYY","19753",0.101517600479108,-0.590170979278835,0.195703144618399,-0.0242932730705913,-0.269368799049372,2.13982553766794,0.986906793295228,238,"RP"
"189","Daniel Hudson","LAD","7146",-0.0911068939229624,-0.590170979278835,0.238048422337354,-0.200123945367587,-0.220293348763063,2.39563819880159,0.965685015735068,239,"RP"
"190","José Alvarado","PHI","17780",-0.0697041723227323,-0.590170979278835,0.280393700056309,0.0744609401373108,-0.206419698260183,2.01191920710112,0.934172559361568,240,"RP"
"191","Trevor Williams","NYM","16977",0.401155702882328,0.102303902250652,0.238048422337354,0.404100439277276,0.457341297067926,-0.162488412534889,-6.00033282005528,243,"SP"
"192","Drew Steckenrider","SEA","18806",0.0373094356784178,-0.590170979278835,-0.0160232439763784,-0.0311750997749746,-0.103713270656769,2.13982553766794,0.869745941587978,244,"RP"
"193","Ryne Stanek","HOU","15947",0.101517600479108,-0.590170979278835,0.386256894353698,0.114031443687515,0.0254462741368378,1.372387554267,0.843162349573898,245,"RP"
"194","Seth Lugo","NYM","12447",0.0159067140781878,-0.359346018769006,0.195703144618399,-0.0960363164637882,-0.126905044631734,1.75610654596747,0.819122586728108,246,"RP"
"195","Joe Barlow","TEX","22296",-0.133912337123422,-0.590170979278835,0.0051493948830993,-0.0779715213647818,-0.219672140531591,2.39563819880159,0.812754177314638,247,"RP"
"196","Brad Boxberger","MIL","10133",0.0587121572786478,-0.590170979278835,0.280393700056309,0.0686113874385849,0.0474473990014806,1.50029388483382,0.798981111258588,248,"RP"
"197","Emilio Pagán","SDP","14771",-0.0268987291222723,-0.590170979278835,0.111012589180488,-0.169155725197862,-0.0087719459467589,2.01191920710112,0.761627978664448,251,"RP"
"198","Garrett Richards","","9784",0.336947538081638,0.333128862760481,0.132185228039965,0.511456935865657,0.550833135904501,-0.546207404235361,-6.12244987491905,252,"SP"
"199","Chad Kuhl","","14975",0.251336651680718,0.333128862760481,0.216875783477876,0.438509572799193,0.478669446348473,-0.418301073668537,-6.14057492793772,254,"SP"
"200","Michael Fulmer","DET","13218",-0.0268987291222723,-0.590170979278835,0.0051493948830993,-0.0747026536801997,-0.166662371445958,2.13982553766794,0.720233760952348,255,"RP"
"201","Caleb Smith","ARI","14875",0.251336651680718,-0.359346018769006,0.407429533213176,0.32392715817121,0.425038469031369,0.221230579165582,-6.17117779884288,258,"SP"
"202","Jake McGee","SFG","7550",-0.0911068939229624,-0.590170979278835,-0.0583685216953338,-0.250017188974367,-0.286348490709613,2.52354452936841,0.681226016715878,260,"RP"
"203","Génesis Cabrera","STL","17490",0.0373094356784178,-0.359346018769006,0.216875783477876,0.0569122820411332,-0.116965712928177,1.372387554267,0.640866885695818,262,"RP"
"204","Nate Pearson","TOR","20160",0.294142094881178,0.333128862760481,0.428602172072653,0.318421696807703,0.304627606830996,-0.546207404235361,0.566408591046228,266,"RP"
"205","Luis Cessa","CIN","13345",0.122920322079338,-0.590170979278835,-0.0371958828358561,0.125042366414529,0.060492771862398,1.372387554267,0.487169714437148,271,"RP"
"206","A.J. Minter","ATL","18655",-0.0483014507225023,-0.590170979278835,0.111012589180488,-0.0862297134100419,-0.223813528741406,1.88401287653429,0.480203355490568,272,"RP"
"207","Andrew Kittredge","TBR","12828",0.0373094356784178,-0.590170979278835,0.174530505758921,-0.141284327045109,-0.319065457567152,1.88401287653429,0.479025616009108,273,"RP"
"208","Andrew Chafin","","12988",-0.0054960075220422,-0.590170979278835,0.0051493948830993,-0.127520673636343,-0.265538014955293,2.01191920710112,0.462036488520278,275,"RP"
"209","Diego Castillo","SEA","17496",-0.0483014507225023,-0.590170979278835,0.174530505758921,-0.199779854032368,-0.320100804619606,2.01191920710112,0.461790186135298,276,"RP"
"210","Tim Mayza","TOR","15042",-0.0483014507225023,-0.590170979278835,0.0686673114615324,-0.106875193523192,-0.226919569898767,1.88401287653429,0.414106556501105,280,"RP"
"211","Danny Duffy","","3542",0.229933930080488,0.56395382327031,0.322738977775265,0.200054277492308,0.166357007975795,-0.674113734802185,-6.63186988954395,285,"SP"
"212","Adam Ottavino","","1247",0.0159067140781878,-0.590170979278835,0.280393700056309,0.0882245935460776,-0.0127580320987058,0.988668562566525,0.203958120798137,288,"RP"
"213","Amir Garrett","CIN","14375",-0.0911068939229624,-0.590170979278835,0.238048422337354,-0.0205082683831804,-0.0191254164712966,1.24448122370017,0.19531164990983,289,"RP"
"214","Brent Suter","MIL","13942",0.144323043679568,-0.590170979278835,0.026322033742577,0.111966895676201,0.0209425144586642,0.860762231999701,0.00783930220645401,295,"RP"
"215","Kendall Graveman","CHW","15514",-0.112509615523192,-0.590170979278835,-0.0371958828358561,-0.220941471148347,-0.352403632656164,1.88401287653429,0.00448485702047496,296,"RP"
"216","Yimi García","TOR","12095",-0.0483014507225023,-0.590170979278835,0.026322033742577,-0.137843413692918,-0.056087306243896,1.372387554267,0,297,"RP"
"217","Ryan Tepera","","10291",-0.0268987291222723,-0.590170979278835,0.153357866899443,-0.0956922251285691,-0.150873328896038,1.24448122370017,-0.032102609897521,299,"RP"
"218","Grayson Rodriguez","BAL","sa3008130",0.144323043679568,0.56395382327031,0.259221061196832,0.0882245935460776,0.128100934387629,-0.674113734802185,-6.9310844500577,300,"SP"
"219","Ian Kennedy","","6986",-0.0911068939229624,-0.590170979278835,0.0051493948830993,-0.140252053039452,-0.115205622939006,1.372387554267,-0.125505038101581,303,"RP"
"220","Aaron Loup","LAA","10343",-0.0697041723227323,-0.590170979278835,-0.0371958828358561,-0.118402253253034,-0.30110218620708,1.50029388483382,-0.182588027135139,306,"RP"
"221","Mike Soroka","ATL","18383",0.187128486880028,0.56395382327031,-0.100713799414289,0.180441071384815,0.18281902610981,-0.674113734802185,-7.10127929790744,312,"SP"
"222","Sixto Sánchez","MIA","19680",0.187128486880028,0.56395382327031,0.026322033742577,0.107149616983132,0.0468261907700083,-0.674113734802185,-7.18352775449206,323,"SP"
"223","Clay Holmes","NYY","13649",-0.0911068939229624,-0.590170979278835,0.0474946726020547,-0.050444214547248,-0.181260764885556,1.11657489313335,-0.31521972497062,324,"RP"
"224","Collin McHugh","","7531",0.0373094356784178,-0.590170979278835,0.195703144618399,-0.141284327045109,-0.239550803938703,0.988668562566525,-7.19011913873524,325,"SP"
"225","Garrett Crochet","CHW","27463",-0.0483014507225023,-0.590170979278835,0.259221061196832,-0.0862297134100419,-0.273510187259187,0.988668562566525,-0.316629144978631,326,"RP"
"226","A.J. Puk","OAK","19343",0.101517600479108,-0.590170979278835,0.216875783477876,0.1370855631472,0.0150410362596775,0.349136909732406,-0.336820524253989,327,"RP"
"227","Joe Kelly","","9761",-0.0911068939229624,-0.590170979278835,0.0474946726020547,-0.12029475559674,-0.295356010065961,1.24448122370017,-0.371259180633693,329,"RP"
"228","Jordan Hicks","STL","19618",-0.0697041723227323,-0.359346018769006,-0.0371958828358561,-0.0168953093633788,-0.206419698260183,0.860762231999701,-0.395105287622877,331,"RP"
"229","Brusdar Graterol","LAD","20367",-0.0911068939229624,-0.590170979278835,-0.164231715992722,-0.150230701760808,-0.286348490709613,1.372387554267,-0.476007665469366,340,"RP"
"230","Brad Hand","","9111",-0.133912337123422,-0.590170979278835,-0.0583685216953338,-0.193586209998423,-0.202278310050368,1.24448122370017,-0.500141572517631,342,"RP"
"231","Ken Giles","SEA","12910",-0.305134109925263,-0.590170979278835,-0.0795411605548115,-0.400041011129926,-0.435024327441974,1.62820021540064,-0.748017811001587,361,"RP"
"232","Alex Colomé","","6661",-0.0697041723227323,-0.590170979278835,-0.1854043548522,-0.0473473925302755,-0.160605591189103,0.860762231999701,-0.758776696244867,362,"RP"
"233","Dinelson Lamet","SDP","17186",-0.0268987291222723,-0.128521058259177,0.301566338915787,-0.137671368025308,-0.242449775685574,-0.0345820819680656,-7.70935084548054,372,"SP"
"234","Touki Toussaint","ATL","16929",-0.0697041723227323,-0.359346018769006,-0.0160232439763784,0.0440088569704141,0.044030753728383,-0.290394743101713,-8.08822273880696,394,"SP"
"235","Craig Stammen","SDP","7274",-0.0483014507225023,-0.590170979278835,-0.164231715992722,-0.158488893806068,-0.189647076010432,0.47704324029923,-1.24010331358275,395,"RP"
"236","MacKenzie Gore","SDP","sa3005068",-0.198120501924113,0.333128862760481,-0.248922271430633,-0.14919842775515,-0.128147461094678,-0.674113734802185,-8.50616770558221,419,"SP"
"237","Andrés Muñoz","SEA","20373",-0.390744996326183,-0.590170979278835,-0.0795411605548115,-0.408299203175186,-0.563821500767222,0.860762231999701,-1.73812204617396,426,"RP"
"238","James Paxton","BOS","11828",-0.369342274725953,0.102303902250652,-0.248922271430633,-0.416557395220446,-0.344949133878496,-0.674113734802185,-9.39237507914299,475,"SP"
"239","Ryan Weathers","SDP","23796",-0.262328666724803,-0.359346018769006,-0.46064866002541,-0.211823050765039,-0.167904787908903,-0.546207404235361,-9.44905275976445,477,"SP"
"240","Kirby Yates","ATL","9073",-0.861604871531243,-0.590170979278835,-0.714720326339143,-0.957124882849763,-0.946485771354134,-0.290394743101713,-4.92680801252625,641,"RP"
"241","Dustin May","LAD","19716",-0.840202149931013,-0.359346018769006,-0.757065604058098,-0.948522599469284,-0.968486896218776,-0.546207404235361,-11.8606248440175,645,"SP"
"242","Nick Anderson","TBR","18337",-0.990021201132624,-0.590170979278835,-0.947619353793397,-1.08547095088651,-1.06700016825975,-0.290394743101713,-5.53698383452425,683,"RP"
"243","Kenta Maeda","MIN","18498",-1.13984025233423,-0.359346018769006,-1.07465518695026,-1.22173111963331,-1.18544387106046,-0.674113734802185,-13.0959243548854,756,"SP"
