"","Name","Team","PlayerId","IP","SO","QS","ERA","WHIP","SVHD","pr","rank","pos","Player","ESPN","ESPNID","ESPNNAME"
"128","David Peterson","NYM","20302",0.220553763542817,0.48976179175255,0.148667757439539,0.194576999056051,-0.521656147513107,-0.728193101702466,-0.196288937424616,128,"SP",NA,NA,NA,NA
"129","Brusdar Graterol","LAD","20367",-0.927801269103605,-1.06962127161053,-0.966340423357016,0.864911054992856,0.767533942131085,1.11984816263594,-0.211469804311266,129,"SP","Brusdar Graterol",404,"40965","Brusdar Graterol"
"130","Kyle Gibson","BAL","10123",1.28539206654223,0.684684674672935,1.26367593823609,-1.29709408897061,-1.32641679415456,-0.825458431404487,-0.215216635078405,130,"SP",NA,NA,NA,NA
"131","Taijuan Walker","PHI","11836",1.07660024242469,0.53307798795708,0.892006544637242,-1.28143725798242,-0.616873644428036,-0.825458431404487,-0.222084558795929,131,"SP","Taijuan Walker",281,"31864","Taijuan Walker"
"132","Erik Swanson","TOR","16587",-0.906922086691851,-0.809724094383346,-0.78050572655759,0.298332370191646,1.0492537953312,0.925317503231897,-0.224248238878041,132,"SP",NA,NA,NA,NA
"133","Héctor Neris","HOU","11804",-0.844284539456592,-0.614801211462962,-0.966340423357016,0.350845104213979,0.639663636511913,1.11984816263594,-0.315069270914738,133,"SP","Hector Neris",374,"32377","Hector Neris"
"134","Seranthony Domínguez","PHI","19249",-0.865163721868345,-0.679775505769757,-0.966340423357016,0.739333109692307,-0.272946615521295,1.70344014084807,-0.341453015976038,134,"SP","Seranthony Dominguez",273,"37793","Seranthony Dominguez"
"135","Brock Burke","TEX","17968",-0.739888627397827,-0.658117407667492,-0.966340423357016,1.11546653614603,0.364617350054269,0.536256184423811,-0.348006387798224,135,"SP",NA,NA,NA,NA
"136","Brandon Hughes","CHC","23460",-0.865163721868345,-0.723091701974287,-0.966340423357016,0.312511270231097,0.361995591691153,1.50890948144402,-0.371179503833373,136,"SP",NA,NA,NA,NA
"137","Dylan Lee","ATL","19996",-0.969559633927111,-0.874698388690141,-0.966340423357016,1.18626866565899,0.976678757006806,0.244460195317747,-0.403190827990721,137,"SP",NA,NA,NA,NA
"138","James Karinchak","CLE","20151",-0.927801269103605,-0.484852622849372,-0.966340423357016,0.975455671424215,-0.00159462493894849,0.828052173529875,-0.57708109529485,138,"SP","James Karinchak",343,"40715","James Karinchak"
"139","José Alvarado","PHI","17780",-1.01131799875062,-0.571485015258432,-0.966340423357016,1.13116955247637,-0.390091546018636,1.21711349233796,-0.590951938570372,139,"SP",NA,NA,NA,NA
"140","Lance McCullers Jr.","HOU","14120",-0.0926339726334801,-0.0733487589063383,0.52033715103839,0.267896229716081,-0.48876499713949,-0.825458431404487,-0.691972779329325,140,"SP","Lance McCullers Jr.",192,"32764","Lance McCullers"
"141","Adam Ottavino","NYM","1247",-0.802526174633086,-0.614801211462962,-0.966340423357016,0.697258262995432,-0.136853522308717,1.11984816263594,-0.703414906130409,141,"SP","Adam Ottavino",304,"29705","Adam Ottavino"
"142","Nick Pivetta","BOS","15454",1.34802961377748,1.26945332343409,0.892006544637242,-1.86983851694859,-1.52948389646124,-0.825458431404487,-0.715291362965502,142,"SP","Nick Pivetta",269,"36071","Nick Pivetta"
"143","Daniel Hudson","LAD","7146",-1.13659309322114,-0.961330781099201,-0.966340423357016,0.288956745735592,0.890756585197465,1.11984816263594,-0.764702804108356,143,"SP","Daniel Hudson",400,"30376","Daniel Hudson"
"144","Rafael Montero","HOU","12760",-0.927801269103605,-0.961330781099201,-0.966340423357016,0.389871718329082,0.259985357199064,1.411644151742,-0.793971246289672,144,"SP","Rafael Montero",317,"32631","Rafael Montero"
"145","Luis García","SDP","6984",-0.886042904280098,-0.831382192485611,-0.966340423357016,0.537272237794586,0.219467273405476,1.11984816263594,-0.807177846286723,145,"SP","Luis Garcia",330,"33089","Luis Garcia"
"146","Michael Wacha","SDP","14078",0.659016594189632,0.273180810729901,0.52033715103839,-1.11256055441808,-0.335272962062607,-0.825458431404487,-0.820757391927247,146,"SP","Michael Wacha",326,"32640","Michael Wacha"
"147","Matt Bush","MIL","1246",-0.969559633927111,-0.766407898178816,-0.966340423357016,0.122158382567907,0.821875842748368,0.925317503231897,-0.832956226914771,147,"SP",NA,NA,NA,NA
"148","A.J. Puk","MIA","19343",-0.69813026257432,-0.593143113360697,-0.966340423357016,0.360636396749367,0.0355866754834022,1.02258283293392,-0.838807894125346,148,"SP",NA,NA,NA,NA
"149","Michael Kopech","CHW","17282",0.700774959013138,0.7063427727752,0.52033715103839,-1.10140679428932,-0.856407022148948,-0.825458431404487,-0.855817365016028,149,"SP","Michael Kopech",235,"33763","Michael Kopech"
"150","Kyle Bradish","BAL","24586",0.721654141424891,0.511419889854815,0.52033715103839,-0.967284560691384,-0.823039188436583,-0.825458431404487,-0.862370998214357,150,"SP","Kyle Bradish",428,NA,"Kyle Bradish"
"151","JT Brubaker","PIT","17578",1.09747942483645,0.966239950002379,0.706171847837816,-1.57037275846063,-1.25253087664861,-0.825458431404487,-0.878470843837078,151,"SP",NA,NA,NA,NA
"152","Trevor Stephan","CLE","19932",-0.865163721868345,-0.658117407667492,-0.966340423357016,0.410493473598187,0.149156480940134,1.02258283293392,-0.907388765420615,152,"SP",NA,NA,NA,NA
"153","Aaron Bummer","CHW","16258",-1.05307636357412,-0.961330781099201,-0.966340423357016,1.58159210177523,-0.532858205973686,1.02258283293392,-0.909430839294878,153,"SP",NA,NA,NA,NA
"154","Domingo Germán","NYY","17149",0.429345587660348,0.0999160259117813,0.52033715103839,-1.1168096058957,-0.0206619584888724,-0.825458431404487,-0.913331231178536,154,"SP","Domingo German",337,"33660","Domingo German"
"155","Diego Castillo","SEA","17496",-0.948680451515358,-0.918014584894671,-0.966340423357016,0.64021936544259,0.333037078862208,0.925317503231897,-0.93446151223035,155,"SP",NA,NA,NA,NA
"156","Corey Kluber","BOS","2429",0.951325147954176,0.44644559554802,0.892006544637242,-1.61473377959383,-0.788479646377348,-0.825458431404487,-0.938894569236227,156,"SP","Corey Kluber",255,"30981","Corey Kluber"
"157","Alex Lange","DET","19883",-0.823405357044839,-0.658117407667492,-0.966340423357016,0.417375089578246,-0.625215602856129,1.70344014084807,-0.952263560499162,157,"SP","Alex Lange",297,"40976","Alex Lange"
"158","Reynaldo López","CHW","16400",-0.927801269103605,-0.961330781099201,-0.78050572655759,0.129848242035558,0.811627150965283,0.730786843827854,-0.9973755399317,158,"SP","Reynaldo Lopez",425,"33860","Reynaldo Lopez"
"159","Edward Cabrera","MIA","21690",0.283191310778076,0.40312939934349,0.334502454238965,-0.491783370606129,-0.719718074762936,-0.825458431404487,-1.01613671241302,159,"SP","Edward Cabrera",253,"40944","Edward Cabrera"
"160","Caleb Thielbar","MIN","10078",-0.948680451515358,-0.723091701974287,-0.966340423357016,0.362853293172473,0.57018703988938,0.536256184423811,-1.168816059361,160,"SP",NA,NA,NA,NA
"161","Ron Marinaccio","NYY","23488",-1.05307636357412,-0.831382192485611,-0.966340423357016,1.00335161808164,0.423368571554968,0.244460195317747,-1.1796185944624,161,"SP",NA,NA,NA,NA
"162","Anthony Bass","TOR","7982",-0.886042904280098,-0.939672682996936,-0.966340423357016,0.566114983966043,0.101249805395952,0.925317503231897,-1.19937371804016,162,"SP",NA,NA,NA,NA
"163","Paul Blackburn","OAK","14739",1.03484187760119,0.186548418320841,0.52033715103839,-1.10935067313879,-1.00906486138302,-0.825458431404487,-1.20214651896588,163,"SP",NA,NA,NA,NA
"164","Joe Mantiply","ARI","14857",-0.927801269103605,-1.00464697730373,-0.966340423357016,0.464299397200666,-0.125651463848138,1.31437882203998,-1.24576191437184,164,"SP",NA,NA,NA,NA
"165","Domingo Acevedo","OAK","17092",-0.927801269103605,-1.04796317350826,-0.966340423357016,-0.0353567268280185,0.491891801500004,1.21711349233796,-1.26845629895893,165,"SP",NA,NA,NA,NA
"166","Josiah Gray","WSN","24580",1.13923778965995,1.16116283292276,0.706171847837816,-2.32203920192015,-1.15290405885026,-0.825458431404487,-1.29382922175436,166,"SP",NA,NA,NA,NA
"167","Jonathan Loáisiga","NYY","19753",-0.948680451515358,-1.09127936971279,-0.966340423357016,0.73332901521306,0.0515555673314644,0.925317503231897,-1.29609815880874,167,"SP","Jonathan Loaisiga",339,"39807","Jonathan Loaisiga"
"168","Bryan Abreu","HOU","16609",-0.886042904280098,-0.549826917156167,-0.966340423357016,1.03697454716542,-0.411423125427613,0.43899085472179,-1.33766796833369,168,"SP",NA,NA,NA,NA
"169","Kendall Graveman","CHW","15514",-0.865163721868345,-0.918014584894671,-0.966340423357016,0.427166382113633,-0.736044479115057,1.70344014084807,-1.35495668627339,169,"SP","Kendall Graveman",227,"33636","Kendall Graveman"
"170","Yimi Garcia","TOR","12095",-0.865163721868345,-0.939672682996936,-0.966340423357016,-0.19037782774795,0.570067869054692,1.02258283293392,-1.36890395398164,170,"SP",NA,NA,NA,NA
"171","Matthew Boyd","DET","15440",0.554620682130866,0.338155105036696,0.148667757439539,-1.06143338066018,-0.526542151735275,-0.825458431404487,-1.37199041919284,171,"SP",NA,NA,NA,NA
"172","Johnny Cueto","MIA","6893",0.951325147954176,0.0349417316049864,0.892006544637242,-1.2553194469977,-1.17387812575517,-0.825458431404487,-1.37638257996095,172,"SP","Johnny Cueto",490,"28955","Johnny Cueto"
"173","Jalen Beeks","TBR","17192",-0.927801269103605,-0.809724094383346,-0.966340423357016,0.982845326167903,0.0589441590820578,0.244460195317747,-1.41761610627626,173,"SP",NA,NA,NA,NA
"174","Zach Plesac","CLE","19979",0.638137411777879,-0.0733487589063383,0.706171847837816,-1.43343321899166,-0.471246884440497,-0.825458431404487,-1.45917803412729,174,"SP",NA,NA,NA,NA
"175","Bailey Falter","PHI","20070",0.199674581131064,-0.0516906608040733,0.148667757439539,-1.1753033417262,0.133425930761447,-0.728193101702466,-1.47341883490069,175,"SP",NA,NA,NA,NA
"176","Noah Syndergaard","LAD","11762",0.784291688660151,0.0565998297072514,0.52033715103839,-1.46989654661754,-0.569801164726664,-0.825458431404487,-1.5039274733429,176,"SP","Noah Syndergaard",252,"31730","Noah Syndergaard"
"177","Kyle Finnegan","WSN","15009",-0.781646992221333,-0.723091701974287,-0.966340423357016,-0.00658325866978322,-0.774894171223026,1.70344014084807,-1.54911640659738,177,"SP","Kyle Finnegan",336,NA,"Kyle Finnegan"
"178","Joe Kelly","CHW","9761",-0.990438816338864,-0.831382192485611,-0.966340423357016,0.484944245140845,-0.366019037411859,1.11984816263594,-1.54938806181657,178,"SP",NA,NA,NA,NA
"179","Mitch Keller","PIT","17594",1.09747942483645,0.74965896897973,0.706171847837816,-1.38380706885358,-1.89903265482569,-0.825458431404487,-1.55498791342977,179,"SP",NA,NA,NA,NA
"180","David Robertson","NYM","8241",-0.906922086691851,-0.679775505769757,-0.966340423357016,0.587568075393813,-0.516055118282817,0.925317503231897,-1.55620755547573,180,"SP","David Robertson",209,"29172","David Robertson"
"181","Caleb Ferguson","LAD","19349",-1.07395554598588,-0.961330781099201,-0.966340423357016,1.268316925985,-0.184164343679465,0.341725525019769,-1.57574864311679,181,"SP",NA,NA,NA,NA
"182","José Suarez","LAA","19911",0.659016594189632,0.338155105036696,0.334502454238965,-1.27866613745354,-0.809215371612888,-0.825458431404487,-1.58166578700562,182,"SP",NA,NA,NA,NA
"183","Spencer Turnbull","DET","16207",0.220553763542817,-0.0950068570086032,0.334502454238965,-0.474533145313832,-0.743909754204401,-0.825458431404487,-1.58385197014954,183,"SP",NA,NA,NA,NA
"184","Hunter Harvey","WSN","15507",-0.969559633927111,-0.918014584894671,-0.966340423357016,0.340915255652149,-0.0082681916814204,0.925317503231897,-1.59595007497617,184,"SP",NA,NA,NA,NA
"185","José Leclerc","TEX","14524",-0.948680451515358,-0.788065996281081,-0.966340423357016,0.116200473430808,-0.625334773690817,1.60617481114605,-1.60604636026742,185,"SP","Jose Leclerc",259,"33926","Jose Leclerc"
"186","Joe Jiménez","ATL","15761",-0.948680451515358,-0.614801211462962,-0.966340423357016,-0.284064794295271,0.354964512444617,0.828052173529875,-1.63087019465611,186,"SP",NA,NA,NA,NA
"187","Seth Lugo","SDP","12447",-0.176150702280493,-0.181639249417663,-0.408836332958738,-0.475733964209681,-0.156397539197389,-0.241866453192359,-1.64062424125632,187,"SP",NA,NA,NA,NA
"188","Dylan Floro","MIA","13394",-0.927801269103605,-1.13459556591732,-0.966340423357016,0.452198837557877,-0.484236505421383,1.411644151742,-1.64913077449944,188,"SP","Dylan Floro",289,"33852","Dylan Floro"
"189","Dylan Coleman","KCR","22276",-0.844284539456592,-0.766407898178816,-0.966340423357016,0.630243331538612,-0.725438274827914,1.02258283293392,-1.64964497134781,189,"SP",NA,NA,NA,NA
"190","Bailey Ober","MIN","21224",-0.42670089122153,-0.549826917156167,-0.223001636159313,-0.329557356311101,0.69019207041921,-0.825458431404487,-1.66435316183339,190,"SP",NA,NA,NA,NA
"191","James Paxton","BOS","11828",0.116157851484051,0.164890320218576,0.334502454238965,-1.11551641631555,-0.347666728870057,-0.825458431404487,-1.6730909506485,191,"SP",NA,NA,NA,NA
"192","Dean Kremer","BAL","19350",0.700774959013138,0.0782579278095163,0.52033715103839,-1.19467809275731,-0.96914263176287,-0.825458431404487,-1.68990911806362,192,"SP",NA,NA,NA,NA
"193","Cody Morris","CLE","25388",-0.719009444986073,-0.571485015258432,-0.408836332958738,0.396176017532291,0.0851617427132022,-0.533662442298423,-1.75165547525617,193,"SP",NA,NA,NA,NA
"194","Brooks Raley","NYM","10061",-1.03219718116237,-0.939672682996936,-0.966340423357016,0.142018079691569,0.287513820011764,0.730786843827854,-1.77789154398514,194,"SP",NA,NA,NA,NA
"195","Aaron Ashby","MIL","23550",-0.551975985692049,-0.289929739928988,-0.408836332958738,0.527850427996384,-0.333842912046362,-0.728193101702466,-1.78492764433222,195,"SP",NA,NA,NA,NA
"196","Adbert Alzolay","CHC","17859",-0.844284539456592,-0.766407898178816,-0.78050572655759,-0.25353628313541,0.515010943429287,0.341725525019769,-1.78799797887935,196,"SP",NA,NA,NA,NA
"197","Tylor Megill","NYM","21318",-0.572855168103802,-0.463194524747107,-0.223001636159313,-0.289214459944779,0.467938463727915,-0.728193101702466,-1.80852042692955,197,"SP",NA,NA,NA,NA
"198","Nick Martinez","SDP","12730",0.304070493189829,-0.00837446459954345,0.148667757439539,-0.654171033598674,-1.16541699649239,-0.436397112596402,-1.81162135665764,198,"SP",NA,NA,NA,NA
"199","Steven Okert","MIA","13580",-1.01131799875062,-0.874698388690141,-0.966340423357016,0.425850099862413,-0.0357966544941226,0.633521514125833,-1.82878185130365,199,"SP",NA,NA,NA,NA
"200","Colin Poche","TBR","19403",-1.03219718116237,-0.918014584894671,-0.966340423357016,-0.208713408580727,0.24449314868975,1.02258283293392,-1.85818961637111,200,"SP",NA,NA,NA,NA
"201","Garrett Cleavinger","TBR","17897",-1.05307636357412,-0.701433603872022,-0.966340423357016,0.926383745391912,-0.17391565189638,0.0499295359137047,-1.91845276139392,201,"SP",NA,NA,NA,NA
"202","Matt Brash","SEA","25756",-0.927801269103605,-0.658117407667492,-0.966340423357016,0.723122054598341,-0.738308724974112,0.633521514125833,-1.93392425637805,202,"SP",NA,NA,NA,NA
"203","Tommy Kahnle","NYY","11384",-1.13659309322114,-1.06962127161053,-0.966340423357016,0.40167207324791,0.666000390977742,0.147194865615726,-1.9576874583473,203,"SP",NA,NA,NA,NA
"204","Tanner Houck","BOS","19879",-0.635492715339061,-0.571485015258432,-0.78050572655759,0.427004733416115,-0.159376810064563,-0.241866453192359,-1.96172198699589,204,"SP",NA,NA,NA,NA
"205","JP Sears","OAK","23429",-0.155271519868739,-0.419878328542577,-0.0371669393598868,-0.257646778586586,-0.376982754203063,-0.728193101702466,-1.97513942226332,205,"SP",NA,NA,NA,NA
"206","Tim Mayza","TOR","15042",-1.17835145804464,-1.24288605642865,-0.966340423357016,0.539258207506952,0.309560424428864,0.536256184423811,-2.00250312147068,206,"SP",NA,NA,NA,NA
"207","Craig Kimbrel","PHI","6655",-0.948680451515358,-0.723091701974287,-0.966340423357016,-0.0603891822722628,-0.361490545693752,1.02258283293392,-2.03740947187876,207,"SP","Craig Kimbrel",230,"30653","Craig Kimbrel"
"208","Michael Lorenzen","DET","14843",0.596379046954373,0.0999160259117813,0.52033715103839,-1.12295225640139,-1.50255128782198,-0.630927772000445,-2.03979909231927,208,"SP",NA,NA,NA,NA
"209","Drew Rucinski","OAK","12499",0.220553763542817,-0.0950068570086032,0.334502454238965,-0.867524221651593,-0.821847480089713,-0.825458431404487,-2.05478077237262,209,"SP",NA,NA,NA,NA
"210","Trevor May","OAK","6398",-0.906922086691851,-0.766407898178816,-0.966340423357016,-0.26288881492039,-0.285817065667493,1.11984816263594,-2.06852812617963,210,"SP",NA,NA,NA,NA
"211","Bryan Baker","BAL","19804",-0.927801269103605,-0.831382192485611,-0.966340423357016,0.28888746772237,-0.231951848388958,0.536256184423811,-2.13233208118901,211,"SP",NA,NA,NA,NA
"212","Penn Murfee","SEA","25174",-0.927801269103605,-0.918014584894671,-0.966340423357016,0.0817231155172895,0.5084565475215,0.0499295359137047,-2.1720470784028,212,"SP",NA,NA,NA,NA
"213","Graham Ashcraft","CIN","27552",0.951325147954176,0.186548418320841,0.892006544637242,-1.40239666906817,-2.00294962267278,-0.825458431404487,-2.20092461223317,213,"SP",NA,NA,NA,NA
"214","Tarik Skubal","DET","22267",-0.719009444986073,-0.723091701974287,-0.0371669393598868,-0.279861928159798,0.362353104195214,-0.825458431404487,-2.22223534168932,214,"SP",NA,NA,NA,NA
"215","Jimmy Herget","LAA","17556",-0.823405357044839,-0.939672682996936,-0.966340423357016,-0.241805206229805,-0.282718623965631,1.02258283293392,-2.23135946066031,215,"SP",NA,NA,NA,NA
"216","Wandy Peralta","NYY","14295",-0.927801269103605,-1.09127936971279,-0.966340423357016,0.622230174675925,-0.409397221237933,0.536256184423811,-2.23633192431161,216,"SP",NA,NA,NA,NA
"217","Drew Smyly","CHC","11760",0.262312128366323,0.0349417316049864,0.148667757439539,-1.26155446818769,-0.664422807468159,-0.825458431404487,-2.30551408964948,217,"SP",NA,NA,NA,NA
"218","Drew Smith","NYM","17755",-1.05307636357412,-0.982988879201466,-0.966340423357016,0.148761139645184,0.193249689774332,0.341725525019769,-2.31866931169332,218,"SP",NA,NA,NA,NA
"219","Sam Hentges","CLE","18548",-0.865163721868345,-0.766407898178816,-0.966340423357016,0.380473001201954,-0.0623717506293278,-0.0473357937883167,-2.32714658661987,219,"SP",NA,NA,NA,NA
"220","Carlos Estévez","LAA","14542",-0.886042904280098,-0.874698388690141,-0.966340423357016,-0.487141743720249,-0.633319219614846,1.50890948144402,-2.33863319821833,220,"SP",NA,NA,NA,NA
"221","Michael Soroka","ATL","18383",-0.134392337456986,-0.593143113360697,0.148667757439539,-0.59999562725901,-0.340397307954148,-0.825458431404487,-2.34471905999579,221,"SP","Mike Soroka",399,"34984","Mike Soroka"
"222","Zach Jackson","OAK","19493",-1.03219718116237,-0.766407898178816,-0.966340423357016,0.46977236024521,-1.4095980367661,1.31437882203998,-2.39039235717911,222,"SP",NA,NA,NA,NA
"223","Daniel Bard","COL","7115",-0.886042904280098,-0.744749800076551,-0.966340423357016,-0.374172396826118,-1.44701767885782,1.99523612995413,-2.42308707344348,223,"SP","Daniel Bard",187,"30158","Daniel Bard"
"224","James Kaprielian","OAK","18331",0.826050053483657,0.273180810729901,0.52033715103839,-1.81185281988171,-1.43772235375224,-0.825458431404487,-2.45546558978648,224,"SP",NA,NA,NA,NA
"225","Cionel Pérez","BAL","19614",-0.990438816338864,-1.00464697730373,-0.966340423357016,0.951924239599784,-1.27994016862662,0.828052173529875,-2.46138997249657,225,"SP",NA,NA,NA,NA
"226","Eli Morgan","CLE","20203",-0.823405357044839,-0.853040290587876,-0.78050572655759,-0.793766230241157,0.734761962592154,0.0499295359137047,-2.4660261059256,226,"SP",NA,NA,NA,NA
"227","Braxton Garrett","MIA","21844",0.0117619394252855,-0.159981151315398,0.148667757439539,-0.75356188990128,-0.91158311860904,-0.825458431404487,-2.49015489436538,227,"SP",NA,NA,NA,NA
"228","Jake Cousins","MIL","21620",-0.990438816338864,-0.788065996281081,-0.966340423357016,0.381812376124248,-0.189169518736318,0.0499295359137047,-2.50227284267533,228,"SP",NA,NA,NA,NA
"229","Griffin Jax","MIN","20253",-0.802526174633086,-0.874698388690141,-0.78050572655759,-0.937356458979446,0.0417835588871282,0.828052173529875,-2.52525101644326,229,"SP",NA,NA,NA,NA
"230","Connor Brogdon","PHI","21205",-0.990438816338864,-0.961330781099201,-0.966340423357016,-0.0451480193634058,0.192653835600895,0.244460195317747,-2.52614400923984,230,"SP",NA,NA,NA,NA
"231","Brandon Pfaadt","ARI","sa3014983",-0.489338438456789,-0.571485015258432,-0.0371669393598868,-0.986497663024971,0.374627700167978,-0.825458431404487,-2.53531878733659,231,"SP",NA,NA,NA,NA
"232","Clarke Schmidt","NYY","19899",-0.071754790221727,-0.181639249417663,-0.223001636159313,-0.545496923524311,-0.886438072490078,-0.630927772000445,-2.53925844381354,232,"SP","Clarke Schmidt",349,NA,""
"233","Yusei Kikuchi","TOR","20633",0.137037033895804,0.273180810729901,0.148667757439539,-1.12602358165423,-1.27815260610632,-0.728193101702466,-2.57348368739777,233,"SP","Yusei Kikuchi",303,"41415","Yusei Kikuchi"
"234","Emilio Pagán","MIN","14771",-0.865163721868345,-0.658117407667492,-0.966340423357016,-0.846048037552751,0.212793706663002,0.536256184423811,-2.58661969935879,234,"SP",NA,NA,NA,NA
"235","Brayan Bello","BOS","23920",-0.0508756078099738,-0.159981151315398,0.148667757439539,-0.596924302006167,-1.108453337512,-0.825458431404487,-2.59302507260848,235,"SP",NA,NA,NA,NA
"236","Tyler Wells","BAL","20000",-0.0508756078099738,-0.376562132338047,-0.0371669393598868,-1.28219931612787,-0.144599626563374,-0.728193101702466,-2.61959672390161,236,"SP",NA,NA,NA,NA
"237","Zack Greinke","KCR","1943",0.387587222836841,-0.593143113360697,0.52033715103839,-1.29884913197224,-0.849733455406476,-0.825458431404487,-2.65925975826867,237,"SP","Zack Greinke",348,"5883","Zack Greinke"
"238","Peter Strzelecki","MIL","21367",-0.865163721868345,-0.723091701974287,-0.966340423357016,-0.317318240641867,-0.0653510214965043,0.244460195317747,-2.69280491402027,238,"SP",NA,NA,NA,NA
"239","José Quintana","NYM","11423",-0.42670089122153,-0.571485015258432,-0.0371669393598868,-0.0622135032871105,-0.816246450859423,-0.825458431404487,-2.73927123139087,239,"SP",NA,NA,NA,NA
"240","Yency Almonte","LAD","15068",-1.03219718116237,-1.026305075406,-0.966340423357016,-0.33999524363656,0.341974891463734,0.244460195317747,-2.77840283678046,240,"SP",NA,NA,NA,NA
"241","Adam Cimber","TOR","15288",-1.01131799875062,-1.3295184488377,-0.966340423357016,0.180652118398414,0.00102713342416727,0.341725525019769,-2.78377209410299,241,"SP",NA,NA,NA,NA
"242","Aaron Loup","LAA","10343",-0.969559633927111,-1.11293746781506,-0.966340423357016,0.148691861631963,-0.616635302758663,0.730786843827854,-2.78599412239803,242,"SP",NA,NA,NA,NA
"243","Jovani Moran","MIN","20422",-0.990438816338864,-0.723091701974287,-0.966340423357016,0.869183199141551,-0.558241593762024,-0.436397112596402,-2.80532644888704,243,"SP",NA,NA,NA,NA
"244","Anthony DeSclafani","SFG","13050",0.0743994866605448,-0.311587838031253,0.148667757439539,-1.17574210247661,-0.817557330040981,-0.728193101702466,-2.81001312815122,244,"SP",NA,NA,NA,NA
"245","Matt Manning","DET","20369",0.596379046954373,-0.116664955110868,0.52033715103839,-1.61981416723012,-1.3664581946094,-0.825458431404487,-2.81167955036211,245,"SP",NA,NA,NA,NA
"246","MacKenzie Gore","WSN","22201",0.387587222836841,0.273180810729901,0.334502454238965,-1.34431860131699,-1.75567014069721,-0.728193101702466,-2.83291135591096,246,"SP",NA,NA,NA,NA
"247","Jorge López","MIN","14527",-0.76076780980958,-0.809724094383346,-0.966340423357016,-0.646019320709544,-1.12942740441692,1.411644151742,-2.9006349009344,247,"SP","Jorge Lopez",251,"33833","Jorge Lopez"
"248","Jordan Lyles","KCR","7593",1.30627124895398,0.381471301241225,0.892006544637242,-2.63882446371363,-2.01903768535552,-0.825458431404487,-2.9035714856412,248,"SP",NA,NA,NA,NA
"249","Ryan Thompson","TBR","16647",-1.11571391080938,-1.26454415453091,-0.966340423357016,0.0524185159243513,-0.0679727798596174,0.43899085472179,-2.92316189791078,249,"SP",NA,NA,NA,NA
"250","Dany Jiménez","OAK","21170",-0.927801269103605,-0.896356486792406,-0.966340423357016,-0.251688869449487,-1.10606992081826,1.21711349233796,-2.93114347718281,250,"SP",NA,NA,NA,NA
"251","Tanner Scott","MIA","17586",-0.906922086691851,-0.593143113360697,-0.966340423357016,0.267388190952453,-1.67630236479565,0.925317503231897,-2.95000229402087,251,"SP",NA,NA,NA,NA
"252","Ryne Stanek","HOU","15947",-0.969559633927111,-0.831382192485611,-0.966340423357016,0.176587808289385,-0.930769622993649,0.536256184423811,-2.98520788005019,252,"SP",NA,NA,NA,NA
"253","Ryan Tepera","LAA","10291",-0.886042904280098,-0.982988879201466,-0.966340423357016,-0.763953591884591,-0.732826866578507,1.31437882203998,-3.0177738432617,253,"SP",NA,NA,NA,NA
"254","Kyle Muller","OAK","20167",-0.134392337456986,-0.268271641826723,-0.0371669393598868,-0.701557194642574,-1.06912696206528,-0.825458431404487,-3.03597350675594,254,"SP",NA,NA,NA,NA
"255","Matt Strahm","PHI","13799",-1.07395554598588,-1.04796317350826,-0.966340423357016,-0.44945450452744,0.118410405590882,0.341725525019769,-3.07757771676794,255,"SP",NA,NA,NA,NA
"256","Kevin Ginkel","ARI","19876",-0.948680451515358,-0.874698388690141,-0.966340423357016,-0.399227944941435,-1.02479541156171,1.11984816263594,-3.09389445742972,256,"SP",NA,NA,NA,NA
"257","Garrett Crochet","CHW","27463",-1.38714328216217,-1.28620225263317,-0.966340423357016,1.04995262830902,-0.17272394354951,-0.339131782894381,-3.10158905628723,257,"SP",NA,NA,NA,NA
"258","Matt Festa","SEA","19330",-1.09483472839763,-1.00464697730373,-0.966340423357016,-0.316994943246831,0.388809029495733,-0.144601123490338,-3.13860916629981,258,"SP",NA,NA,NA,NA
"259","Jordan Hicks","STL","19618",-0.969559633927111,-0.918014584894671,-0.966340423357016,0.197948529032858,-0.922189322896186,0.43899085472179,-3.13916458132034,259,"SP",NA,NA,NA,NA
"260","Hoby Milner","MIL","13346",-0.927801269103605,-0.961330781099201,-0.966340423357016,-0.584246425586527,0.00984577519100637,0.244460195317747,-3.18541292863759,260,"SP",NA,NA,NA,NA
"261","Tyler Rogers","SFG","15541",-0.719009444986073,-1.22122795832638,-0.966340423357016,-0.325008100109518,-1.02265033653734,1.02258283293392,-3.23165343038241,261,"SP","Tyler Rogers",344,"34026","Tyler Rogers"
"262","Brad Boxberger","CHC","10133",-0.927801269103605,-0.918014584894671,-0.966340423357016,-0.529724629180752,-1.10785748333856,1.21711349233796,-3.23262489753665,262,"SP",NA,NA,NA,NA
"263","Mike Clevinger","CHW","12808",-0.071754790221727,-0.376562132338047,0.148667757439539,-1.59637510608998,-0.520226097496864,-0.825458431404487,-3.24170880011157,263,"SP","Mike Clevinger",376,"32769","Mike Clevinger"
"264","Kyle Freeland","COL","16256",1.38978797860099,0.468103693650285,1.07784124143667,-2.88044308116115,-2.55435307476962,-0.825458431404487,-3.32452167364732,264,"SP",NA,NA,NA,NA
"265","JT Chargois","MIA","13767",-1.05307636357412,-1.19956986022412,-0.966340423357016,0.0634106273555875,-0.418096692170087,0.244460195317747,-3.32921251665201,265,"SP",NA,NA,NA,NA
