"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"192c8c36-3105-45ca-9dcc-be5d1e6ecfb2","Alek","Manoah",,"11.1",,"P","Toronto Blue Jays",,
"2491162f-fa00-46a4-8686-d204ce561839","Mike","Trout",,"11.0",,"OF","Los Angeles Angels",,
"c9e737f8-8f38-4c01-86d8-e18d21721ad8","Bo","Bichette",,"10.0",,"IF","Toronto Blue Jays",,
"238c8636-f0f3-4dd0-947a-6e65b875ef58","George","Springer",,"9.9",,"OF","Toronto Blue Jays",,
"a5cce76e-4d40-4e94-9642-35a89cd5ed4f","Shohei","Ohtani",,"9.9",,"OF","Los Angeles Angels",,
"0930caa1-be46-46e8-8b3e-7cc2ea84555c","Vladimir","Guerrero Jr.",,"9.8",,"IF","Toronto Blue Jays",,
"411b6f81-ba75-4942-8ff1-861b56f2c033","Brandon","Belt",,"9.4",,"IF","Toronto Blue Jays",,
"6d147fcb-de8f-4494-aa94-5bc0253c2ad3","Taylor","Ward",,"9.4",,"OF","Los Angeles Angels",,
"2a1eb333-2152-4e9b-aa4d-c2277d3eccd1","Daulton","Varsho",,"9.1",,"OF","Toronto Blue Jays",,
"23c22757-1e87-46cc-a53e-35d24757b14c","Julio","Rodríguez",,"9.1",,"OF","Seattle Mariners",,
"681f674a-8656-4ffd-82b6-e5277b35b2e9","Bobby","Witt Jr.",,"8.5",,"IF","Kansas City Royals",,
"1938961e-5a74-4706-9c97-4dd3b726b40b","Matt","Chapman",,"8.5",,"IF","Toronto Blue Jays",,
"d00a95ea-3ab4-4aaa-bde2-2c5cd5d19117","MJ","Melendez",,"8.4",,"IF","Kansas City Royals",,
"31fcad03-bb76-4aac-a043-481db6542139","Alejandro","Kirk",,"8.4",,"IF","Toronto Blue Jays",,
"c74e4d6d-9219-4daa-8f34-8bc8f108b05c","Brandon","Drury",,"8.4",,"IF","Los Angeles Angels",,
"82a9a3fc-f8ec-4e52-a1ab-fe0a1e22348a","Chris","Flexen",,"8.3",,"P","Seattle Mariners",,
"36e5f8aa-56ab-4922-b574-357c604ccec9","Whit","Merrifield",,"8.2",,"IF","Toronto Blue Jays",,
"c1568c94-1858-43e8-8713-ca2a47a4ba66","Salvador","Perez",,"8.1",,"IF","Kansas City Royals",,
"e1e05c5f-1dc4-49c5-9968-6015e25b92a7","Kevin","Kiermaier",,"8.0",,"OF","Toronto Blue Jays",,
"11e1f6f5-100d-476b-9b91-efb7b455d1fc","Jarred","Kelenic",,"7.8",,"OF","Seattle Mariners",,
"f8aa9eb1-2043-4748-ac93-af90c95394c5","Hunter","Renfroe",,"7.8",,"OF","Los Angeles Angels",,
"539ce444-e0a5-4e1e-8c88-7f2ca737d95e","Vinnie","Pasquantino",,"7.7",,"IF","Kansas City Royals",,
"aeb03289-65d7-471f-8eba-920a7ba2ed98","Kolten","Wong",,"7.6",,"IF","Seattle Mariners",,
"148d0692-ab65-438f-aa95-36c3f796ed73","Nate","Eaton",,"7.6",,"OF","Kansas City Royals",,
"7f8421e5-9520-4973-8d19-99c6725662ec","Gio","Urshela",,"7.5",,"IF","Los Angeles Angels",,
"d55a67d5-f157-4ad5-8e50-4098d6b5a6e6","Teoscar","Hernández",,"7.3",,"OF","Seattle Mariners",,
"25c87920-89c0-4227-8044-d8be94e6f9ae","Kyle","Isbel",,"7.3",,"OF","Kansas City Royals",,
"1beebb06-118e-4e2f-a5ad-d337e600bfad","Ty","France",,"7.3",,"IF","Seattle Mariners",,
"c1e50832-9597-4c9b-8cb1-4f3cbbb8a9a6","Jake","Lamb",,"7.1",,"OF","Los Angeles Angels",,
"d11987cd-b66c-4a33-b755-fdcd5bccd593","Eugenio","Suárez",,"7.1",,"IF","Seattle Mariners",,
"2f6e1a64-369e-4d37-9553-60ada4333952","Zack","Greinke",,"7.1",,"P","Kansas City Royals",,
"d506d1dc-32bd-43ca-b25c-b4dfe0f0dd55","Michael","Massey",,"7.0",,"IF","Kansas City Royals",,
"8eb147d9-f05e-4094-b577-8f390bf59b58","Cal","Raleigh",,"7.0",,"IF","Seattle Mariners",,
"bfa48325-0c45-4021-938f-8510cb7067d8","Logan","O'Hoppe",,"6.8",,"IF","Los Angeles Angels",,
"b0358afa-1323-416b-a2f3-eb666cba3d06","Edward","Olivares",,"6.7",,"OF","Kansas City Royals",,
"0ca4380e-b634-428a-8c5e-db7594572b2a","Hunter","Dozier",,"6.6",,"IF","Kansas City Royals",,
"900f6cac-4373-47f9-8f6d-804f0e91fffb","Luis","Rengifo",,"6.4",,"IF","Los Angeles Angels",,
"5a445a57-35c0-4abe-8bdd-0cf1578881a4","Tommy","La Stella",,"6.3",,"IF","Seattle Mariners",,
"b952a9fd-8c82-4389-acba-de36dc6d5d15","J.P.","Crawford",,"5.7",,"IF","Seattle Mariners",,
"95022c9c-98b0-4058-aec1-66888ecfe7b2","Danny","Jansen",,"2.9",,"IF","Toronto Blue Jays",,
"41047ba4-22cd-47f5-be8f-9ff208783b3c","Cavan","Biggio",,"2.7",,"IF","Toronto Blue Jays",,
"d87f5318-e173-43e4-b9af-d003850ec9ae","Santiago","Espinal",,"2.5",,"IF","Toronto Blue Jays",,
"766641d1-3791-46d3-848d-66c333deb068","Brett","Phillips",,"2.4",,"OF","Los Angeles Angels",,
"f617528a-a8c1-4153-a1d1-db1d65947e22","AJ","Pollock",,"2.3",,"OF","Seattle Mariners",,
"32ec667d-4e96-44a7-b84e-76ab458fb237","Franmil","Reyes",,"2.3",,"OF","Kansas City Royals",,
"a8e8f335-c2e5-4781-a963-aaa4c95a927a","Sam","Haggerty",,"2.2",,"OF","Seattle Mariners",,
"74f44c4b-4924-415b-88f4-c249663e8556","Matt","Duffy",,"2.1",,"IF","Kansas City Royals",,
"d70517ef-cdb4-462b-9c1f-8e04cbea8d60","Jackie","Bradley Jr.",,"2.1",,"OF","Kansas City Royals",,
"0a5e0fc9-a69a-4dae-ace9-02bb4bc71604","Nicky","Lopez",,"2.1",,"IF","Kansas City Royals",,
"048a8863-2d6d-493f-97d4-cfcc5a5c76a1","Cooper","Hummel",,"2.1",,"OF","Seattle Mariners",,
"0cafad86-0ea3-4962-8cd8-c6005349f878","Matt","Thaiss",,"2.1",,"IF","Los Angeles Angels",,
"cc4d513b-454f-430f-9028-bc93d57d4da2","Tom","Murphy",,"2.0",,"IF","Seattle Mariners",,
"23b04b8a-c79b-4eb2-aef3-5abe3d9de238","David","Fletcher",,"2.0",,"IF","Los Angeles Angels","OUT",
