"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"1e920a63-13a5-4a48-b1fb-bbb0b7210667","Jazz","Chisholm Jr.",,"10.0",,"OF","Miami Marlins","IN",
"58a57fcb-8450-4c4b-9370-9db4eed14d85","Pete","Alonso",,"9.9",,"IF","New York Mets",,
"e9f9da9a-37e4-4fad-aadc-066f5be24c33","Nathan","Eovaldi",,"9.9",,"P","Texas Rangers",,
"07242901-c8ea-4c47-ac6e-1e5b188d7040","Brandon","Nimmo",,"9.8",,"OF","New York Mets",,
"7ae65a4d-9a7d-431d-bc09-a3a7ededdf49","Starling","Marte",,"9.7",,"OF","New York Mets",,
"905a21d9-dea9-4a39-8e3d-f8d717ec3c57","Marcus","Stroman",,"9.6",,"P","Chicago Cubs",,
"9ce74ec0-928a-4690-8896-5195d0f1a8c6","Ian","Happ",,"9.5",,"OF","Chicago Cubs",,
"a3d8553f-83fc-4925-a425-174cfad25cd3","Dansby","Swanson",,"9.5",,"IF","Chicago Cubs",,
"28d1d7c4-fb7c-4d98-a762-65a1a9609ebf","Corey","Seager",,"9.4",,"IF","Texas Rangers",,
"1e5ac095-757a-4f8d-bb99-e5de7b0ccde9","Jorge","Soler",,"9.1",,"OF","Miami Marlins",,
"3fc6e9fd-be96-4bbd-8dee-710e42b19da0","Mark","Canha",,"9.1",,"OF","New York Mets",,
"0857a182-5b0e-493b-8094-088ba9e336cc","Nico","Hoerner",,"9.1",,"IF","Chicago Cubs",,
"9956adbb-f417-4f76-b04d-b670f51f9765","Francisco","Lindor",,"9.1",,"IF","New York Mets",,
"2fbd27e1-eee5-4bcc-b159-743a59106d5e","Daniel","Vogelbach",,"9.0",,"OF","New York Mets",,
"0ab98d50-4b24-4e62-a696-bcd3e984cadb","Tylor","Megill",,"8.9",,"P","New York Mets",,
"92594063-db2c-48f6-9cae-7ec2db98610a","Nick","Fortes",,"8.9",,"IF","Miami Marlins",,
"030ae00f-7127-459e-8574-038963ef0567","Marcus","Semien",,"8.9",,"IF","Texas Rangers",,
"69dde9f2-c513-4dd6-8ddb-23b39a703570","Nathaniel","Lowe",,"8.8",,"IF","Texas Rangers",,
"0f863f44-ac84-43bb-99d6-cae28509b15a","Patrick","Wisdom",,"8.7",,"IF","Chicago Cubs",,
"c882baa5-b0ec-4f33-a124-a31cb8c21b51","Adolis","García",,"8.6",,"OF","Texas Rangers",,
"92757954-658e-4dcc-a581-50061056b962","Luis","Arraez",,"8.6",,"IF","Miami Marlins",,
"d0348eb6-8102-4ed7-b44e-57db28c58613","Edward","Cabrera",,"8.6",,"P","Miami Marlins",,
"d806081f-7a8b-4a14-bcd8-4ccb9baefee4","Josh","Jung",,"8.4",,"IF","Texas Rangers",,
"226085b1-dae1-4f6a-a000-1bb72d8e3b54","Garrett","Cooper",,"8.4",,"IF","Miami Marlins",,
"14274ecc-e327-4d30-b6a6-cfbac99d5815","Eric","Hosmer",,"8.3",,"IF","Chicago Cubs",,
"59b4fdee-30d1-474d-83a2-429ec23b0500","Jesús","Sánchez",,"8.2",,"OF","Miami Marlins",,
"6466e7a7-4b23-4d2d-a330-ee2d11b35689","Cody","Bellinger",,"8.2",,"OF","Chicago Cubs",,
"de95f146-4967-42cf-844e-c2cf7e9e8ac3","Robbie","Grossman",,"7.9",,"OF","Texas Rangers",,
"b960b7c7-8c1a-4d82-aaca-51e2f7d10985","Trey","Mancini",,"7.8",,"OF","Chicago Cubs",,
"060f8d95-0512-48e4-b0e3-da7d6e625789","Jean","Segura",,"7.7",,"IF","Miami Marlins",,
"1fa8bf4e-07e3-497e-b443-6672c206382f","Jeff","McNeil",,"7.7",,"IF","New York Mets",,
"cc2186e0-5c98-4906-bcb4-f1343017a72e","Brad","Miller",,"7.7",,"IF","Texas Rangers",,
"67e0b139-0c0a-40a4-827b-58739fd2d5b5","Mitch","Garver",,"7.5",,"IF","Texas Rangers",,
"e0090c9f-c28f-4230-bfbe-a8a0ab4d59d7","Avisaíl","García",,"7.4",,"OF","Miami Marlins",,
"664f7aad-ddbb-490a-b532-414ecad51674","Jon","Berti",,"7.4",,"OF","Miami Marlins",,
"a1f77c5e-4c04-4325-b084-aacd0f1f09bd","Eduardo","Escobar",,"7.1",,"IF","New York Mets",,
"9f176e37-b5ff-4a1c-b303-eee8f76582f0","Miles","Mastrobuoni",,"6.5",,"OF","Chicago Cubs",,
"80628df4-c278-41ea-9a0b-ad8fce7a3cf7","Tucker","Barnhart",,"6.0",,"IF","Chicago Cubs",,
"0e26f91d-3533-4c43-96aa-73830e6f5812","Josh H.","Smith",,"5.7",,"OF","Texas Rangers","IN",
"0355e16e-7730-4c37-8974-e84bac10cda6","Tomás","Nido",,"5.0",,"IF","New York Mets",,
"a754e7ed-500c-4a0b-88a6-e645be788bde","Edwin","Ríos",,"2.8",,"IF","Chicago Cubs",,
"60e39ce5-e2d4-46b6-b322-044e36939cdd","Tim","Locastro",,"2.6",,"OF","New York Mets",,
"4feac400-b7cc-4405-a8a4-4632446b5fa9","Bryan","De La Cruz",,"2.6",,"OF","Miami Marlins",,
"ad331e9b-ebfd-484e-a6cb-2107ee9cbb11","Bubba","Thompson",,"2.6",,"OF","Texas Rangers",,
"95cb279d-3e5f-464f-aa47-f35bc184aa38","Tommy","Pham",,"2.5",,"OF","New York Mets",,
"3680d964-bc09-4e5b-99e5-1f2b730bdc9c","Ezequiel","Duran",,"2.5",,"OF","Texas Rangers",,
"a99e0056-25af-403c-b319-469a04b8cf65","Travis","Jankowski",,"2.4",,"OF","Texas Rangers",,
"f3fbcdc6-c044-49d1-a0fc-beb04a64bfa1","Yuli","Gurriel",,"2.4",,"IF","Miami Marlins",,
"5a6dcd12-362b-42b1-8b60-1f3ae001e658","Yan","Gomes",,"2.4",,"IF","Chicago Cubs",,
"addb717b-9e3a-4eb8-af5b-01c0ec9500ea","Garrett","Hampson",,"2.3",,"OF","Miami Marlins",,
"a65fa1dd-42f2-49b0-8c32-35bb1d7dd85e","Luis","Torrens",,"2.3",,"IF","Chicago Cubs",,
"5be8b565-cc2d-4852-b752-9123ff160feb","Luis","Guillorme",,"2.3",,"IF","New York Mets",,
"c1dfaf8b-a1cd-42d7-b1e2-821f58848c40","Jonah","Heim",,"2.2",,"IF","Texas Rangers",,
"a44829cf-4dc8-4289-9b75-4e0b663a552c","Nick","Madrigal",,"2.2",,"IF","Chicago Cubs",,
"920308eb-f04a-4f0a-aa88-b43a7b0344c2","Jacob","Stallings",,"2.1",,"IF","Miami Marlins",,
"295cbb24-d3c6-45b3-9279-098e7f72119a","Keegan","Thompson",,"0.7",,"P","Chicago Cubs",,
"9cec56e4-1211-43a0-ba54-a5cd2c846c13","Brad","Boxberger",,"0.7",,"P","Chicago Cubs",,
"e1b89cde-0eb4-43fb-a8dd-7157a83fe8be","Adam","Ottavino",,"0.7",,"P","New York Mets",,
"ded157f2-ee52-40d3-b4cf-32c51c8a55c9","Taylor","Hearn",,"0.7",,"P","Texas Rangers",,
"bd0ac450-6617-4494-b04e-a39736b5f62a","Adbert","Alzolay",,"0.7",,"P","Chicago Cubs",,
"796dc426-9072-4e0a-b139-2f1300a41aa5","José","Leclerc",,"0.7",,"P","Texas Rangers",,
"d85bdf15-8ced-4af3-a8cd-b9f692396348","Dane","Dunning",,"0.6",,"P","Texas Rangers",,
"48e4d8f7-edec-4bf4-95c0-57bf42b20225","Will","Smith",,"0.6",,"P","Texas Rangers",,
"ab908ede-9263-476b-a6a2-a3859daf6a3f","Tanner","Scott",,"0.6",,"P","Miami Marlins",,
"ea271817-36ab-438b-b7ce-d13662592738","Michael","Fulmer",,"0.6",,"P","Chicago Cubs",,
"c8fd31b4-53fd-41b8-a0e7-87ff2643c1b2","A.J.","Puk",,"0.5",,"P","Miami Marlins",,
"dcc39ef8-11cf-439e-ba65-0593ec4db7e6","Dylan","Floro",,"0.5",,"P","Miami Marlins",,
"01bbace6-9c29-4774-b85b-663d0ed3bd75","Dennis","Santana",,"0.5",,"P","New York Mets",,
"d1cfde87-8237-4fda-9bc0-ebe8fa05a632","Brock","Burke",,"0.3",,"P","Texas Rangers",,
"4d0452d8-39b3-4f4f-ac82-8d1080d72757","Brooks","Raley",,"0.2",,"P","New York Mets",,
"54072845-56a5-41b4-8f37-a8e7a763900e","David","Robertson",,"0.2",,"P","New York Mets",,
"b7e71544-bdf5-4ea2-afcb-cc64330ae598","Drew","Smith",,"0.2",,"P","New York Mets",,
"e80adc14-f712-4f67-a18c-f97492294163","Ian","Kennedy",,"0.2",,"P","Texas Rangers",,
"d0f2441d-4d10-47c5-8a28-5202509b2b7a","Julian","Merryweather",,"0.2",,"P","Chicago Cubs",,
"7c146e5e-92ff-4755-ab7a-6394b71f6a78","Matt","Barnes",,"0.2",,"P","Miami Marlins",,
"03c7a229-1792-47ab-96d1-dcb634d72adb","Mark","Leiter Jr.",,"0.2",,"P","Chicago Cubs",,
"65c8c9fc-4c19-4a27-b82c-d274ef7de525","Michael","Rucker",,"0.1",,"P","Chicago Cubs",,
"69411aca-dd44-48b5-9fa5-5d8f92e88cec","Jonathan","Hernández",,"0.1",,"P","Texas Rangers",,
"706c4f6f-010f-496f-bee1-68bee3e9408d","John","Curtiss",,"0.1",,"P","New York Mets",,
"efde7cba-77e7-44e5-8280-0b640c868f4c","JT","Chargois",,"0.1",,"P","Miami Marlins",,
"194bf21e-25b9-4b82-86f7-04ce913a966f","Javier","Assad",,"0.1",,"P","Chicago Cubs",,
"776d197b-0fdd-4646-9727-678120a521d6","Huascar","Brazoban",,"0.1",,"P","Miami Marlins",,
"7bf88dae-2fe2-41ea-a490-824cd6b8c562","Stephen","Nogosek",,"0.1",,"P","New York Mets",,
"956b2f0d-aae6-4e7c-a0c9-afbed9fa1791","Andrew","Nardi",,"0.0",,"P","Miami Marlins",,
"831309eb-ad38-405f-8ba7-647e35516c73","Cole","Ragans",,"0.0",,"P","Texas Rangers",,
"ded56a18-f8d2-42c8-9197-33f02c2d7404","Daniel","Castano",,"0.0",,"P","Miami Marlins",,
"a6320349-342e-4dfe-ad6d-f608ec4e4eec","Trevor","Rogers",,"0.0",,"P","Miami Marlins",,
"fe7f07cd-7705-4a20-8a17-4d7edb3a17ee","Elieser","Hernández",,"0.0",,"P","New York Mets","OUT",
"343a5daa-b02a-4729-b85b-86be7d83bd9c","Joey","Lucchesi",,"0.0",,"P","New York Mets",,
"a72263db-80e1-402f-bf3e-3e7b1b26714a","Edwin","Díaz",,"0.0",,"P","New York Mets","OUT",
"2b254196-1867-41c7-9736-787c97013914","Jesús","Luzardo",,"0.0",,"P","Miami Marlins",,
"3d15c515-85c2-4438-a7a0-703f8eab2035","José","Butto",,"0.0",,"P","New York Mets",,
"2801e5e6-1981-444a-a461-622c2450c45f","Josh","Sborz",,"0.0",,"P","Texas Rangers","OUT",
"aa4d7801-63e5-4e63-9da2-cad3a8917a52","Adrian","Sampson",,"0.0",,"P","Chicago Cubs",,
"440498ad-4e90-4768-823f-fa2b6999b965","Anthony","Bender",,"0.0",,"P","Miami Marlins","OUT",
"22ec0867-8f95-40df-ba05-a75a0414a7ca","Hayden","Wesneski",,"0.0",,"P","Chicago Cubs",,
"1f30d7e6-cedb-4f9e-a9fb-e07f2890c1c5","Sandy","Alcantara",,"0.0",,"P","Miami Marlins",,
"4708e53f-d39d-4793-a759-a5ca3c74f631","Drew","Smyly",,"0.0",,"P","Chicago Cubs",,
"9c8e74d3-2b66-412f-80fd-4c9bce816ca7","Stephen","Ridings",,"0.0",,"P","New York Mets","OUT",
"ba54a366-0b44-45b2-885d-89d2870c67d3","Seiya","Suzuki",,"0.0",,"OF","Chicago Cubs","OUT",
"9befded0-55a8-4601-8b58-29d55a88043b","Jake","Odorizzi",,"0.0",,"P","Texas Rangers","OUT",
"c09bd8fd-494e-489f-85d0-43cc985660f2","Sixto","Sánchez",,"0.0",,"P","Miami Marlins","OUT",
"9b2acf9c-ac60-4a8a-bbf9-e8e45c37f1c7","Max","Scherzer",,"0.0",,"P","New York Mets",,
