"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"3f9a9b99-b402-4a43-ad8e-76f27d755f88","Spencer","Strider",,"12.0",,"P","Atlanta Braves",,
"e4ff640f-6d2e-4c1b-bbe0-7ec8072d56e9","Blake","Snell",,"11.4",,"P","San Diego Padres",,
"16477ecf-4c36-490b-8fa9-0be1f6b94e2c","Freddie","Freeman",,"11.0",,"IF","Los Angeles Dodgers",,
"7603bf96-9f3c-43e6-917c-6d64e3df47ce","Ronald","Acuña Jr.",,"10.9",,"OF","Atlanta Braves",,
"e15b3846-ce50-4f42-b9b9-c7a70e629d69","Mookie","Betts",,"10.2",,"OF","Los Angeles Dodgers","QUESTIONABLE",
"0fda0a12-363c-4105-9460-3255cccd38da","Dustin","May",,"9.9",,"P","Los Angeles Dodgers",,
"504184c5-4ac2-4172-b498-6f7ab7dca158","Will","Smith",,"9.6",,"IF","Los Angeles Dodgers",,
"8b9041ba-7cc8-410d-9429-72b3bf731663","Juan","Soto",,"9.4",,"OF","San Diego Padres",,
"1d5f4e7f-4e7c-4fdf-b02c-953846d2e30d","Austin","Riley",,"9.4",,"IF","Atlanta Braves",,
"5ae9b23f-535c-49b4-8778-4dea032f16d7","Corbin","Carroll",,"9.2",,"OF","Arizona Diamondbacks",,
"c6869517-9657-4100-bc8b-1ddbcc1fd239","Jake","McCarthy",,"8.8",,"OF","Arizona Diamondbacks",,
"7b4d3878-266a-42f2-85d7-7e1482fcc767","Matt","Olson",,"8.7",,"IF","Atlanta Braves",,
"8d73667d-ecd9-4e43-a389-effdf27929b2","Merrill","Kelly",,"8.7",,"P","Arizona Diamondbacks",,
"de4af88b-27f2-4973-9354-f7eea8965543","Ozzie","Albies",,"8.6",,"IF","Atlanta Braves",,
"a4326506-df0e-41d8-8778-f87c2e8ab255","Miguel","Vargas",,"8.5",,"IF","Los Angeles Dodgers","QUESTIONABLE",
"de7aec63-d118-4497-bdb0-a375774dce06","David","Peralta",,"8.4",,"OF","Los Angeles Dodgers",,
"3fd0a5a9-c9d0-4f06-a6ec-11525817ea02","Max","Muncy",,"8.3",,"IF","Los Angeles Dodgers",,
"b677d84b-aae3-4e28-8630-2215b66db13e","James","Outman",,"8.2",,"OF","Los Angeles Dodgers",,
"0741ecdb-36e5-4793-9d6b-5d1362b9c2f4","Travis","d'Arnaud",,"8.2",,"IF","Atlanta Braves",,
"6b0effc5-b9cb-4225-861f-4b13051c4e6a","Manny","Machado",,"8.1",,"IF","San Diego Padres",,
"9935968e-d9c2-499f-92b6-a51195c50955","J.D.","Martinez",,"8.1",,"OF","Los Angeles Dodgers",,
"8a7d7d55-d085-4592-834b-35feedf82e61","Josh","Rojas",,"7.8",,"IF","Arizona Diamondbacks",,
"5cc9655e-6461-44a9-b45b-27a4ee75c63e","Xander","Bogaerts",,"7.7",,"IF","San Diego Padres",,
"9ef4de66-9818-430a-954d-8f5e3fa183d8","Kevin","Pillar",,"7.5",,"OF","Atlanta Braves",,
"346de566-7d5e-437e-8691-ed532358f54d","Sean","Murphy",,"7.5",,"IF","Atlanta Braves",,
"ac645048-653d-4667-99ab-f3c79096b536","Christian","Walker",,"7.5",,"IF","Arizona Diamondbacks",,
"9fcab8c4-e705-4c2e-84a5-592221308c8f","Ketel","Marte",,"7.4",,"IF","Arizona Diamondbacks",,
"0c62d34b-0dc4-4650-9627-ea6e6675888d","Michael","Harris II",,"7.4",,"OF","Atlanta Braves",,
"39d36a92-6f2a-431e-9b13-638b6961363b","Matt","Carpenter",,"7.4",,"OF","San Diego Padres",,
