"","Name","Team","PlayerId","AB","AVG","OPS","R","HR","RBI","RC","wAVG","wOPS","pr","rank"
"136","Brandon Lowe","TBR","18882",453,0.239796,0.776827,0.232622266022517,0.527616051390011,0.0245791868529992,0.0227016900115523,-0.369318123804395,-0.0794257213653903,0.358775349107294,143
"145","Keibert Ruiz","WSN","19610",487,0.270222,0.763592,-0.298478797955844,-0.133005048013176,0.135462736565776,0.0728046066589092,0.416431858330041,0.14881116148581,0.342026517071517,144
"149","Justin Turner","","5235",501,0.260863,0.747113,-0.0329282659666632,-0.397253487774451,0.0800209617093874,0.112137108610425,0.385448944309341,0.176637484782467,0.324062745670507,145
"134","Mitch Garver","SEA","15161",455,0.234885,0.767483,-0.0860383723644993,0.659740271270648,0.30178806113494,-0.0150022759894947,-0.429348218822572,-0.110264736267384,0.320874728961638,146
"146","Josh Lowe","TBR","19953",483,0.257955,0.763528,-0.0329282659666632,-0.133005048013176,0.246346286278552,-0.0565271141959652,0.176783635795365,0.113543658986863,0.314213152884976,147
"147","Jordan Walker","STL","27475",474,0.266257,0.777199,-0.139148478762335,-0.133005048013176,0.135462736565776,0.0800682163865096,0.231978246529267,0.109066201448541,0.284421874154582,148
"144","Elly De La Cruz","CIN","26668",486,0.24592,0.752682,-0.0329282659666632,0.263367611628736,0.135462736565776,-0.233740389050709,0.00317876958204162,0.079473062328443,0.214813525087624,149
"155","Starling Marte","NYM","9241",522,0.262945,0.723252,0.126402053226845,-0.661501927535726,-0.0308625880033889,-0.141039692026754,0.610014601750702,0.213604200809512,0.11661664822119,150
"162","Tim Anderson","","15172",559,0.279832,0.706389,0.33884247881819,-1.32212302693891,-0.696163886280047,-0.0513037299828162,1.26571933772578,0.411746219828535,-0.0532826068292716,151
"150","Carlos Santana","","2396",478,0.23877,0.740977,-0.0860383723644993,0.131243391748099,0.190904511422164,-0.065342857332449,-0.181027321249003,-0.0533132774312806,-0.0635739252069691,152
"152","LaMonte Wade Jr.","SFG","18126",464,0.244598,0.76886,0.073291946829009,-0.000880828132538659,-0.086304362859777,0.154643258716348,-0.202871423103321,-0.0240040816686969,-0.0861254902189768,153
