playerid,Name,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,SO,QS,ERA,WHIP,SVHD,Year
10472,Enrique Hernandez,1.873326243,272,0.4248073029,0.3695252431,0.4468763867,0.3057391048,-0.02804120248,0.3544194074,,,,,,,2021
8709,Elvis Andrus,1.80970904,279,0.862591603,-0.02374214906,0.5248039804,0.5651545214,0.4374330948,-0.5565320106,,,,,,,2021
9368,Evan Longoria,1.808890602,#N/A,0.3372504429,0.3281286755,0.6381532077,0.3547965485,0.1953864602,-0.04482473257,,,,,,,2021
18030,Harrison Bader,1.805556063,#N/A,0.847998793,0.5765080811,0.4822980202,0.4934484135,-0.6145388171,0.0198415718,,,,,,,2021
14553,Nomar Mazara,1.672217747,#N/A,0.2569899879,0.3074303917,0.4681293668,0.3093525785,0.2233149181,0.1070005038,,,,,,,2021
12282,Rougned Odor,1.658618443,#N/A,0.570735403,1.238853163,0.9427792558,0.2705108509,-1.294131291,-0.07012893862,,,,,,,2021
3086,Mitch Moreland,1.637698607,#N/A,0.3445468479,0.7213960676,0.6098159009,0.3195896958,-0.6052293311,0.2475794263,,,,,,,2021
19948,Cristian Pache,1.634772839,302,0.534253378,0.05905098613,0.5389726338,0.4324696938,0.3257192635,-0.2556931164,,,,,,,2021
sa3007741,Jarred Kelenic,1.599924665,226,0.3664360629,0.5144132297,0.4327077333,0.264827428,-0.1304455479,0.151985759,,,,,,,2021
14103,Rio Ruiz,1.572510964,#N/A,0.483178543,0.4730166621,0.6806591679,0.4601881408,-0.3166352668,-0.2078962827,,,,,,,2021
27461,Shogo Akiyama,1.565314017,#N/A,0.3737324679,-0.2514232708,-0.02777350226,0.3296009897,0.8935979062,0.2475794263,,,,,,,2021
9112,Khris Davis,1.532145476,347,0.07457986288,0.783490919,0.4327077333,0.1240474344,-0.5773008733,0.6946204,,,,,,,2021
sa3007033,Wander Franco,1.462218432,261,0.2423971779,-0.1893284194,0.1280816852,0.2274242416,0.9494548219,0.1041889253,,,,,,,2021
19958,Carter Kieboom,1.430012773,#N/A,0.578031808,-0.02374214906,0.4468763867,0.4611630427,0.07436314293,-0.1066794585,,,,,,,2021
16622,Luis Urias,1.383966059,#N/A,0.512364163,-0.1686301356,0.3972860998,0.5001315153,0.232624404,-0.08980998778,,,,,,,2021
21479,Nico Hoerner,1.290091574,320,0.453992923,-0.5205009602,0.2768525459,0.2888295181,0.9960022516,-0.2050847043,,,,,,,2021
5343,Brandon Crawford,1.183005231,#N/A,0.490474948,0.1418441213,0.6664905145,0.456585913,-0.1676834917,-0.4047067743,,,,,,,2021
16530,Mauricio Dubon,1.167341349,#N/A,0.3080648229,-0.1065352843,0.1989249522,0.2391337249,0.8284315046,-0.3006783716,,,,,,,2021
4962,Asdrubal Cabrera,1.166787802,#N/A,-0.07134823714,-0.02374214906,0.1776719721,0.05955468249,0.5212184683,0.5034330653,,,,,,,2021
14712,Manuel Margot,1.141654385,322,0.453992923,-0.1065352843,0.156418992,0.2613514392,0.4746710386,-0.09824472313,,,,,,,2021
14567,Franchy Cordero,1.073729421,#N/A,0.2861756079,0.2039389727,0.2485152391,0.1050024874,-0.06527914626,0.29537626,,,,,,,2021
15279,Garrett Cooper,1.061641067,#N/A,-0.1516086922,-0.1065352843,-0.05611080906,-0.04187824596,0.8749789343,0.5427951636,,,,,,,2021
16885,Josh Fuentes,1.051824051,#N/A,0.1913223429,-0.08583700045,0.298105526,0.1571560136,0.7074081873,-0.2163310181,,,,,,,2021
16512,Isiah Kiner-Falefa,1.050620799,#N/A,0.731256313,-0.4584061088,0.1635033187,0.532618483,0.6887892154,-0.6071404227,,,,,,,2021
13744,David Dahl,1.018115721,#N/A,0.2861756079,0.2246372565,0.2414309124,0.2229630654,0.03712519915,0.005783679546,,,,,,,2021
17954,Sam Hilliard,1.001312961,#N/A,0.4394001129,0.6179046487,0.368948793,0.2439197685,-0.5959198452,-0.07294051707,,,,,,,2021
9166,Buster Posey,0.9968188424,242,0.1986187479,-0.437707825,0.1705876454,0.3263859867,0.921526364,-0.1825920766,,,,,,,2021
6609,Freddy Galvis,0.9835824069,#N/A,0.483178543,0.3488269593,0.5389726338,0.3984871724,-0.1956119495,-0.590270952,,,,,,,2021
27459,Yoshitomo Tsutsugo,0.9203088774,#N/A,0.08187626789,0.3902235269,0.2060092789,0.1271917583,-0.5121344717,0.6271425171,,,,,,,2021
1433,Wilson Ramos,0.9055185497,299,-0.3267224122,-0.1893284194,-0.006520522154,-0.04841624974,1.200810942,0.2756952108,,,,,,,2021
15941,Austin Nola,0.8988741374,196,0.1694331279,-0.127233568,0.2839368726,0.2018726636,0.3257192635,0.04514577786,,,,,,,2021
15161,Mitch Garver,0.8472129274,229,0.08187626789,0.3281286755,0.1068287051,0.01037521599,-0.3352542387,0.6552583017,,,,,,,2021
15487,Victor Reyes,0.8195371542,277,0.2861756079,-0.4791043926,-0.1694600363,0.09135537638,1.312524774,-0.221954175,,,,,,,2021
5497,Marwin Gonzalez,0.792429916,#N/A,-0.03486621213,-0.04444043286,0.1068287051,0.07183525275,0.4932900105,0.1997825926,,,,,,,2021
18900,Leody Taveras,0.7732835317,269,0.709367098,-0.06513871666,0.03598543805,0.3889869783,0.1116010867,-0.4075183527,,,,,,,2021
19352,Sean Murphy,0.7591645138,252,0.1840259379,0.3281286755,0.1493346653,0.1358037127,-0.3166352668,0.2785067893,,,,,,,2021
14818,JaCoby Jones,0.7367396944,#N/A,0.643699453,0.3695252431,0.3193585061,0.3418663085,-0.6145388171,-0.3231709992,,,,,,,2021
22581,Alejandro Kirk,0.6469503447,#N/A,-0.3777972472,-0.4584061088,-0.3607368572,-0.2722187515,1.27528683,0.8408224794,,,,,,,2021
13185,Orlando Arcia,0.6268043981,#N/A,0.2059151529,0.03835270233,0.3051898527,0.2355584948,0.2605528619,-0.4187646665,,,,,,,2021
12907,Gregory Polanco,0.6215851325,#N/A,0.3372504429,0.6386029325,0.581478594,0.2783740965,-1.042775171,-0.1713457628,,,,,,,2021
16535,Danny Jansen,0.6017239153,#N/A,0.1767295329,0.2660338241,0.2485152391,0.1182686983,-0.4469680701,0.239144691,,,,,,,2021
17696,Kevin Newman,0.5738468502,366,0.2351007729,-0.5825958116,-0.02777350226,0.2350470952,1.135644541,-0.421576245,,,,,,,2021
12434,Kevin Pillar,0.4812809639,363,0.1402475079,-0.1065352843,0.1139130318,-0.02184015396,0.5212184683,-0.1657226059,,,,,,,2021
3410,Ryan Braun,0.4658219519,348,-0.3486116272,-0.1065352843,-0.1127854227,-0.2649952052,0.5956943559,0.7030551353,,,,,,,2021
13620,Carson Kelly,0.4184925135,#N/A,-0.04216261714,0.1625424051,0.1705876454,0.09367647795,-0.1490645198,0.1829131219,,,,,,,2021
12859,James McCann,0.2734471588,232,0.2205079629,0.3488269593,0.3547801396,0.1210952235,-0.3445637247,-0.4271994019,,,,,,,2021
18042,Dylan Moore,0.2026583249,181,0.548846188,0.3695252431,0.2060092789,0.1766856174,-0.8286569939,-0.2697510086,,,,,,,2021
11038,Kevin Kiermaier,0.166538607,361,0.519660568,0.05905098613,0.3618644663,0.2352112681,-0.5679913874,-0.4412572941,,,,,,,2021
11902,Hanser Alberto,0.1540930935,#N/A,-0.1662015022,-0.6860872306,-0.3749055106,-0.1717586541,1.805927529,-0.2528815379,,,,,,,2021
15191,Chad Pinder,0.1410617225,#N/A,-0.04216261714,0.1004475537,0.06432274486,-0.05013369706,-0.01873171653,0.08731945462,,,,,,,2021
17766,D.J. Stewart,0.1239203906,#N/A,0.01620862287,0.2660338241,0.07849139826,-0.005871906715,-0.633157789,0.4022162411,,,,,,,2021
3892,Josh Reddick,0.03116683367,#N/A,-0.04216261714,-0.3135181222,-0.1127854227,-0.01818511017,0.6329322997,-0.1151141938,,,,,,,2021
19950,Andres Gimenez,0.03093784378,239,0.3007684179,-0.3756129736,-0.07736378917,0.008278771003,0.4839805246,-0.3091131069,,,,,,,2021
11982,Travis Shaw,0.01391842156,399,-0.06405183214,0.3695252431,0.09974437836,0.03251713322,-0.800728536,0.376912035,,,,,,,2021
15794,Yonathan Daza,0.01144776624,647,-0.5018361322,-0.851673501,-0.6299412719,-0.3965613565,2.141069023,0.2503910048,,,,,,,2021
16375,Oscar Mercado,-0.02767966665,#N/A,0.497771353,-0.08583700045,0.1280816852,0.147772292,-0.07458863221,-0.6408793641,,,,,,,2021
16153,Austin Slater,-0.09361354471,#N/A,-0.1807943122,-0.3756129736,-0.3607368572,-0.1719430736,0.5398374402,0.4556362317,,,,,,,2021
13853,Joey Wendle,-0.105678532,314,0.1548403179,-0.5205009602,-0.06319513576,0.03697065036,0.6515512716,-0.3653446759,,,,,,,2021
11680,Elias Diaz,-0.1931808375,#N/A,-0.2537583622,-0.4791043926,-0.1340384028,-0.1040140857,1.005311738,-0.2275773319,,,,,,,2021
19262,Garrett Hampson,-0.2053813655,#N/A,0.1256546979,-0.3549146898,-0.3040622436,-0.02561816453,0.5305279543,-0.1769689197,,,,,,,2021
8090,Matt Carpenter,-0.2283306093,352,0.2569899879,0.1211458375,0.07140707156,0.1359412099,-1.061394143,0.2475794263,,,,,,,2021
8259,Kurt Suzuki,-0.27763176,#N/A,-0.3923900572,-0.2721215546,-0.1127854227,-0.3054958133,0.5491469262,0.2560141617,,,,,,,2021
7007,Yadier Molina,-0.2776800386,240,-0.1370158822,-0.2928198384,0.09974437836,-0.04192053346,0.6143133278,-0.5199814907,,,,,,,2021
17975,Scott Kingery,-0.3464857286,#N/A,0.3226576329,0.1832406889,0.2201779323,0.1004456728,-0.6052293311,-0.5677783244,,,,,,,2021
4062,Dexter Fowler,-0.3512432102,#N/A,0.3737324679,0.1625424051,0.2626838925,0.1412683065,-0.968299283,-0.3231709992,,,,,,,2021
9627,Yan Gomes,-0.3624964257,#N/A,-0.1953871222,-0.003043865264,0.02181678465,-0.119701522,-0.04666017437,-0.01952052651,,,,,,,2021
24618,Ryan Jeffers,-0.3664597443,#N/A,-0.2610547672,-0.06513871666,-0.2119659965,-0.2025388637,0.24193389,0.1323047098,,,,,,,2021
14130,Daniel Vogelbach,-0.4270964201,#N/A,-0.4215756772,-0.02374214906,-0.2828092635,-0.2924458097,-0.4469680701,1.040444549,,,,,,,2021
12092,Niko Goodrum,-0.5566998265,#N/A,0.2934720129,0.05905098613,0.1918406255,0.1253023123,-0.7541811063,-0.4721846571,,,,,,,2021
20391,Luis Garcia,-0.5861594907,#N/A,-0.09323745214,-0.5618975278,-0.1977973431,-0.1844438198,1.061168653,-0.6099520012,,,,,,,2021
sa3011226,Andrew Vaughn,-0.5894709641,288,0.1767295329,0.01765441853,0.1635033187,0.06595142966,-0.5214439576,-0.4918657062,,,,,,,2021
12775,Brad Miller,-0.5977084565,398,-0.2683511722,0.03835270233,-0.09861676927,-0.2351494877,-0.6610862468,0.6271425171,,,,,,,2021
16424,Jordan Luplow,-0.6101715152,539,-0.2975367922,-0.1686301356,-0.2686406101,-0.2690946212,-0.1490645198,0.5427951636,,,,,,,2021
14593,David Bote,-0.6257535169,#N/A,-0.1224230721,-0.06513871666,0.07140707156,-0.126582806,-0.456277556,0.07326156236,,,,,,,2021
17620,Myles Straw,-0.6524266346,329,0.607217428,-0.8930700686,-0.176544363,0.1742385899,0.5212184683,-0.8854866893,,,,,,,2021
9927,Brett Gardner,-0.66141277,303,-0.005680592129,-0.1893284194,-0.2544719567,-0.1604328558,-0.279397323,0.2278983772,,,,,,,2021
19339,Nicky Lopez,-0.6778279639,#N/A,0.4321037079,-0.7274837982,0.02181678465,0.2575943424,0.3164097775,-0.9782687782,,,,,,,2021
15124,Tim Locastro,-0.7396724433,#N/A,-0.02756980713,-0.6653889468,-0.5024233912,-0.2216809518,0.5956943559,0.08169629771,,,,,,,2021
15937,Aledmys Diaz,-0.7694320009,584,-0.4069828672,-0.2928198384,-0.3536525305,-0.4101114452,0.4746710386,0.2194636418,,,,,,,2021
sa917962,Colton Welker,-0.775243976,526,-0.9104348123,-0.748182082,-0.7787121326,-0.718501638,1.66628524,0.7143014491,,,,,,,2021
16434,Christian Arroyo,-0.8852984661,#N/A,-0.5018361322,-0.437707825,-0.3961584907,-0.4441656364,0.6329322997,0.2616373186,,,,,,,2021
19892,Pavin Smith,-0.951927621,#N/A,-0.4799469172,-0.6032940954,-0.5520136781,-0.3777512182,0.8191220186,0.2419562694,,,,,,,2021
14477,Jake Cave,-0.9799718408,#N/A,-0.2391655522,-0.2928198384,-0.2898935902,-0.3141523007,0.07436314293,0.08169629771,,,,,,,2021
10200,Tucker Barnhart,-0.9837242587,#N/A,-0.1078302621,-0.08583700045,0.02890111135,0.01934626851,-0.4842060138,-0.3540983621,,,,,,,2021
19918,Daulton Varsho,-1.043598651,280,-0.2829439822,-0.334216406,-0.4528331043,-0.3615888796,0.1488390305,0.239144691,,,,,,,2021
19683,Mike Brosseau,-1.057195324,#N/A,-0.6112822072,-0.4584061088,-0.5590980049,-0.5359711597,0.5956943559,0.5118678007,,,,,,,2021
19878,Adam Haseley,-1.081298959,410,-0.2537583622,-0.541199244,-0.2261346499,-0.2547551702,0.4839805246,-0.2894320578,,,,,,,2021
sa912848,Yusniel Diaz,-1.086100387,#N/A,-0.2391655522,-0.2928198384,-0.2686406101,-0.246160066,-0.0001127446395,-0.03920157566,,,,,,,2021
14388,Ronald Guzman,-1.115737774,#N/A,-0.2172763372,-0.06513871666,-0.176544363,-0.1920392619,-0.4283490982,-0.03638999721,,,,,,,2021
17098,Dustin Fowler,-1.119214831,#N/A,-0.2245727422,-0.2514232708,-0.2048816698,-0.2462609579,0.1395295446,-0.3316057345,,,,,,,2021
13338,Omar Narvaez,-1.190123004,#N/A,-0.3777972472,-0.230724987,-0.3111465703,-0.2014619197,-0.04666017437,-0.02233210496,,,,,,,2021
4220,Ryan Zimmerman,-1.190650423,451,-0.7134318773,-0.4584061088,-0.4670017577,-0.5943937608,0.5025994965,0.5399835852,,,,,,,2021
10071,Jonathan Villar,-1.208302043,249,0.05269064788,-0.2514232708,-0.2686406101,-0.1987166007,-0.05596966032,-0.4862425493,,,,,,,2021
17929,Cedric Mullins II,-1.24835746,#N/A,0.08917267289,-0.2928198384,-0.1977973431,-0.09914274441,-0.1490645198,-0.5987056873,,,,,,,2021
12037,Jon Berti,-1.257638563,#N/A,0.2132115579,-0.541199244,-0.3253152237,-0.08442874408,-0.02804120248,-0.4918657062,,,,,,,2021
17321,Michael Chavis,-1.278068424,#N/A,-0.3632044372,-0.04444043286,-0.2190503232,-0.3718236594,-0.3724921825,0.09294261152,,,,,,,2021
2151,Edwin Encarnacion,-1.284260466,397,-0.2464619572,0.3281286755,-0.006520522154,-0.3253505154,-1.340678721,0.3066225738,,,,,,,2021
17922,Isan Diaz,-1.304276483,505,0.1548403179,-0.06513871666,0.08557572496,-0.02532474786,-0.8752044236,-0.5790246382,,,,,,,2021
1177,Albert Pujols,-1.328941328,305,-0.1807943122,0.1211458375,0.3547801396,-0.1720316471,-0.6424672749,-0.8095740712,,,,,,,2021
10816,Jedd Gyorko,-1.33980569,635,-0.5893929922,-0.2100267032,-0.459917431,-0.4880697733,-0.1211360619,0.5287372714,,,,,,,2021
19734,Josh Rojas,-1.433392767,407,-0.2245727422,-0.5205009602,-0.4670017577,-0.316709543,0.1767674883,-0.08137525242,,,,,,,2021
15194,Jake Bauers,-1.4366268,433,-0.1880907172,-0.2514232708,-0.2332189766,-0.2419229764,-0.5586819014,0.0367110425,,,,,,,2021
13723,Jacob Stallings,-1.544156296,#N/A,-0.2902403872,-0.4791043926,-0.1907130164,-0.1783423475,0.1395295446,-0.5452856968,,,,,,,2021
12950,Phillip Evans,-1.578101627,#N/A,-0.3559080322,-0.4998026764,-0.389074164,-0.3158711993,0.232624404,-0.2500699595,,,,,,,2021
15878,Miguel Andujar,-1.627306511,345,-0.8812491923,-0.6860872306,-0.7432904991,-0.7646317432,0.9866927657,0.4612593886,,,,,,,2021
14894,Tony Kemp,-1.642833743,#N/A,-0.01297699713,-0.7274837982,-0.4315801242,-0.1739389237,0.2512433759,-0.5480972752,,,,,,,2021
15482,Aristides Aquino,-1.651710424,431,-0.5529109672,0.01765441853,-0.2828092635,-0.5656524472,-0.6983241906,0.4303320256,,,,,,,2021
14523,Pedro Severino,-1.653616718,#N/A,-0.3996864622,-0.2514232708,-0.24738763,-0.317684855,-0.1676834917,-0.2697510086,,,,,,,2021
18288,Austin Dean,-1.657569638,618,-0.7645067123,-0.6239923792,-0.6866158855,-0.6629012273,0.7260271592,0.3544194074,,,,,,,2021
5631,Matt Kemp,-1.710635032,#N/A,-0.6477642322,-0.3135181222,-0.3749055106,-0.5482508293,0.08367262888,0.09013103307,,,,,,,2021
14950,Johan Camargo,-1.730947518,376,-0.5456145622,-0.4791043926,-0.459917431,-0.5191455812,0.2698623478,0.002972101096,,,,,,,2021
19643,Daniel Johnson Jr.,-1.745402816,#N/A,-0.3705008422,-0.334216406,-0.3961584907,-0.4040285127,-0.04666017437,-0.1938383905,,,,,,,2021
13499,Tom Murphy,-1.819779002,#N/A,-0.2099799322,0.3074303917,0.04306976475,-0.253526523,-1.22896489,-0.477807814,,,,,,,2021
10059,Max Stassi,-1.866557567,#N/A,-0.2610547672,-0.02374214906,-0.1269540761,-0.2827974352,-0.8938233955,-0.278185744,,,,,,,2021
17710,Matt Beaty,-1.89948989,#N/A,-0.6477642322,-0.6653889468,-0.5590980049,-0.6410251328,0.577075384,0.0367110425,,,,,,,2021
sa3006786,Jarren Duran,-1.918284671,449,-0.3996864622,-0.8930700686,-0.6795315588,-0.4673772506,0.9401453359,-0.4187646665,,,,,,,2021
18316,Edwin Rios,-1.954380949,#N/A,-0.5237253472,-0.04444043286,-0.2190503232,-0.5416021197,-0.7634905922,0.1379278667,,,,,,,2021
11602,Yolmer Sanchez,-1.980045515,643,-0.1370158822,-0.6653889468,-0.4032428174,-0.212442727,0.09298211482,-0.6549372564,,,,,,,2021
17932,Andrew Stevenson,-2.01664061,#N/A,-0.3705008422,-0.7274837982,-0.4882547378,-0.4341370172,0.4281236089,-0.4243878234,,,,,,,2021
14968,Victor Caratini,-2.021864631,#N/A,-0.5529109672,-0.6032940954,-0.3749055106,-0.4503157776,0.1674580024,-0.2078962827,,,,,,,2021
15905,Luis Torrens,-2.048637862,#N/A,-0.3850936522,-0.541199244,-0.3607368572,-0.3017445423,0.1022916008,-0.5621551675,,,,,,,2021
15694,Chance Sisco,-2.063384783,#N/A,-0.2902403872,-0.1893284194,-0.3253152237,-0.2829274518,-0.8379664798,-0.1376068214,,,,,,,2021
20220,Jo Adell,-2.068793358,#N/A,-0.3996864622,-0.230724987,-0.4103271441,-0.3504485751,-0.2700878371,-0.4075183527,,,,,,,2021
13110,Yoenis Cespedes,-2.080773673,475,-0.5966893972,-0.127233568,-0.3749055106,-0.5654394714,-0.633157789,0.2166520633,,,,,,,2021
14885,Pat Valaika,-2.093694932,#N/A,-0.4945397272,-0.2100267032,-0.5165920446,-0.5510640972,-0.1304455479,-0.191026812,,,,,,,2021
785,Todd Frazier,-2.132570269,330,-0.3632044372,-0.2100267032,-0.2615562834,-0.3430781141,-0.7355621344,-0.2191425965,,,,,,,2021
14131,Greg Bird,-2.146876203,405,-0.8447671673,-0.4584061088,-0.651194252,-0.7133842116,-0.3818016684,0.9026772053,,,,,,,2021
9892,Jay Bruce,-2.147353387,401,-0.7134318773,-0.1686301356,-0.3961584907,-0.6322554075,-0.7262526484,0.4893751731,,,,,,,2021
12180,Jorge Alfaro,-2.165229189,#N/A,-0.3121296022,-0.1893284194,-0.07736378917,-0.3103715141,-0.4748965279,-0.8011393358,,,,,,,2021
15608,Willians Astudillo,-2.193327062,371,-1.107437747,-0.8723717848,-1.055000874,-1.027270623,1.545261922,0.3234920445,,,,,,,2021
19514,Andrew Knizner,-2.236809448,459,-0.6331714222,-0.644690663,-0.580350985,-0.5803301756,0.5305279543,-0.3287941561,,,,,,,2021
5913,Leury Garcia,-2.268104027,418,-0.4434648922,-0.748182082,-0.6795315588,-0.5649839119,0.8005030467,-0.6324446288,,,,,,,2021
9929,Darin Ruf,-2.283990989,621,-0.6696534472,-0.4998026764,-0.530760698,-0.6077513033,-0.07458863221,0.09856576842,,,,,,,2021
11476,Odubel Herrera,-2.307293516,#N/A,-0.7863959273,-0.6653889468,-0.6795315588,-0.7081022904,0.4560520667,0.07607314081,,,,,,,2021
20036,Isaac Paredes,-2.329038108,377,-0.7718031173,-0.7274837982,-0.7645434792,-0.646630046,0.6515512716,-0.07012893862,,,,,,,2021
11339,Jake Marisnick,-2.355652875,#N/A,-0.3048331972,-0.2514232708,-0.4174114708,-0.5022561904,-0.5959198452,-0.2838089009,,,,,,,2021
13807,Kevin Plawecki,-2.37166544,355,-0.7426174973,-0.7688803658,-0.6086882918,-0.6300297553,0.4374330948,-0.05888262482,,,,,,,2021
17988,Tyler Stephenson,-2.414300967,#N/A,-0.5456145622,-0.4998026764,-0.4953390645,-0.523081769,-0.1397550338,-0.2107078612,,,,,,,2021
12858,Brian Goodwin,-2.415922864,#N/A,-0.4507612972,-0.3549146898,-0.459917431,-0.4449185639,-0.5959198452,-0.1094910369,,,,,,,2021
14813,Kyle Farmer,-2.424954423,374,-0.3777972472,-0.4584061088,-0.3040622436,-0.3469806858,-0.1956119495,-0.7420961883,,,,,,,2021
4922,Ender Inciarte,-2.559352851,#N/A,-0.3048331972,-0.7688803658,-0.580350985,-0.4810386229,0.24193389,-0.6661835702,,,,,,,2021
11489,Michael A. Taylor,-2.629142024,#N/A,-0.2610547672,-0.2928198384,-0.3253152237,-0.3921296684,-0.7169431625,-0.6408793641,,,,,,,2021
16403,Francisco Mejia,-2.682630855,#N/A,-0.5018361322,-0.4170095412,-0.4953390645,-0.5205504659,-0.2700878371,-0.477807814,,,,,,,2021
19698,Edward Olivares,-2.768663117,#N/A,-0.5164289422,-0.6239923792,-0.5590980049,-0.5837886914,0.1302200586,-0.6155751581,,,,,,,2021
15274,Mike Tauchman,-2.773586573,359,-0.6915426622,-0.7688803658,-0.7432904991,-0.7162483469,0.1209105727,0.0254647287,,,,,,,2021
15585,Mike Ford,-2.839531206,382,-0.9323240273,-0.6239923792,-0.792880786,-0.8651329147,-0.2607783511,0.6355772525,,,,,,,2021
14387,Harold Ramirez,-2.854175504,#N/A,-0.8739527873,-0.8723717848,-0.8708083797,-0.8377093984,0.8563599624,-0.2556931164,,,,,,,2021
22217,Luis Campusano,-2.865128345,#N/A,-0.9469168373,-0.851673501,-0.8353867462,-0.8960461962,0.6422417857,0.02265315025,,,,,,,2021
12160,Ben Gamel,-2.871701518,#N/A,-0.6988390672,-0.851673501,-0.8424710729,-0.6800134607,0.3164097775,-0.1151141938,,,,,,,2021
13329,Jake Lamb,-2.883204302,551,-0.5091325372,-0.3549146898,-0.3323995504,-0.520120654,-1.13587003,-0.03076684031,,,,,,,2021
16542,Shed Long,-2.90403764,#N/A,-0.3121296022,-0.3756129736,-0.4315801242,-0.3929661454,-0.6890147047,-0.70273409,,,,,,,2021
9205,Logan Morrison,-2.927373913,#N/A,-0.8520635723,-0.4170095412,-0.7291218457,-0.7757740809,-0.7355621344,0.5821572619,,,,,,,2021
10322,Danny Santana,-2.940001567,#N/A,-0.7134318773,-0.5618975278,-0.6441099253,-0.7615065823,-0.2142309214,-0.04482473257,,,,,,,2021
17326,Cole Tucker,-2.942919975,615,-0.1151266671,-0.6653889468,-0.3961584907,-0.3025216742,-0.4376585841,-1.026065612,,,,,,,2021
8202,Josh Harrison,-2.979363145,379,-0.6039858022,-0.6653889468,-0.6016039651,-0.6275904106,0.1488390305,-0.6296330503,,,,,,,2021
15170,Josh VanMeter,-3.00639749,#N/A,-0.6769498522,-0.644690663,-0.6866158855,-0.680604268,-0.2980162949,-0.01952052651,,,,,,,2021
19627,Brent Rooker,-3.029164623,563,-0.7499139023,-0.437707825,-0.6653629054,-0.7359322335,-0.5866103593,0.1463626021,,,,,,,2021
sa917941,Nolan Jones,-3.071413291,442,-0.9323240273,-0.644690663,-0.9274829933,-0.8473083629,-0.1583740057,0.438766761,,,,,,,2021
16313,Yairo Munoz,-3.076073299,#N/A,-1.063659317,-0.9551649199,-1.033747894,-0.979801747,0.93083585,0.0254647287,,,,,,,2021
17278,Bobby Bradley,-3.087590552,640,-0.6842462572,-0.230724987,-0.530760698,-0.6502270272,-1.098632086,0.1070005038,,,,,,,2021
6887,Martin Maldonado,-3.08779027,#N/A,-0.1151266671,-0.08583700045,-0.105701096,-0.3011051679,-1.498939982,-0.9810803566,,,,,,,2021
13324,Ildemaro Vargas,-3.236143065,#N/A,-0.8593599773,-0.9551649199,-0.9203986666,-0.8140432679,0.8749789343,-0.5621551675,,,,,,,2021
7996,Jose Martinez,-3.245855184,608,-1.019880887,-0.851673501,-0.9487359734,-0.946256389,0.4839805246,0.0367110425,,,,,,,2021
19844,Abraham Toro,-3.297936723,#N/A,-0.6842462572,-0.6653889468,-0.7149531923,-0.7444925469,-0.3259447528,-0.1629110275,,,,,,,2021
17548,Taylor Ward,-3.323672062,#N/A,-0.7572103073,-0.6860872306,-0.863724053,-0.7640927248,-0.2049214355,-0.04763631102,,,,,,,2021
sa3004174,Chas McCormick,-3.369422109,#N/A,-0.5675037772,-0.7274837982,-0.6866158855,-0.6045599984,-0.1676834917,-0.6155751581,,,,,,,2021
16725,Jose Trevino,-3.369801034,#N/A,-0.3340188172,-0.4998026764,-0.3040622436,-0.4076236349,-0.4748965279,-1.349397134,,,,,,,2021
sa3008376,Trevor Larnach,-3.371435541,#N/A,-1.063659317,-0.8723717848,-1.047916547,-0.9531647142,0.4839805246,0.08169629771,,,,,,,2021
15055,Dom Nunez,-3.447638023,#N/A,-0.5237253472,-0.3135181222,-0.5236763713,-0.5465160311,-1.191726946,-0.3484752052,,,,,,,2021
13265,Mike Zunino,-3.44945635,#N/A,-0.2245727422,0.3695252431,0.09266005166,-0.3486390288,-2.346103203,-0.9923266704,,,,,,,2021
19521,Andy Young,-3.459205146,499,-0.7936923323,-0.541199244,-0.7503748258,-0.7498763102,-0.5679913874,-0.05607104637,,,,,,,2021
19610,Keibert Ruiz,-3.464065427,548,-1.107437747,-0.8930700686,-1.062085201,-1.027818116,0.8005030467,-0.1741573413,,,,,,,2021
15490,Justin Williams,-3.471176334,#N/A,-0.8082851423,-0.6860872306,-0.7574591525,-0.7669157831,-0.02804120248,-0.4243878234,,,,,,,2021
sa3004693,Heliot Ramos,-3.490246071,516,-0.6988390672,-0.5825958116,-0.6582785787,-0.7223505918,-0.3166352668,-0.5115467554,,,,,,,2021
16451,Luis Guillorme,-3.519170807,419,-0.7134318773,-0.9758632037,-0.8212180928,-0.6673185755,0.3164097775,-0.6577488348,,,,,,,2021
16524,Ryan McBroom,-3.519588462,#N/A,-0.9177312173,-0.6653889468,-0.8991456865,-0.8381229725,-0.05596966032,-0.1432299783,,,,,,,2021
13836,Matt Duffy,-3.525899543,#N/A,-1.063659317,-1.037958055,-1.069169527,-0.9450332725,0.921526364,-0.3316057345,,,,,,,2021
15082,Adam Engel,-3.545723071,414,-0.4361684872,-0.5205009602,-0.5236763713,-0.55148118,-0.6424672749,-0.8714287971,,,,,,,2021
sa3004615,Jeter Downs,-3.559248106,436,-0.8812491923,-0.7274837982,-0.8353867462,-0.8820643453,-0.1769929776,-0.05607104637,,,,,,,2021
2829,Manny Pina,-3.582842731,391,-0.7863959273,-0.5825958116,-0.6582785787,-0.6849039442,-0.4097301263,-0.4609383433,,,,,,,2021
sa875069,Blaze Tom,-3.625361591,#N/A,-0.5237253472,-0.5205009602,-0.530760698,-0.5764644751,-0.8752044236,-0.5987056873,,,,,,,2021
