playerid,Name,pr,adp,R,HR,RBI,RC,AVG,OPS,IP,SO,QS,ERA,WHIP,SVHD,Year
14109,Albert Almora Jr.,-3.638622554,597,-0.7061354723,-0.7274837982,-0.7503748258,-0.7382238283,0.06505365698,-0.7814582866,,,,,,,2021
14145,Daniel Robertson,-3.640011382,#N/A,-0.6185786122,-0.7688803658,-0.7362061724,-0.6156251501,-0.4004206403,-0.5003004416,,,,,,,2021
18795,Ramon Urias,-3.670593436,#N/A,-1.027177292,-0.8723717848,-1.026663567,-0.9473004332,0.2140054321,-0.01108579116,,,,,,,2021
sa3004162,Rylan Bannon,-3.690803134,#N/A,-0.7426174973,-0.644690663,-0.7574591525,-0.7268505149,-0.4004206403,-0.4187646665,,,,,,,2021
5517,Kyle Higashioka,-3.690873152,337,-0.7207282823,-0.2514232708,-0.4811704111,-0.7433344866,-1.061394143,-0.4328225588,,,,,,,2021
11936,Joe Panik,-3.721635692,368,-0.8374707623,-0.9344666361,-0.9487359734,-0.8012642625,0.2977908056,-0.4974888631,,,,,,,2021
19334,Yadiel Hernandez,-3.740069029,#N/A,-1.078252127,-0.7895786496,-0.9912419336,-0.9864473469,0.07436314293,0.0310878856,,,,,,,2021
13359,Tyler Naquin,-3.747277917,#N/A,-1.034473697,-0.8723717848,-0.9203986666,-0.9969324761,0.2791718337,-0.2022731258,,,,,,,2021
16442,Ryan O'Hearn,-3.782757101,521,-0.8739527873,-0.5618975278,-0.6724472321,-0.7431840835,-0.8752044236,-0.05607104637,,,,,,,2021
8203,Dee Gordon,-3.797649226,#N/A,-0.6769498522,-1.100052907,-1.005410587,-0.8054188256,0.9680737938,-1.177890848,,,,,,,2021
19260,Jake Fraley,-3.803973146,#N/A,-0.6404678272,-0.5825958116,-0.6724472321,-0.7066514107,-0.6424672749,-0.559343589,,,,,,,2021
16930,Jonah Heim,-3.804089473,#N/A,-0.6185786122,-0.7067855144,-0.580350985,-0.6184029595,-0.3073257809,-0.9726456213,,,,,,,2021
15767,Jose Marmolejos,-3.804906251,583,-0.8447671673,-0.644690663,-0.7503748258,-0.8011832242,-0.2607783511,-0.50311202,,,,,,,2021
3353,Matt Joyce,-3.818997821,468,-0.8593599773,-0.7688803658,-0.8849770331,-0.8245465318,-0.4842060138,0.002972101096,,,,,,,2021
18889,Danny Mendick,-3.862836463,#N/A,-0.7353210923,-0.7274837982,-0.8212180928,-0.7491947269,-0.2421593792,-0.5874593735,,,,,,,2021
2900,Roberto Perez,-3.887330934,#N/A,-0.2902403872,-0.1065352843,-0.1482070562,-0.3145684882,-1.852700448,-1.17507927,,,,,,,2021
5000,Stephen Vogt,-3.909204188,392,-0.7936923323,-0.5618975278,-0.6086882918,-0.7018781286,-0.7821095641,-0.4609383433,,,,,,,2021
14329,Anthony Alford,-3.926438591,#N/A,-0.2902403872,-0.5205009602,-0.459917431,-0.4772874707,-1.042775171,-1.135717171,,,,,,,2021
sa872786,Vidal Brujan,-3.929036014,#N/A,-0.8593599773,-0.9965614875,-0.9629046268,-0.8874572569,0.3815761792,-0.6043288443,,,,,,,2021
12158,Austin Barnes,-3.980446368,338,-0.5164289422,-0.7067855144,-0.6086882918,-0.6229630196,-0.8565854517,-0.6689951486,,,,,,,2021
sa3004378,Andrew Waters,-3.987499372,#N/A,-0.9688060523,-0.9137683523,-0.9699889535,-0.9284272788,0.1953864602,-0.4018951958,,,,,,,2021
15519,Franklin Barreto,-3.999495758,611,-0.6258750172,-0.437707825,-0.5945196384,-0.7466471763,-1.024156199,-0.5705899028,,,,,,,2021
5491,Austin Romine,-4.013912553,412,-0.7645067123,-0.6860872306,-0.580350985,-0.7342363562,-0.2142309214,-1.034500347,,,,,,,2021
19635,Sheldon Neuse,-4.054403787,427,-0.8374707623,-0.7274837982,-0.722037519,-0.7959646287,-0.1956119495,-0.7758351297,,,,,,,2021
14691,Harold Castro,-4.086658234,#N/A,-0.9615096473,-1.017259771,-0.9841576069,-0.8886718303,0.8191220186,-1.054181396,,,,,,,2021
9776,Jason Kipnis,-4.089539581,472,-0.9542132423,-0.7688803658,-0.7857964593,-0.8619936074,-0.4376585841,-0.2809973224,,,,,,,2021
10030,Chris Owings,-4.111559969,#N/A,-0.8958420023,-0.748182082,-0.8849770331,-0.8848969598,-0.2142309214,-0.4834309709,,,,,,,2021
16939,Lane Thomas,-4.126575636,#N/A,-0.6404678272,-0.5618975278,-0.6653629054,-0.7137730528,-0.8845139095,-0.6605604133,,,,,,,2021
16852,John Nogowski,-4.185863978,#N/A,-1.100141342,-1.037958055,-1.132928468,-1.033533844,0.3350287494,-0.2163310181,,,,,,,2021
12510,Curt Casali,-4.227003795,489,-0.8666563823,-0.6653889468,-0.7645434792,-0.7681535476,-0.6703957328,-0.4918657062,,,,,,,2021
5223,Cameron Maybin,-4.227749296,#N/A,-0.8593599773,-0.9137683523,-0.9558203001,-0.8634935968,-0.1490645198,-0.4862425493,,,,,,,2021
7476,Alex Avila,-4.235377625,423,-0.5966893972,-0.3756129736,-0.5590980049,-0.5216078943,-1.862009934,-0.3203594207,,,,,,,2021
9345,Brock Holt,-4.2428414,501,-0.7936923323,-0.9551649199,-0.9062300132,-0.7765051446,-0.04666017437,-0.7645888159,,,,,,,2021
17022,Edmundo Sosa,-4.260203585,421,-0.8082851423,-0.8309752172,-0.8495553996,-0.818310509,-0.0001127446395,-0.9529645721,,,,,,,2021
7927,Eric Sogard,-4.267482947,492,-0.8009887373,-0.9551649199,-0.9416516467,-0.7874191881,-0.03735068842,-0.7449077668,,,,,,,2021
18872,Jahmai Jones,-4.274831312,594,-0.4361684872,-0.6860872306,-0.6299412719,-0.5629466802,-0.6890147047,-1.270672937,,,,,,,2021
16192,Derek Fisher,-4.287823767,#N/A,-0.8885455973,-0.644690663,-0.8991456865,-0.8859282117,-1.042775171,0.07326156236,,,,,,,2021
4418,Jed Lowrie,-4.29346993,#N/A,-0.8374707623,-0.8102769334,-0.8283024195,-0.7894902791,-0.4376585841,-0.590270952,,,,,,,2021
15654,Billy McKinney,-4.298590313,573,-1.034473697,-0.7688803658,-1.040832221,-0.9830415821,-0.5586819014,0.08731945462,,,,,,,2021
17714,Christin Stewart,-4.377851329,#N/A,-0.9906952673,-0.6860872306,-0.8566397263,-0.8948474336,-0.800728536,-0.1488531352,,,,,,,2021
13369,Erik Gonzalez,-4.391994072,#N/A,-0.7936923323,-0.8309752172,-0.7999651127,-0.7777987327,-0.0932076041,-1.096355073,,,,,,,2021
20454,Jasrado Chisholm,-4.396120386,#N/A,-0.4361684872,-0.2514232708,-0.4386644509,-0.5947192871,-1.750296103,-0.9248487876,,,,,,,2021
21524,Joey Bart,-4.399386864,402,-0.9469168373,-0.8102769334,-0.9416516467,-0.9241553581,-0.2142309214,-0.5621551675,,,,,,,2021
5667,Steven Souza Jr.,-4.401708335,591,-0.9396204323,-0.6239923792,-0.8141337661,-0.8871901731,-1.117251058,-0.01952052651,,,,,,,2021
12758,Breyvic Valera,-4.418082287,#N/A,-1.041770102,-1.017259771,-1.090422507,-0.9898329985,0.3536477213,-0.6324446288,,,,,,,2021
17684,Vimael Machin,-4.486392111,#N/A,-0.8009887373,-0.9551649199,-0.9629046268,-0.8104447371,-0.1304455479,-0.8264435419,,,,,,,2021
7870,Jonathan Lucroy,-4.491433636,461,-0.9761024573,-0.8930700686,-0.8566397263,-0.8950164753,-0.1397550338,-0.7308498745,,,,,,,2021
12981,Cam Gallagher,-4.55475224,569,-0.9031384073,-0.8723717848,-0.93456732,-0.8419256322,-0.1397550338,-0.8629940617,,,,,,,2021
19181,Zack Collins,-4.577573208,464,-0.6258750172,-0.437707825,-0.5661823316,-0.6308575673,-1.91786685,-0.3990836174,,,,,,,2021
18083,Austin Allen,-4.578940188,#N/A,-1.041770102,-0.7274837982,-0.8778927064,-0.9502860309,-0.5121344717,-0.4693730786,,,,,,,2021
sa857840,Kyle Holder,-4.589188454,#N/A,-0.7936923323,-0.8102769334,-0.8566397263,-0.7809428507,-0.279397323,-1.068239289,,,,,,,2021
14555,Wyatt Mathisen,-4.635415979,#N/A,-1.049066507,-0.8102769334,-1.026663567,-1.007322125,-0.7169431625,-0.02514368341,,,,,,,2021
13593,Jose Peraza,-4.640463646,593,-1.041770102,-1.037958055,-1.118759814,-1.024474789,0.4932900105,-0.9107908954,,,,,,,2021
16042,Mark Payton,-4.664508265,#N/A,-1.151216177,-0.9551649199,-1.125844141,-1.077446379,-0.1863024636,-0.1685341844,,,,,,,2021
12284,Kevan Smith,-4.704435786,#N/A,-1.224180227,-1.058656339,-1.125844141,-1.104617201,0.4188141229,-0.6099520012,,,,,,,2021
9393,Matt Adams,-4.726845735,#N/A,-1.085548532,-0.644690663,-0.7857964593,-1.025867009,-1.061394143,-0.1235489292,,,,,,,2021
5409,Pablo Sandoval,-4.741555865,491,-1.253365847,-0.9551649199,-1.097506834,-1.144598613,-0.07458863221,-0.2163310181,,,,,,,2021
18365,Lewin Diaz,-4.742903012,#N/A,-1.005288077,-0.7067855144,-0.8849770331,-0.9475405261,-0.6052293311,-0.5930825304,,,,,,,2021
7216,Cesar Puello,-4.756540325,#N/A,-1.216883822,-1.079354623,-1.182518755,-1.130692191,0.1395295446,-0.2866204793,,,,,,,2021
8722,Jason Castro,-4.778303655,#N/A,-0.5237253472,-0.3963112574,-0.5236763713,-0.5844698039,-1.889938392,-0.8601824833,,,,,,,2021
3256,Welington Castillo,-4.786477207,#N/A,-1.187698202,-0.7895786496,-0.9558203001,-1.060561031,-0.4190396122,-0.3737794113,,,,,,,2021
19909,Anderson Tejeda,-4.808717854,#N/A,-0.9979916723,-0.7688803658,-0.93456732,-0.9611372209,-0.5586819014,-0.5874593735,,,,,,,2021
sa917943,Taylor Trammell,-4.868089029,#N/A,-0.4215756772,-0.6032940954,-0.6441099253,-0.5793229375,-1.340678721,-1.279107672,,,,,,,2021
19318,Matt Thaiss,-4.871346624,#N/A,-0.9833988623,-0.8102769334,-0.9629046268,-0.9556909943,-0.7262526484,-0.4328225588,,,,,,,2021
sa874752,Tyler Nevin,-4.878637726,#N/A,-1.078252127,-0.9551649199,-1.111675488,-1.025699063,-0.2328498933,-0.4749962355,,,,,,,2021
19552,Jaylin Davis,-4.930929751,#N/A,-1.070955722,-0.851673501,-1.040832221,-1.053625966,-0.5400629295,-0.3737794113,,,,,,,2021
19997,Santiago Espinal,-4.942629833,627,-1.012584482,-1.058656339,-1.069169527,-1.033895156,0.2605528619,-1.02887719,,,,,,,2021
sa828662,Nicholas Gordon,-4.957631827,#N/A,-1.070955722,-1.079354623,-1.111675488,-1.024164737,0.2140054321,-0.8854866893,,,,,,,2021
sa3008377,Caleb Raleigh,-4.966647596,#N/A,-1.034473697,-0.644690663,-0.8566397263,-1.000231035,-1.042775171,-0.3878373035,,,,,,,2021
sa918769,Bret Boswell,-4.984434183,#N/A,-0.9833988623,-0.7274837982,-0.9841576069,-0.9948009626,-0.6424672749,-0.6521256779,,,,,,,2021
12976,Austin Hedges,-4.985933949,483,-0.7353210923,-0.334216406,-0.530760698,-0.7362951656,-1.685129701,-0.9642108859,,,,,,,2021
19392,Zach McKinstry,-4.987391874,480,-1.027177292,-0.9137683523,-1.005410587,-1.009919874,-0.3818016684,-0.6493140995,,,,,,,2021
14352,Lewis Brinson,-4.996265237,#N/A,-0.6258750172,-0.541199244,-0.580350985,-0.7021546372,-1.340678721,-1.206006633,,,,,,,2021
19858,Luis Rengifo,-5.003028322,#N/A,-0.9615096473,-0.9551649199,-1.083338181,-0.9813966187,-0.4004206403,-0.621198315,,,,,,,2021
sa829797,Gavin Sheets,-5.008826822,#N/A,-1.034473697,-0.8930700686,-0.9629046268,-1.017722506,-0.4935154998,-0.6071404227,,,,,,,2021
15988,Deivy Grullon,-5.010390045,#N/A,-1.092844937,-0.7688803658,-0.9699889535,-1.017163656,-0.7821095641,-0.3794025682,,,,,,,2021
23378,Jose Garcia,-5.022786174,#N/A,-0.7280246873,-0.8309752172,-0.7574591525,-0.7820660353,-0.5214439576,-1.402817124,,,,,,,2021
13546,Roman Quinn,-5.024241956,#N/A,-0.6769498522,-0.8309752172,-0.8778927064,-0.8225016927,-0.7448716203,-1.071050867,,,,,,,2021
18395,Travis Blankenhorn,-5.026545147,#N/A,-1.107437747,-0.8309752172,-1.062085201,-1.04591428,-0.4376585841,-0.5424741183,,,,,,,2021
14942,Andrew Knapp,-5.026977412,395,-0.9177312173,-0.8723717848,-0.9133143399,-0.8435267053,-0.9403708252,-0.5396625399,,,,,,,2021
19968,Jared Oliva,-5.033794438,#N/A,-0.8228779523,-0.9965614875,-0.9558203001,-0.87016114,-0.3538732106,-1.034500347,,,,,,,2021
13473,Dwight Smith Jr.,-5.045167541,#N/A,-1.151216177,-0.9551649199,-1.111675488,-1.077153034,-0.3818016684,-0.3681562544,,,,,,,2021
5751,Hernan Perez,-5.101396855,#N/A,-1.194994607,-0.9758632037,-1.125844141,-1.110282804,-0.0001127446395,-0.6942993547,,,,,,,2021
15730,Tyler Wade,-5.114781282,351,-0.6769498522,-0.8723717848,-0.8708083797,-0.8460519133,-0.7634905922,-1.085108759,,,,,,,2021
13675,Tyrone Taylor,-5.135220398,#N/A,-1.063659317,-0.8102769334,-1.012494914,-1.016925758,-0.633157789,-0.5987056873,,,,,,,2021
15674,Reese McGuire,-5.189889247,648,-0.8447671673,-0.7274837982,-0.8424710729,-0.8542161243,-0.8752044236,-1.045746661,,,,,,,2021
12977,Michael Perez,-5.193783952,#N/A,-0.8812491923,-0.7688803658,-0.7857964593,-0.8390310048,-0.9124423674,-1.006384563,,,,,,,2021
11379,Delino DeShields,-5.203834964,#N/A,-0.6623570422,-0.9551649199,-1.01957924,-0.8078557108,-0.5866103593,-1.172267691,,,,,,,2021
19703,Jake Noll,-5.20741658,#N/A,-1.063659317,-0.9551649199,-1.076253854,-1.045048533,-0.01873171653,-1.048558239,,,,,,,2021
20503,William Contreras,-5.209672021,367,-1.092844937,-0.9551649199,-1.055000874,-1.0246879,-0.2049214355,-0.877051954,,,,,,,2021
18126,LaMonte Wade Jr.,-5.260938346,#N/A,-1.070955722,-1.017259771,-1.175434428,-1.03452529,-0.3724921825,-0.590270952,,,,,,,2021
13755,Tomas Nido,-5.30305144,497,-0.8301743573,-0.6653889468,-0.6299412719,-0.8187388483,-0.9869182549,-1.371889761,,,,,,,2021
3298,Charlie Culberson,-5.327757427,513,-0.9104348123,-0.7895786496,-0.8991456865,-0.9123011378,-0.6890147047,-1.127282436,,,,,,,2021
sa915802,Taylor Walls,-5.328461074,#N/A,-1.078252127,-1.037958055,-1.118759814,-1.069873412,-0.2421593792,-0.7814582866,,,,,,,2021
17276,Alex Jackson,-5.341783737,#N/A,-0.8228779523,-0.4170095412,-0.6653629054,-0.8612304245,-1.82477199,-0.7505309237,,,,,,,2021
sa873984,Connor Chatham,-5.369083056,#N/A,-1.122030557,-1.100052907,-1.132928468,-1.068055374,0.3443382354,-1.290353986,,,,,,,2021
17750,Max Schrock,-5.395184682,#N/A,-1.143919772,-0.9965614875,-1.182518755,-1.08168208,-0.009422230586,-0.9810803566,,,,,,,2021
19956,Mickey Moniak,-5.395624296,#N/A,-0.9979916723,-0.9758632037,-0.9912419336,-0.9891704743,-0.5586819014,-0.8826751109,,,,,,,2021
2616,Zack Cozart,-5.398950529,#N/A,-1.129326962,-1.017259771,-1.125844141,-1.076284817,-0.465587042,-0.5846477951,,,,,,,2021
7539,Neil Walker,-5.402748785,#N/A,-1.078252127,-0.9551649199,-1.040832221,-1.030032909,-0.623848303,-0.6746183055,,,,,,,2021
17023,Magneuris Sierra,-5.408820393,#N/A,-0.8812491923,-1.079354623,-1.026663567,-0.9485210077,-0.02804120248,-1.444990801,,,,,,,2021
19346,Eli White,-5.409125953,#N/A,-0.7061354723,-0.8309752172,-0.8424710729,-0.7810751584,-0.9496803112,-1.298788722,,,,,,,2021
14453,Scott Heineman,-5.437442534,#N/A,-1.107437747,-0.9344666361,-1.111675488,-1.104295217,-0.465587042,-0.7139804038,,,,,,,2021
4866,Jarrod Dyson,-5.453046084,#N/A,-0.4361684872,-0.9551649199,-0.863724053,-0.7380892272,-0.8658949376,-1.594004459,,,,,,,2021
12325,Jace Peterson,-5.457244461,#N/A,-1.165808987,-0.9965614875,-1.140012794,-1.078696607,-0.6517767609,-0.4243878234,,,,,,,2021
sa918048,Lucas Raley,-5.473381957,#N/A,-1.056362912,-0.8723717848,-0.9983262603,-1.05248063,-0.6983241906,-0.7955161789,,,,,,,2021
18171,Seth Brown,-5.482000123,#N/A,-0.8301743573,-0.6653889468,-0.7291218457,-0.8620802022,-1.284821805,-1.110412965,,,,,,,2021
6547,Jordy Mercer,-5.482300281,424,-1.209587417,-1.037958055,-1.168350101,-1.097394553,-0.1397550338,-0.8292551203,,,,,,,2021
14738,Phillip Ervin,-5.488882316,#N/A,-1.114734152,-1.017259771,-1.076253854,-1.089882662,-0.6145388171,-0.5762130597,,,,,,,2021
9134,Tyler Flowers,-5.496076075,644,-0.9104348123,-0.7274837982,-0.8708083797,-0.8713972143,-1.424464094,-0.6914877762,,,,,,,2021
10953,Phil Gosselin,-5.519625458,#N/A,-1.070955722,-0.9965614875,-1.083338181,-1.046124891,-0.3724921825,-0.9501529937,,,,,,,2021
16426,Thairo Estrada,-5.55812549,#N/A,-1.019880887,-0.9551649199,-1.069169527,-1.047687151,-0.3445637247,-1.121659279,,,,,,,2021
19913,Jesus Sanchez,-5.569458377,#N/A,-1.165808987,-0.9965614875,-1.090422507,-1.131974889,-0.4004206403,-0.7842698651,,,,,,,2021
sa736690,Luis Barrera,-5.586459426,#N/A,-1.063659317,-1.037958055,-1.076253854,-1.047393793,-0.2142309214,-1.146963485,,,,,,,2021
sa914242,Omar Estevez,-5.608061926,#N/A,-1.107437747,-0.9551649199,-1.033747894,-1.067668218,-0.4376585841,-1.006384563,,,,,,,2021
17719,Steven Duggar,-5.609175309,#N/A,-0.9833988623,-1.017259771,-0.9983262603,-0.9711481608,-0.5679913874,-1.071050867,,,,,,,2021
18353,Daz Cameron,-5.636233968,571,-0.8520635723,-0.8723717848,-0.9062300132,-0.8873688067,-1.0893226,-1.02887719,,,,,,,2021
16429,Jason Martin,-5.653550235,#N/A,-1.100141342,-0.9344666361,-1.090422507,-1.068731092,-0.6052293311,-0.8545593264,,,,,,,2021
8418,Ehire Adrianza,-5.665671488,#N/A,-1.180401797,-1.12075119,-1.210856061,-1.147414341,-0.1769929776,-0.8292551203,,,,,,,2021
5227,Jon Jay,-5.723410662,#N/A,-1.100141342,-1.182846042,-1.203771735,-1.091075605,0.1953864602,-1.340962398,,,,,,,2021
19314,Donnie Walton,-5.733744888,#N/A,-1.092844937,-1.058656339,-1.132928468,-1.071125823,-0.3352542387,-1.042935083,,,,,,,2021
3142,Robinson Chirinos,-5.737910353,#N/A,-0.9469168373,-0.7067855144,-0.8283024195,-0.9260228612,-1.666510729,-0.6633719917,,,,,,,2021
16221,Bradley Zimmer,-5.749165669,415,-0.9469168373,-0.7895786496,-0.9770732802,-0.9600073239,-1.294131291,-0.7814582866,,,,,,,2021
13167,Robel Garcia,-5.75233962,#N/A,-1.034473697,-0.7067855144,-0.8495553996,-1.04476027,-1.582725355,-0.534039383,,,,,,,2021
sa919320,Alexander De Goti,-5.7601472,#N/A,-1.078252127,-0.9758632037,-1.104591161,-1.07255011,-0.5028249857,-1.026065612,,,,,,,2021
sa829562,Joshua Palacios,-5.779379714,#N/A,-1.019880887,-0.9344666361,-1.047916547,-1.03673112,-0.6890147047,-1.051369818,,,,,,,2021
18032,Mark Mathias,-5.791038127,630,-1.158512582,-1.037958055,-1.168350101,-1.093262532,-0.5121344717,-0.820820385,,,,,,,2021
19533,Taylor Jones,-5.834060133,#N/A,-1.078252127,-0.8723717848,-1.040832221,-1.049297907,-1.042775171,-0.7505309237,,,,,,,2021
sa829822,Stuart Fairchild,-5.866925313,#N/A,-1.027177292,-0.9758632037,-1.040832221,-1.021562655,-0.800728536,-1.000761406,,,,,,,2021
20332,Luis Gonzalez,-5.883385599,#N/A,-1.085548532,-0.9758632037,-1.090422507,-1.084136248,-0.7169431625,-0.9304719445,,,,,,,2021
17062,Grayson Greiner,-5.917391447,595,-0.7718031173,-0.5825958116,-0.6724472321,-0.8075341935,-1.722367645,-1.360643447,,,,,,,2021
19452,Jake Rogers,-5.937592386,446,-0.8301743573,-0.5825958116,-0.7716278059,-0.8681177709,-1.889938392,-0.9951382489,,,,,,,2021
13608,Mallex Smith,-5.953736784,456,-1.041770102,-1.12075119,-1.182518755,-1.059375783,-0.3911111544,-1.158209799,,,,,,,2021
10951,Greg Garcia,-5.95802021,607,-1.136623367,-1.12075119,-1.175434428,-1.086478464,-0.5307534436,-0.9079793169,,,,,,,2021
15104,Jonathan Davis,-5.96721372,#N/A,-1.012584482,-0.9137683523,-1.040832221,-1.023282547,-1.080013114,-0.8967330031,,,,,,,2021
16729,Brian O'Grady,-5.996601048,#N/A,-1.114734152,-0.7895786496,-1.005410587,-1.076203596,-1.471011524,-0.5396625399,,,,,,,2021
17468,Kelvin Gutierrez,-6.015754638,560,-1.158512582,-1.037958055,-1.147097121,-1.096874296,-0.4283490982,-1.146963485,,,,,,,2021
18063,Kyle Garlick,-6.070017864,444,-1.158512582,-0.851673501,-1.040832221,-1.104170051,-1.22896489,-0.6858646193,,,,,,,2021
13897,Tyler Heineman,-6.08841374,#N/A,-1.231476632,-1.037958055,-1.239193368,-1.160171993,-0.4469680701,-0.9726456213,,,,,,,2021
18721,Guillermo Heredia,-6.098448682,#N/A,-1.187698202,-1.037958055,-1.196687408,-1.160772214,-0.5679913874,-0.9473414152,,,,,,,2021
sa914200,Lucius Fox,-6.121255172,#N/A,-1.019880887,-1.12075119,-1.147097121,-1.035973248,-0.5493724155,-1.248180309,,,,,,,2021
17161,Chad Wallach,-6.127942509,524,-0.7207282823,-0.644690663,-0.6866158855,-0.7426661042,-1.722367645,-1.61087393,,,,,,,2021
5384,Juan Lagares,-6.152787563,#N/A,-1.034473697,-1.079354623,-1.140012794,-1.082400099,-0.5121344717,-1.304411878,,,,,,,2021
sa3011468,Joshua Jung,-6.173835072,#N/A,-0.9177312173,-0.9758632037,-0.9699889535,-0.9093954484,-0.8658949376,-1.534961311,,,,,,,2021
16925,Aramis Garcia,-6.235244231,#N/A,-0.7790995223,-0.6032940954,-0.6724472321,-0.8269806601,-1.787534046,-1.565888674,,,,,,,2021
16448,Jacob Nottingham,-6.241641187,642,-0.8885455973,-0.6239923792,-0.7645434792,-0.9202851961,-1.908557364,-1.135717171,,,,,,,2021
11470,Tony Wolters,-6.244742207,#N/A,-0.9615096473,-1.12075119,-1.01957924,-0.9456670494,-0.7634905922,-1.433744487,,,,,,,2021
13151,Jose Briceno,-6.271743372,#N/A,-1.209587417,-0.8930700686,-1.118759814,-1.141683378,-0.8938233955,-1.014819298,,,,,,,2021
16953,Chad Tromp,-6.276646078,#N/A,-1.267958657,-1.037958055,-1.239193368,-1.230448413,-0.5959198452,-0.9051677385,,,,,,,2021
17736,Richie Martin Jr.,-6.277261892,#N/A,-0.9031384073,-0.8930700686,-0.9912419336,-0.9373792063,-1.042775171,-1.509657105,,,,,,,2021
4298,Matt Wieters,-6.2885772,#N/A,-1.078252127,-0.8309752172,-0.9416516467,-1.024906543,-1.322059749,-1.090731916,,,,,,,2021
19977,Tres Barrera,-6.308737372,#N/A,-1.209587417,-1.037958055,-1.175434428,-1.153807684,-0.6890147047,-1.042935083,,,,,,,2021
sa873287,Zachary Short,-6.337933712,#N/A,-1.063659317,-0.8930700686,-1.104591161,-1.021331776,-1.471011524,-0.7842698651,,,,,,,2021
17273,Jorge Mateo,-6.342063246,438,-0.9323240273,-0.8930700686,-0.8991456865,-0.9909899539,-1.173107974,-1.453425536,,,,,,,2021
11241,Mike Freeman,-6.368890982,465,-1.158512582,-1.058656339,-1.196687408,-1.135176627,-0.5773008733,-1.242557153,,,,,,,2021
sa875573,Patrick Higgins,-6.465079991,#N/A,-1.165808987,-1.079354623,-1.168350101,-1.113809285,-0.6052293311,-1.332527663,,,,,,,2021
7185,Logan Forsythe,-6.471736859,#N/A,-0.9906952673,-0.9551649199,-1.047916547,-0.9678252912,-1.340678721,-1.169456113,,,,,,,2021
14773,Yu-Cheng Chang,-6.50932326,#N/A,-1.049066507,-0.9137683523,-1.055000874,-1.062888468,-1.340678721,-1.087920338,,,,,,,2021
sa828703,Marcus Wilson,-6.529108085,#N/A,-1.107437747,-0.8930700686,-1.083338181,-1.101010383,-1.340678721,-1.003572984,,,,,,,2021
19267,Will Craig,-6.538971468,#N/A,-1.100141342,-0.8930700686,-1.055000874,-1.073219112,-1.312750263,-1.104789808,,,,,,,2021
16271,Alex Blandino,-6.711146536,#N/A,-1.092844937,-0.9758632037,-1.154181448,-1.072028162,-1.508249468,-0.9079793169,,,,,,,2021
17109,Meibrys Viloria,-6.728799028,#N/A,-1.202291012,-1.037958055,-1.168350101,-1.10697006,-0.7541811063,-1.459048693,,,,,,,2021
11287,Bryan Holaday,-6.73120979,#N/A,-1.355515517,-1.141449474,-1.281699328,-1.260270551,-0.5959198452,-1.096355073,,,,,,,2021
11615,Brandon Drury,-6.731236118,#N/A,-1.238773037,-0.9965614875,-1.189603081,-1.150298797,-1.042775171,-1.113224544,,,,,,,2021
18054,Sam Haggerty,-6.748969507,#N/A,-0.9979916723,-1.037958055,-1.125844141,-1.029744069,-1.275512319,-1.281919251,,,,,,,2021
sa829190,Jason Vosler,-6.76796839,#N/A,-1.085548532,-0.9137683523,-1.047916547,-1.060586272,-1.471011524,-1.189137162,,,,,,,2021
sa829712,DJ Peters,-6.867175019,638,-1.027177292,-0.7274837982,-0.9062300132,-1.047858624,-2.076128111,-1.082297181,,,,,,,2021
18067,Garrett Stubbs,-6.882151234,#N/A,-1.216883822,-1.100052907,-1.232109041,-1.185478601,-0.8938233955,-1.253803466,,,,,,,2021
3648,Rene Rivera,-6.893745233,#N/A,-1.194994607,-0.8309752172,-1.047916547,-1.136717451,-1.536177926,-1.146963485,,,,,,,2021
17806,Braden Bishop,-6.922346311,#N/A,-1.078252127,-1.017259771,-1.111675488,-1.077004448,-1.117251058,-1.520903419,,,,,,,2021
sa917996,Khalil Lee,-6.950345328,528,-1.078252127,-0.9965614875,-1.118759814,-1.116617032,-1.377916665,-1.262238202,,,,,,,2021
14556,Max Moroff,-6.977712088,538,-1.180401797,-0.9758632037,-1.154181448,-1.169062865,-1.722367645,-0.7758351297,,,,,,,2021
14735,Brett Phillips,-7.118606273,#N/A,-0.9469168373,-0.7688803658,-0.9770732802,-1.003645986,-2.308865259,-1.113224544,,,,,,,2021
sa3011642,Jeffrey Bleday,-7.130067423,#N/A,-1.129326962,-0.9137683523,-1.076253854,-1.086593964,-1.377916665,-1.546207625,,,,,,,2021
sa873674,Ronnie Dawson,-7.235165219,#N/A,-1.012584482,-0.7895786496,-1.01957924,-1.068496744,-1.936485821,-1.408440281,,,,,,,2021
13768,Travis Jankowski,-7.312144957,#N/A,-1.224180227,-1.182846042,-1.352542595,-1.237567489,-0.6703957328,-1.644612871,,,,,,,2021
6589,Sean Rodriguez,-7.465814562,#N/A,-1.275255062,-1.037958055,-1.288783655,-1.230471923,-1.694439187,-0.9389066799,,,,,,,2021
17216,Monte Harrison,-7.536381191,616,-1.100141342,-0.9137683523,-1.154181448,-1.138202127,-1.731677131,-1.498410792,,,,,,,2021
14196,Andrew Velazquez,-7.542499893,#N/A,-1.180401797,-1.058656339,-1.196687408,-1.201749128,-1.294131291,-1.61087393,,,,,,,2021
9433,Dustin Garneau,-7.549813827,#N/A,-1.267958657,-0.9758632037,-1.210856061,-1.219868847,-1.815462504,-1.059804553,,,,,,,2021
