"","Name","Team","PlayerId","IP","SO","QS","ERA","WHIP","SVHD","pr","rank","pos"
"106","Scott Barlow","KCR","14993",-0.83671081420875,-0.783212208781614,-0.999542415133376,0.246642337739129,-0.196197624505276,2.21421258891623,-0.354808135973658,131,"SP"
"158","Daniel Hudson","LAD","7146",-1.04058771825572,-0.804103438677096,-0.999542415133376,0.27016499823407,0.813678757259658,1.40351690418717,-0.356872912385285,132,"SP"
"196","Hunter Brown","HOU","25880",-0.265855482877245,-0.0729103923352347,-0.275586054582888,0.97645685108303,-0.00559602744331351,-0.724559268226594,-0.368050374382245,133,"SP"
"147","Spencer Turnbull","DET","16207",0.345775229263654,0.0733282169331375,0.303579033857502,-0.0717806327769464,-0.311783796162016,-0.724559268226594,-0.385441217111263,134,"SP"
"174","Bryan Abreu","HOU","16609",-0.999812337446323,-0.678756059304205,-0.999542415133376,1.12542690046209,0.251352032149619,0.896832101231515,-0.404499778040679,135,"SP"
"115","José Urquidy","HOU","18413",0.896242870190463,0.407587895260845,0.737952850187794,-1.46949181505699,-0.151696948417432,-0.825896228817725,-0.405301376653044,136,"SP"
"266","DL Hall","BAL","22207",-0.95903695663693,-0.532517450035833,-0.709959870913181,1.5092971345235,0.692775621706709,-0.420548386453198,-0.419989907808931,137,"SP"
"204","Luis García","SDP","6984",-1.04058771825572,-0.950342047945468,-0.999542415133376,1.08331868601148,0.79056152292831,0.694158180049252,-0.422433792345521,138,"SP"
"222","Chris Martin","BOS","11847",-1.04058771825572,-0.97123327784095,-0.999542415133376,0.704201947089114,1.24978538292054,0.59282121945812,-0.46455486176227,139,"SP"
"202","Matt Brash","SEA","25756",-1.02020002785102,-0.720538519095169,-0.999542415133376,1.45908961719649,0.214595629562776,0.59282121945812,-0.473774495862183,140,"SP"
"108","Paul Blackburn","OAK","14739",0.957405941404553,0.136001906619583,0.882744122297892,-0.758160849335306,-0.870642936122354,-0.825896228817725,-0.478548043953357,141,"SP"
"183","Reynaldo López","CHW","16400",-0.999812337446323,-0.929450818049986,-0.999542415133376,0.416605290543424,1.12379645581469,0.896832101231515,-0.491571723040056,142,"SP"
"75","Nick Pivetta","BOS","15454",1.32438436868909,1.20145463128915,0.882744122297892,-1.69202883212448,-1.38384553827828,-0.825896228817725,-0.493187476944345,143,"SP"
"93","Adam Wainwright","STL","2233",1.10011977423743,0.198675596306028,1.02753539440799,-0.97239455085948,-1.05141970859349,-0.825896228817725,-0.523379723319252,144,"SP"
"171","Alex Vesia","LAD","25007",-1.02020002785102,-0.595191139722278,-0.999542415133376,0.713974153834194,0.376531856053869,0.998169061822647,-0.526258510995964,145,"SP"
"128","Edward Cabrera","MIA","21690",0.386550610073047,0.553826504529218,0.593161578077697,-0.401505905039942,-0.833655361192196,-0.825896228817725,-0.527518802369902,146,"SP"
"97","Cole Irvin","BAL","19244",1.14089515504682,0.156893136515064,0.882744122297892,-1.38484695955525,-0.613232531842794,-0.724559268226594,-0.542106345764855,147,"SP"
"151","Trevor May","OAK","6398",-1.04058771825572,-0.929450818049986,-0.999542415133376,0.295809390464895,0.52147691531142,1.60619082536944,-0.546103820293325,148,"SP"
"118","Kyle Finnegan","WSN","15009",-0.95903695663693,-0.887668358259023,-0.999542415133376,0.296319422132175,-0.227521477024252,2.21421258891623,-0.563237196005178,149,"SP"
"225","Sam Hentges","CLE","18548",-1.04058771825572,-0.866777128363541,-0.999542415133376,1.23991880913304,0.58597399909588,0.491484258866988,-0.589530194656722,150,"SP"
"111","Patrick Corbin","WSN","9323",1.01856901261864,0.428479125156327,0.737952850187794,-1.03149702046385,-0.965885941567507,-0.825896228817725,-0.638278202886324,151,"SP"
"186","Trevor Stephan","CLE","19932",-0.999812337446323,-0.804103438677096,-0.999542415133376,0.630920597134363,0.737391883966211,0.795495140640384,-0.639650569515838,152,"SP"
"181","Collin McHugh","ATL","7531",-0.95903695663693,-0.866777128363541,-0.999542415133376,0.4937628811695,0.742824434034077,0.896832101231515,-0.691937083698754,153,"SP"
"167","Kyle Muller","OAK","20167",0.0195721827885081,-0.0311279325442713,0.158787761747404,0.153959383161058,-0.28936007886061,-0.724559268226594,-0.712727951934505,154,"SP"
"223","Matt Bush","MIL","1246",-1.02020002785102,-0.74142974899065,-0.999542415133376,0.712158441098678,0.84407792040538,0.491484258866988,-0.713451571604001,155,"SP"
"92","Mitch Keller","PIT","17594",1.03895670302334,0.637391424111145,0.882744122297892,-1.0117077917734,-1.44741793268949,-0.825896228817725,-0.725929703848236,156,"SP"
"84","Josiah Gray","WSN","24580",1.16128284545152,1.24323709108012,0.737952850187794,-1.90432441331299,-1.14099899162747,-0.825896228817725,-0.728746847038754,157,"SP"
"141","Seth Lugo","SDP","12447",0.529264442905924,0.3449142055744,0.303579033857502,-0.575528709915782,-0.658889069647205,-0.724559268226594,-0.781219365451755,158,"SP"
"114","Corey Kluber","BOS","2429",1.05934439342804,0.428479125156327,0.737952850187794,-1.63364040685429,-0.548851034229989,-0.825896228817725,-0.782611301129852,159,"SP"
"169","Yusei Kikuchi","TOR","20633",0.0807352540025979,0.198675596306028,0.0139964896373066,-0.09534409580527,-0.277801461694935,-0.724559268226594,-0.804297485780866,160,"SP"
"217","Joe Jiménez","ATL","15761",-1.02020002785102,-0.720538519095169,-0.999542415133376,0.485153546625819,0.856214468429337,0.59282121945812,-0.806091727566288,161,"SP"
"288","Tylor Megill","NYM","21318",-0.877486195018144,-0.699647289199687,-0.420377326692986,0.712913287966252,1.17974016289655,-0.724559268226594,-0.829416628274604,162,"SP"
