,Unnamed: 0,Name,Team,playerid,IP,QS,SO,WHIP,ERA,SVHD,pr,rank,position,IDFANGRAPHS
101,128,Adbert Alzolay,CHC,17859,1.36427817489268,1.2564287047998,1.29668036531124,1.38888984067454,1.58856148657891,-0.674113734802185,6.22072483745498,111,SP,17859
102,175,Erick Fedde,WSN,17425,1.32147273169222,1.2564287047998,0.83088231040273,1.64317333740151,1.7982192647008,-0.674113734802185,6.17606261419487,112,SP,17425
103,301,Zach Davies,,13183,1.36427817489268,1.02560374428997,0.703846477245863,1.80076716893189,1.9538319266846,-0.674113734802185,6.17421375724282,113,SP,13183
104,112,Eric Lauer,MIL,19316,1.32147273169222,1.48725366530963,1.16964453215437,1.40850304678204,1.38739355428714,-0.674113734802185,6.10015379542321,116,SP,19316
105,82,Zach Eflin,PHI,13774,1.25726456689153,1.94890358632928,0.979090782419073,1.23628533350484,1.34551376601539,-0.674113734802185,6.09294430035793,117,SP,13774
106,199,Taylor Hearn,TEX,18325,1.32147273169222,1.02560374428997,1.08495397671646,1.64317333740151,1.68909368537217,-0.674113734802185,6.09018374067015,118,SP,18325
107,130,James Kaprielian,OAK,18331,1.25726456689153,1.48725366530963,1.23316244873281,1.27792038506636,1.36430531501742,-0.674113734802185,5.94579264621556,120,SP,18331
108,92,Miles Mikolas,STL,9803,1.4498890612936,1.48725366530963,0.64032856066743,1.41056759479335,1.46742588144182,-0.674113734802185,5.78135102870364,123,SP,9803
166,74,Luis Severino,NYY,15890,1.30007001009199,1.48725366530963,1.44488883732758,1.11069199614984,1.10401906603055,-0.674113734802185,5.7728098401074,124,RP,15890
109,117,José Suarez,LAA,19911,1.36427817489268,0.56395382327031,1.08495397671646,1.60566738186262,1.69292446946625,-0.674113734802185,5.63766409140614,125,SP,19911
110,61,Mike Clevinger,SDP,12808,1.27866728849176,1.48725366530963,1.50840675390602,1.0902185617043,0.932254990028468,-0.674113734802185,5.62268752463799,126,SP,12808
111,156,Elieser Hernandez,MIA,16933,1.38568089649291,0.794778783780139,1.31785300417072,1.25813513329126,1.49377546392677,-0.674113734802185,5.57610954685961,127,SP,16933
112,54,Shane Baz,TBR,22264,1.34287545329245,1.02560374428997,1.65661522592236,1.04411032278493,0.976153705052508,-0.674113734802185,5.37124471654003,128,SP,22264
113,116,Stephen Strasburg,WSN,10131,1.17165368049061,1.48725366530963,1.16964453215437,1.06836876191789,1.14035974757167,-0.674113734802185,5.36316665264198,129,SP,10131
114,121,Nestor Cortes,NYY,17874,1.21445912369107,1.02560374428997,1.31785300417072,1.17211229948647,1.30663648419575,-0.674113734802185,5.36255092103178,130,SP,17874
115,203,J.A. Happ,,7410,1.19305640209084,1.02560374428997,0.725019116105341,1.3737498219249,1.68112151306828,-0.674113734802185,5.32443686267714,131,SP,7410
116,106,Luis Patiño,TBR,22815,1.2358618452913,0.794778783780139,1.40254355960863,1.21443553371842,1.17390499207118,-0.546207404235361,5.2753173102343,133,SP,22815
117,64,Tanner Houck,BOS,19879,1.17165368049061,0.794778783780139,1.4237161984681,1.16901547746949,1.07979194500313,-0.546207404235361,5.09274868097611,134,SP,19879
118,181,Drew Smyly,,11760,1.12884823729015,0.794778783780139,1.02143606013803,1.30303905253736,1.47234377994097,-0.674113734802185,5.04633217888447,135,SP,11760
119,148,Mitch Keller,PIT,17594,1.19305640209084,0.333128862760481,0.894400226981163,1.55646232092628,1.58949329892612,-0.546207404235361,5.02033370744952,136,SP,17594
120,159,Michael Wacha,BOS,14078,1.10744551568992,0.794778783780139,0.936745504700118,1.25985558996735,1.5360693910195,-0.674113734802185,4.96078105035485,137,SP,14078
121,131,Tony Gonsolin,LAD,19388,1.15025095889038,0.794778783780139,1.25433508759228,1.24678011922903,1.16085961921026,-0.674113734802185,4.9328908338999,138,SP,19388
