"","Name","Team","PlayerId","AB","wAVG","wOPS","AVG","OPS","R","HR","RBI","RC","pr","rank"
"42","Nathaniel Lowe","TEX","19566",545,1.66378907694224,1.63028430316621,1.14588289798613,0.989884809645998,0.851904197016113,0.825407698927157,1.00500771146524,1.30901584116937,6.12710315621001,35
"27","Rhys Hoskins","PHI","16472",542,1.243950506243,1.5794590971537,-0.691376154479441,0.834816764546199,1.31374518929953,1.75482119369768,1.47055847531712,1.22532385969588,5.90788932807697,36
"44","Xander Bogaerts","SDP","12161",556,1.74447180832936,1.63324380318932,1.22547534791244,0.728504723328797,1.14055481719325,0.294314273344,1.12139540242821,1.29049631125541,5.8007408754621,37
"49","Taylor Ward","LAA","17548",517,1.41988556200827,1.49534147253084,0.74372339025302,1.09602328018386,1.2560150652641,0.825407698927157,0.597650793094846,1.17832188476229,5.69714211248527,38
"43","C.J. Cron","COL","12546",516,1.31474981013312,1.44110478922075,0.266479598702706,0.863212927718716,0.73644394894526,1.22372776811453,1.58694616628009,0.98856488139397,5.66537529115526,39
"64","Will Smith","LAD","19197",460,1.044207938447,1.23829327145816,0.423332688498884,1.44693112300708,0.620983700874406,0.958181055322947,1.17958924790969,0.943499427936647,5.57251724354965,40
"60","Luis Robert Jr.","CHW","20043",512,1.57348799082624,1.4306859374036,1.61944761144741,0.920317681286921,0.794174072980686,0.559860986135579,0.888620020502269,0.786746697730694,5.56916707008356,41
"25","Marcus Semien","TEX","12533",605,1.71692423249346,1.77662438761253,-0.0366557086338142,0.211784810342341,1.83331630561837,1.22372776811453,1.06320155694672,1.11781164943735,5.41318638182549,42
"34","Bobby Witt Jr.","KCR","25764",586,1.77375454308694,1.70367152120679,0.622417449317156,0.32864994887569,1.42920543737038,0.825407698927157,1.23778309339118,0.897763484024385,5.34122711190595,43
"54","Byron Buxton","MIN","14161",463,0.923104177034906,1.25247586768765,-0.310202937254239,1.42979969693662,1.02509456912239,1.88759455009347,0.655844638576331,0.635031366193593,5.32316188366817,44
"31","Willy Adames","MIL","15986",559,1.43518754713883,1.57359314951067,-0.218795983041995,0.391569320208438,1.31374518929953,1.4892744809061,1.41236462983563,0.934996700213571,5.32315433742128,45
"30","Francisco Lindor","NYM","12916",582,1.64105109759129,1.65536737128947,0.152013633932385,0.214249513991789,1.48693556140581,0.825407698927157,1.58694616628009,1.03841178506183,5.30396435959905,46
"39","Christian Walker","ARI","13419",545,1.40670160238753,1.54388409854574,-0.020540310243787,0.597875429908037,0.90963432105154,1.22372776811453,1.47055847531712,1.05592239477504,5.23717807892247,47
"58","Josh Bell","CLE","13145",516,1.4214663588452,1.43716043640225,0.777871453079474,0.844311080716961,0.851904197016113,0.42708762973979,1.00500771146524,1.11900232900386,5.02518440102144,48
"48","Rowdy Tellez","MIL","15679",494,1.07368577380314,1.33880130899162,-0.350776432236203,0.963484709288174,0.447793328768126,1.75482119369768,1.35417078435415,0.789034386341693,4.95852797021362,49
"67","Wander Franco","TBR","23667",545,1.82152497703443,1.56458036186195,1.86154131330659,0.691777167538426,1.19828494122867,-0.502325865030735,0.597650793094846,1.07193794775046,4.91886629788825,50
"46","Ozzie Albies","ATL","16556",548,1.52513338670846,1.51695066115167,0.442971710974188,0.402521630087325,1.19828494122867,0.825407698927157,1.17958924790969,0.743746472345328,4.79252170147236,51
"50","Max Muncy","LAD","13301",479,0.862749733524276,1.26916958058353,-1.04456765102743,1.03775560306275,1.08282469315782,1.4892744809061,1.23778309339118,0.962842416556317,4.76591263604674,52
"37","Anthony Santander","BAL","14551",548,1.35009575178451,1.50914203249475,-0.346838264140891,0.367286782140987,0.73644394894526,1.62204783730189,1.5287523207986,0.838714460287199,4.74640708533305,53
"51","Salvador Perez","KCR","7304",509,1.28141260831793,1.33615694361267,0.286533165188043,0.542471668999309,0.216872832626419,1.62204783730189,1.5287523207986,0.536141824880799,4.73281964979506,54
"93","Kris Bryant","COL","15429",463,1.17899189816661,1.21952768603206,1.05639320982029,1.25383374202037,0.851904197016113,0.294314273344,0.248487720205938,0.792700549208003,4.49763369161472,55
"65","Giancarlo Stanton","NYY","4949",457,0.864129038174827,1.1464005848087,-0.463117858955104,1.04381321977864,0.216872832626419,1.75482119369768,1.29597693887266,0.559670728575852,4.40803705459616,56
"59","Ty France","SEA","17982",544,1.62730105285037,1.49987491900958,1.00597429460005,0.422621114777897,0.794174072980686,0.294314273344,0.830426175020785,1.04116761176704,4.38867754249046,57
"38","Dansby Swanson","CHC","18314",591,1.69260618976648,1.6415883327159,0.167921760317396,-0.0429128048126218,1.37147531333495,0.825407698927157,1.17958924790969,0.867607037004204,4.36908825268078,58
"53","Nick Castellanos","PHI","11737",544,1.56347201646717,1.49008418855335,0.715845305578309,0.378117592544196,0.73644394894526,0.692634342531368,1.06320155694672,0.764893575431829,4.35113632197768,59
"70","Brandon Nimmo","NYM","12927",522,1.49297565288346,1.4762681298191,0.958612641453797,0.871735248084062,1.54466568544123,-0.236779152239157,-0.0424815072014852,1.23683383424321,4.33258674978166,60
"52","Ryan Mountcastle","BAL","18373",537,1.4421911347265,1.43940740011331,0.335760266379444,0.31768028192885,0.447793328768126,1.09095441171874,1.29597693887266,0.726762991559838,4.21492821922766,61
"112","Masataka Yoshida","BOS","31837",447,1.2232574577845,1.13731939339325,1.80324606189572,1.30522802023175,0.390063204732699,-0.236779152239157,0.132100029242969,0.738319561782244,4.13217772564623,62
"68","Tyler O'Neill","STL","15711",479,1.04881292029776,1.20333280470958,-0.0840691797813209,0.697886855458185,0.90963432105154,1.22372776811453,0.888620020502269,0.494614342570181,4.13041412791538,63
"56","Randy Arozarena","TBR","19290",552,1.53498221580715,1.5269675557294,0.389910077689985,0.351092637740033,1.02509456912239,0.42708762973979,1.00500771146524,0.812537946344082,4.01073057210152,64
"80","J.T. Realmuto","PHI","11739",494,1.27787407861118,1.28468989336968,0.671281824499779,0.692627663868166,0.678713824909833,0.42708762973979,0.888620020502269,0.63770836327435,3.99603932679419,65
"78","Seiya Suzuki","CHC","30116",500,1.28876643396185,1.33764544326971,0.56147947984233,0.791562951205176,0.678713824909833,0.42708762973979,0.655844638576331,0.830662502266807,3.94535102654027,66
"62","Anthony Rizzo","NYY","3473",493,1.02583222825803,1.28291133927972,-0.565199321425692,0.71125179778266,0.851904197016113,1.22372776811453,0.888620020502269,0.792033509273597,3.90233797126347,67
"63","Jorge Polanco","MIN","13152",522,1.3295025587881,1.3908100581044,0.18424443071244,0.466916352196151,0.851904197016113,0.692634342531368,0.888620020502269,0.79605346430572,3.88037280726406,68
"73","J.D. Martinez","LAD","6184",504,1.29583406316382,1.31850437767019,0.488778824082817,0.589092753523383,0.56325357683898,0.559860986135579,0.888620020502269,0.722820345619764,3.81242650670279,69
"72","Mitch Haniger","SFG","14274",486,1.11135837915546,1.22646909952588,0.0485849034291902,0.619936263277393,0.73644394894526,0.958181055322947,0.7722323295393,0.591809011103345,3.72718751161743,70
"61","Oneil Cruz","PIT","21711",517,1.20717643240136,1.34962201977698,-0.27361942836884,0.399067573564506,1.02509456912239,1.09095441171874,0.830426175020785,0.532116898907099,3.60404019996468,71
"101","Yandy Díaz","TBR","16578",489,1.41774903232782,1.30113945851651,1.51803978299312,0.914659277133961,0.620983700874406,-0.502325865030735,0.0157123382799994,0.998192122217003,3.56526135646776,72
"97","Willson Contreras","STL","11609",446,0.894562384475318,1.0939214676704,0.0140222965927002,1.09643984981475,0.620983700874406,0.825407698927157,0.306681565687423,0.629330075861261,3.4928651877577,73
"66","Hunter Renfroe","LAA","15464",491,1.02500959947216,1.22214520933774,-0.518822210303269,0.4606157365289,0.505523452803553,1.4892744809061,1.12139540242821,0.41022547034956,3.46821233271305,74
"84","Alex Verdugo","BOS","17027",548,1.78502557382064,1.48189261111267,1.61566489735586,0.244329312755831,0.73644394894526,-0.502325865030735,0.481263102131877,0.830629416537848,3.40600481269594,75
"47","Matt Chapman","TOR","16505",528,1.04011690312467,1.37739633565558,-1.32044668970428,0.252348278150516,1.02509456912239,1.4892744809061,1.17958924790969,0.769135988463469,3.39499587484789,76
"96","Josh Naylor","CLE","18839",475,1.18795380539282,1.1785566726056,0.748749736374669,0.683306918376943,0.0436824605201392,0.559860986135579,0.7722323295393,0.522039585451995,3.32987201639862,77
"76","Andrew Vaughn","CHW","26197",529,1.46440028877083,1.3953387594886,0.640761021761111,0.311379666261599,0.390063204732699,0.42708762973979,0.7722323295393,0.745180699460646,3.28670455149514,78
"71","Gleyber Torres","NYY","16997",522,1.36724226533448,1.34378851566497,0.363016535039105,0.244173099144247,0.794174072980686,0.559860986135579,0.714038484057816,0.576397743349886,3.25166092070732,79
"121","Alejandro Kirk","TOR","22581",425,1.03735699454998,0.985684724033954,1.48627534822436,1.15764087142007,-0.129507911586141,-0.104005795843368,0.190293874724453,0.510658559409264,3.11135494634863,80
"74","Jazz Chisholm Jr.","MIA","20454",497,1.09131597338053,1.24753091060608,-0.339221017956537,0.4257801011455,1.02509456912239,0.958181055322947,0.655844638576331,0.366493856508177,3.09217320271881,81
"92","Ketel Marte","ARI","13613",517,1.44481520634309,1.36957071310238,0.862956611138717,0.494479376106884,0.678713824909833,-0.104005795843368,0.364875411168907,0.793623270323059,3.09064269780403,82
"95","Tim Anderson","CHW","15172",542,1.84809134983856,1.40378636145342,2.06482333222645,0.0333541517766457,1.19828494122867,-0.502325865030735,-0.217063043645939,0.489619604813419,3.06669312136851,83
"81","Alec Bohm","PHI","21618",558,1.79065800865172,1.47260212312333,1.37927117563463,-0.0321687797491829,0.505523452803553,-0.104005795843368,0.597650793094846,0.704632944957733,3.05090379089821,84
"85","Gunnar Henderson","BAL","26289",510,1.25737137373342,1.33674078678369,0.143981843737998,0.518970198989781,0.56325357683898,0.294314273344,0.597650793094846,0.74521474024122,2.86338542624683,85
"116","Luis Arraez","MIA","18568",515,1.81117731070178,1.33094836704795,2.6757057490111,0.361003523541688,0.851904197016113,-1.43173935980126,-0.391644580090393,0.726151002823903,2.79138053250115,86
"69","Ian Happ","CHC","17919",533,1.32575145115742,1.39404643720177,-0.104589108277947,0.206334691004828,0.678713824909833,0.559860986135579,0.714038484057816,0.73262015053509,2.7869790283652,87
"87","Andrés Giménez","CLE","19950",527,1.48247161268761,1.35438195326828,0.777197819063171,0.169294707991288,0.678713824909833,0.0287675605524216,0.481263102131877,0.624690810548049,2.75992782519664,88
"91","Brandon Lowe","TBR","18882",465,0.887435491632883,1.12067750451069,-0.554317541162331,0.667355772927344,0.447793328768126,0.958181055322947,0.7722323295393,0.46556497136974,2.75680991676513,89
"102","Brendan Rodgers","COL","17907",501,1.45348626488966,1.27104604787432,1.3474549228646,0.435552130403524,0.274602956661846,-0.236779152239157,0.306681565687423,0.596263422358996,2.72377584573724,90
"103","Adley Rutschman","BAL","26288",471,1.08231169307051,1.18334147572701,0.310628535771202,0.82367352691982,0.678713824909833,0.0287675605524216,0.0739061837614841,0.772117486471446,2.68780711838621,91
"104","Jeff McNeil","NYM","15362",528,1.73592568960757,1.3758767823029,1.93812831916016,0.245231880289432,0.390063204732699,-0.900645934218103,0.248487720205938,0.76272716773301,2.68399235790314,92
"82","Christian Yelich","MIL","11477",530,1.31533196852496,1.37868208781151,-0.0803901016922786,0.208764680518369,1.54466568544123,0.0287675605524216,0.0739061837614841,0.865096162427983,2.64081017100921,93
"79","Ryan McMahon","COL","15112",519,1.23462828111221,1.30428322403787,-0.191746986387353,0.131855512414809,0.73644394894526,0.559860986135579,0.7722323295393,0.601182543600742,2.60982833424834,94
"196","Bryce Harper","PHI","11579",285,0.210832273953673,0.36480889786488,1.41549195851125,2.6698580598323,-0.649079027904981,-0.104005795843368,-0.508032271053362,-0.229534143470424,2.59469878007141,95
"77","Jake Cronenworth","SDP","18036",541,1.39244618213266,1.3896333799486,0.0100323104961343,-0.00745231498288253,1.02509456912239,0.0287675605524216,0.7722323295393,0.756257100179015,2.58493155490638,96
"89","Joey Meneses","WSN","14366",514,1.35195664685993,1.27638183649287,0.496966068280969,0.124270473718972,-0.0140476635152876,0.692634342531368,0.714038484057816,0.441656612457349,2.45551831753118,97
"99","Sean Murphy","ATL","19352",470,1.01115798087504,1.14678187702099,-0.03546389460497,0.660499731085568,0.274602956661846,0.559860986135579,0.423069256650392,0.555466509831317,2.43803554575973,98
"94","Jose Miranda","MIN","20538",523,1.44328164438792,1.31068783818258,0.697035371123071,0.0625660971429944,0.274602956661846,0.161540916948211,0.714038484057816,0.516392124953471,2.42617595088741,99
"107","Steven Kwan","CLE","24610",536,1.74308560914638,1.39703793853555,1.74868170657515,0.146852019126945,1.2560150652641,-1.29896600340547,-0.275256889127424,0.761470749063541,2.33879664749684,100
"55","Adolis García","TEX","19287",562,1.32254197296502,1.3909873112514,-0.782472200684158,-0.482758263831427,0.794174072980686,1.22372776811453,1.29597693887266,0.281662778244423,2.33031109369671,101
"75","Cedric Mullins","BAL","17929",563,1.55932898924526,1.47525521357995,0.235855159961529,-0.134679623084688,1.37147531333495,0.161540916948211,0.0739061837614841,0.579108112626848,2.28720606354834,102
"108","Starling Marte","NYM","9241",500,1.41297279783566,1.21299545972941,1.1757300667085,0.175109325755831,0.851904197016113,-0.369552508634946,0.0739061837614841,0.332341760625114,2.23943902523209,103
"57","Eugenio Suárez","SEA","12552",527,0.936597405681804,1.28489602420742,-1.78406234692477,-0.156740456454047,0.678713824909833,1.62204783730189,1.29597693887266,0.541748625526016,2.19768442323159,104
"83","Daulton Varsho","TOR","19918",499,1.01891965268965,1.1922242365543,-0.748583227863974,0.0983563712638569,0.73644394894526,1.09095441171874,0.714038484057816,0.29889908024036,2.19010906836205,105
"90","Amed Rosario","CLE","15518",581,1.93286274851712,1.48020981527676,1.41652831853633,-0.508672366286541,1.02509456912239,-0.767872577822314,0.364875411168907,0.465681948345386,1.99563530306416,106
"113","Lourdes Gurriel Jr.","ARI","19238",498,1.46234418831672,1.21537147456939,1.47767356001617,0.239365191321026,-0.0717777875507142,-0.369552508634946,0.306681565687423,0.40510851753131,1.98749853837027,107
"100","Randal Grichuk","COL","10243",489,1.1855202659612,1.13232360904899,0.343740238572576,0.0610039610271463,0.159142708590993,0.559860986135579,0.655844638576331,0.165216632027212,1.94480916492984,108
"115","Oscar Gonzalez","CLE","20970",485,1.35261420503196,1.12982005926413,1.30543052384752,0.155027198133214,-0.244968159656994,0.0287675605524216,0.423069256650392,0.19066025951445,1.85798663904101,109
"119","Jesse Winker","MIL","13590",426,0.792140940863101,0.952760352083523,0.0289976989551388,0.933561124135716,0.101412584555566,0.294314273344,-0.0424815072014852,0.485802318709816,1.80160649249875,110
"106","Corbin Carroll","ARI","25878",488,1.11681411277848,1.19895674655897,0.0228831748071539,0.425172603767115,0.851904197016113,0.0287675605524216,0.0157123382799994,0.450838715949174,1.79527859037198,111
"114","Joc Pederson","SFG","11899",434,0.768097212511539,0.933547829291056,-0.347563716158449,0.569340410191887,0.0436824605201392,0.692634342531368,0.481263102131877,0.175411534625846,1.61476813384267,112
"111","Jonathan India","CIN","21523",487,1.14803521703821,1.1497249376781,0.208080711289329,0.202533493122933,0.73644394894526,-0.104005795843368,0.0157123382799994,0.471638500120412,1.53040319591457,113
"126","Justin Turner","BOS","5235",453,1.08373376896936,0.991122714688785,0.846012124728623,0.319225060976744,0.0436824605201392,-0.369552508634946,0.364875411168907,0.268017676576796,1.47226022533626,114
"88","Jeremy Peña","HOU","21636",545,1.39327046644456,1.27926649598638,-0.0814782797186159,-0.602730317528518,0.620983700874406,0.559860986135579,0.539456947613361,0.151654721282088,1.1877477586583,115
"122","Lars Nootbaar","STL","21454",427,0.739815253713664,0.894849323065355,-0.304451139115033,0.565834282465208,0.332333080697273,0.42708762973979,-0.0424815072014852,0.179904894410928,1.15822724099668,116
"134","Anthony Rendon","LAA","12861",430,0.851922153248811,0.917632908546538,0.251866922349048,0.602995764954425,-0.129507911586141,-0.104005795843368,0.248487720205938,0.280941392006651,1.15077809208655,117
"150","Vaughn Grissom","ATL","26031",438,1.09450420216295,0.925852507314749,1.37989299164968,0.403007627990032,-0.129507911586141,-0.369552508634946,-0.449838425571878,0.0561506569337499,0.890152430780492,118
"131","William Contreras","MIL","20503",422,0.761901563535785,0.855611771291957,-0.0249966583516402,0.495312515368668,-0.244968159656994,0.559860986135579,0.0739061837614841,0.00744838325565829,0.866563250512755,119
"86","Javier Báez","DET","12979",554,1.37613474524779,1.29532513834442,-0.367306374636263,-0.730617194212568,0.678713824909833,0.42708762973979,0.714038484057816,0.142938395665883,0.864854765524489,120
"105","MJ Melendez","KCR","22197",478,0.86367751964673,1.09005125344443,-1.01482411830757,0.140291047440386,0.332333080697273,0.692634342531368,0.364875411168907,0.32593173526871,0.841241498799074,121
"98","Tommy Edman","STL","19470",566,1.64410719863215,1.37335737575981,0.53624411323158,-0.647442124577663,1.31374518929953,-0.635099221426525,-0.10067535268297,0.356977239737711,0.82374984358166,122
"109","Luis Urías","MIL","16622",496,1.06499422026351,1.1449545383052,-0.444981558516168,-0.0587598078544983,0.332333080697273,0.294314273344,0.248487720205938,0.413382361452033,0.784776069328578,123
"132","Andrew Benintendi","CHW","17901",470,1.19259252644483,1.03093053417041,0.919075506496914,0.0509889328177673,0.216872832626419,-0.502325865030735,-0.10067535268297,0.190154415380159,0.774090469607554,124
"110","Austin Hays","BAL","19363",512,1.23891045634426,1.17222215389593,0.00360687834062743,-0.327950574750936,0.274602956661846,0.161540916948211,0.364875411168907,0.186244022689053,0.66291961105771,125
"146","Tyler Stephenson","CIN","17988",431,0.957415750217515,0.850604054017635,0.826424920254572,0.187137773847858,-0.187238035621568,-0.369552508634946,0.0739061837614841,0.0323528250774373,0.563031158684838,126
"133","Charlie Blackmon","COL","7859",472,1.18079788845489,1.01306432666362,0.798443199577356,-0.0974313552557018,-0.0140476635152876,-0.502325865030735,0.248487720205938,0.10987366750374,0.542999703485309,127
"128","Nico Hoerner","CHC","21479",509,1.51989683215744,1.16512772514189,1.44508003722734,-0.288393816884085,0.447793328768126,-1.03341929061389,-0.275256889127424,0.224692023152344,0.520495392522408,128
"124","Jake McCarthy","ARI","21622",504,1.32429821364847,1.15697720399999,0.628428337462633,-0.203396255114027,0.505523452803553,-0.767872577822314,0.0157123382799994,0.207878479653997,0.386273775263842,129
"159","Ezequiel Tovar","COL","24064",437,1.05428680183897,0.886846222745299,1.18516094293675,0.212704734943895,-0.302698283692421,-0.369552508634946,-0.275256889127424,-0.122779890218828,0.327578106207023,130
"135","Wil Myers","CIN","10047",441,0.861824420212846,0.888788693178068,-0.0223539402876811,0.104778486406785,-0.187238035621568,0.161540916948211,0.248487720205938,-0.0532535467240373,0.251961600927648,131
"139","Michael Conforto","SFG","16376",435,0.817467722839522,0.878470786929865,-0.0959355020685115,0.225323323346353,0.0436824605201392,-0.104005795843368,0.0157123382799994,0.1365867269223,0.221363551156913,132
"144","Triston Casas","BOS","22514",410,0.625242081434873,0.816981661813616,-0.470372379130679,0.654008187670824,-0.244968159656994,0.161540916948211,-0.10067535268297,0.154222207756695,0.153755420905086,133
"129","Brandon Drury","LAA","11615",447,0.871579282492642,0.881681791002426,-0.142157159187173,-0.108921734241157,-0.0140476635152876,0.294314273344,0.248487720205938,-0.155835217427422,0.121840219178899,134
"125","Thairo Estrada","SFG","16426",496,1.24467856048523,1.07142298094648,0.450796229163559,-0.425341083040053,0.447793328768126,-0.369552508634946,-0.10067535268297,0.0161697273144679,0.0191903408881834,135
"140","Jean Segura","MIA","5933",486,1.33238518584885,1.0467523920992,1.17313916664579,-0.294451433599984,0.0436824605201392,-0.767872577822314,-0.333450734608909,0.0936009687185782,-0.0853521501466947,136
"117","Riley Greene","DET","25976",521,1.30242389498156,1.19420586805577,0.0809711542130056,-0.440563231635588,0.390063204732699,-0.502325865030735,0.0739061837614841,0.28538725240606,-0.112561301553075,137
"118","Mike Yastrzemski","SFG","14854",471,0.794938255943529,0.97869242712249,-1.19805257074209,-0.250728979424206,0.505523452803553,0.294314273344,0.132100029242969,0.075416984364611,-0.441426810411159,138
"123","Yoán Moncada","CHW","17232",491,1.03652344767476,1.05739853815652,-0.460837866899924,-0.369069468733633,0.101412584555566,-0.104005795843368,0.190293874724453,0.154028558810851,-0.488178113386055,139
"136","Jorge Soler","MIA","14221",424,0.57496421710942,0.79707200320826,-1.17623719221411,0.0907886896359735,-0.302698283692421,0.692634342531368,0.190293874724453,-0.117800726053682,-0.623019295068416,140
"173","Danny Jansen","TOR","16535",368,0.38511938977592,0.571884248080542,-0.657487181659255,0.552538768412549,-0.475888655798701,0.42708762973979,-0.10067535268297,-0.370718246143996,-0.625143038132583,141
"157","Gavin Lux","LAD","19955",460,1.0546478112924,0.934191252879931,0.479451583857081,-0.187774893955551,0.159142708590993,-0.767872577822314,-0.333450734608909,0.00409233080321647,-0.646411583135484,142
"127","Ke'Bryan Hayes","PIT","18577",523,1.36639723455721,1.17507626508849,0.333532092325517,-0.57860399307265,0.332333080697273,-0.767872577822314,-0.158869198164454,0.183754806923764,-0.655725789112865,143
"171","Garrett Cooper","MIA","15279",424,0.853848850244686,0.790872551228142,0.450174413148509,0.054633917088079,-0.475888655798701,-0.502325865030735,-0.217063043645939,-0.0452592013062518,-0.735728435545039,144
