"","Name","playerid","R","HR","RBI","RC","wba","wops","pr"
"36","Tyler O'Neill","15711",1.08728873762196,1.73938228881447,1.30317064836881,0.9299855077089,0.597620073740701,0.906084886855822,4.86826296593446
"37","Josh Bell","13145",1.1395108940223,1.49597195979175,1.81913770010251,1.63276535223846,1.06369149539156,1.31178291659073,4.86370981379235
"38","Matt Chapman","16505",1.1395108940223,1.73938228881447,1.30317064836881,0.953370928729326,0.403238975456756,0.95182974886043,4.87462379555702
"39","Austin Meadows","15672",0.930622268420955,1.25256163076903,1.61275087940903,0.939985045277402,0.700983963951954,0.990101753850901,4.9650696978364
"40","Mitch Haniger","14274",1.45284383242432,1.61767712430311,1.40636405871555,1.21350430849298,0.97033158352847,1.23509113825075,4.6791322828942
"43","Dansby Swanson","18314",1.08728873762196,1.00915130174631,1.1483805328487,0.94472057873339,1.14812380632369,1.19386376607955,4.31112871468548
"44","Christian Yelich","11477",1.40062167602398,0.644035808212233,0.787203596635108,1.3572492805721,0.794217243177722,1.00171212491806,4.28977055236299
"46","Randy Arozarena","19290",1.29617736322331,0.765740972723593,0.787203596635108,1.04468891945282,0.963746686387906,1.06253991442719,4.39149494234039
"47","Javier Báez","12979",1.08728873762196,1.25256163076903,1.35476735354218,0.619714999882662,1.06527440335804,1.05767411346177,4.38354789663419
"49","Yasmani Grandal","11368",0.565067173618601,1.00915130174631,0.787203596635108,0.816720967666847,-0.314546471024012,0.269139930111467,4.19905985011694
"50","Ryan McMahon","15112",0.878400112020619,1.00915130174631,1.25157394319544,0.944943020400002,0.791874539387329,0.954130713308285,4.51419394136291
"51","Marcell Ozuna","10324",0.669511486419274,1.25256163076903,1.30317064836881,0.992670593551861,0.703105060627039,0.84566873777544,4.07141898033525
"52","Max Muncy","13301",1.1395108940223,1.61767712430311,1.35476735354218,1.26519381042865,0.131010463381242,0.710566238084861,4.16468925473279
"53","Jared Walsh","18607",0.982844424821291,1.49597195979175,1.76754099492914,1.22196418304959,0.964063267981203,1.16154471498169,3.9947790412097
"54","Dylan Carlson","20126",1.08728873762196,0.522330643700874,0.787203596635108,1.19293418435945,1.19887183572909,1.23235742360857,4.18680831244304
"55","Cedric Mullins","17929",1.34839951962364,0.765740972723593,0.219639839728038,1.04674500961151,1.3014442719571,1.28143762857429,3.94589579967282
"56","Willson Contreras","11609",0.512845017218265,0.644035808212233,0.529220070768258,0.524404090426442,0.162763597188863,0.396621804428875,3.83621373960555
"57","Willy Adames","15986",1.08728873762196,1.13085646625767,0.838800301808478,0.987484032921556,0.929302609037266,1.07360143158935,3.82693357056817
"58","Alex Verdugo","17027",1.34839951962364,-0.207900343367283,0.426026660421518,1.17599444920998,1.59444053655285,1.18443825574957,4.35946323434741
"59","Justin Turner","5235",0.930622268420955,0.644035808212233,1.09678382767533,1.1583612605409,0.849492389367262,0.844127724888345,3.90754359040995
