"","Name","playerid","R","HR","RBI","RC","wba","wops","pr","position"
"183","Sean Murphy","19352",-0.636042423589131,0.157215150166795,-0.244730506832292,-0.404107542298806,-0.681496195813787,-0.439134924516399,-1.23197309152101,"C"
"184","Patrick Wisdom","13602",-0.113820859585769,1.00915130174631,0.374429955248148,-0.303401855341503,-0.500918054997561,-0.147883488855316,-1.49832269048076,"3B"
"185","Randal Grichuk","10243",0.0950677660155756,0.765740972723593,0.632413481114998,-0.0250533791930833,0.18979966525637,0.253191502218306,-1.57218642135189,"RF"
"186","Ben Gamel","12160",0.0428456096152393,-0.451310672390002,-0.296327212005662,0.264775026045188,0.303579089887071,0.308256325725005,-1.59011767696603,"LF"
"187","Christian Vázquez","9774",-0.531598110788459,-0.816426165924081,-0.451117327525772,-0.545018559751166,0.0251455785829493,-0.296939543592064,-1.59963077763598,"C"
"188","Luke Voit","14811",0.0950677660155756,0.887446137234952,0.632413481114998,0.376043675068254,-0.106963920299609,0.169164080340438,-1.61264595153702,"1B"
"189","Robbie Grossman","5254",0.669511486419274,-0.0861951788559239,-0.0383436861388122,0.488221460067297,0.350623114650905,0.483404050714496,-1.61612518263041,"RF"
"190","Jeff McNeil","15362",0.0428456096152393,-0.573015836901362,-0.0899403913121822,0.324493078949378,0.641434966252914,0.319064525700252,-1.62248801005865,"2B"
"191","Adam Frazier","15223",0.512845017218265,-1.18154165945816,-0.451117327525772,0.187989622418092,1.04684935462819,0.515680882281199,-1.65666407280108,"2B"
"192","Mike Zunino","13265",-0.636042423589131,0.765740972723593,-0.0899403913121822,-0.819848026231515,-1.22373714881174,-0.765850766346259,-1.75335443220462,"C"
"193","Wil Myers","10047",0.147289922415912,0.278920314678155,0.477623365594888,0.218814006812127,0.219843258460192,0.337461686400305,-1.80339387512607,"RF"
"194","Alex Kirilloff","20325",-0.113820859585769,0.278920314678155,0.374429955248148,0.271090164136645,0.503342075257055,0.365801546686962,-1.80358323306645,"RF"
"195","David Fletcher","17992",0.356178548017257,-1.54665715299224,-0.502714032699142,0.0865887379228602,1.45565116605174,0.601038219390396,-1.83698118964391,"SS"
"196","David Fletcher","17992",0.356178548017257,-1.54665715299224,-0.502714032699142,0.0865887379228602,1.45565116605174,0.601038219390396,-1.83728447667202,"2B"
"197","Omar Narváez","13338",-0.583820267188795,-0.573015836901362,-0.502714032699142,-0.418954709529198,-0.357696542190302,-0.463263386570513,-1.8831414237167,"C"
"198","Josh Rojas","19734",0.565067173618601,-0.694721001412721,-0.347923917179032,0.11622084995779,0.442178511432204,0.289067548815828,-1.91717751010211,"SS"
"199","Josh Rojas","19734",0.565067173618601,-0.694721001412721,-0.347923917179032,0.11622084995779,0.442178511432204,0.289067548815828,-1.91748079713022,"2B"
"200","Ben Gamel","12160",0.0428456096152393,-0.451310672390002,-0.296327212005662,0.264775026045188,0.303579089887071,0.308256325725005,-1.92902660900185,"CF"
"201","Alex Kirilloff","20325",-0.113820859585769,0.278920314678155,0.374429955248148,0.271090164136645,0.503342075257055,0.365801546686962,-1.98605397459043,"1B"
"202","Carson Kelly","13620",-0.740486736389804,-0.207900343367283,-0.347923917179032,-0.476822696292837,-0.682889154824291,-0.576833925372907,-2.01653342206354,"C"
"203","Travis d'Arnaud","7739",-0.79270889279014,-0.329605507878643,-0.296327212005662,-0.609406772729551,-0.512631573949525,-0.593827286662113,-2.11818389465302,"C"
"204","Elias Díaz","11680",-0.688264579989468,-0.329605507878643,-0.502714032699142,-0.569791597478622,-0.492940198846493,-0.586291100351247,-2.153283665881,"C"
"205","Yandy Díaz","16578",-0.113820859585769,-0.573015836901362,-0.141537096485552,0.221944890479675,0.19847400091269,0.0456508419514402,-2.17818374832395,"3B"
"206","Hunter Dozier","15117",-0.166043015986105,0.0355099856554356,-0.141537096485552,-0.0733757788137998,-0.0785665513809285,0.0324889031143969,-2.20740324259163,"3B"
"207","Adalberto Mondesi","13769",0.251734235216584,-0.0861951788559239,-0.141537096485552,-0.495228740723293,0.0955216667727233,-0.0269667516322465,-2.21855155440278,"3B"
"208","Alec Bohm","21618",-0.113820859585769,-0.451310672390002,-0.0383436861388122,-0.086260262417748,0.269894808360342,0.00927871586286723,-2.2264416450042,"3B"
"209","Anthony Santander","14551",0.251734235216584,1.00915130174631,0.735606891461738,0.339552034929304,0.504924983223536,0.571284004810103,-2.25367048412266,"DH"
"210","Daulton Varsho","19918",0.0428456096152393,0.0355099856554356,0.0132530190345578,-0.0659526654719075,-0.145555216522431,-0.0682680079829678,-2.28901205155076,"CF"
"211","Joc Pederson","11899",-0.166043015986105,0.278920314678155,-0.0383436861388122,-0.173143327786308,-0.406196842283299,-0.192393429573689,-2.45913583093293,"LF"
"212","Tyler Naquin","13359",-0.0615987031854331,0.157215150166795,0.374429955248148,0.0697448583994614,0.269989782838331,0.173069386972118,-2.50049599904822,"RF"
"213","Myles Straw","17620",0.773955799219946,-1.54665715299224,-0.760697558565993,-0.00788265967019196,0.838981880469823,0.290186366391391,-2.51295810102595,"CF"
"214","Christian Walker","13419",0.147289922415912,0.0355099856554356,0.322833250074778,0.165274348324641,0.235830628921656,0.231100132542338,-2.52797890307686,"1B"
"215","Miguel Rojas","7802",0.199512078816248,-1.0598364949468,-0.399520622352402,-0.0128817674689933,0.757557094674008,0.270754827178081,-2.53148155943464,"SS"
"216","Paul DeJong","18015",-0.166043015986105,0.400625479189514,0.116446429381298,-0.232381657960312,-0.283489816721642,-0.112841277998072,-2.5647505354301,"SS"
"217","José Iglesias","10231",-0.166043015986105,-1.0598364949468,-0.141537096485552,0.0343786112904867,0.819923668553384,0.224577214979152,-2.57560378793022,"SS"
"218","Oneil Cruz","21711",-0.113820859585769,-0.0861951788559239,-0.0383436861388122,-0.146283721264863,0.0420826938243032,-0.0180584305588989,-2.64768585791475,"SS"
"219","Eric Hosmer","3516",-0.166043015986105,-0.207900343367283,0.322833250074778,0.121896086790745,0.545700692440104,0.274449036153995,-2.77488146490539,"1B"
"220","Evan Longoria","9368",-0.270487328786778,0.0355099856554356,0.0132530190345578,-0.24945187182031,-0.253984412226424,-0.248545406007586,-2.78958570284618,"3B"
"221","Alejandro Kirk","22581",-0.897153205590812,-0.329605507878643,-0.502714032699142,-0.497575803525684,-0.805786129341926,-0.773967471210482,-2.79047879888407,"C"
"222","Joc Pederson","11899",-0.166043015986105,0.278920314678155,-0.0383436861388122,-0.173143327786308,-0.406196842283299,-0.192393429573689,-2.79804476296875,"CF"
"223","Kyle Lewis","19508",-0.270487328786778,0.278920314678155,-0.193133801658922,-0.164368519874816,-0.236635740913786,-0.141803876369239,-2.82835372880408,"CF"
"224","Carlos Santana","2396",0.0428456096152393,0.157215150166795,0.219639839728038,0.248909512336385,-0.0158833959082548,0.175402016068339,-2.83768843900508,"1B"
"225","Brian Anderson","18289",-0.427153797987787,-0.207900343367283,-0.0899403913121822,-0.109964309932909,-0.143529094325335,-0.129623541631511,-2.92399116725208,"3B"
"226","Yadier Molina","7007",-1.00159751839148,-0.816426165924081,-0.399520622352402,-0.863241344317525,-0.298812365837185,-0.633281438524877,-2.99655610398494,"C"
"227","James McCann","12859",-0.949375361991149,-0.451310672390002,-0.554310737872513,-0.815264012822266,-0.58126646337617,-0.68113727708715,-3.01634117417663,"C"
"228","Josh Rojas","19734",0.565067173618601,-0.694721001412721,-0.347923917179032,0.11622084995779,0.442178511432204,0.289067548815828,-3.11345726425497,"RF"
"229","Max Stassi","10059",-0.740486736389804,-0.207900343367283,-0.657504148219253,-0.793495465143469,-0.960531212145172,-0.837982835321683,-3.18157738922405,"C"
"230","Isiah Kiner-Falefa","16512",-0.00937654678509686,-1.18154165945816,-0.605907443045883,-0.205348292692744,0.850885348377765,0.206253938458618,-3.23210133048028,"SS"
"231","Dominic Smith","15653",-0.583820267188795,-0.0861951788559239,0.0132530190345578,-0.258350748818174,-0.266172803568333,-0.300401545146634,-3.24362336838617,"LF"
"232","Luis Arraez","18568",-0.113820859585769,-1.54665715299224,-0.760697558565993,0.0693931572660042,0.688542307335407,0.0463052446843166,-3.37887070570114,"LF"
"233","Tyler Stephenson","17988",0.0428456096152393,-0.329605507878643,-0.0383436861388122,0.254568470731265,0.227884430929919,0.0997762808899793,-3.40869157286268,"1B"
"234","Luis Arraez","18568",-0.113820859585769,-1.54665715299224,-0.760697558565993,0.0693931572660042,0.688542307335407,0.0463052446843166,-3.43281455055334,"3B"
"235","Jacob Stallings","13723",-1.00159751839148,-0.93813133043544,-0.709100853392623,-0.697387186183795,-0.484392495827493,-0.63717619027377,-3.45146222314199,"C"
"236","Adley Rutschman","sa3011643",-0.897153205590812,-0.573015836901362,-0.760697558565993,-0.641733660266866,-0.814587097635564,-0.788269337388665,-3.45913334498665,"C"
"237","Raimel Tapia","14350",0.0950677660155756,-1.42495198848088,-0.709100853392623,-0.25557874835025,0.489729066745313,-0.0502719328288718,-3.61704253413461,"LF"
"238","LaMonte Wade Jr.","18126",-0.218265172386442,-0.207900343367283,-0.399520622352402,-0.274261146470129,-0.461408672154179,-0.336203707564638,-3.65949550813795,"LF"
"239","Nick Ahmed","12147",-0.218265172386442,-0.816426165924081,-0.193133801658922,-0.37824726523249,0.198790582505986,-0.0247291164811207,-3.71907761451185,"SS"
"240","Odúbel Herrera","11476",-0.427153797987787,-0.451310672390002,-0.399520622352402,-0.349604007436585,-0.0853097393181397,-0.259638587818117,-3.7344732711459,"LF"
"241","Danny Jansen","16535",-0.79270889279014,-0.207900343367283,-0.709100853392623,-0.873466422802981,-1.20163975359966,-1.02028677084166,-3.78877968543173,"C"
"242","Joey Wendle","13853",-0.0615987031854331,-0.93813133043544,-0.554310737872513,-0.435408494379601,0.162383699276908,-0.150121124006441,-3.79306637929759,"3B"
"243","Wilmer Flores","5827",-0.531598110788459,-0.207900343367283,-0.296327212005662,-0.28255870029287,-0.302991242868696,-0.384650619563057,-3.8219059175811,"3B"
"244","Connor Joe","16572",-0.427153797987787,-0.329605507878643,-0.296327212005662,-0.145531044977779,-0.46302323827999,-0.413465449575189,-3.83704209454792,"LF"
"245","Cavan Biggio","19252",-0.113820859585769,-0.329605507878643,-0.399520622352402,-0.289240985425796,-0.549544987727877,-0.355297490528721,-3.85291014219428,"3B"
"246","Hunter Dozier","15117",-0.166043015986105,0.0355099856554356,-0.141537096485552,-0.0733757788137998,-0.0785665513809285,0.0324889031143969,-3.8748699833842,"RF"
"247","Nicky Lopez","19339",0.251734235216584,-1.6683623175036,-0.812294263739363,-0.212927144560322,0.718427609742581,0.110035626960233,-3.90045292921867,"SS"
"248","Luis Arraez","18568",-0.113820859585769,-1.54665715299224,-0.760697558565993,0.0693931572660042,0.688542307335407,0.0463052446843166,-3.90430482422116,"2B"
"249","Gio Urshela","10681",-0.583820267188795,-0.451310672390002,-0.244730506832292,-0.426084143155475,-0.0938891004964703,-0.338874092910085,-3.95458847166819,"3B"
"250","Yandy Díaz","16578",-0.113820859585769,-0.573015836901362,-0.141537096485552,0.221944890479675,0.19847400091269,0.0456508419514402,-4.0281212306405,"1B"
"251","Odúbel Herrera","11476",-0.427153797987787,-0.451310672390002,-0.399520622352402,-0.349604007436585,-0.0853097393181397,-0.259638587818117,-4.07338220318172,"CF"
"252","Riley Greene","sa3010694",-0.322709485187114,-0.451310672390002,-0.399520622352402,-0.325075291160222,-0.213272019328516,-0.278004083869805,-4.09073695016675,"CF"
"253","Lane Thomas","16939",-0.166043015986105,-0.329605507878643,-0.296327212005662,-0.407646355779277,-0.447352449411822,-0.361039346765571,-4.10885866370577,"CF"
"254","Ryan Jeffers","24618",-1.10604183119216,-0.207900343367283,-0.709100853392623,-0.996638318679661,-1.14953042334308,-0.972874237356496,-4.12576265596869,"C"
"255","Michael A. Taylor","11489",-0.37493164158745,-0.451310672390002,-0.347923917179032,-0.573337217386666,-0.0798012195947838,-0.235510125764003,-4.16365956978063,"CF"
"256","Joc Pederson","11899",-0.166043015986105,0.278920314678155,-0.0383436861388122,-0.173143327786308,-0.406196842283299,-0.192393429573689,-4.1805464165777,"RF"
"257","Willie Calhoun","17838",-0.636042423589131,-0.207900343367283,-0.502714032699142,-0.434680762441578,-0.281716959799183,-0.361345438366432,-4.18633580410562,"LF"
"258","Joey Wendle","13853",-0.0615987031854331,-0.93813133043544,-0.554310737872513,-0.435408494379601,0.162383699276908,-0.150121124006441,-4.2642533659373,"SS"
"259","Wilmer Flores","5827",-0.531598110788459,-0.207900343367283,-0.296327212005662,-0.28255870029287,-0.302991242868696,-0.384650619563057,-4.29339619124892,"2B"
"260","Michael Brantley","4106",0.30395639161692,-0.694721001412721,-0.0899403913121822,0.503323238172004,0.889603277237906,0.456594648432147,-4.29710777277617,"DH"
"261","Austin Nola","15941",-1.15826398759249,-0.93813133043544,-0.760697558565993,-0.805363354810316,-0.766340062817203,-0.90031997306954,-4.31279291592837,"C"
"262","Aaron Hicks","5297",-0.270487328786778,-0.0861951788559239,-0.347923917179032,-0.330833303186759,-0.744432616561098,-0.490452764633242,-4.37116988508152,"CF"
"263","Eric Haase","14111",-1.10604183119216,-0.0861951788559239,-0.657504148219253,-1.17451457284229,-1.26356311324842,-1.10440918666462,-4.37590467966005,"C"
"264","Rafael Ortega","10323",-0.166043015986105,-0.573015836901362,-0.657504148219253,-0.435275775901186,-0.170945060304797,-0.292590931883273,-4.39621954507467,"CF"
"265","Seth Brown","18171",-0.270487328786778,0.400625479189514,0.168043134554668,-0.51021047413441,-0.451151428531378,-0.265084907336894,-4.41161195453292,"RF"
"266","Gio Urshela","10681",-0.583820267188795,-0.451310672390002,-0.244730506832292,-0.426084143155475,-0.0938891004964703,-0.338874092910085,-4.4257754583079,"SS"
"267","Manuel Margot","14712",-0.37493164158745,-0.816426165924081,-0.502714032699142,-0.562242820396108,-0.176675187143461,-0.383362923862881,-4.578288615456,"LF"
"268","Martín Maldonado","6887",-0.949375361991149,-0.573015836901362,-0.863890968912733,-1.13928246572438,-1.13496767005145,-0.985012352563072,-4.62922130478153,"C"
"269","Rowdy Tellez","15679",-0.479375954388123,0.278920314678155,0.0648497242079278,-0.1960885894786,-0.397585822945639,-0.2705945561524,-4.66569205509031,"1B"
"270","Jeremy Peña","sa876320",-0.531598110788459,-0.207900343367283,-0.502714032699142,-0.587966917405194,-0.287890300868461,-0.362580359652666,-4.76771674011599,"SS"
"271","Didi Gregorius","6012",-0.636042423589131,-0.329605507878643,-0.0383436861388122,-0.616130466997398,-0.407779750249781,-0.475475385956607,-4.79044389614515,"SS"
"272","Kole Calhoun","11200",-0.270487328786778,0.278920314678155,-0.141537096485552,-0.340095337965051,-0.517633563123607,-0.318788150963899,-4.79296759213438,"RF"
"273","Josh Harrison","8202",-0.636042423589131,-0.93813133043544,-0.605907443045883,-0.472150513518713,-0.0478897949905135,-0.374296279547708,-4.83635362897026,"LF"
"274","Yan Gomes","9627",-1.15826398759249,-0.573015836901362,-0.863890968912733,-1.06929080313606,-1.07921765147197,-1.12779880692355,-4.85515470357555,"C"
"275","Josh Harrison","8202",-0.636042423589131,-0.93813133043544,-0.605907443045883,-0.472150513518713,-0.0478897949905135,-0.374296279547708,-4.89029747382246,"3B"
"276","Jonathan Villar","10071",-0.37493164158745,-0.573015836901362,-0.812294263739363,-0.579886590950353,-0.306695247510263,-0.440127083498502,-4.90283035288236,"3B"
"277","Manuel Margot","14712",-0.37493164158745,-0.816426165924081,-0.502714032699142,-0.562242820396108,-0.176675187143461,-0.383362923862881,-4.91719754749181,"CF"
"278","Nick Madrigal","20521",-0.427153797987787,-1.54665715299224,-0.812294263739363,-0.262691000343352,0.537058014943114,-0.12224567856247,-4.92135384104499,"2B"
"279","Joey Bart","21524",-1.10604183119216,-0.93813133043544,-0.967084379259473,-1.15624172956075,-0.804456486650082,-1.00426445876898,-4.95989686450427,"C"
"280","Kyle Farmer","14813",-0.636042423589131,-0.573015836901362,-0.347923917179032,-0.543920197567845,-0.192820848401573,-0.406689214825083,-4.98747911379881,"SS"
"281","Tony Kemp","14894",-0.270487328786778,-1.18154165945816,-0.967084379259473,-0.335123419498447,-0.175725442363572,-0.331643998200081,-5.02354207140938,"LF"
"282","Jurickson Profar","10815",-0.37493164158745,-0.816426165924081,-0.657504148219253,-0.549902141399566,-0.411262147776041,-0.451906332690274,-5.02386842143954,"LF"
"283","Tucker Barnhart","10200",-1.21048614399283,-1.0598364949468,-0.915487674086103,-1.07879271964657,-0.853210052017716,-0.950920081156777,-5.05240981448418,"C"
"284","Jake Fraley","19260",-0.479375954388123,-0.329605507878643,-0.451117327525772,-0.547232426329671,-0.839597043505974,-0.673432212651672,-5.08229631612273,"LF"
"285","Kyle Higashioka","5517",-1.3149304567935,-0.207900343367283,-0.709100853392623,-1.33844127555935,-1.41976447138083,-1.27159853003171,-5.24541257916269,"C"
"286","Josh Harrison","8202",-0.636042423589131,-0.93813133043544,-0.605907443045883,-0.472150513518713,-0.0478897949905135,-0.374296279547708,-5.36178774749028,"2B"
"287","Jurickson Profar","10815",-0.37493164158745,-0.816426165924081,-0.657504148219253,-0.549902141399566,-0.411262147776041,-0.451906332690274,-5.36277735347535,"CF"
"288","Jonathan Villar","10071",-0.37493164158745,-0.573015836901362,-0.812294263739363,-0.579886590950353,-0.306695247510263,-0.440127083498502,-5.37401733952207,"SS"
"289","LaMonte Wade Jr.","18126",-0.218265172386442,-0.207900343367283,-0.399520622352402,-0.274261146470129,-0.461408672154179,-0.336203707564638,-5.38090609378272,"RF"
"290","Bobby Bradley","17278",-0.479375954388123,0.522330643700874,0.0648497242079278,-0.576238402527668,-0.855647730286098,-0.513377970049488,-5.5032768603542,"1B"
"291","Lorenzo Cain","9077",-0.479375954388123,-1.0598364949468,-0.760697558565993,-0.51740874842278,-0.176801819780779,-0.453510674874099,-5.54847602685726,"CF"
"292","Tony Kemp","14894",-0.270487328786778,-1.18154165945816,-0.967084379259473,-0.335123419498447,-0.175725442363572,-0.331643998200081,-5.5489761899294,"2B"
"293","LaMonte Wade Jr.","18126",-0.218265172386442,-0.207900343367283,-0.399520622352402,-0.274261146470129,-0.461408672154179,-0.336203707564638,-5.5633768353067,"1B"
"294","Jorge Alfaro","12180",-1.36715261319384,-0.93813133043544,-0.967084379259473,-1.24233459069287,-0.95641565143232,-1.12045260850288,-5.5752478221542,"C"
"295","Wilmer Flores","5827",-0.531598110788459,-0.207900343367283,-0.296327212005662,-0.28255870029287,-0.302991242868696,-0.384650619563057,-5.67184339989765,"1B"
"296","Tommy La Stella","12371",-0.531598110788459,-0.816426165924081,-0.709100853392623,-0.477446376633783,-0.337182054944699,-0.517642142695972,-5.67676566674251,"2B"
"297","Miguel Cabrera","1744",-0.79270889279014,-0.451310672390002,-0.0383436861388122,-0.380588014665719,-0.0835368823956803,-0.291387675245404,-5.70369299463738,"1B"
"298","Andrés Giménez","19950",-0.531598110788459,-0.573015836901362,-0.812294263739363,-0.674371028001297,-0.363458327188295,-0.488384007606731,-5.73018824956029,"SS"
"299","Andrés Giménez","19950",-0.531598110788459,-0.573015836901362,-0.812294263739363,-0.674371028001297,-0.363458327188295,-0.488384007606731,-5.7304915365884,"2B"
"300","Leury García","5913",-0.427153797987787,-1.30324682396952,-0.915487674086103,-0.747037307660047,-0.172306361155971,-0.572105337883737,-5.89927314658603,"LF"
"301","Justin Upton","5222",-0.740486736389804,0.0355099856554356,-0.554310737872513,-0.861305251795003,-1.1194235138206,-0.899264484790707,-5.90121658285606,"LF"
"302","Nick Senzel","19293",-0.531598110788459,-0.816426165924081,-0.812294263739363,-0.622407291357391,-0.437728368975614,-0.58797988159738,-5.90927885826098,"CF"
"303","Gavin Lux","19955",-0.531598110788459,-0.694721001412721,-0.605907443045883,-0.617572049686365,-0.63989737445465,-0.693887575495449,-6.07065023021831,"SS"
"304","Gavin Lux","19955",-0.531598110788459,-0.694721001412721,-0.605907443045883,-0.617572049686365,-0.63989737445465,-0.693887575495449,-6.07095351724642,"2B"
"305","Ji-Man Choi","5452",-0.531598110788459,-0.207900343367283,-0.193133801658922,-0.339803972802834,-0.683902215922839,-0.478504637316857,-6.10066025286882,"1B"
"306","Luis García","20391",-0.688264579989468,-0.694721001412721,-0.760697558565993,-0.766770786736812,-0.345571467167052,-0.616446400477497,-6.15984175671243,"2B"
"307","Brad Miller","12775",-0.479375954388123,0.157215150166795,-0.399520622352402,-0.489008087008017,-0.872521529208793,-0.623380958469427,-6.18993843074761,"RF"
"308","Leury García","5913",-0.427153797987787,-1.30324682396952,-0.915487674086103,-0.747037307660047,-0.172306361155971,-0.572105337883737,-6.23818207862185,"CF"
"309","Victor Robles","18363",-0.479375954388123,-0.93813133043544,-0.967084379259473,-0.733083854989338,-0.497878871701916,-0.573941887488905,-6.29034105414189,"CF"
"310","Manuel Margot","14712",-0.37493164158745,-0.816426165924081,-0.502714032699142,-0.562242820396108,-0.176675187143461,-0.383362923862881,-6.29969920110077,"RF"
"311","Jed Lowrie","4418",-0.844931049190476,-0.694721001412721,-0.502714032699142,-0.650885223896907,-0.656549566262037,-0.690657781362221,-6.3278286171864,"2B"
"312","Brad Miller","12775",-0.479375954388123,0.157215150166795,-0.399520622352402,-0.489008087008017,-0.872521529208793,-0.623380958469427,-6.37240917227159,"1B"
"313","Sam Hilliard","17954",-0.79270889279014,0.0355099856554356,-0.657504148219253,-0.913135822282274,-1.0908995122646,-0.885986442242992,-6.40556960802251,"CF"
"314","Abraham Toro","19844",-0.79270889279014,-0.694721001412721,-0.709100853392623,-0.794722420197646,-0.79514898780717,-0.820440620127484,-6.42272246442286,"3B"
"315","Leury García","5913",-0.427153797987787,-1.30324682396952,-0.915487674086103,-0.747037307660047,-0.172306361155971,-0.572105337883737,-6.42470726510605,"2B"
"316","Rougned Odor","12282",-0.949375361991149,0.0355099856554356,-0.554310737872513,-1.03061941927992,-1.21303669095832,-0.975449628756848,-6.50316154189839,"3B"
"317","Michael Chavis","17321",-0.79270889279014,-0.451310672390002,-0.605907443045883,-0.917031914369784,-0.762129527626363,-0.799753049862364,-6.61621146244743,"2B"
"318","Garrett Hampson","19262",-0.479375954388123,-0.816426165924081,-1.17347119995295,-0.848825470963671,-0.563537894151575,-0.703091433286869,-6.68557289454596,"CF"
"319","Luis Torrens","15905",-1.57604123879518,-0.816426165924081,-1.17347119995295,-1.34638063349573,-1.42850212335581,-1.41649596094986,-6.740993971111,"C"
"320","Jurickson Profar","10815",-0.37493164158745,-0.816426165924081,-0.657504148219253,-0.549902141399566,-0.411262147776041,-0.451906332690274,-6.74527900708431,"RF"
"321","Chad Pinder","15191",-0.688264579989468,-0.329605507878643,-0.451117327525772,-0.739012735104162,-0.551697742562292,-0.5623737359529,-6.80541805850088,"RF"
"322","Kevin Kiermaier","11038",-0.583820267188795,-1.18154165945816,-0.812294263739363,-0.902673555085654,-0.557142945966989,-0.695280820023508,-6.83359828734116,"CF"
"323","Darin Ruf","9929",-1.00159751839148,-0.329605507878643,-0.812294263739363,-0.73585488554674,-1.18011220525551,-1.02037120990397,-6.84177143455858,"LF"
"324","Garrett Hampson","19262",-0.479375954388123,-0.816426165924081,-1.17347119995295,-0.848825470963671,-0.563537894151575,-0.703091433286869,-6.87209808103016,"2B"
"325","Abraham Toro","19844",-0.79270889279014,-0.694721001412721,-0.709100853392623,-0.794722420197646,-0.79514898780717,-0.820440620127484,-6.89421273809068,"2B"
"326","Jurickson Profar","10815",-0.37493164158745,-0.816426165924081,-0.657504148219253,-0.549902141399566,-0.411262147776041,-0.451906332690274,-6.92774974860829,"1B"
"327","Rougned Odor","12282",-0.949375361991149,0.0355099856554356,-0.554310737872513,-1.03061941927992,-1.21303669095832,-0.975449628756848,-6.97465181556621,"2B"
"328","Cristian Pache","19948",-0.844931049190476,-0.816426165924081,-0.915487674086103,-1.02989157131384,-0.566228837694594,-0.719293178366951,-6.99310325245473,"CF"
"329","Clint Frazier","15983",-1.00159751839148,-0.451310672390002,-0.915487674086103,-0.835404535479658,-1.10533563291891,-0.964409221360259,-7.03548109846929,"LF"
"330","Nick Solak","19294",-0.844931049190476,-0.816426165924081,-0.915487674086103,-0.793971614338108,-0.618053244517203,-0.794095632687821,-7.07033534310668,"2B"
"331","Francisco Mejía","16403",-1.52381908239485,-1.0598364949468,-1.27666461029969,-1.38796181338292,-1.39532437237835,-1.44499414447834,-7.07227716651833,"C"
"332","Elvis Andrus","8709",-0.740486736389804,-1.30324682396952,-1.07027778960621,-0.921980546682709,-0.213905182515109,-0.615929211220868,-7.152892965719,"SS"
"333","Eric Haase","14111",-1.10604183119216,-0.0861951788559239,-0.657504148219253,-1.17451457284229,-1.26356311324842,-1.10440918666462,-7.15416387486553,"LF"
"334","Aristides Aquino","15482",-1.05381967479182,0.0355099856554356,-0.760697558565993,-1.05357605206106,-1.44268497873548,-1.15980121153776,-7.19700533387955,"LF"
"335","Garrett Cooper","15279",-0.740486736389804,-0.573015836901362,-0.605907443045883,-0.542460217513354,-0.689537368283514,-0.730428579708635,-7.36518261133019,"RF"
"336","Chas McCormick","19599",-0.897153205590812,-0.573015836901362,-0.812294263739363,-1.06947200933104,-1.14326210779581,-1.12779880692355,-7.38493207412481,"LF"
"337","Leury García","5913",-0.427153797987787,-1.30324682396952,-0.915487674086103,-0.747037307660047,-0.172306361155971,-0.572105337883737,-7.62068373223081,"RF"
"338","Miguel Cabrera","1744",-0.79270889279014,-0.451310672390002,-0.0383436861388122,-0.380588014665719,-0.0835368823956803,-0.291387675245404,-7.703799759136,"DH"
"339","Carter Kieboom","19958",-0.949375361991149,-0.93813133043544,-1.01868108443284,-0.931964661287082,-1.01719931734521,-1.0403199383739,-7.7115513825607,"3B"
"340","Chas McCormick","19599",-0.897153205590812,-0.573015836901362,-0.812294263739363,-1.06947200933104,-1.14326210779581,-1.12779880692355,-7.72384100616063,"CF"
"341","Edmundo Sosa","17022",-0.949375361991149,-1.0598364949468,-1.07027778960621,-0.886998940261247,-0.636794874840345,-0.869668593452239,-7.76001873043277,"SS"
"342","Edmundo Sosa","17022",-0.949375361991149,-1.0598364949468,-1.07027778960621,-0.886998940261247,-0.636794874840345,-0.869668593452239,-7.76032201746088,"2B"
"343","Andrelton Simmons","10847",-1.00159751839148,-1.42495198848088,-1.12187449477958,-0.985520194498813,-0.254870840687654,-0.708727740695836,-7.78460945286903,"SS"
"344","Kevin Pillar","12434",-1.10604183119216,-0.694721001412721,-0.915487674086103,-1.21636038290737,-1.04768612477965,-1.14345169809864,-7.88568455631952,"LF"
"345","Robinson Canó","3269",-1.15826398759249,-0.816426165924081,-0.863890968912733,-0.950635456163366,-0.869039131682533,-1.01161065718965,-7.95723632982775,"2B"
"346","Colin Moran","16909",-1.00159751839148,-0.451310672390002,-0.451117327525772,-0.760178395587498,-0.794325875664599,-0.842310337264897,-7.96665729783588,"1B"
"347","J.D. Davis","16219",-1.21048614399283,-0.694721001412721,-1.12187449477958,-0.902988789823094,-1.14484501576229,-1.1239568295886,-8.0147519640542,"3B"
"348","Willie Calhoun","17838",-0.636042423589131,-0.207900343367283,-0.502714032699142,-0.434680762441578,-0.281716959799183,-0.361345438366432,-8.09032389577299,"DH"
"349","Corey Dickerson","10762",-1.21048614399283,-1.0598364949468,-1.17347119995295,-1.06400042484509,-0.865715024952921,-1.06005756918807,-8.19550270172154,"LF"
"350","Kevin Pillar","12434",-1.10604183119216,-0.694721001412721,-0.915487674086103,-1.21636038290737,-1.04768612477965,-1.14345169809864,-8.22459348835534,"CF"
"351","Aledmys Díaz","15937",-1.3149304567935,-0.816426165924081,-0.915487674086103,-1.13687112432056,-1.0746588765285,-1.1765834751712,-8.25083746151902,"3B"
"352","Jose Barrero","23378",-1.10604183119216,-0.816426165924081,-0.967084379259473,-1.01802571450835,-1.00130692136174,-1.07232234298811,-8.26827403056869,"SS"
