"","Name","playerid","R","HR","RBI","RC","wba","wops","pr","position"
"41","Joey Gallo","14128",1.45284383242432,2.59131844039398,1.6643475845824,1.31214507225123,-0.141724579243546,0.91429658566514,4.30988050658588,"RF"
"42","George Springer","12856",1.97506539642768,2.22620294685991,1.45796076388892,1.86721436559673,0.972199414928919,1.45949850121336,4.29221745340528,"DH"
"43","Dansby Swanson","18314",1.08728873762196,1.00915130174631,1.1483805328487,0.94472057873339,1.14812380632369,1.19386376607955,4.24446204801882,"SS"
"44","Christian Yelich","11477",1.40062167602398,0.644035808212233,0.787203596635108,1.3572492805721,0.794217243177722,1.00171212491806,4.22310388569633,"LF"
"45","Ryan Mountcastle","18373",0.982844424821291,1.61767712430311,1.50955746906229,1.13713682161305,1.26978611262747,1.32692917339198,4.17811395480756,"1B"
"46","Randy Arozarena","19290",1.29617736322331,0.765740972723593,0.787203596635108,1.04468891945282,0.963746686387906,1.06253991442719,4.15816160900705,"LF"
"47","Javier Báez","12979",1.08728873762196,1.25256163076903,1.35476735354218,0.619714999882662,1.06527440335804,1.05767411346177,4.15021456330086,"SS"
"48","Javier Báez","12979",1.08728873762196,1.25256163076903,1.35476735354218,0.619714999882662,1.06527440335804,1.05767411346177,4.14991127627275,"2B"
"49","Yasmani Grandal","11368",0.565067173618601,1.00915130174631,0.787203596635108,0.816720967666847,-0.314546471024012,0.269139930111467,4.14905985011694,"C"
"50","Ryan McMahon","15112",0.878400112020619,1.00915130174631,1.25157394319544,0.944943020400002,0.791874539387329,0.954130713308285,4.01419394136291,"3B"
"51","Marcell Ozuna","10324",0.669511486419274,1.25256163076903,1.30317064836881,0.992670593551861,0.703105060627039,0.84566873777544,4.00475231366858,"LF"
"52","Max Muncy","13301",1.1395108940223,1.61767712430311,1.35476735354218,1.26519381042865,0.131010463381242,0.710566238084861,3.93135592139945,"2B"
"53","Jared Walsh","18607",0.982844424821291,1.49597195979175,1.76754099492914,1.22196418304959,0.964063267981203,1.16154471498169,3.92811237454304,"1B"
"54","Dylan Carlson","20126",1.08728873762196,0.522330643700874,0.787203596635108,1.19293418435945,1.19887183572909,1.23235742360857,3.92014164577637,"CF"
"55","Cedric Mullins","17929",1.34839951962364,0.765740972723593,0.219639839728038,1.04674500961151,1.3014442719571,1.28143762857429,3.86256246633948,"CF"
"56","Willson Contreras","11609",0.512845017218265,0.644035808212233,0.529220070768258,0.524404090426442,0.162763597188863,0.396621804428875,3.78621373960555,"C"
"57","Willy Adames","15986",1.08728873762196,1.13085646625767,0.838800301808478,0.987484032921556,0.929302609037266,1.07360143158935,3.76026690390151,"SS"
"58","Alex Verdugo","17027",1.34839951962364,-0.207900343367283,0.426026660421518,1.17599444920998,1.59444053655285,1.18443825574957,3.75946323434741,"LF"
"59","Justin Turner","5235",0.930622268420955,0.644035808212233,1.09678382767533,1.1583612605409,0.849492389367262,0.844127724888345,3.70754359040995,"3B"
"60","Yoán Moncada","17232",1.19173305042264,0.278920314678155,0.632413481114998,1.18033615840438,1.04627950776026,1.07303146791878,3.58683429160414,"3B"
"61","Byron Buxton","14161",1.19173305042264,1.49597195979175,0.787203596635108,0.801063254323144,0.574572933748729,0.807628940206312,3.55732895924899,"CF"
"62","Ryan McMahon","15112",0.878400112020619,1.00915130174631,1.25157394319544,0.944943020400002,0.791874539387329,0.954130713308285,3.54270366769509,"2B"
"63","Cody Bellinger","15998",0.982844424821291,1.25256163076903,1.19997723802207,0.868972245241235,0.481751210594245,0.832422359876091,3.51768433344527,"CF"
"64","Joey Votto","4314",1.03506658122163,1.49597195979175,1.35476735354218,1.49618045326851,0.670972028907461,1.09679050907531,3.48393171479521,"1B"
"65","Alex Verdugo","17027",1.34839951962364,-0.207900343367283,0.426026660421518,1.17599444920998,1.59444053655285,1.18443825574957,3.42055430231159,"CF"
"66","C.J. Cron","12546",0.669511486419274,1.49597195979175,1.56115417423566,1.39888446875343,0.755879212229537,1.03072749770317,3.24631162812119,"1B"
"67","Whit Merrifield","11281",1.45284383242432,-0.573015836901362,0.374429955248148,0.90692945571512,1.99798709352768,1.34081939914142,3.21262393679243,"2B"
"68","Giancarlo Stanton","4949",0.982844424821291,2.10449778234855,1.97392781562262,1.57895964141827,0.889381670122599,1.26663968290506,3.13032708172814,"DH"
"69","Jeimer Candelario","13621",0.669511486419274,0.400625479189514,0.684010186288368,1.0859700187811,0.995468162036199,1.06173774333527,3.08144338735465,"3B"
"70","Franmil Reyes","14566",0.878400112020619,2.22620294685991,2.07712122596936,1.34691733110799,0.913156947779153,1.28028714635036,3.05616177457715,"DH"
"71","Josh Donaldson","5038",0.826177955620282,1.37426679528039,0.787203596635108,1.0306390131239,0.152126455654107,0.614685682835702,2.96921981045442,"3B"
"72","Jake Cronenworth","18036",1.1395108940223,0.0355099856554356,0.632413481114998,1.10134704834313,1.2495248906565,1.0956189170858,2.96685854154339,"SS"
"73","Jake Cronenworth","18036",1.1395108940223,0.0355099856554356,0.632413481114998,1.10134704834313,1.2495248906565,1.0956189170858,2.96655525451528,"2B"
"74","Lourdes Gurriel Jr.","19238",0.460622860817929,0.765740972723593,1.04518712250196,0.616452465698953,0.935729215381181,0.801317120298893,2.86311391357964,"LF"
"75","Eduardo Escobar","6153",0.512845017218265,0.887446137234952,1.1483805328487,0.541739137283735,0.758348548657248,0.824569527081576,2.8574492116294,"3B"
"76","Starling Marte","9241",1.45284383242432,-0.0861951788559239,0.374429955248148,0.882641596593923,1.32474467722371,1.00893166474528,2.85655177150076,"CF"
"77","Jonathan Schoop","11265",0.669511486419274,0.644035808212233,0.890397006981848,0.695410566760683,1.22198229203972,0.976401515991653,2.81036871404252,"2B"
"78","Adam Duvall","10950",0.408400704417593,1.86108745332583,1.40636405871555,0.309348380071808,0.0648765685416389,0.501115144033309,2.78925646526285,"LF"
"79","Trey Mancini","15149",0.930622268420955,0.887446137234952,0.993590417328588,1.18859474822693,1.22115917989715,1.20770121741504,2.763296797512,"1B"
"80","Hunter Renfroe","15464",0.878400112020619,1.86108745332583,1.45796076388892,0.716551289647483,0.418814789846935,0.800947699401301,2.65041567864344,"RF"
"81","Ty France","17982",0.669511486419274,0.278920314678155,0.787203596635108,1.04491217404885,1.1203596005916,0.949064369569888,2.56260157957999,"2B"
"82","Max Muncy","13301",1.1395108940223,1.61767712430311,1.35476735354218,1.26519381042865,0.131010463381242,0.710566238084861,2.55290871275072,"1B"
"83","Dylan Carlson","20126",1.08728873762196,0.522330643700874,0.787203596635108,1.19293418435945,1.19887183572909,1.23235742360857,2.53763999216742,"RF"
"84","Jorge Soler","14221",0.72173364281961,1.61767712430311,1.19997723802207,1.04336258948752,0.447623714836901,0.910380724150671,2.45740860413224,"RF"
"85","Adam Duvall","10950",0.408400704417593,1.86108745332583,1.40636405871555,0.309348380071808,0.0648765685416389,0.501115144033309,2.45034753322704,"CF"
"86","Randy Arozarena","19290",1.29617736322331,0.765740972723593,0.787203596635108,1.04468891945282,0.963746686387906,1.06253991442719,2.43675102336228,"RF"
"87","Eduardo Escobar","6153",0.512845017218265,0.887446137234952,1.1483805328487,0.541739137283735,0.758348548657248,0.824569527081576,2.38595893796158,"2B"
"88","Enrique Hernández","10472",0.982844424821291,0.644035808212233,0.580816775941628,0.768395225375786,0.646753537020292,0.801823754672732,2.32382475016527,"CF"
"89","Ian Happ","17919",0.565067173618601,1.13085646625767,0.735606891461738,0.715470768793071,0.266855625064696,0.639004132780006,2.29092521413291,"LF"
"90","Mitch Haniger","14274",1.45284383242432,1.61767712430311,1.40636405871555,1.21350430849298,0.97033158352847,1.23509113825075,2.22988811020494,"DH"
"91","Ke'Bryan Hayes","18577",0.930622268420955,-0.207900343367283,0.322833250074778,0.793182587977638,1.2064697939682,0.98663975229633,2.21596762067555,"3B"
"92","Ryan Mountcastle","18373",0.982844424821291,1.61767712430311,1.50955746906229,1.13713682161305,1.26978611262747,1.32692917339198,2.17800719030894,"DH"
"93","Miguel Sanó","12164",0.878400112020619,1.98279261783719,1.30317064836881,0.756150794767203,0.145794823788181,0.765472738349736,2.16596456412011,"1B"
"94","Enrique Hernández","10472",0.982844424821291,0.644035808212233,0.580816775941628,0.768395225375786,0.646753537020292,0.801823754672732,2.13729956368107,"2B"
"95","Alex Verdugo","17027",1.34839951962364,-0.207900343367283,0.426026660421518,1.17599444920998,1.59444053655285,1.18443825574957,2.03805264870263,"RF"
"96","Whit Merrifield","11281",1.45284383242432,-0.573015836901362,0.374429955248148,0.90692945571512,1.99798709352768,1.34081939914142,2.01664746966768,"RF"
"97","Ian Happ","17919",0.565067173618601,1.13085646625767,0.735606891461738,0.715470768793071,0.266855625064696,0.639004132780006,1.95201628209709,"CF"
"98","Austin Hays","19363",0.617289330018938,0.522330643700874,0.632413481114998,0.416514815124192,0.775792194447876,0.689034277196674,1.89143889776068,"LF"
"99","Michael Conforto","16376",0.826177955620282,0.765740972723593,0.993590417328588,1.18956179265095,0.645613843284425,0.889028196269886,1.82636674839008,"RF"
"100","Andrew Benintendi","17901",0.460622860817929,0.0355099856554356,0.684010186288368,0.668256066747594,0.87374253941376,0.732003205027952,1.69220900010817,"LF"
"101","DJ LeMahieu","9874",0.982844424821291,-0.573015836901362,0.116446429381298,0.737542499885346,1.3396873284273,0.831271877652163,1.61889703457096,"3B"
"102","Jake Cronenworth","18036",1.1395108940223,0.0355099856554356,0.632413481114998,1.10134704834313,1.2495248906565,1.0956189170858,1.58810804586655,"1B"
"103","Max Kepler","12144",0.773955799219946,0.887446137234952,0.580816775941628,0.583578913257946,0.234912542301097,0.599233334433592,1.55909872651047,"CF"
"104","Anthony Rizzo","3473",0.878400112020619,0.887446137234952,0.838800301808478,1.07700019427803,0.638680706391236,0.857395212553272,1.51190549327496,"1B"
"105","Trent Grisham","18564",0.982844424821291,0.278920314678155,0.426026660421518,0.653615851396822,0.536266560959873,0.683735726036934,1.4605647624359,"CF"
"106","Chris Taylor","13757",0.878400112020619,0.157215150166795,0.632413481114998,0.569707380623787,0.438062950719352,0.527460131472972,1.44132336227565,"LF"
"107","Gleyber Torres","16997",0.460622860817929,0.400625479189514,0.580816775941628,0.670022948487637,0.85563407227721,0.753250184080853,1.43390564545999,"SS"
"108","Jonathan Schoop","11265",0.669511486419274,0.644035808212233,0.890397006981848,0.695410566760683,1.22198229203972,0.976401515991653,1.43192150539379,"1B"
"109","Mike Yastrzemski","14854",0.669511486419274,0.765740972723593,0.632413481114998,0.579058939549693,0.266412410834082,0.56562658763556,1.37791910239851,"CF"
"110","Jean Segura","5933",0.878400112020619,-0.329605507878643,0.271236544901408,0.685840653756906,1.28631167179754,0.838871393259759,1.34368490549469,"2B"
"111","Avisaíl García","5760",0.565067173618601,0.765740972723593,0.941993712155218,0.738584840284959,0.946872887465212,0.847948592457719,1.32286174921766,"RF"
"112","Tyler Stephenson","17988",0.0428456096152393,-0.329605507878643,-0.0383436861388122,0.254568470731265,0.227884430929919,0.0997762808899793,1.27344894951156,"C"
"113","Mark Canha","11445",0.982844424821291,0.157215150166795,0.322833250074778,0.693120889941269,0.27432695066649,0.51800295649463,1.18640777832238,"LF"
"114","Ty France","17982",0.669511486419274,0.278920314678155,0.787203596635108,1.04491217404885,1.1203596005916,0.949064369569888,1.18415437093125,"1B"
"115","DJ LeMahieu","9874",0.982844424821291,-0.573015836901362,0.116446429381298,0.737542499885346,1.3396873284273,0.831271877652163,1.14740676090314,"2B"
"116","Chris Taylor","13757",0.878400112020619,0.157215150166795,0.632413481114998,0.569707380623787,0.438062950719352,0.527460131472972,1.10241443023983,"CF"
"117","Adam Duvall","10950",0.408400704417593,1.86108745332583,1.40636405871555,0.309348380071808,0.0648765685416389,0.501115144033309,1.06784587961808,"RF"
"118","Brendan Rodgers","17907",0.408400704417593,0.157215150166795,0.477623365594888,0.622251916163479,0.963904977184555,0.709394646095357,1.05172408428789,"SS"
"119","Brendan Rodgers","17907",0.408400704417593,0.157215150166795,0.477623365594888,0.622251916163479,0.963904977184555,0.709394646095357,1.05142079725977,"2B"
"120","Adolis García","19287",0.460622860817929,1.00915130174631,0.838800301808478,-0.0528233786246898,0.376234565548579,0.467445067938546,0.998585943356463,"CF"
"121","Bobby Witt Jr.","sa3011225",0.512845017218265,0.400625479189514,0.684010186288368,0.365590295612372,0.671415243138076,0.638676931413568,0.986096477525383,"SS"
"122","Chris Taylor","13757",0.878400112020619,0.157215150166795,0.632413481114998,0.569707380623787,0.438062950719352,0.527460131472972,0.91619253078374,"SS"
"123","Chris Taylor","13757",0.878400112020619,0.157215150166795,0.632413481114998,0.569707380623787,0.438062950719352,0.527460131472972,0.91588924375563,"2B"
"124","Tommy Edman","19470",1.08728873762196,-0.573015836901362,0.0132530190345578,0.452611796809435,1.34234661381099,0.871000456467425,0.906114824480114,"2B"
"125","Akil Baddoo","22168",0.773955799219946,0.157215150166795,0.219639839728038,0.399544886829812,0.520754062888353,0.593787014914816,0.902960909904889,"LF"
"126","Eddie Rosario","12155",0.147289922415912,0.644035808212233,0.838800301808478,0.194944433135455,0.455981468899924,0.378657393923143,0.897773484552275,"LF"
"127","Mark Canha","11445",0.982844424821291,0.157215150166795,0.322833250074778,0.693120889941269,0.27432695066649,0.51800295649463,0.847498846286563,"CF"
"128","Daulton Varsho","19918",0.0428456096152393,0.0355099856554356,0.0132530190345578,-0.0659526654719075,-0.145555216522431,-0.0682680079829678,0.828156075690542,"C"
"129","Jesús Sánchez","19913",0.0428456096152393,0.644035808212233,0.632413481114998,0.405137056251406,0.397857088370718,0.466685116377787,0.82703831609951,"LF"
"130","Trey Mancini","15149",0.930622268420955,0.887446137234952,0.993590417328588,1.18859474822693,1.22115917989715,1.20770121741504,0.763190033013379,"DH"
"131","Austin Meadows","15672",0.930622268420955,1.25256163076903,1.61275087940903,0.939985045277402,0.700983963951954,0.990101753850901,0.761081606169029,"DH"
"132","Jazz Chisholm Jr.","20454",0.930622268420955,0.522330643700874,0.271236544901408,0.227198645162458,0.494794372238054,0.56335728783607,0.722473086925036,"SS"
"133","Jazz Chisholm Jr.","20454",0.930622268420955,0.522330643700874,0.271236544901408,0.227198645162458,0.494794372238054,0.56335728783607,0.722169799896926,"2B"
"134","Eugenio Suárez","12552",0.199512078816248,1.37426679528039,0.787203596635108,0.160066178493973,-0.237458853056356,0.223310629044553,0.691020736518843,"3B"
"135","Amed Rosario","15518",0.72173364281961,-0.573015836901362,0.116446429381298,0.449168407879314,1.3687495186919,0.817497755613397,0.613513242149376,"SS"
"136","Luis Urías","16622",0.512845017218265,0.157215150166795,0.374429955248148,0.504947003349173,0.377342601125116,0.456467989838687,0.567368028251111,"3B"
"137","Akil Baddoo","22168",0.773955799219946,0.157215150166795,0.219639839728038,0.399544886829812,0.520754062888353,0.593787014914816,0.56405197786907,"CF"
"138","Charlie Blackmon","7859",0.826177955620282,-0.0861951788559239,0.684010186288368,0.87686060088672,0.937502072303641,0.751561402834721,0.506570609590165,"RF"
"139","Nathaniel Lowe","19566",0.669511486419274,0.278920314678155,0.735606891461738,0.911647947990196,0.767371124066193,0.798446192180467,0.495686785784397,"1B"
"140","Nelson Cruz","2434",0.617289330018938,1.49597195979175,1.40636405871555,1.01260076416035,0.607370786814229,0.834037256942705,0.307710220933276,"DH"
"141","Mike Moustakas","4892",-0.00937654678509686,0.887446137234952,0.684010186288368,0.233449367536571,0.0454384587132437,0.262173707471171,0.287261621764137,"3B"
"142","Jorge Soler","14221",0.72173364281961,1.61767712430311,1.19997723802207,1.04336258948752,0.447623714836901,0.910380724150671,0.274831098109641,"DH"
"143","Eugenio Suárez","12552",0.199512078816248,1.37426679528039,0.787203596635108,0.160066178493973,-0.237458853056356,0.223310629044553,0.219833749879134,"SS"
"144","Max Kepler","12144",0.773955799219946,0.887446137234952,0.580816775941628,0.583578913257946,0.234912542301097,0.599233334433592,0.176597072901518,"RF"
"145","Austin Hays","19363",0.617289330018938,0.522330643700874,0.632413481114998,0.416514815124192,0.775792194447876,0.689034277196674,0.170028312115908,"RF"
"146","Brandon Belt","10264",0.669511486419274,1.13085646625767,0.632413481114998,0.828831158859339,0.0617107526086753,0.495373287796459,0.152879462044791,"1B"
"147","Robbie Grossman","5254",0.669511486419274,-0.0861951788559239,-0.0383436861388122,0.488221460067297,0.350623114650905,0.483404050714496,0.105285403014364,"LF"
"148","Luis Urías","16622",0.512845017218265,0.157215150166795,0.374429955248148,0.504947003349173,0.377342601125116,0.456467989838687,0.096181041611402,"SS"
"149","Luis Urías","16622",0.512845017218265,0.157215150166795,0.374429955248148,0.504947003349173,0.377342601125116,0.456467989838687,0.0958777545832916,"2B"
"150","Brandon Crawford","5343",0.356178548017257,0.0355099856554356,0.580816775941628,0.391477815293707,0.481497945319608,0.441585605107146,0,"SS"
"151","Mike Yastrzemski","14854",0.669511486419274,0.765740972723593,0.632413481114998,0.579058939549693,0.266412410834082,0.56562658763556,-0.00458255121044449,"RF"
"152","J.P. Crawford","15491",0.826177955620282,-0.816426165924081,-0.0899403913121822,0.41846846371412,1.13764495558558,0.740362672196306,-0.0707791854547568,"SS"
"153","Anthony Santander","14551",0.251734235216584,1.00915130174631,0.735606891461738,0.339552034929304,0.504924983223536,0.571284004810103,-0.0710929781000664,"RF"
"154","Mitch Garver","15161",-0.322709485187114,0.522330643700874,-0.0899403913121822,-0.201038663097078,-0.66750328939009,-0.36413192742255,-0.106669761345525,"C"
"155","César Hernández","10556",0.72173364281961,-0.329605507878643,-0.0383436861388122,0.410532793676051,0.832713564922556,0.582577729393613,-0.107761425568517,"2B"
"156","Randal Grichuk","10243",0.0950677660155756,0.765740972723593,0.632413481114998,-0.0250533791930833,0.18979966525637,0.253191502218306,-0.189684767742932,"CF"
"157","DJ LeMahieu","9874",0.982844424821291,-0.573015836901362,0.116446429381298,0.737542499885346,1.3396873284273,0.831271877652163,-0.231040447745591,"1B"
"158","Tommy Edman","19470",1.08728873762196,-0.573015836901362,0.0132530190345578,0.452611796809435,1.34234661381099,0.871000456467425,-0.289861642644639,"RF"
"159","Bobby Dalbec","19966",0.147289922415912,1.49597195979175,0.941993712155218,0.48134275122139,-0.10857848642542,0.385444183556037,-0.322353128296739,"1B"
"160","Adolis García","19287",0.460622860817929,1.00915130174631,0.838800301808478,-0.0528233786246898,0.376234565548579,0.467445067938546,-0.383915710252491,"RF"
"161","Michael Brantley","4106",0.30395639161692,-0.694721001412721,-0.0899403913121822,0.503323238172004,0.889603277237906,0.456594648432147,-0.393119681108798,"LF"
"162","Jarred Kelenic","22558",0.30395639161692,0.522330643700874,0.477623365594888,0.0350938709335577,0.0946352383114938,0.272918578149688,-0.394286687571269,"CF"
"163","Yuli Gurriel","19198",0.460622860817929,-0.207900343367283,0.632413481114998,0.631323894222011,1.02551175524002,0.667375657715028,-0.456469865268921,"1B"
"164","Keibert Ruiz","19610",-0.636042423589131,-0.0861951788559239,-0.141537096485552,-0.212851760812741,-0.146821542895616,-0.252651255412245,-0.459775906688594,"C"
"165","Ramón Laureano","17128",0.356178548017257,0.400625479189514,0.116446429381298,0.251666434420262,0.196827776627549,0.28110916719343,-0.497990941049381,"CF"
"166","Kolten Wong","12532",0.773955799219946,-0.573015836901362,-0.141537096485552,0.41764318400239,0.784466530104196,0.520113933052296,-0.505743449370978,"2B"
"167","Mark Canha","11445",0.982844424821291,0.157215150166795,0.322833250074778,0.693120889941269,0.27432695066649,0.51800295649463,-0.535002807322391,"RF"
"168","AJ Pollock","9256",-0.113820859585769,0.522330643700874,0.477623365594888,0.150994844697653,0.0104245344946703,0.0532925770901886,-0.661090737850368,"LF"
"169","Jo Adell","20220",0.0428456096152393,0.278920314678155,0.426026660421518,-0.0936769870565073,0.17514193748675,0.179887841253378,-0.752790467444339,"LF"
"170","Andrew McCutchen","9847",0.199512078816248,0.400625479189514,0.219639839728038,0.270042482360006,-0.183450033240002,0.0939499855908228,-0.761616011398245,"LF"
"171","Tyler Naquin","13359",-0.0615987031854331,0.157215150166795,0.374429955248148,0.0697448583994614,0.269989782838331,0.173069386972118,-0.779085413403451,"LF"
"172","Ty France","17982",0.669511486419274,0.278920314678155,0.787203596635108,1.04491217404885,1.1203596005916,0.949064369569888,-0.815952393567363,"DH"
"173","Harrison Bader","18030",0.251734235216584,0.278920314678155,0.0648497242079278,0.162715110506688,0.21826035049371,0.281425813677079,-0.842939227098546,"CF"
"174","Josh Donaldson","5038",0.826177955620282,1.37426679528039,0.787203596635108,1.0306390131239,0.152126455654107,0.614685682835702,-0.880824436360749,"DH"
"175","Jesús Sánchez","19913",0.0428456096152393,0.644035808212233,0.632413481114998,0.405137056251406,0.397857088370718,0.466685116377787,-0.894372269545263,"RF"
"176","David Peralta","2136",-0.113820859585769,-0.573015836901362,0.271236544901408,0.270514985686942,0.64517062905381,0.362212886538931,-0.899637494148911,"LF"
"177","Gary Sánchez","11442",-0.427153797987787,0.644035808212233,0.0132530190345578,-0.54939623875821,-1.03948666151328,-0.591695200338871,-0.934119719988738,"C"
"178","Brandon Nimmo","12927",0.669511486419274,-0.451310672390002,-0.451117327525772,0.701158068343348,0.24241552606222,0.339097693232496,-1.05109000173713,"CF"
"179","Tommy Pham","2967",0.356178548017257,-0.0861951788559239,-0.193133801658922,0.302868446390492,0.130092376760682,0.198992179100249,-1.05313327408904,"LF"
"180","Jeff McNeil","15362",0.0428456096152393,-0.573015836901362,-0.0899403913121822,0.324493078949378,0.641434966252914,0.319064525700252,-1.09705389153863,"LF"
"181","Tyler Naquin","13359",-0.0615987031854331,0.157215150166795,0.374429955248148,0.0697448583994614,0.269989782838331,0.173069386972118,-1.11799434543927,"CF"
"182","Jesús Aguilar","11342",-0.00937654678509686,0.522330643700874,0.941993712155218,0.389636722032741,0.283476158712754,0.321692691514545,-1.21606378968059,"1B"
