Played,Name,pr,Adp,R,HR,RBI,RC,AVG,OPS,IP,SO,QS,ERA,WHIP,SVHD,Year
13613,Ketel Marte,3.79043313139869,147,0.685190562629334,-0.0623011634310232,0.408603519288069,0.847025546164841,1.02906492970082,0.882849737046643,,,,,,,2023
26289,Gunnar Henderson,3.78923787437185,101,0.629544333937185,0.329804060960046,0.634872196328071,0.770732494608551,0.650555245336666,0.773729543201331,,,,,,,2023
19950,Andrés Giménez,3.5631676232123,149,0.629544333937185,-0.0623011634310232,0.46517068854807,0.618125941903913,1.07615901663356,0.8364688056206,,,,,,,2023
14366,Joey Meneses,3.4733676742835,202,0.0174358183235398,0.721909285351116,0.748006534848072,0.439622354276042,0.848079280983117,0.698314400501616,,,,,,,2023
19470,Tommy Edman,3.2579677376223,83,1.35294530693513,-0.585108129285783,-0.100501004051935,0.380133017122764,1.34746011091936,0.86303843598276,,,,,,,2023
24610,Steven Kwan,3.11880297976258,68,1.24165284955083,-1.23861683660423,-0.213635342571936,0.800734460195668,1.57629522625489,0.952372622937356,,,,,,,2023
15362,Jeff McNeil,2.95737742008568,104,0.406959419168587,-0.846511612213162,0.238902011508068,0.797618422103954,1.49220195959478,0.868207219923455,,,,,,,2023
16578,Yandy Díaz,2.94838768930927,137,0.573898105245035,-0.454406387822093,0.125767672988067,1.00617960077381,0.953829163427305,0.74311953469714,,,,,,,2023
21523,Jonathan India,2.93368570643814,204,0.907775477397933,-0.0623011634310232,0.125767672988067,0.642481676611841,0.662936184209592,0.657025858661729,,,,,,,2023
20538,Jose Miranda,2.86066070185441,144,0.128728275707839,0.0684005780326667,0.634872196328071,0.443268959142214,0.925447981350997,0.659942711292628,,,,,,,2023
18882,Brandon Lowe,2.84067612011705,153,0.351313190476437,0.983312768278496,0.748006534848072,0.450030011599819,-0.0326836473957576,0.340697262309984,,,,,,,2023
18839,Josh Naylor,2.8267164694872,177,0.0174358183235398,0.460505802423736,0.804573704108072,0.504140360454702,0.547637667996764,0.492423116180389,,,,,,,2023
19352,Sean Murphy,2.82013706236962,135,0.295666961784288,0.591207543887426,0.578305027068071,0.603130084032637,0.266345050534125,0.485482395063075,,,,,,,2023
25878,Corbin Carroll,2.77120985530538,94,0.907775477397933,0.0684005780326667,0.125767672988067,0.521768585931057,0.513575868094382,0.633921672861277,,,,,,,2023
11609,Willson Contreras,2.64902129026216,130,0.462605647860736,0.852611026814806,0.352036350028069,0.605207015981537,0.01906214526569,0.357499104311323,,,,,,,2023
14274,Mitch Haniger,2.52530416629225,226,0.406959419168587,0.852611026814806,0.52173785780807,0.383142362422149,0.0859103156636053,0.27494318441503,,,,,,,2023
26288,Adley Rutschman,2.46645271675132,54,0.685190562629334,0.0684005780326667,0.0692005037280662,0.768450006627397,0.362373992495471,0.512837073238389,,,,,,,2023
9241,Starling Marte,2.31495810666466,126,0.963421706090082,-0.323704646358403,0.0692005037280662,0.295381357776334,0.829040216423623,0.481618969004956,,,,,,,2023
18568,Luis Arraez,2.28481302259918,78,0.685190562629334,-1.36931857806792,-0.157068173311936,0.760897492502596,1.58827503941381,0.776836679433295,,,,,,,2023
30116,Seiya Suzuki,2.25111316752557,176,0.406959419168587,0.329804060960046,0.238902011508068,0.541242858375164,0.325591617061728,0.408613200451976,,,,,,,2023
22197,MJ Melendez,2.22412641135045,107,0.351313190476437,0.591207543887426,0.52173785780807,0.351592148421644,0.0338202692954916,0.374455401461382,,,,,,,2023
31837,Masataka Yoshida,2.12169142117299,105,0.295666961784288,-0.323704646358403,0.352036350028069,0.721867380830703,0.621277348903016,0.454548025985316,,,,,,,2023
25976,Riley Greene,1.91666009741236,221,0.740836791321484,-0.454406387822093,-0.0439338347919348,0.319368074803537,0.774148261438382,0.580647192462985,,,,,,,2023
16622,Luis Urías,1.85712295535755,219,0.295666961784288,0.329804060960046,0.238902011508068,0.35078477575104,0.247441025516409,0.394524119837704,,,,,,,2023
19363,Austin Hays,1.76092742698746,220,0.240020733092138,0.199102319496357,0.295469180768068,0.0967319295962538,0.530077599377663,0.399525664656981,,,,,,,2023
11899,Joc Pederson,1.62315765132493,272,0.128728275707839,0.721909285351116,0.46517068854807,0.261133447084539,-0.111281301121477,0.157497255754844,,,,,,,2023
21479,Nico Hoerner,1.49185121079558,188,0.573898105245035,-0.977213353676852,-0.157068173311936,0.252415088734495,1.21905786693831,0.58076167686653,,,,,,,2023
21454,Lars Nootbaar,1.38732833924259,211,0.518251876552886,0.460505802423736,0.0692005037280662,0.322697301797007,-0.143332975932064,0.16000583067296,,,,,,,2023
21622,Jake McCarthy,1.26180163017495,190,0.629544333937185,-0.715809870749472,0.0126333344680657,0.169480152187993,0.731498464678178,0.434455215652998,,,,,,,2023
17232,Yoán Moncada,1.18359746286459,310,0.184374504399988,-0.0623011634310232,0.238902011508068,0.210466963505882,0.294368525310633,0.317786621571043,,,,,,,2023
14854,Mike Yastrzemski,1.15262097199305,270,0.406959419168587,0.329804060960046,0.238902011508068,0.126347025456083,-0.123567992898117,0.174176447798384,,,,,,,2023
19238,Lourdes Gurriel Jr.,1.10457953108547,257,-0.149502867752909,-0.454406387822093,0.182334842248067,0.302708354105845,0.817681894517582,0.405763695788976,,,,,,,2023
5235,Justin Turner,1.08411520190719,186,0.0730820470156893,-0.323704646358403,0.408603519288069,0.30427052997194,0.3965604359813,0.225303316008593,,,,,,,2023
16426,Thairo Estrada,1.0511330564141,206,0.462605647860736,-0.323704646358403,0.0126333344680657,0.0186977521953741,0.590802622263046,0.290098345985278,,,,,,,2023
22581,Alejandro Kirk,1.02129985259485,93,-0.149502867752909,-0.0623011634310232,0.238902011508068,0.498899113943381,0.305081758217548,0.190221000109783,,,,,,,2023
17901,Andrew Benintendi,0.900174531079514,216,0.240020733092138,-0.454406387822093,0.0126333344680657,0.258669617730799,0.561224645952593,0.28203258765801,,,,,,,2023
20970,Oscar Gonzalez,0.885020310052567,234,-0.316441553829358,-0.193002904894713,0.295469180768068,0.0331625447689954,0.7459362924693,0.319896750770274,,,,,,,2023
18171,Seth Brown,0.859778948827598,256,-0.149502867752909,0.852611026814806,0.408603519288069,-0.100961621022417,-0.226485354404973,0.0755142459050222,,,,,,,2023
18577,Ke'Bryan Hayes,0.755476606524929,225,0.295666961784288,-0.846511612213162,-0.270202511831937,0.200427303617312,0.866436744786718,0.509659720381711,,,,,,,2023
10243,Randal Grichuk,0.635996420206299,NA,-0.0938566390607594,0.329804060960046,0.295469180768068,-0.0968892222723468,0.14140692692422,0.0600621128870705,,,,,,,2023
13590,Jesse Winker,0.619414629315076,214,0.0174358183235398,0.199102319496357,-0.0439338347919348,0.50599277461734,-0.162385422140344,0.103202973810119,,,,,,,2023
17988,Tyler Stephenson,0.606467344424773,171,-0.0382104103686098,-0.323704646358403,0.238902011508068,0.222331577269741,0.361953225974377,0.1451955863996,,,,,,,2023
12861,Anthony Rendon,0.580856169942732,191,-0.0938566390607594,-0.0623011634310232,0.295469180768068,0.34785164402189,-0.0219084704049474,0.115601618049504,,,,,,,2023
11615,Brandon Drury,0.380004593457086,203,-0.0382104103686098,0.329804060960046,0.238902011508068,-0.154732943256498,-0.00331243914234921,0.00755431375642878,,,,,,,2023
17128,Ramón Laureano,0.374494751035264,375,0.240020733092138,0.199102319496357,-0.100501004051935,-0.0987435660006211,-0.0123582898328203,0.146974558332146,,,,,,,2023
10472,Enrique Hernández,0.316326466033533,267,0.184374504399988,-0.193002904894713,0.0692005037280662,-0.0143569881398681,0.127704694122398,0.142406656817661,,,,,,,2023
16376,Michael Conforto,0.3002502464261,282,0.0174358183235398,-0.0623011634310232,0.125767672988067,0.24392780694912,-0.0668910266869462,0.0423111382833432,,,,,,,2023
22514,Triston Casas,0.0952234050784735,184,0.0730820470156893,0.199102319496357,0.0126333344680657,0.168678572744733,-0.31533604901364,-0.0429368196327308,,,,,,,2023
5933,Jean Segura,0.0698115529407118,240,0.0174358183235398,-0.715809870749472,-0.326769681091937,0.0662285578655245,0.765985131929508,0.26274159666355,,,,,,,2023
20503,William Contreras,0.0404952055626764,183,-0.205149096445058,0.460505802423736,0.0692005037280662,0.0093826887838908,-0.213706851063283,-0.0797378418646753,,,,,,,2023
13621,Jeimer Candelario,0.000359783167269562,NA,-0.149502867752909,-0.0623011634310232,0.0126333344680657,-0.0113355484697608,0.100905856042831,0.109960172310065,,,,,,,2023
24064,Ezequiel Tovar,-0.0268152417123861,247,-0.0938566390607594,-0.454406387822093,-0.157068173311936,-0.035061093828437,0.547419964398777,0.166157087912062,,,,,,,2023
14221,Jorge Soler,-0.120825063395254,NA,-0.205149096445058,0.721909285351116,0.182334842248067,-0.124212255457169,-0.539472371044489,-0.156235468047721,,,,,,,2023
7859,Charlie Blackmon,-0.124516181712268,268,-0.0938566390607594,-0.585108129285783,0.0692005037280662,0.0601602041198104,0.362363092926702,0.0627247858596955,,,,,,,2023
26299,Josh Jung,-0.157331733138351,229,-0.427734011213657,0.329804060960046,0.295469180768068,-0.286464961918782,-0.0487471656534788,-0.0196588360805476,,,,,,,2023
27465,Spencer Torkelson,-0.214612448738764,288,-0.149502867752909,0.0684005780326667,0.0126333344680657,-0.0319573727872615,-0.149244211366647,0.0350580906673207,,,,,,,2023
10047,Wil Myers,-0.256769003425408,275,-0.260795325137208,0.0684005780326667,0.182334842248067,-0.0932533636852911,-0.0948889612198038,-0.0585667736638387,,,,,,,2023
20178,Miguel Vargas,-0.303759814879471,231,0.0174358183235398,-0.454406387822093,0.182334842248067,-0.093423356281791,0.101567600158591,-0.0572683315057851,,,,,,,2023
18564,Trent Grisham,-0.320725941786826,368,0.240020733092138,0.0684005780326667,-0.0439338347919348,-0.194241854582273,-0.328702913235813,-0.0622686503016107,,,,,,,2023
9847,Andrew McCutchen,-0.344311436430921,280,0.0174358183235398,-0.0623011634310232,0.0692005037280662,-0.0769201860331358,-0.206439644523918,-0.0852867644944495,,,,,,,2023
15998,Cody Bellinger,-0.360549540715778,205,0.0730820470156893,0.199102319496357,0.0692005037280662,-0.328916063847779,-0.257851903186599,-0.115166443921512,,,,,,,2023
13757,Chris Taylor,-0.440582867501526,294,0.128728275707839,-0.193002904894713,-0.0439338347919348,-0.135395891301686,-0.167385410459227,-0.0295931017618048,,,,,,,2023
20391,Luis García,-0.560784503159188,NA,-0.372087782521507,-0.585108129285783,-0.157068173311936,-0.209072531442438,0.609151668577894,0.153400444824582,,,,,,,2023
26031,Vaughn Grissom,-0.603857221965404,145,-0.0938566390607594,-0.454406387822093,-0.383336850351938,0.0104322150225151,0.300185513648929,0.0171249265979414,,,,,,,2023
15672,Austin Meadows,-0.647536278937361,254,-0.260795325137208,-0.0623011634310232,0.0692005037280662,-0.0380080515213528,-0.257809959631534,-0.0978222829443097,,,,,,,2023
5760,Avisaíl García,-0.660040003589841,NA,-0.372087782521507,-0.0623011634310232,0.0692005037280662,-0.309234978481661,0.0921454805264557,-0.077762063410172,,,,,,,2023
11445,Mark Canha,-0.666967842742186,278,0.240020733092138,-0.454406387822093,-0.213635342571936,-0.00186268513142118,-0.143932883880451,-0.0931512764284225,,,,,,,2023
15149,Trey Mancini,-0.681708091212741,276,-0.316441553829358,-0.0623011634310232,-0.100501004051935,-0.0798528867440045,-0.0517875697852545,-0.0708239133711663,,,,,,,2023
15491,J.P. Crawford,-0.686522559274035,318,0.0730820470156893,-1.23861683660423,-0.60960552739194,0.0725731041870818,0.707071236068491,0.308973417450874,,,,,,,2023
12144,Max Kepler,-0.69579900287713,NA,0.0174358183235398,-0.0623011634310232,-0.157068173311936,-0.110358244870171,-0.267637629555095,-0.115869610032444,,,,,,,2023
19600,Bryan De La Cruz,-0.756217860093811,327,-0.427734011213657,0.0684005780326667,-0.213635342571936,-0.188795610574381,0.0606780297963252,-0.0551315035628289,,,,,,,2023
11265,Jonathan Schoop,-0.859447689963802,NA,-0.260795325137208,-0.193002904894713,-0.157068173311936,-0.424376735727467,0.215958682306177,-0.0401632331986563,,,,,,,2023
14128,Joey Gallo,-0.867103307115844,333,-0.0938566390607594,0.983312768278496,0.0126333344680657,-0.219307016136221,-1.16662226275231,-0.383263491913117,,,,,,,2023
21534,Cal Raleigh,-0.905871661579249,215,-0.539026468597956,0.983312768278496,0.182334842248067,-0.432001527004711,-0.764928548117269,-0.335562728385876,,,,,,,2023
2396,Carlos Santana,-0.960037988593589,NA,-0.260795325137208,0.0684005780326667,0.0126333344680657,-0.0792635743571856,-0.499163247684392,-0.201849753915535,,,,,,,2023
16939,Lane Thomas,-1.05226740292027,NA,0.0730820470156893,-0.193002904894713,-0.383336850351938,-0.29731469107874,-0.150710437185215,-0.10098456642535,,,,,,,2023
11281,Whit Merrifield,-1.14155531849247,197,0.240020733092138,-0.846511612213162,-0.383336850351938,-0.396100012298216,0.343174132317502,-0.0988017090387979,,,,,,,2023
4314,Joey Votto,-1.15511717059439,295,-0.427734011213657,0.199102319496357,0.0126333344680657,-0.0626783449942371,-0.592768456495506,-0.283672011855412,,,,,,,2023
12532,Kolten Wong,-1.25371473412891,323,0.240020733092138,-0.585108129285783,-0.66617269665194,-0.228710388906674,0.0728410852103927,-0.0865853375870469,,,,,,,2023
9874,DJ LeMahieu,-1.34917356560146,151,0.0730820470156893,-0.977213353676852,-0.66617269665194,0.00202049734379097,0.29972963828586,-0.0806196979180059,,,,,,,2023
26294,Bryson Stott,-1.3620925225387,264,-0.0938566390607594,-0.454406387822093,-0.439904019611938,-0.303948366115237,0.0435074678789762,-0.113484577807652,,,,,,,2023
5343,Brandon Crawford,-1.3664612536656,NA,-0.260795325137208,-0.454406387822093,-0.0439338347919348,-0.24124694162659,-0.143782771997702,-0.222295992290069,,,,,,,2023
20126,Dylan Carlson,-1.38772755799542,292,-0.0938566390607594,-0.585108129285783,-0.326769681091937,-0.140352724356791,-0.106852946622097,-0.134787437578049,,,,,,,2023
