Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Yainer Diaz","HOU",133.74,541.453,508.846,142.196,94.4614,26.244,1.79413,19.6968,63.9067,73.7919,23.5746,0.781021,96.9171,3.81383,5.0069,0.211217,12.6073,0.904644,0.260049,0.279449,0.0435396,0.178995,0.243245,0.313326,0.454202,0.32914,0.767527,0.174753,2.7852,0.308377,-1.01794,-0.879919,71.601,8.26294,116.859,-1.89786,-0.496562,8.547170877456665,4.240983933210373,3.18485,58.59000015258789,2.58132,-0.224717,1.00276,2.58132,0.224717,3.66299,646.9,4.82761194,646.9,4.82761194,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Andrés Giménez","TOR",142.707,596.048,539.494,138.149,97.6284,26.548,2.99097,10.9818,68.452,59.4123,32.61,1.94555,100.126,16.7066,3.92156,3.31651,9.79241,26.3853,5.41073,0.256072,0.0547103,0.167982,0.325691,0.316274,0.377436,0.304358,0.69371,0.121364,6.17682,0.294159,0.0028325,1.94129,66.932,-2.79253,99.2304,1.94412,7.14502,1.419231116771698,9.395687103271484,3.16903,171.97999572753906,2.60344,-0.614578,1.01403,2.60344,0.614578,3.64796,618,4.321678321,618,4.321678321,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Jose Altuve","HOU",142.98,631.699,569.64,153.58,104.171,29.3094,0.747699,19.3519,87.2193,66.2161,52.0896,0.896882,108.194,6.85778,2.49926,0.612675,11.9493,17.3569,4.73053,0.269609,0.0824595,0.171274,0.481447,0.336765,0.425604,0.332735,0.762368,0.155994,4.72657,0.301912,-0.474273,0.27517,85.363,11.468,119.388,-0.199103,-2.76897,13.81471672654152,-4.693769335746765,3.11681,61.02000045776367,1.9127,-0.415688,0.596914,1.9127,0.415688,4.20411,756.1,5.287412587,756.1,5.287412587,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"Zach Neto","LAA",124.987,509.532,456.047,113.613,69.2325,24.552,1.19123,18.637,63.6113,61.4978,33.7936,0.7685,115.49,14.612,2.70482,2.37418,7.91436,21.3964,5.83032,0.249125,0.0663228,0.226659,0.292611,0.319463,0.430785,0.326265,0.750248,0.18166,5.50302,0.292571,0.14527,0.995579,66.2008,6.59668,111.52,1.14085,-0.572791,7.857052326202393,5.213647425174713,3.10414,202.1699981689453,1.75849,-0.448873,0.61414,1.75849,0.448873,4.18115,609.3,4.8744,609.3,4.8744,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Bo Bichette","TOR",139.973,599.579,558.975,153.117,105.431,30.0136,1.72354,15.9497,71.7113,71.1463,33.6597,0.655256,114.901,3.64445,3.09973,0.200318,13.6919,8.68265,2.97214,0.273926,0.0561389,0.191637,0.292944,0.317698,0.419388,0.319697,0.737086,0.145462,4.33048,0.31809,0.426094,-0.588559,74.7305,4.59296,110.02,-0.162465,-3.34154,6.7115674912929535,3.1387076377868652,3.08155,128.58999633789062,3.15652,0.0738466,0.703978,3.15652,-0.0738466,4.06136,669.3,4.780714285,669.3,4.780714285,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Steven Kwan","CLE",146.439,640.141,566.802,156.518,117.066,26.3478,4.5987,8.50565,84.4782,54.7723,62.4284,1.09622,62.3622,5.01617,3.57265,2.32212,9.95886,16.5559,4.3629,0.276143,0.0975229,0.0974194,1.00106,0.351139,0.383874,0.324935,0.735013,0.107731,5.58043,0.296318,0.672414,0.0965858,82.4852,7.60275,113.6,0.769,4.35527,10.730458199977875,-2.42429256439209,3.06173,143.58999633789062,3.10127,-0.953996,1.2559,3.10127,0.953996,3.32546,722.8,4.950684931,722.8,4.950684931,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Xander Bogaerts","SDP",143.992,601.794,544.755,144.227,101.322,26.1702,1.15929,15.575,71.1129,64.3255,45.7038,0.35809,104.772,5.2091,5.67614,0.450239,13.2708,13.4543,3.20773,0.264755,0.0759459,0.174099,0.436222,0.324506,0.402824,0.317699,0.72733,0.138069,4.54388,0.299131,0.313447,0.193026,74.0389,3.64219,105.229,0.506472,-0.569008,4.188082575798035,5.372687220573425,3.05821,148.27000427246094,4.97395,-1.15415,0.45631,4.97395,1.15415,4.39159,662.2,4.598611111,662.2,4.598611111,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Matt Olson","ATL",154.933,664.301,575.11,143.564,79.7863,29.192,1.27544,33.3103,89.3499,101.044,78.3754,5.70806,158.417,5.87989,4.74933,0.186442,11.0988,0.534824,0.100682,0.249629,0.117982,0.238472,0.49474,0.343042,0.478583,0.35173,0.821625,0.228954,2.25755,0.284063,-0.352295,-1.18345,99.9245,22.2159,125.212,-1.53574,0.775458,18.49199688434601,-11.179261207580566,3.03994,37.4900016784668,2.15476,0.877352,1.47341,2.15476,-0.877352,3.03545,885.3,5.711612903,885.3,5.711612903,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Jeremy Peña","HOU",151.689,634.341,586.081,152.953,107.646,28.2033,2.15408,14.9497,76.5242,66.7644,31.804,0.558735,119.644,10.399,4.09232,1.96429,11.7659,16.7798,4.95628,0.260976,0.0501371,0.188611,0.265823,0.308607,0.392972,0.306068,0.701579,0.131996,5.22513,0.302918,0.597712,0.170383,72.1051,-2.09887,100.63,0.768095,-0.0647953,1.2256547808647156,6.957839727401733,3.02909,162.33999633789062,2.20059,-0.416289,0.494231,2.20059,0.416289,4.34103,648.7,4.267763157,648.7,4.267763157,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Masyn Winn","STL",143.066,614.88,561.402,143.607,97.6318,28.1309,4.44627,13.3984,78.581,60.0319,41.8777,0.439961,107.934,3.13079,5.07838,3.39125,7.11489,14.3965,3.87836,0.255801,0.068107,0.175537,0.387993,0.308453,0.393348,0.305562,0.701801,0.137546,5.71757,0.292507,1.03075,0.186224,69.6424,-2.2851,96.8797,1.21697,2.54599,-1.0278476476669312,9.16939663887024,2.95667,146.7100067138672,3.274,-1.51212,0.583994,3.274,1.51212,4.22134,622,4.349650349,622,4.349650349,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Ozzie Albies","ATL",144.986,625.924,570.513,148.942,92.0237,32.4639,3.14471,21.3095,81.5881,81.0335,42.1254,0.885877,98.4608,6.747,6.06172,0.477345,7.65973,11.8037,3.12928,0.261066,0.067301,0.157305,0.427839,0.316276,0.441047,0.326336,0.757324,0.179981,5.14387,0.279402,0.918971,-0.0116507,81.359,8.13959,108.12,0.90732,-1.46788,6.985145211219788,0.7695602178573608,2.9536,65.93000030517578,1.51948,-0.273769,0.372195,1.51948,0.273769,4.50374,732.1,5.048965517,732.1,5.048965517,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Oneil Cruz","PIT",141.638,602.432,541.108,136.01,79.1471,28.6835,3.44664,24.733,78.072,79.5794,53.0093,3.29141,175.524,3.69055,4.45202,0.172019,7.07755,21.5908,4.43779,0.251355,0.0879922,0.291358,0.302007,0.319978,0.454227,0.332003,0.774205,0.202872,5.96047,0.322259,-0.18053,1.47464,81.0533,10.582,110.541,1.29411,-2.73257,8.88756787776947,-0.9353848695755005,2.8932,43.439998626708984,3.31314,-0.550382,0.457774,3.31314,0.550382,4.38964,758.4,5.34084507,758.4,5.34084507,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Sean Murphy","ATL",109.987,428.087,373.546,87.165,51.6718,17.9103,0.858651,16.7242,50.1406,53.0893,42.004,0.798818,100.021,9.60887,2.51944,0.409403,9.31809,0.447279,0.102803,0.233345,0.0981202,0.233646,0.419952,0.324492,0.420204,0.325587,0.744695,0.186859,2.33967,0.271637,-0.208991,-0.761042,55.3858,5.30894,107.616,-0.970034,2.01541,2.9288071393966675,10.502085208892822,2.85941,210.10000610351562,2.02057,0.212949,0.388305,2.02057,-0.212949,4.48226,486.9,4.426363636,486.9,4.426363636,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Jackson Chourio","MIL",148.887,633.492,582.07,156.545,99.921,30.1746,3.48887,22.9601,85.0259,83.8023,42.6152,2.86194,131.201,3.87461,3.57286,1.35978,8.53799,27.1935,6.56323,0.268945,0.0672703,0.207107,0.324809,0.32119,0.45111,0.331727,0.772299,0.182165,6.25387,0.309595,0.475764,1.6476,85.0912,10.9865,112.569,2.12337,2.37337,11.644968271255493,-5.301716327667236,2.83386,16.59000015258789,2.75688,0.536683,0.419686,2.75688,-0.536683,4.44042,790.2,5.303355704,790.2,5.303355704,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Austin Wells","NYY",122.103,466.831,410.688,95.4144,56.2621,20.3034,1.09815,17.7507,49.9185,58.9121,45.7983,0.852755,105.82,5.25066,4.32385,0.770533,7.8364,3.24492,1.13214,0.232328,0.0981046,0.226678,0.432794,0.314258,0.416779,0.31805,0.731037,0.184451,3.08272,0.266482,0.131127,-0.649752,57.5663,2.95731,105.47,-0.518625,0.523501,2.469262480735779,9.316961944103241,2.82364,199.75999450683594,1.79169,0.115739,0.447369,1.79169,-0.115739,4.40351,509.8,4.178688524,509.8,4.178688524,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Royce Lewis","MIN",121.449,501.443,453.55,113.731,66.6032,22.8516,0.942491,23.3342,64.4296,71.1218,41.0887,1.48647,115.666,2.97041,3.62267,0.211425,8.18936,5.1198,1.91812,0.250758,0.0819408,0.230667,0.355234,0.314805,0.459642,0.332461,0.774447,0.208884,3.70036,0.284114,0.136059,-0.614553,67.6505,8.99265,118.326,-0.478494,0.148795,10.036266952753067,0.5602074563503265,2.82076,130.6300048828125,2.27582,-1.24128,0.49261,2.27582,1.24128,4.34319,608.9,5.032231404,608.9,5.032231404,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Anthony Volpe","NYY",145.661,614.537,557.824,132.021,85.1938,28.0429,4.44176,14.3428,76.652,58.8234,45.4604,0.571828,140.601,5.95298,3.70857,1.59112,8.4801,25.8212,5.83023,0.236672,0.0739751,0.228792,0.323329,0.299267,0.380005,0.297163,0.679273,0.143333,6.74138,0.289429,1.24566,1.72931,65.4496,-6.43778,91.1024,2.97498,2.96742,-3.4225404262542725,9.711006164550781,2.7641,136.7100067138672,4.27975,-0.999482,1.06922,4.27975,0.999482,3.57437,602.4,4.126027397,602.4,4.126027397,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Christian Walker","HOU",146.544,622.059,546.86,130.498,74.3237,25.4847,0.993942,29.6957,78.3007,89.7204,60.5976,2.71336,140.646,8.48628,5.92201,0.192679,10.0721,4.90531,1.41737,0.238632,0.0974146,0.226098,0.430851,0.32094,0.451775,0.332628,0.772716,0.213144,3.48154,0.263577,0.087424,-0.703399,84.0069,11.2397,119.313,-0.615975,4.22358,13.130641162395477,-7.132422924041748,2.76112,95.66000366210938,2.1938,1.89254,1.15311,2.1938,-1.89254,3.46252,754.9,5.135374149,754.9,5.135374149,,,,,,,,,,,,,,,,,,,"Christian Walker","13419",572233
"Colton Cowser","BAL",136.823,554.765,484.345,116.753,70.8237,23.0556,1.9667,20.9074,73.6315,67.6433,57.7652,1.95952,164.884,8.1613,3.96461,0.529536,8.09876,8.63406,2.74574,0.241054,0.104125,0.297214,0.350338,0.329607,0.426276,0.328969,0.755883,0.185222,4.77776,0.316828,0.606218,-0.449054,73.2854,8.39002,117.819,0.157164,2.56193,11.467895403504372,-3.3501923084259033,2.74833,171.89999389648438,2.83758,0.607053,0.414335,2.83758,-0.607053,4.44755,653.4,4.769343065,653.4,4.769343065,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"J.T. Realmuto","PHI",114.105,451.905,409.665,102.887,64.5656,20.2486,2.38893,15.6835,55.9809,56.0963,31.7592,1.11147,111.131,7.18355,2.90218,0.394309,6.99193,7.00227,2.63239,0.251148,0.0702786,0.245918,0.285781,0.314122,0.427089,0.320973,0.741211,0.175941,4.97819,0.30517,0.165337,-0.47384,56.789,3.92612,105.114,-0.308503,1.06883,2.4551221132278442,9.060513734817505,2.74352,144.49000549316406,2.54789,0.635971,0.313229,2.54789,-0.635971,4.58236,508.5,4.460526315,508.5,4.460526315,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Matt McLain","CIN",125.52,539.74,480.026,122.593,73.5387,26.2061,3.37012,19.4783,71.5755,68.068,48.8768,0.858528,147.1,7.79361,2.77012,0.274242,6.28384,17.216,5.16381,0.255389,0.0905561,0.272539,0.332269,0.332298,0.445757,0.337349,0.778055,0.190368,6.01658,0.326089,-0.241264,0.330927,74.941,11.8032,110.251,0.0896626,0.610504,6.706121034920216,1.614031195640564,2.71559,101.05000305175781,4.58954,-1.38808,0.240244,4.58954,1.38808,4.67968,669.2,5.311111111,669.2,5.311111111,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Brent Rooker","ATH",141.919,602.502,533.44,134.801,74.2035,24.1014,1.69592,34.8002,80.014,91.5726,56.459,2.75068,179.597,8.38087,3.80613,0.416602,8.26802,7.6061,2.07229,0.252701,0.0937076,0.298084,0.314366,0.331582,0.499953,0.354945,0.831535,0.247251,4.08091,0.309745,-0.0722578,-0.393749,92.1879,21.7083,130.851,-0.466007,-0.474755,21.281805127859116,-15.138910442590714,2.70766,68.9800033569336,3.10828,-1.14423,1.06902,3.10828,1.14423,3.57464,834.6,5.877464788,834.6,5.877464788,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"CJ Abrams","WSN",138.613,595.017,540.596,134.273,84.9509,27.4316,4.16189,17.7287,79.4464,63.5758,35.9119,2.07362,118.085,12.4521,3.89088,2.16699,6.57064,33.562,8.51421,0.24838,0.0603543,0.198456,0.304119,0.308066,0.412905,0.312393,0.720971,0.164525,6.98928,0.285178,0.696719,2.22828,70.6641,1.06014,100.292,2.925,-3.1545,3.1328030824661255,3.2627692222595215,2.70693,51.119998931884766,3.13968,-0.840105,1.14975,3.13968,0.840105,3.46699,663.1,4.770503597,663.1,4.770503597,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Shea Langeliers","ATH",127.23,500.257,453.91,103.25,56.2088,19.1736,1.98925,25.8788,58.3444,70.2031,37.3081,1.4121,136.295,4.77572,3.93927,0.3238,7.91425,3.44775,1.39533,0.227469,0.0745778,0.272449,0.273731,0.290707,0.449513,0.316923,0.740221,0.222045,3.7424,0.261677,-0.536313,-0.64019,61.2344,2.71525,104.695,-1.1765,-1.6617,1.5715144872665405,7.857184410095215,2.69518,127.70999908447266,1.96769,0.239837,0.918879,1.96769,-0.239837,3.77483,562.6,4.429921259,562.6,4.429921259,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Ian Happ","CHC",150.114,647.062,559.483,135.498,81.5322,30.1767,2.14856,21.6409,83.6961,77.2047,76.9735,1.76889,156.946,6.25355,3.85617,0.495669,9.47914,11.8972,2.85112,0.242185,0.118958,0.242551,0.490447,0.338288,0.419843,0.331645,0.75813,0.177658,4.64015,0.295924,-0.0519027,-0.0616752,86.8715,11.1794,114.823,-0.113578,0.324579,11.108182899653912,-6.625131160020828,2.68956,136.89999389648438,1.36413,-2.50793,0.66095,1.36413,2.50793,4.11873,765.6,5.104,765.6,5.104,,,,,,,,,,,,,,,,,,,"Ian Happ","17919",664023
"Nico Hoerner","CHC",127.697,539.905,491.095,133.934,101.337,24.2761,2.1804,6.14108,66.818,48.5869,35.9122,1.03533,60.079,9.17903,3.132,0.586091,9.42673,26.2147,5.8092,0.272726,0.0665158,0.111277,0.59775,0.331948,0.368553,0.30932,0.700501,0.0958269,5.93914,0.298577,0.656319,1.74267,62.7836,-0.373378,99.4649,2.39899,3.96661,2.0609757006168365,5.937243342399597,2.68387,215.66000366210938,2.40667,-0.52006,1.44755,2.40667,0.52006,3.06993,564.4,4.409375,564.4,4.409375,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Logan O'Hoppe","LAA",126.149,497.256,447.343,107.894,66.0813,18.2328,1.10944,22.4706,59.7945,62.6863,39.3849,0.382958,131.392,7.33594,2.38064,0.81231,6.51673,2.69853,1.54528,0.241189,0.0792044,0.264234,0.299751,0.311445,0.437601,0.324793,0.749046,0.196412,3.04123,0.288729,-0.207711,-0.973399,64.0169,5.84885,110.485,-1.18111,-1.16087,4.784380912780762,4.624521493911743,2.68369,130.58999633789062,3.5047,-0.0474897,0.537195,3.5047,0.0474897,4.28374,560.6,4.449206349,560.6,4.449206349,,,,,,,,,,,,,,,,,,,"Logan O'Hoppe","24729",681351
"Xavier Edwards","MIA",134.149,576.63,514.135,145.124,113.57,23.8185,4.19673,3.53811,69.0366,42.9753,50.6523,1.47398,85.7822,2.06435,4.08584,5.69192,7.80485,36.4767,6.40478,0.282268,0.087842,0.148765,0.590476,0.346518,0.365565,0.314887,0.712084,0.0832976,6.54648,0.330113,-0.867109,3.40058,69.6378,2.18477,98.9848,2.53347,-1.26321,1.8334283828735352,4.9474029541015625,2.68348,155.58999633789062,2.86517,0.419982,2.07726,2.86517,-0.419982,2.23032,638.6,4.765671641,638.6,4.765671641,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Gleyber Torres","DET",146.348,625.667,556.405,142.28,97.9735,26.7948,1.11278,16.3994,75.1373,64.7899,59.2474,0.287541,114.095,3.50018,5.28931,1.22541,9.80246,7.16987,3.28945,0.255714,0.0946947,0.182358,0.51928,0.328338,0.396292,0.318079,0.72463,0.140578,3.67865,0.291932,-0.0614779,-1.16448,77.1675,3.97819,108.725,-1.22596,-2.29697,5.019978046417236,-0.038519859313964844,2.66853,227.33999633789062,2.40141,-1.40785,0.363028,2.40141,1.40785,4.51596,667.5,4.571917808,667.5,4.571917808,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Taylor Ward","LAA",148.152,639.02,562.172,141.103,88.4829,27.0802,1.42508,24.1147,80.7871,74.0333,62.7065,0.277319,147.494,7.93155,5.69384,0.516504,9.39796,6.64267,2.3866,0.250996,0.0981291,0.230813,0.425145,0.33162,0.432923,0.332817,0.764544,0.181927,3.70287,0.295233,0.276362,-0.891716,86.3945,11.6431,116.129,-0.615354,0.18727,11.177665114402771,-6.671618208289146,2.6654,186.8000030517578,3.24528,-1.39768,0.564629,3.24528,1.39768,4.24716,757.9,5.120945945,757.9,5.120945945,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"J.P. Crawford","SEA",132.101,555.409,479.283,112.864,77.4212,22.823,1.29775,11.322,63.5205,50.507,64.4727,0.505498,109.851,6.42524,3.3488,1.8795,9.55872,4.1009,0.977637,0.235485,0.116082,0.197784,0.586912,0.331982,0.359388,0.308977,0.69137,0.123903,3.49112,0.280923,0.170902,-0.742378,64.4332,-0.537497,107.511,-0.571476,-3.04144,4.201561510562897,3.0743331909179688,2.66361,423.5899963378906,0.918149,-0.497791,0.284981,0.918149,0.497791,4.62003,544.4,4.124242424,544.4,4.124242424,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Pete Alonso","NYM",152.806,658.37,573.572,138.089,76.64,24.7953,1.02218,35.631,88.1209,100.906,66.4477,4.72783,153.451,13.3238,4.85624,0.17028,11.2696,3.72633,0.97426,0.240752,0.100928,0.233076,0.433023,0.330994,0.47391,0.345022,0.804903,0.233158,3.29872,0.263152,-1.1998,-0.846468,95.4782,18.4633,124.025,-2.04627,-0.620156,16.460147619247437,-12.658953964710236,2.65805,57.72999954223633,0.884508,-0.346809,1.55911,0.884508,0.346809,2.92118,857.2,5.602614379,857.2,5.602614379,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Francisco Alvarez","NYM",122.924,465.09,414.252,96.6972,57.9206,17.0624,0.964003,20.7502,55.9077,63.2082,42.5433,0.587452,114.653,5.10107,2.75462,0.439723,10.2291,1.77525,0.661012,0.233426,0.0914732,0.246517,0.371062,0.310645,0.429541,0.321341,0.740187,0.196115,2.89343,0.269695,-0.547128,-0.741191,58.5835,4.17817,107.734,-1.28832,-1.72642,2.9203195571899414,7.159378886222839,2.6414,159.2899932861328,2.77332,1.17102,0.554113,2.77332,-1.17102,4.26118,526.6,4.281300813,526.6,4.281300813,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Alejandro Kirk","TOR",107.591,413.6,365.703,94.4978,67.4047,17.9547,0.318721,8.81963,38.2454,48.1217,39.2458,0.95985,51.3024,4.29617,4.16614,0.189825,10.5411,0.321934,0.0971068,0.258401,0.0948881,0.124039,0.764988,0.333905,0.381591,0.315229,0.715496,0.12319,1.59962,0.276607,-1.77631,-0.843004,50.0631,1.68096,106.877,-2.61932,3.22464,0.635169506072998,10.940436840057373,2.61945,262.3699951171875,1.3226,0.071587,0.866349,1.3226,-0.071587,3.84487,426.2,3.946296296,426.2,3.946296296,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Max Muncy","LAD",125.14,522.746,435.629,93.3461,49.0582,18.6939,1.02284,24.5712,71.7987,74.9834,75.1795,3.04603,137.623,6.81346,4.9507,0.174111,5.24441,1.97023,0.625315,0.214279,0.143816,0.26327,0.54627,0.335531,0.4311,0.333592,0.76663,0.216821,3.07787,0.24705,-0.0545745,-0.86948,71.0004,9.85057,116.162,-0.924055,-2.43279,8.960758566856384,-1.2443782091140747,2.59572,252.85000610351562,2.91608,0.536,1.15655,2.91608,-0.536,3.45793,627.6,5.0208,627.6,5.0208,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"Pete Crow-Armstrong","CHC",137.74,540.018,486.628,119.871,78.1166,21.4688,5.97101,14.315,67.6883,60.3212,33.6108,2.15794,137.084,6.76892,3.2772,9.73256,4.95538,31.7341,6.02507,0.246331,0.0622401,0.253851,0.245183,0.302198,0.403239,0.305213,0.705437,0.156908,7.75592,0.31183,-1.11879,2.98843,61.0118,-2.15839,96.6399,1.86964,5.19979,-0.2533777952194214,7.325411081314087,2.5886,138.44000244140625,3.23198,-1.18096,1.17667,3.23198,1.18096,3.43111,578.7,4.19347826,578.7,4.19347826,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Matt Wallner","MIN",127.604,507.621,437.666,103.12,54.279,22.9145,1.90847,24.0177,61.8685,67.6851,52.5767,1.75805,173.217,14.7582,2.46674,0.153726,4.80058,4.21322,1.02374,0.235613,0.103575,0.341234,0.30353,0.335893,0.46132,0.345088,0.797213,0.225708,3.9872,0.32566,0.100797,-0.51793,73.643,14.2624,127.208,-0.417133,-1.20817,15.386144995689392,-7.435100317001343,2.56881,276.32000732421875,3.17672,0.966051,0.64817,3.17672,-0.966051,4.13577,651.3,5.08828125,651.3,5.08828125,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Ezequiel Tovar","COL",149.605,643.122,604.224,156.772,95.9728,35.2009,3.68848,21.9101,77.5278,75.8984,27.0227,0.671985,171.705,4.71672,4.19007,2.96802,8.79735,8.68604,3.45512,0.259461,0.0420181,0.266986,0.157379,0.294479,0.438712,0.314482,0.733191,0.179252,4.92365,0.325126,0.184522,-0.664795,77.4585,2.22738,88.2296,-0.480273,5.91639,-9.532324403524399,12.842557430267334,2.55373,128.72999572753906,3.37453,-0.603424,0.36335,3.37453,0.603424,4.51553,711,4.74,711,4.74,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Jung Hoo Lee","SFG",120.551,519.984,472.292,132.818,91.2506,29.5085,3.27803,8.78042,63.7379,52.3836,39.4004,2.05463,46.5882,4.1604,2.88732,1.2433,9.43621,7.53579,3.22357,0.281219,0.0757723,0.0895955,0.845716,0.340013,0.413353,0.327886,0.753366,0.132134,4.51346,0.295459,0.0771015,-0.846181,68.2373,7.41063,112.237,-0.76908,-1.2544,6.675616383552551,0.6059584617614746,2.54131,238.85000610351562,4.00019,0.108313,1.12988,4.00019,-0.108313,3.49349,597.3,4.936363636,597.3,4.936363636,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Brandon Lowe","TBR",114.967,482.823,428.325,101.359,57.2298,20.1772,1.86975,22.0818,62.8245,65.5375,45.536,1.20847,124.731,5.82072,2.73003,0.41131,6.4689,5.53766,1.23451,0.236639,0.094312,0.258336,0.365075,0.316566,0.447139,0.329887,0.763705,0.210499,4.53704,0.278905,0.449668,-0.239925,64.1383,7.65862,113.613,0.209743,-0.750229,7.899995282292366,0.6037468314170837,2.53966,236.72999572753906,2.68718,0.611265,0.486018,2.68718,-0.611265,4.35198,578.4,5.029565217,578.4,5.029565217,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Brandon Nimmo","NYM",138.949,603.055,521.039,128.499,82.2744,24.6095,3.67521,17.9395,78.4175,67.5627,67.259,0.742923,133.012,10.3729,3.25295,1.13165,9.06139,8.13938,1.75735,0.24662,0.11153,0.220564,0.505661,0.342453,0.41125,0.331572,0.753703,0.16463,4.96337,0.296135,-0.604084,-0.340048,80.9278,10.3836,114.772,-0.944132,2.03876,9.478959560394287,-5.014110088348389,2.53625,191.8800048828125,2.76043,0.848379,0.421025,2.76043,-0.848379,4.43863,700.9,5.042446043,700.9,5.042446043,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
