Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mason Montgomery","TBR",1.9697,2.9044,0,4.00908,49.717,0,1.26473,12.2958,4.21478,54.6617,233.767,50.32,26.4665,24.3492,6.77514,22.1797,0.861045,2.20161,59.2608,9.75724,3.65186,2.67185,1.11552,0.253504,0.0948795,0.15862438082695007,0.240322,1.32633,0.303767,0.730516,,,3.94763,0.182133,0.272714,618.0700073242188,3.09032,-0.19284,0.642164,3.09032,0.19284,4.14378,289.9,5.2709090909090905,283,5.1454545454545455,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Chayce McDermott","BAL",1.55485,1.49074,1.58028,4.24014,16.4027,4.15248,0,0.420386,0,33.8863,145.639,28.4447,17.353,15.9648,4.33054,17.2111,0.453182,1.43219,37.8119,10.0426,4.57115,2.19696,1.15016,0.259627,0.118176,0.14145131409168243,0.223981,1.34732,0.284186,0.714842,,,4.24665,0.180213,0.22168,725.5399780273438,2.32349,-0.0626542,0.782834,2.32349,0.0626542,3.95622,151.60000000000002,4.458823529411766,140,4.117647058823529,,,,,,,,,,,,,,,,,,,"Chayce McDermott","29866",694646
"Caden Dana","LAA",3.57415,5.43807,3.54304,4.97896,11.9251,11.9251,0,0,0,62.1069,268.023,60.7353,37.3463,34.3586,11.37,23.1717,0.386159,3.38485,52.8145,7.65342,3.35785,2.27926,1.64764,0.197052,0.0864543,0.11059774458408356,0.251527,1.35101,0.278457,0.684826,,,5.12843,0.180041,0.185979,569.4099731445312,2.56483,0.164986,0.364968,2.56483,-0.164986,4.51338,192.89999999999995,3.1112903225806443,195,3.1451612903225805,,,,,,,,,,,,,,,,,,,"Caden Dana","31508",702674
"Keaton Winn","SFG",1.53365,1.89258,0.859157,4.38985,16.4167,1.65619,0.0288672,0.698632,0,24.8448,104.648,23.556,13.1721,12.1183,2.99333,7.36878,0.189727,1.42467,22.6291,8.19735,2.66933,3.07094,1.08433,0.21624,0.070415,0.1458251103758812,0.245748,1.24472,0.292782,0.664046,,,3.97291,0.179704,0.106156,746.0499877929688,2.82393,-0.595761,0.978473,2.82393,0.595761,3.69537,111.69999999999999,4.468,112,4.48,,,,,,,,,,,,,,,,,,,"Keaton Winn","23499",676775
"Eli Morgan","CHC",2.79968,1.8157,0,3.98116,42.0903,0,0.000951499,3.71551,1.56739,46.7917,195.29,43.4397,22.4982,20.6984,6.62738,13.9224,0.883051,1.76409,43.9144,8.44658,2.67787,3.15422,1.27472,0.224868,0.0712911,0.15357673168182373,0.241864,1.2259,0.28523,0.725066,,,4.13645,0.179662,0.25568,999,1.46265,1.106,0.748253,1.46265,-1.106,4.00233,205.90000000000003,4.380851063829788,200,4.25531914893617,,,,,,,,,,,,,,,,,,,"Eli Morgan","20203",669212
"Robby Snelling","MIA",1.56215,2.92867,2.4425,4.7994,6.8127,6.68231,0,0,0,36.6962,162.54,39.5196,21.2705,19.5689,5.18011,14.8255,0,1.40941,27.8766,6.83693,3.63605,1.88032,1.27046,0.171506,0.0912109,0.08029472827911377,0.270117,1.48094,0.303222,0.702326,,,4.80951,0.179441,0.264229,999,4.55821,-1.68833,0.633417,4.55821,1.68833,4.15544,116.30000000000001,3.1432432432432433,128,3.4594594594594597,,,,,,,,,,,,,,,,,,,"Robby Snelling","sa3020707",702281
"Patrick Sandoval","BOS",0.871919,1.09919,0.855311,3.98266,7.73207,2.22932,0,0.424164,0,17.0042,73.3773,15.8632,8.17897,7.52465,1.66445,7.23647,0.187642,0.730772,16.5852,8.77825,3.83013,2.29189,0.880962,0.226026,0.09862,0.12740643322467804,0.242519,1.35847,0.301073,0.718396,,,3.8939,0.178739,0.230924,748.1699829101562,2.59753,-1.16907,1.09739,2.59753,1.16907,3.53681,69.60000000000002,4.094117647058825,69,4.0588235294117645,,,,,,,,,,,,,,,,,,,"Patrick Sandoval","19447",663776
"Eiberson Castellano","MIN",2.03374,1.80257,0,4.19461,27.8225,0.530036,0,2.70498,0,31.7651,136.358,30.1644,16.092,14.8047,3.64196,11.6008,0.605115,2.15603,31.3652,8.8867,3.28686,2.70371,1.03188,0.230022,0.0850765,0.14494524151086807,0.246037,1.31481,0.302789,0.700181,,,3.98139,0.177384,0.0910497,999,1.78427,-1.12288,0.819559,1.78427,1.12288,3.90726,141.60000000000002,4.425000000000001,140,4.375,,,,,,,,,,,,,,,,,,,"Eiberson Castellano","sa3015414",682769
"Ty Madden","DET",1.86293,1.83286,0.49046,4.20613,28.0601,0.670715,0,1.40559,0,37.4681,160.39,35.5354,19.0333,17.5106,4.81548,14.1582,0.471626,1.66436,35.5812,8.54674,3.40086,2.51311,1.1567,0.221841,0.0882736,0.13356775790452957,0.245804,1.32629,0.294899,0.713828,,,4.20487,0.176697,0.043161,749.0499877929688,3.29199,-0.926712,0.764393,3.29199,0.926712,3.98081,146.70000000000002,3.9648648648648654,148,4,,,,,,,,,,,,,,,,,,,"Ty Madden","30140",680744
"Erik Sabrowski","CLE",3.07784,2.4845,0,3.65268,45.7395,0,0.187582,7.46043,1.80875,50.9825,221.024,43.6558,22.4906,20.6914,5.5076,27.4543,0,1.55522,59.4884,10.5016,4.84654,2.16682,0.972262,0.269149,0.124214,0.1449349895119667,0.227356,1.39479,0.300335,0.766875,,,3.94421,0.176472,0.419844,999,1.88522,0.103929,0.664052,1.88522,-0.103929,4.1146,248.20000000000002,4.866666666666667,236,4.627450980392157,,,,,,,,,,,,,,,,,,,"Erik Sabrowski","24978",681870
"Logan Allen","CLE",2.13442,2.14695,1.90384,4.61628,6.36492,5.72504,0,0,0,32.4528,141.882,33.4354,18.0932,16.6457,5.02248,12.8738,0.21518,1.13506,27.8905,7.73475,3.57023,2.16645,1.39286,0.196575,0.0907359,0.10583934932947159,0.261473,1.42697,0.299209,0.718373,,,4.75456,0.175927,0.149668,748.4099731445312,2.12251,-1.16186,0.681299,2.12251,1.16186,4.0916,103.50000000000001,3.2343750000000004,109,3.40625,,,,,,,,,,,,,,,,,,,"Logan Allen","27589",671106
"Joey Wentz","PIT",2.30803,3.96862,0.283962,4.55325,50.3682,1.30586,0.203004,5.20181,0,62.235,271.743,61.9971,34.2236,31.4857,8.15529,26.2802,0.669619,2.36181,61.4592,8.88781,3.80047,2.33861,1.17936,0.226167,0.0967098,0.12945683300495148,0.255026,1.41845,0.310352,0.703276,,,4.2756,0.17363,-0.00854079,999,5.16147,-0.860785,0.405901,5.16147,0.860785,4.4588,257.2,4.148387096774194,264,4.258064516129032,,,,,,,,,,,,,,,,,,,"Joey Wentz","19962",666214
"Joey Estes","ATH",6.4863,8.54726,7.10399,5.2123,29.6476,21.2848,0,0.564301,0,118.168,504.094,121.453,74.3872,68.4362,24.1259,30.1182,2.19919,8.65404,92.2069,7.02275,2.29389,3.06151,1.8375,0.182916,0.0597471,0.12316907942295074,0.26101,1.28268,0.278885,0.655241,,,5.24436,0.171402,-0.147826,711.6599731445312,5.56573,-0.883272,1.46517,5.56573,0.883272,3.04644,334.4,2.8338983050847455,349,2.957627118644068,,,,,,,,,,,,,,,,,,,"Joey Estes","26257",683155
"Brandon Young","BAL",1.7018,1.36066,0.356276,4.07406,18.8915,1.53067,0,0.884397,0,27.417,115.687,25.9334,13.4902,12.411,3.52949,8.84282,0.509734,1.1272,25.964,8.52302,2.90277,2.93617,1.1586,0.224433,0.0764375,0.14799567312002182,0.24531,1.26842,0.293924,0.71346,,,4.03694,0.171095,0.160368,999,1.70046,-0.224171,0.955118,1.70046,0.224171,3.72651,109.00000000000003,4.037037037037038,109,4.037037037037037,,,,,,,,,,,,,,,,,,,"Brandon Young","sa3014926",687064
"Richard Fitts","BOS",2.86048,2.84227,2.15705,4.50961,30.5173,5.02438,0,0.998548,0,54.5359,233.756,56.6268,29.7024,27.3262,7.78534,16.4807,0.769087,1.9495,43.761,7.22183,2.71979,2.65529,1.28481,0.187208,0.0705037,0.1167038306593895,0.262982,1.34054,0.298214,0.697742,,,4.4313,0.168949,0.266647,687.72998046875,0.987293,-0.397868,0.439996,0.987293,0.397868,4.41334,198.40000000000003,3.607272727272728,209,3.8,,,,,,,,,,,,,,,,,,,"Richard Fitts","30160",690916
"Trevor McDonald","SFG",1.32586,1.66995,0,3.93029,25.9833,0,0,1.05666,0,33.967,145.085,33.3276,16.1232,14.8333,2.83203,10.8536,0.558724,2.05956,26.958,7.14287,2.8758,2.48379,0.750383,0.185809,0.0748086,0.11100002378225327,0.252154,1.30071,0.297862,0.697676,,,3.80356,0.168901,0.176162,999,2.06457,-1.1594,0.954293,2.06457,1.1594,3.72761,147.90000000000003,4.350000000000001,150,4.411764705882353,,,,,,,,,,,,,,,,,,,"Trevor McDonald","26448",686790
"Joe Rock","TBR",1.13745,1.60681,0.76809,4.05743,15.0972,2.01095,0,0.716835,0,23.1463,97.7375,22.6376,11.3424,10.435,2.90209,6.79075,0,0.953319,19.6059,7.62337,2.64045,2.88715,1.12842,0.200598,0.0694794,0.13111811876296997,0.251548,1.27141,0.292441,0.713018,,,4.10605,0.160755,0.200878,999,0.838417,-0.552613,1.059,0.838417,0.552613,3.588,93.50000000000001,4.065217391304349,96,4.173913043478261,,,,,,,,,,,,,,,,,,,"Joe Rock","sa3017755",697812
"Hunter Stratton","PIT",1.33348,1.0942,0,4.08674,23.0085,0,0.311619,3.5362,1.89972,24.5456,104.953,23.0133,12.1149,11.1457,2.67288,9.06554,0.263919,1.44668,23.0336,8.4456,3.32401,2.54079,0.980048,0.219466,0.0863769,0.13308868557214737,0.243679,1.30691,0.295927,0.704522,,,3.99012,0.158033,0.144905,999,1.2771,0.884064,0.994705,1.2771,-0.884064,3.67373,120.3,4.812,118,4.72,,,,,,,,,,,,,,,,,,,"Hunter Stratton","23455",676702
"Quinn Priester","BOS",2.41025,2.50197,0.785242,4.40985,24.4317,1.67802,0,0.782688,0,35.9283,155.206,36.5053,19.1351,17.6042,4.07135,12.2459,0.415783,1.90367,29.8633,7.48073,3.06758,2.43865,1.01987,0.192411,0.0789006,0.11351002752780914,0.258799,1.3569,0.302776,0.687927,,,4.15872,0.157413,0.172832,743.9299926757812,3.53757,-0.885067,0.699968,3.53757,0.885067,4.06671,143.00000000000006,3.9722222222222237,150,4.166666666666667,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Victor Vodnik","COL",3.54492,3.69668,0,4.49321,58.1514,0,5.30704,9.49699,3.8563,63.6685,283.669,64.5149,34.5502,31.7862,6.69615,31.5267,1.08971,2.3525,60.1838,8.50741,4.45652,1.90898,0.946549,0.212162,0.111139,0.10102289915084839,0.258276,1.50846,0.316104,0.709513,,,4.23954,0.155343,0.27595,730.219970703125,2.79678,-1.96078,0.825688,2.79678,1.96078,3.89908,297.5,4.6484375,308,4.8125,,,,,,,,,,,,,,,,,,,"Victor Vodnik","24614",680767
"Alex Lange","DET",2.39532,2.75193,0,3.84994,33.9661,0,2.40607,3.38499,1.92642,35.3212,153.769,29.0873,16.4232,15.1094,3.02443,19.3945,0.495508,2.50247,39.176,9.98223,4.94181,2.01995,0.77064,0.254772,0.126128,0.1286444365978241,0.220572,1.3726,0.290648,0.724526,,,3.92117,0.154548,0.193453,749.02001953125,0.886845,-1.95819,0.806418,0.886845,1.95819,3.92478,180.70000000000002,5.162857142857144,170,4.857142857142857,,,,,,,,,,,,,,,,,,,"Alex Lange","19883",656638
"Tyler Alexander","MIL",3.01213,3.16893,1.51526,4.67859,33.1914,4.97067,0,1.5373,0,58.6638,246.4,60.5654,33.1478,30.496,10.7327,12.9357,0.949268,2.18689,48.6605,7.46532,1.98455,3.76172,1.64657,0.197486,0.0524988,0.14498712494969368,0.261874,1.25292,0.289921,0.690091,,,4.65925,0.153284,0.0777631,747.27001953125,1.70852,-0.846661,0.523011,1.70852,0.846661,4.30265,203.70000000000002,3.4525423728813562,213,3.610169491525424,,,,,,,,,,,,,,,,,,,"Tyler Alexander","17735",641302
"Dauri Moreta","PIT",1.72116,1.32851,0,4.13056,27.862,0,0.221914,2.0958,0.782751,28.9775,122.11,25.1301,14.4557,13.2992,3.54026,11.1969,0.61417,1.45844,31.6083,9.81711,3.4776,2.82296,1.09955,0.258851,0.0916952,0.16715619713068008,0.229594,1.25363,0.290554,0.697191,,,3.88334,0.1522,0.160011,999,0.761674,-1.45283,0.919493,0.761674,1.45283,3.77401,136.40000000000003,4.70344827586207,129,4.448275862068965,,,,,,,,,,,,,,,,,,,"Dauri Moreta","21101",664294
"Riley O'Brien","STL",1.88659,1.9016,0,4.27164,41.2573,0,0.0385971,4.28182,2.18125,44.2027,194.166,40.6306,22.8041,20.9798,4.83024,21.7918,0.632078,3.11338,45.1224,9.18725,4.43697,2.07061,0.983473,0.232391,0.112233,0.12015795707702637,0.240048,1.41219,0.300067,0.711791,,,4.23574,0.151714,-0.00894443,999,4.0627,-2.65447,0.60715,4.0627,2.65447,4.19047,188.50000000000003,4.28409090909091,186,4.2272727272727275,,,,,,,,,,,,,,,,,,,"Riley O'Brien","20348",676617
"Daniel Lynch IV","KCR",2.61456,2.95646,0.780353,4.31126,35.0658,2.98701,0.187527,3.16137,0,53.3391,227.209,53.396,27.7728,25.551,6.93572,16.2229,0.376365,2.37314,43.5863,7.3544,2.73732,2.68672,1.17028,0.191834,0.0714008,0.12043297290802002,0.255958,1.30521,0.293884,0.698496,,,4.26848,0.150298,0.128221,673.5399780273438,1.74363,-0.53244,0.556067,1.74363,0.53244,4.25858,214.3,4.043396226415094,220,4.150943396226415,,,,,,,,,,,,,,,,,,,"Daniel Lynch IV","21537",663738
"Stephen Kolek","SDP",1.98335,1.14307,0.159236,4.46535,28.7231,0.829662,0,1.42536,1.27194,35.4635,154.727,37.2595,19.1252,17.5952,3.47885,11.9403,0.527091,2.32839,29.3222,7.44145,3.03023,2.45574,0.88287,0.189509,0.07717,0.11233927309513092,0.265271,1.38733,0.313779,0.678433,,,3.99513,0.149864,-0.026309,999,2.55275,-0.917675,0.709095,2.55275,0.917675,4.05454,145.89999999999998,4.168571428571428,156,4.457142857142857,,,,,,,,,,,,,,,,,,,"Stephen Kolek","21487",663568
"Yosver Zulueta","CIN",2.07025,1.79512,0,4.37957,40.1887,0,0.0328909,2.44803,1.25492,45.7754,204.15,44.2742,24.2121,22.2752,4.66168,23.4445,0.617135,3.22466,45.8479,9.01425,4.60947,1.9556,0.916543,0.22458,0.11484,0.10974009335041046,0.24946,1.47937,0.311981,0.71098,,,4.23503,0.148318,0.163892,999,1.87873,-0.503086,0.552076,1.87873,0.503086,4.2639,186.50000000000003,4.054347826086957,187,4.065217391304348,,,,,,,,,,,,,,,,,,,"Yosver Zulueta","27765",691172
"Jack O'Loughlin","COL",0.303039,0.191836,0,5.3771,11.6085,0.701361,0,2.00725,0,22.478,102.935,26.1025,14.5974,13.4296,2.1235,10.5694,0.337393,0.851951,18.7637,7.51283,4.23189,1.77529,0.850234,0.182287,0.10268,0.07960694283246994,0.285232,1.63146,0.33952,0.65505,,,4.24941,0.148051,-0.102684,999,4.5847,-0.930486,0.827889,4.5847,0.930486,3.89615,80.60000000000002,3.6636363636363645,94,4.2727272727272725,,,,,,,,,,,,,,,,,,,"Jack O'Loughlin","22690",672552
"Tyler Stuart","WSN",1.34514,1.88981,0.0959211,3.99544,30.8136,0.131174,0,1.46548,0,34.8873,147.526,33.9814,16.8346,15.4878,4.17348,10.2379,0,1.78411,30.7971,7.94482,2.6411,3.00814,1.07665,0.208757,0.0693974,0.1393599957227707,0.250779,1.26749,0.296499,0.713583,,,3.9899,0.147899,0.130554,999,1.5764,-1.18274,0.941908,1.5764,1.18274,3.74412,151.4,4.325714285714286,153,4.371428571428571,,,,,,,,,,,,,,,,,,,"Tyler Stuart","sa3020264",701603
"Keider Montero","DET",2.60721,2.70688,1.64654,4.45644,20.3375,4.88906,0,0.80682,0,44.5989,191.13,43.7913,24.0039,22.0836,6.66559,15.4479,0.406017,2.10811,37.9435,7.65694,3.11736,2.45623,1.34511,0.198522,0.0808238,0.11769792437553406,0.252292,1.32826,0.287874,0.706013,,,4.58879,0.147044,0.171243,729.8499755859375,2.9837,-1.59453,0.585428,2.9837,1.59453,4.21943,161.49999999999997,3.588888888888888,163,3.6222222222222222,,,,,,,,,,,,,,,,,,,"Keider Montero","22630",672456
"Adam Macko","TOR",1.05208,1.69151,0.664496,4.28086,18.2049,2.4235,0,1.13788,0,26.9427,116.356,25.3262,13.9297,12.8153,3.18925,11.0668,0.625138,1.56022,25.7024,8.58569,3.69678,2.32248,1.06534,0.220894,0.0951111,0.12578261643648148,0.244156,1.35075,0.295799,0.70356,,,4.20336,0.145319,0.0768178,999,1.39023,-0.955186,0.933081,1.39023,0.955186,3.75589,114.9,4.2555555555555555,113,4.185185185185185,,,,,,,,,,,,,,,,,,,"Adam Macko","sa3011555",671936
"Brent Suter","CIN",2.29777,2.06849,0,4.08428,51.277,0.485168,0.447833,7.12375,0.697145,59.1296,252.401,60.7495,29.1669,26.8335,8.06998,17.186,0.646793,2.39893,46.5731,7.08881,2.61585,2.70994,1.22832,0.18452,0.0680901,0.11642991751432419,0.260933,1.31805,0.295664,0.731849,,,4.35909,0.145245,0.383149,999,2.14948,0.620062,0.60063,2.14948,-0.620062,4.19916,244.60000000000005,4.145762711864408,256,4.338983050847458,,,,,,,,,,,,,,,,,,,"Brent Suter","13942",608718
"Tommy Nance","TOR",1.63054,2.87669,0,4.22434,37.6556,0.0860876,0,3.2031,2.12913,40.9894,176.455,40.5121,20.9122,19.2393,4.55929,14.4618,1.72034,2.20188,37.3194,8.19417,3.17537,2.58054,1.00108,0.211495,0.0819576,0.12953747063875198,0.253531,1.34117,0.304911,0.700989,,,4.01117,0.144718,-0.0140655,999,2.16509,-0.682273,0.739756,2.16509,0.682273,4.01366,173.30000000000004,4.226829268292684,178,4.341463414634147,,,,,,,,,,,,,,,,,,,"Tommy Nance","19178",667297
"Mike Clevinger",,1.60631,2.67357,0.87549,4.53755,5.68338,5.68338,0,0,0,29.7011,126.578,28.8553,16.2766,14.9745,4.88461,10.1162,0.534857,1.17669,25.3519,7.68213,3.06539,2.50608,1.48013,0.200287,0.0799202,0.12036639451980591,0.250295,1.31212,0.281846,0.70628,,,4.73796,0.144128,0.26258,999,1.97616,-0.498834,0.855819,1.97616,0.498834,3.85891,102.1,3.4033333333333333,102,3.4,,,,,,,,,,,,,,,,,,,"Mike Clevinger","12808",605182
"Evan Sisk","KCR",1.52571,1.37839,0,3.96242,22.3559,0,0,1.45118,1.20177,23.1637,100.705,21.4817,11.0851,10.1983,1.80425,10.6387,0.543953,1.17844,22.2013,8.62605,4.13354,2.08684,0.701023,0.220458,0.105642,0.11481611430644989,0.241672,1.38667,0.303278,0.710787,,,3.79264,0.143628,0.100853,999,1.60091,-0.114137,0.963217,1.60091,0.114137,3.71571,103.00000000000003,4.478260869565219,101,4.391304347826087,,,,,,,,,,,,,,,,,,,"Evan Sisk","sa3007612",681895
"Bryan Baker","BAL",2.176,2.03877,0,4.04801,36.0579,0,0.254301,4.18499,1.14821,38.6314,164.821,34.2801,18.8865,17.3756,4.75582,16.6544,0.690105,1.46906,40.1099,9.34443,3.87999,2.40837,1.10797,0.243354,0.101045,0.14230869710445404,0.233679,1.31847,0.289932,0.723817,,,4.09775,0.141559,0.063527,999,2.0663,-1.86739,0.748923,2.0663,1.86739,4.00144,180.70000000000002,4.633333333333334,172,4.410256410256411,,,,,,,,,,,,,,,,,,,"Bryan Baker","19804",641329
"Huascar Brazobán","NYM",1.94687,1.76171,0,4.04078,38.1564,0,0.0288223,4.68648,2.62622,42.1062,182.179,37.059,20.5485,18.9046,4.21229,20.3713,0.891056,2.2193,42.8912,9.1678,4.35428,2.10547,0.900358,0.235435,0.111821,0.1236141175031662,0.232217,1.36394,0.292011,0.715691,,,4.03926,0.140859,0.0897789,999,1.70127,-0.640798,0.707435,1.70127,0.640798,4.05675,205.40000000000003,4.890476190476191,198,4.714285714285714,,,,,,,,,,,,,,,,,,,"Huascar Brazoban","6107",623211
"Pedro Avila",,2.2271,0.7216,0.0154836,4.09479,21.5112,0.75724,0.367057,0.657766,0,37.4751,161.766,33.3469,18.5329,17.0503,3.72959,16.8691,0.617961,2.49772,36.433,8.74973,4.05127,2.15975,0.895696,0.22522,0.104281,0.1209394559264183,0.234179,1.33998,0.289693,0.704153,,,4.06625,0.139085,0.0555665,999,1.75112,-0.199625,0.746861,1.75112,0.199625,4.00419,157.8,4.264864864864865,152,4.108108108108108,,,,,,,,,,,,,,,,,,,"Pedro Avila","18864",658648
"Bryan Hoeing","SDP",3.00949,3.07788,0.195462,4.09037,50.2509,0.856583,0,7.78406,0.363014,62.4118,263.311,60.7179,30.8318,28.3652,7.42645,18.7799,0.685645,2.19467,49.8883,7.19407,2.70812,2.65648,1.07092,0.189465,0.0713221,0.11814331263303757,0.250552,1.27376,0.288028,0.704276,,,4.12288,0.138248,0.18994,999,1.90575,0.292846,0.537505,1.90575,-0.292846,4.28333,283.0999999999999,4.566129032258063,288,4.645161290322581,,,,,,,,,,,,,,,,,,,"Bryan Hoeing","26304",663773
"Drew Smyly",,3.11143,3.95001,0.292643,4.27279,40.0808,1.34479,0,2.89818,1.01923,47.8555,203.806,46.0049,24.6953,22.7196,7.3468,16.5243,0.914136,2.01674,46.4074,8.72766,3.10767,2.80843,1.38168,0.227704,0.0810789,0.1466253623366356,0.24832,1.30663,0.293955,0.724182,,,4.38508,0.137884,0.0541675,999,2.56589,-0.507078,0.532832,2.56589,0.507078,4.28956,196.50000000000003,4.093750000000001,196,4.083333333333333,,,,,,,,,,,,,,,,,,,"Drew Smyly","11760",592767
"Sam Hentges","CLE",0.52053,0.281541,0,3.44631,10.7676,0,0,3.13326,0.194313,10.9231,45.1451,9.4035,4.54642,4.1827,0.907878,3.79419,0.0314637,0.161274,11.7529,9.68372,3.1262,3.0976,0.748041,0.260336,0.0840443,0.17629139870405197,0.228298,1.20824,0.29779,0.725373,,,3.18141,0.137344,0.0635405,999,1.18995,-0.428507,1.26481,1.18995,0.428507,3.31359,69.70000000000002,6.336363636363638,66,6,,,,,,,,,,,,,,,,,,,"Sam Hentges","18548",656529
"Greg Weissert","BOS",3.25238,2.45929,0,4.00259,53.0512,0,0.297984,7.67594,2.10329,55.8179,240.244,53.7593,26.9826,24.824,6.79299,21.4154,1.73814,2.63877,53.7656,8.66909,3.45299,2.51061,1.09529,0.223796,0.0891403,0.13465601205825806,0.248667,1.34678,0.30178,0.733914,,,4.11492,0.134945,0.345663,999,1.02697,-2.21882,0.506619,1.02697,2.21882,4.32451,255.90000000000006,4.569642857142858,257,4.589285714285714,,,,,,,,,,,,,,,,,,,"Greg Weissert","20375",669711
"Trevor Stephan","CLE",1.69955,1.87998,0,3.98657,26.3837,0,0.573018,6.29782,2.05511,27.3596,116.673,25.3008,13.1728,12.119,3.21262,10.093,0.546083,1.66288,29.1468,9.58788,3.32013,2.88781,1.0568,0.249815,0.0865069,0.16330824047327042,0.24115,1.29365,0.304421,0.719216,,,3.85137,0.133928,0.0792719,999,1.25614,-1.76941,0.939659,1.25614,1.76941,3.74712,148.9,5.514814814814815,147,5.444444444444445,,,,,,,,,,,,,,,,,,,"Trevor Stephan","19932",663986
"JT Brubaker","NYY",2.64487,3.15807,1.39991,4.46833,33.1614,3.3343,0,3.38347,0,49.3638,212.215,48.6086,26.6394,24.5082,7.31818,17.0968,0.325286,2.86061,47.2734,8.61887,3.11709,2.76504,1.33425,0.222762,0.0805637,0.14219831675291061,0.252831,1.33104,0.299932,0.704401,,,4.3913,0.133167,0.011683,748.239990234375,3.05297,-0.537415,0.488694,3.05297,0.537415,4.34841,195.1,3.9816326530612245,200,4.081632653061225,,,,,,,,,,,,,,,,,,,"JT Brubaker","17578",664141
"Thomas Harrington","PIT",0.457301,0.883607,0.791422,4.40867,3.45586,2.692,0,0,0,14.1362,59.6069,14.1453,7.52676,6.92462,2.06371,3.91011,0,0.415283,11.0977,7.06554,2.48943,2.83822,1.31389,0.186182,0.0655983,0.12058370560407639,0.255878,1.27725,0.286837,0.694217,,,4.41215,0.129365,0.0942993,999,2.3055,0.929878,1.17909,2.3055,-0.929878,3.42788,52.6,3.757142857142857,54,3.857142857142857,,,,,,,,,,,,,,,,,,,"Thomas Harrington","sa3020752",802419
"Nic Enright","CLE",1.63655,1.62806,0,3.87467,27.8556,0,0,1.99067,0,28.9382,120.372,26.0706,13.5418,12.4584,3.93067,9.03696,0.529144,1.05398,30.1294,9.37049,2.81057,3.33402,1.22247,0.250303,0.0750755,0.17522766441106796,0.236403,1.21319,0.290472,0.728461,,,3.89606,0.128754,0.081247,999,0.666679,-2.34784,1.00299,0.666679,2.34784,3.66268,135.80000000000004,4.682758620689657,131,4.517241379310345,,,,,,,,,,,,,,,,,,,"Nic Enright","sa3010299",663671
"Tyler Wells","BAL",1.50642,1.5846,0.935712,4.40937,10.1692,3.86744,0.000416618,0,0,28.8515,120.465,26.9481,15.3644,14.1352,5.29005,8.73247,0.125113,0.826392,25.8558,8.06549,2.72402,2.96088,1.65019,0.214633,0.0724897,0.14214329421520233,0.242981,1.2367,0.271539,0.718534,,,4.75169,0.128116,0.178444,999,2.66489,-0.543316,0.945675,2.66489,0.543316,3.7391,104.90000000000002,3.6172413793103457,102,3.5172413793103448,,,,,,,,,,,,,,,,,,,"Tyler Wells","20000",669330
"James McArthur","KCR",2.41881,2.68558,0,4.27902,33.8707,0.123797,1.31066,5.37992,2.73626,36.6952,157.812,37.6874,18.9637,17.4466,4.27618,11.3517,0.73761,1.99026,32.904,8.07015,2.78416,2.8986,1.04879,0.208501,0.0719315,0.1365690603852272,0.260866,1.33639,0.31141,0.698576,,,3.9788,0.127274,0.0275537,747.8800048828125,1.75336,-0.372255,0.740879,1.75336,0.372255,4.01216,177.8,4.805405405405406,185,5,,,,,,,,,,,,,,,,,,,"James McArthur","21527",663704
"Gunnar Hoglund","ATH",3.26147,3.73558,2.0229,4.70839,27.3428,5.62236,0,1.21725,0,56.3835,238.263,54.767,32.0622,29.4973,8.81712,16.471,0.91635,2.94917,44.4039,7.0878,2.62912,2.69588,1.4074,0.186365,0.0691295,0.11723531782627106,0.250257,1.26346,0.277438,0.665191,,,4.65761,0.126999,0.0413518,999,4.23677,1.32589,0.513057,4.23677,-1.32589,4.31592,195.70000000000005,3.494642857142858,198,3.5357142857142856,,,,,,,,,,,,,,,,,,,"Gunnar Hoglund","sa3019785",680684
"Alek Manoah","TOR",1.24032,1.47384,1.06455,4.23906,9.4323,2.79066,0,0.53711,0,21.0768,90.0011,18.576,10.7906,9.92731,2.92834,8.38036,0.103698,1.71139,20.2587,8.65068,3.5785,2.4174,1.25043,0.225094,0.0931139,0.13198010623455048,0.232463,1.27896,0.275864,0.707268,,,4.48671,0.12641,0.117614,747.6799926757812,1.7606,0.0813195,1.03182,1.7606,-0.0813195,3.62424,83.1,3.957142857142857,80,3.8095238095238093,,,,,,,,,,,,,,,,,,,"Alek Manoah","26410",666201
