Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",11.9142,6.55467,15.2011,2.79274,29.2105,29.2105,0,0,0,173.45,693.861,134.727,58.5024,53.8222,14.2892,47.4037,1.05419,6.99158,215.465,11.1801,2.45969,4.54532,0.741442,0.310531,0.0683187,0.24221201986074448,0.210686,1.05005,0.293957,0.762545,,,2.69381,5.25865,5.3891,11.510000228881836,6.24862,-1.12748,1.61543,6.24862,1.12748,2.8461,1025,5.92485549132948,951,5.497109826589595,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",14.1064,7.10375,15.7114,2.87617,29.4857,29.4857,0,0,0,183.915,726.916,145.821,63.8854,58.7745,17.3265,38.9297,0.765812,6.974,213.117,10.429,1.90505,5.4744,0.847887,0.293179,0.0535546,0.23962485417723656,0.214123,1.00454,0.285182,0.753085,,,2.82242,5.20483,5.16418,12.850000381469727,2.94399,-0.667425,1.77719,2.94399,0.667425,2.63041,1060.9,5.765760869565218,987,5.364130434782608,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Zack Wheeler","PHI",14.0211,8.03131,17.9023,3.28074,30.0188,30.0188,0,0,0,191.755,772.154,157.82,75.9781,69.8999,20.9774,48.2392,1.00743,8.08686,204.962,9.61985,2.2641,4.24887,0.98457,0.265442,0.0624736,0.20296835899353027,0.220471,1.07459,0.279333,0.736207,,,3.33211,4.56108,4.61046,21.34000015258789,2.45577,0.808806,1.26348,2.45577,-0.808806,3.31536,993.7000000000003,5.1755208333333345,929,4.838541666666667,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Logan Webb","SFG",12.7709,9.87936,16.5522,3.41638,30.3727,30.3727,0,0,0,196.305,808.476,186.637,80.997,74.5172,15.1297,44.6996,1.38572,5.89076,167.707,7.68884,2.04934,3.75186,0.693649,0.207436,0.0552887,0.1521468535065651,0.24626,1.17845,0.298248,0.715375,,,3.23292,4.28516,4.20606,100.9800033569336,3.17758,0.131762,0.969004,3.17758,-0.131762,3.70799,962.7,4.911734693877551,968,4.938775510204081,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",11.1313,7.27944,11.9172,3.2096,29.404,29.404,0,0,1.02297,152.807,615.397,120.964,59.233,54.4943,15.8353,44.0161,2.05523,5.69127,199.001,11.7207,2.59245,4.52109,0.932666,0.32337,0.0715247,0.2518451288342476,0.213834,1.07966,0.299636,0.74047,,,2.88495,4.19348,4.03314,24.200000762939453,6.60531,-1.17961,1.07537,6.60531,1.17961,3.56617,868.8000000000001,5.67843137254902,805,5.261437908496732,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Cole Ragans","KCR",11.5029,8.66724,14.6795,3.4566,29.7169,29.7169,0,0,0,178.153,737.944,147.144,74.3726,68.4228,18.1222,65.458,2.72833,5.92133,204.409,10.3264,3.30683,3.12274,0.915501,0.276997,0.0887032,0.18829414248466492,0.22075,1.19337,0.290568,0.738283,,,3.39611,3.73269,3.76473,48.150001525878906,2.25772,1.10829,1.0357,2.25772,-1.10829,3.61906,908.5999999999999,5.104494382022471,851,4.780898876404494,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"George Kirby","SEA",12.5358,9.31935,15.141,3.49785,30.0754,30.0754,0,0,0,180.718,725.972,168.671,76.3437,70.2362,22.0106,24.7951,0.85683,6.61554,169.402,8.43641,1.23483,6.83207,1.09616,0.233345,0.0341543,0.19919024780392647,0.242846,1.07054,0.291485,0.720083,,,3.39649,3.64681,3.10299,45.72999954223633,1.92574,1.32558,1.15255,1.92574,-1.32558,3.46326,871.4000000000002,4.814364640883979,861,4.7569060773480665,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Chris Sale","ATL",11.7527,6.24725,12.7174,3.14121,25.7859,25.7859,0,0,0,154.444,625.033,127.499,58.5918,53.9045,15.6595,39.9255,0.752067,8.29389,184.78,10.7678,2.32661,4.62811,0.912538,0.295632,0.0638775,0.23175448924303055,0.22104,1.08405,0.29715,0.747985,,,3.02839,3.60617,3.95493,36.68000030517578,4.26032,0.317114,1.08948,4.26032,-0.317114,3.54736,838.6000000000001,5.445454545454546,788,5.116883116883117,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Framber Valdez","HOU",13.7067,8.37024,15.8904,3.32929,28.6933,28.6933,0,0,0,185.537,767.954,161.245,74.6022,68.634,16.0986,57.6429,0.858221,8.70111,181.684,8.81309,2.79613,3.15189,0.780908,0.236582,0.0750604,0.16152143478393555,0.229822,1.17975,0.288088,0.73484,,,3.40873,3.58372,3.97905,63.02000045776367,5.27464,-0.470496,1.12687,5.27464,0.470496,3.4975,924.0000000000001,4.967741935483872,885,4.758064516129032,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Dylan Cease","SDP",12.4119,9.31054,14.2358,3.50985,30.7041,30.7041,0,0,0,182.347,749.792,145.242,77.2959,71.1122,20.5659,67.85,1.46733,6.07068,214.364,10.5802,3.34884,3.15938,1.01506,0.285897,0.0904917,0.19540562480688095,0.214896,1.16861,0.28275,0.736822,,,3.49767,3.537,3.70062,46.7599983215332,2.23427,-0.573921,1.06396,2.23427,0.573921,3.58139,917.5,5.041208791208791,843,4.631868131868132,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Gilbert","SEA",11.8779,8.90389,16.2007,3.39051,30.7834,30.7834,0,0,0,194.107,773.506,161.2,79.4835,73.1249,24.7729,39.5041,1.77589,5.35891,199.748,9.26154,1.83165,5.05638,1.14862,0.258237,0.0510716,0.20716584101319313,0.221234,1.03399,0.270624,0.730148,,,3.46086,3.51347,3.61247,24.559999465942383,2.53477,1.36497,1.44793,2.53477,-1.36497,3.06942,974.5000000000001,5.023195876288661,910,4.690721649484536,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Pablo López","MIN",12.5077,9.44067,15.3257,3.74969,30.3727,30.3727,0,0,0,186.15,765.167,169.873,84.3,77.556,23.3206,45.5063,1.18808,8.09249,196.356,9.49345,2.20015,4.31492,1.12751,0.256618,0.0594723,0.19714603945612907,0.23873,1.15702,0.297936,0.717336,,,3.54925,3.46812,3.05164,64.29000091552734,2.32255,-0.547005,1.05145,2.32255,0.547005,3.59807,881.5,4.739247311827957,861,4.629032258064516,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Sonny Gray","STL",10.9221,8.08477,12.7717,3.53861,27.228,27.228,0,0,0,164.339,673.544,144.088,70.2334,64.6147,17.5378,45.9355,0.737697,5.77959,175.825,9.62902,2.51565,3.82765,0.960453,0.261045,0.0681997,0.19284484535455704,0.231716,1.15629,0.295356,0.723936,,,3.35807,3.39389,3.26814,105.0999984741211,4.16724,-1.39887,0.759852,4.16724,1.39887,3.98686,813.8000000000001,4.96219512195122,782,4.7682926829268295,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Corbin Burnes","ARI",12.4745,8.71632,16.0301,3.55072,29.924,29.924,0,0,0,186.88,768.419,164.486,80.1399,73.7287,20.3074,53.4767,0.659058,6.63532,184.141,8.86808,2.5754,3.44338,0.977991,0.239636,0.0695932,0.17004265636205673,0.232225,1.16633,0.286149,0.727173,,,3.57343,3.32069,3.9123,40.150001525878906,4.57379,0.105767,0.915518,4.57379,-0.105767,3.77931,899.4,4.809625668449198,863,4.614973262032086,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Yoshinobu Yamamoto","LAD",11.4628,6.30142,11.7045,3.43071,25.6673,25.6673,0,0,0,152.907,619.317,130.527,63.3552,58.2868,16.1391,39.2346,0.920087,4.59499,161.985,9.5343,2.30932,4.12863,0.949937,0.261554,0.0633514,0.19820283353328705,0.226811,1.11023,0.287867,0.723033,,,3.2798,3.31393,3.30315,58.97999954223633,4.8985,-0.645386,0.849435,4.8985,0.645386,3.86742,786.8000000000001,5.142483660130719,749,4.895424836601308,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Justin Steele","CHC",10.6456,7.35759,13.4314,3.46224,28.7886,28.7886,0,0,0,167.877,691.956,151.276,70.1968,64.5811,16.6723,46.1069,0.929787,6.0506,162.844,8.73017,2.47182,3.53188,0.893813,0.235338,0.0666327,0.1687058061361313,0.236444,1.17576,0.292438,0.73078,,,3.44957,3.29101,3.5345,121.68000030517578,2.08317,1.0986,0.736759,2.08317,-1.0986,4.01765,811.5000000000001,4.830357142857143,789,4.696428571428571,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Jacob deGrom","TEX",6.82764,4.22081,9.46483,3.04277,20.2471,20.2471,0,0,0,110.482,435.716,86.1184,40.6002,37.3522,12.73,24.6827,0.460231,4.01122,138.215,11.2592,2.01069,5.59966,1.03701,0.317213,0.0566486,0.26056428626179695,0.211581,1.00289,0.286587,0.755018,,,2.94148,3.28379,2.80383,42.560001373291016,9.92371,-0.348873,1.30883,9.92371,0.348873,3.25489,619.5,5.631818181818182,570,5.181818181818182,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Blake Snell","LAD",10.9819,5.92252,13.2778,3.34606,27.8914,27.8914,0,0,0,156.522,642.698,114.922,63.2527,58.1925,17.341,68.2705,0.718979,4.02635,202.874,11.6652,3.92555,2.97162,0.997105,0.31566,0.106225,0.2094348669052124,0.201475,1.17039,0.278654,0.754741,,,3.40016,3.24319,3.57088,45.150001525878906,3.5899,1.00728,0.969116,3.5899,-1.00728,3.70785,843.7,5.373885350318472,754,4.802547770700637,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Michael King","SDP",11.9037,8.49087,12.2027,3.53131,29.877,29.0347,0.0878543,0.387695,1.31626,168.478,699.862,143.889,71.8539,66.1056,18.934,58.5384,2.90958,7.16294,185.046,9.88505,3.12708,3.16111,1.01144,0.264404,0.0836427,0.18076130747795105,0.226896,1.2015,0.29047,0.742233,,,3.60068,3.19185,3.30112,61.72999954223633,3.06359,-0.119095,0.961453,3.06359,0.119095,3.71806,807.1,4.804166666666667,765,4.553571428571429,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Joe Ryan","MIN",9.96707,8.4579,12.3276,3.826,27.1694,27.1694,0,0,0,160.973,649.462,139.513,74.3821,68.4315,24.1915,34.9509,0.645847,6.56524,176.622,9.87492,1.9541,5.05343,1.35255,0.271951,0.0538152,0.21813615038990974,0.229483,1.08381,0.283254,0.711841,,,3.69945,3.17226,2.50207,93.55999755859375,2.81982,-0.0826197,1.09639,2.81982,0.0826197,3.53814,760.2,4.721739130434783,721,4.478260869565218,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Cristopher Sánchez","PHI",10.2147,8.46958,13.2479,3.60278,28.4117,28.3916,0,0,0,167.158,695.298,159.407,72.7335,66.9148,16.042,44.1727,2.76583,5.2884,144.209,7.76437,2.37831,3.26466,0.863721,0.207405,0.0635306,0.143874853849411,0.246822,1.21789,0.295241,0.722424,,,3.57634,3.12853,3.23864,176.66000366210938,3.80015,-1.12118,0.705299,3.80015,1.12118,4.0596,766.6,4.590419161676647,768,4.598802395209581,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Max Fried","NYY",12.1434,8.27561,13.6397,3.40677,27.286,27.286,0,0,0,167.009,688.807,148.295,68.7149,63.2177,15.9069,48.3655,1.04881,6.14964,157.919,8.51016,2.60639,3.26512,0.857215,0.229265,0.0702163,0.1590481698513031,0.233797,1.17755,0.28751,0.733673,,,3.49279,3.11694,3.58207,100.38999938964844,4.26115,-1.1932,0.877495,4.26115,1.1932,3.83001,808.2,4.839520958083833,781,4.676646706586826,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Tanner Bibee","CLE",11.1635,8.6664,11.9395,3.67509,28.8579,28.8579,0,0,0,170.282,698.748,150.079,75.5798,69.5334,22.5472,45.372,0.912108,7.03521,179.766,9.50129,2.39807,3.96205,1.1917,0.257269,0.0649332,0.1923355683684349,0.232198,1.14781,0.287216,0.731435,,,3.69973,3.10449,2.8262,88.80000305175781,3.92215,-2.47982,0.824739,3.92215,2.47982,3.90035,789.0999999999999,4.641764705882353,755,4.4411764705882355,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Tyler Glasnow","LAD",9.24146,5.68432,11.4117,3.43892,22.0729,22.0729,0,0,0,132.701,531.853,103.648,55.1146,50.7054,15.6909,39.4718,0.553853,2.57198,164.178,11.1348,2.67704,4.15936,1.06418,0.30869,0.0742156,0.23447410762310028,0.21161,1.07851,0.283788,0.7264,,,3.17972,3.09881,2.84636,106.87999725341797,5.95045,-2.95074,0.87257,5.95045,2.95074,3.83657,719.0000000000001,5.406015037593986,659,4.954887218045113,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Aaron Nola","PHI",11.7379,9.15834,14.6623,3.88674,29.8083,29.8083,0,0,0,185.608,762.011,171.924,87.1267,80.1566,26.4586,44.5016,0.921922,5.46712,183.607,8.90299,2.15785,4.12586,1.28296,0.240951,0.0584001,0.18255067616701126,0.241451,1.16603,0.289784,0.720795,,,3.84885,3.02574,2.99732,86.2699966430664,2.00674,-1.17172,1.04658,2.00674,1.17172,3.60456,827.4000000000001,4.448387096774194,810,4.354838709677419,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Spencer Schwellenbach","ATL",12.0468,7.99,12.4716,3.68839,28.0415,28.0415,0,0,0,164.431,672.892,150.42,73.2474,67.3876,19.1666,36.8072,1.38446,7.09894,160.462,8.78272,2.01461,4.35952,1.04907,0.238466,0.0547001,0.18376580998301506,0.239146,1.13863,0.29209,0.710624,,,3.53113,3.00183,3.0863,83.29000091552734,2.96915,1.41103,0.853452,2.96915,-1.41103,3.86206,777.9000000000001,4.74329268292683,761,4.640243902439025,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Hunter Brown","HOU",11.9524,9.37331,13.5446,3.7561,28.9572,28.9572,0,0,0,168.049,705.944,151.929,76.233,70.1343,18.956,58.5198,1.49314,6.42678,178.951,9.5839,3.13408,3.05797,1.01521,0.253492,0.0828957,0.17059657722711563,0.23702,1.25231,0.300104,0.729789,,,3.66256,2.96896,2.67114,101.76000213623047,2.33972,-0.594796,1.18883,2.33972,0.594796,3.41489,777.3,4.626785714285714,756,4.5,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Kevin Gausman","TOR",11.7265,10.2943,14.8245,3.87843,29.8413,29.8413,0,0,0,182.072,758.176,171.896,85.284,78.4613,23.3192,52.2696,0.753915,4.18154,182.256,9.00913,2.58374,3.48685,1.15269,0.240388,0.0689413,0.1714465543627739,0.244963,1.2312,0.299461,0.72516,,,3.7596,2.91437,2.62424,166.6300048828125,3.57163,-0.387184,1.16461,3.57163,0.387184,3.44719,812.7,4.4653846153846155,807,4.434065934065934,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Gerrit Cole","NYY",11.6355,8.22008,13.9397,3.76131,28.3801,28.3801,0,0,0,173.283,709.389,151.122,78.7162,72.4189,24.9043,47.6467,0.99254,6.36694,179.524,9.32414,2.47468,3.76781,1.29348,0.253068,0.0671658,0.18590234220027924,0.230589,1.14708,0.279895,0.732462,,,3.89794,2.88096,2.88717,60.83000183105469,4.21367,0.493277,0.912367,4.21367,-0.493277,3.78351,778.1,4.497687861271676,738,4.265895953757226,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Luis Castillo","SEA",12.0119,9.65689,14.468,3.65504,29.8812,29.8812,0,0,0,181.788,744.677,158.269,80.2468,73.8271,23.4749,50.9273,1.50506,6.47683,182.764,9.04833,2.52131,3.58873,1.1622,0.245428,0.0683884,0.17703934758901596,0.230286,1.15077,0.280218,0.731291,,,3.78179,2.85104,2.71131,93.2699966430664,2.63123,0.851794,0.891064,2.63123,-0.851794,3.81191,848.1000000000001,4.65989010989011,806,4.428571428571429,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Hunter Greene","CIN",8.93184,7.69166,11.1508,3.89765,25.3653,25.3653,0,0,0,151.279,629.074,122.971,71.2117,65.5148,21.814,54.2736,0.628377,11.4326,177.891,10.5832,3.22888,3.27767,1.29777,0.282782,0.0862755,0.1965070366859436,0.218279,1.17164,0.278163,0.722763,,,3.99223,2.81389,2.82418,95.05000305175781,4.07296,0.104444,0.799742,4.07296,-0.104444,3.93368,688,4.556291390728477,630,4.172185430463577,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Freddy Peralta","MIL",10.6317,8.99282,12.2618,3.78919,29.4082,29.4082,0,0,0.397737,167.55,693.266,137.567,76.6763,70.5422,23.12,60.2416,0.742461,7.88643,191.791,10.3021,3.23589,3.1837,1.24189,0.276649,0.0868953,0.18975360691547394,0.220058,1.18059,0.278984,0.732179,,,3.89081,2.79964,2.85591,98.38999938964844,2.62084,0.0908098,0.917736,2.62084,-0.0908098,3.77635,781.5000000000002,4.651785714285715,721,4.291666666666667,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Seth Lugo","KCR",11.6096,9.53496,14.5122,3.93155,30.2426,29.8677,0.0445407,0.201522,1.33178,183.008,764.657,177.047,86.8969,79.9451,21.7303,47.8088,1.55671,7.24686,161.088,7.92203,2.35115,3.36943,1.06865,0.210668,0.0625232,0.1481444239616394,0.249503,1.22867,0.294841,0.709544,,,3.85215,2.79662,2.68935,185.8800048828125,5.29773,0.516874,1.07549,5.29773,-0.516874,3.56601,780.3999999999999,4.26448087431694,786,4.295081967213115,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Zach Eflin","BAL",11.2712,8.884,13.1699,3.84828,28.6208,28.6208,0,0,0,171.097,700.405,168.874,79.5206,73.1589,23.2391,28.514,1.24483,5.12336,144.601,7.60625,1.49988,5.07123,1.22241,0.206454,0.0407107,0.16574280336499214,0.253273,1.15366,0.291896,0.714984,,,3.8317,2.7812,2.34193,185.32000732421875,2.09819,0.621433,0.826316,2.09819,-0.621433,3.89825,731.1,4.275438596491228,744,4.350877192982456,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Sandy Alcantara","MIA",7.92505,8.25022,11.7272,3.72017,24.494,24.494,0,0,0,157.362,653.786,149.65,70.7023,65.0461,16.7272,40.0961,1.11838,6.11558,136.985,7.83456,2.29321,3.41641,0.956678,0.209526,0.0613291,0.1481964997947216,0.246307,1.20579,0.29287,0.715717,,,3.68833,2.74992,2.9469,168.61000061035156,3.00577,0.025659,0.410488,3.00577,-0.025659,4.45268,698.7,4.45031847133758,700,4.45859872611465,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Tanner Houck","BOS",9.96549,9.23698,11.9134,3.86902,33.3492,28.1953,0.0501959,0.296352,0.449869,170.816,720.05,160.752,79.8177,73.4323,16.0523,50.6946,2.73737,11.5291,150.853,7.9482,2.67101,2.97573,0.845767,0.209504,0.0704043,0.1390995755791664,0.244368,1.23786,0.294752,0.696547,,,3.7147,2.73561,2.96184,216.72999572753906,4.54357,1.47556,0.825937,4.54357,-1.47556,3.89875,763.0000000000001,4.461988304093568,760,4.444444444444445,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Reynaldo López","ATL",10.2068,6.88228,11.3935,3.55672,28.385,28.1616,0.0187349,0.0741028,2.2343,155.845,644.591,135.15,66.9439,61.5884,17.758,51.4811,2.35938,4.45256,166.06,9.58994,2.97302,3.22565,1.02552,0.257621,0.0798662,0.1777544766664505,0.22959,1.19755,0.289971,0.73986,,,3.59341,2.73141,3.19752,164.3699951171875,4.37359,0.318685,0.720302,4.37359,-0.318685,4.0396,749,4.801282051282051,713,4.57051282051282,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Shota Imanaga","CHC",11.6864,7.32606,13.0607,3.62619,27.8877,27.8877,0,0,0,171.166,694.426,154.314,74.9614,68.9645,26.2286,36.7957,1.04313,5.22378,170.614,8.97098,1.93474,4.63679,1.37912,0.245691,0.0529872,0.19270340725779533,0.23653,1.11651,0.281157,0.752306,,,3.90145,2.72032,3.18723,77.1500015258789,2.14689,3.12832,0.891278,2.14689,-3.12832,3.81163,761.2000000000002,4.451461988304095,733,4.286549707602339,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Zac Gallen","ARI",12.6122,8.25399,13.3278,3.78442,28.9103,28.9103,0,0,0,171.396,712.249,154.994,78.3376,72.0706,19.3655,52.2397,0.766168,6.25261,171.872,9.02498,2.7431,3.29006,1.01688,0.241309,0.0733447,0.16796401888132095,0.237082,1.20909,0.293238,0.715604,,,3.65357,2.71147,3.05395,119,4.30925,0.186689,1.04866,4.30925,-0.186689,3.60179,798.7,4.670760233918129,778,4.549707602339181,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Yusei Kikuchi","LAA",9.65276,9.62028,11.7547,3.93963,30.1678,30.1678,0,0,0.114509,170.648,709.607,156.021,81.1946,74.699,26.0691,51.3347,1.18842,5.24654,190.266,10.0346,2.7074,3.70637,1.37489,0.268128,0.0723425,0.19578570127487183,0.23892,1.21511,0.297583,0.738393,,,3.91721,2.69385,2.60345,156.0500030517578,3.80133,0.115712,1.02632,3.80133,-0.115712,3.63157,752.0000000000001,4.397660818713451,729,4.2631578947368425,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Ranger Suárez","PHI",10.2252,8.2776,11.0982,3.706,32.1854,26.9538,0,0.290197,0,157.196,659.465,147.68,70.3583,64.7296,16.2606,49.1795,0.998223,5.1664,142.148,8.13848,2.8157,2.8904,0.930975,0.215551,0.0745747,0.14097578823566437,0.244052,1.25232,0.294194,0.726624,,,3.73983,2.69207,2.83603,260.6099853515625,2.35804,-0.743299,0.832492,2.35804,0.743299,3.89001,702.2,4.472611464968153,699,4.452229299363057,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Spencer Strider","ATL",8.5318,5.102,9.11206,3.46971,19.2289,19.1972,0,0,0.0563265,109.79,446.832,86.0193,46.0072,42.3266,12.5089,37.4387,0.609479,3.88445,146.499,12.0092,3.06903,3.91303,1.02541,0.327862,0.0837871,0.24407470971345901,0.212127,1.12449,0.298216,0.731043,,,3.10807,2.63465,2.39185,123.41000366210938,5.22371,-0.659628,0.615035,5.22371,0.659628,4.17995,599.5,5.45,550,5,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Bailey Ober","MIN",10.5214,8.92331,12.8519,3.94881,28.9626,28.9626,0,0,0,171.092,694.535,149.711,81.5953,75.0677,26.3726,40.6558,0.716961,6.2904,176.283,9.27306,2.13863,4.33599,1.38728,0.253814,0.0585367,0.1952775903046131,0.231183,1.11266,0.277207,0.708863,,,3.93283,2.62585,2.29562,80.2699966430664,3.50447,0.300136,1.1197,3.50447,-0.300136,3.50707,766.6000000000001,4.483040935672515,728,4.257309941520468,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Roki Sasaki","LAD",8.14469,4.75153,10.6177,3.53451,23.1108,22.6218,0,0,0,131.496,539.771,107.659,56.1322,51.6416,15.4335,43.2248,1.10906,6.35152,153.754,10.5234,2.95844,3.55708,1.05631,0.284851,0.0800799,0.20477063953876495,0.219625,1.14744,0.287301,0.732935,,,3.48478,2.61451,2.59919,999,8.94024,-1.84352,0.586202,8.94024,1.84352,4.2184,665.1000000000001,5.077099236641223,621,4.740458015267175,,,,,,,,,,,,,,,,,,,"Roki Sasaki","sa3025686",808963
"Grayson Rodriguez","BAL",11.3169,7.56357,11.862,3.71513,26.8811,26.8811,0,0,0,156.499,649.867,138.925,70.219,64.6015,19.6925,49.8841,0.737147,5.75164,169.191,9.72993,2.86875,3.39169,1.13249,0.260348,0.0767605,0.18358741700649261,0.233789,1.20645,0.294148,0.735489,,,3.70659,2.52662,2.46027,106.0199966430664,2.11555,-0.653335,0.85457,2.11555,0.653335,3.86057,717.0000000000001,4.596153846153847,690,4.423076923076923,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Jared Jones","PIT",8.9327,9.84991,11.6875,3.93688,31.6927,28.3088,0,0.31571,0,161.17,673.323,143.368,76.6312,70.5007,20.8345,53.091,1.44648,7.38226,167.078,9.32993,2.96469,3.14701,1.16344,0.248139,0.0788491,0.16929014772176743,0.233937,1.21896,0.288357,0.716285,,,3.89932,2.50242,2.53202,144.89999389648438,3.67421,-1.37808,0.801114,3.67421,1.37808,3.93185,715.3000000000002,4.442857142857144,686,4.260869565217392,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Jack Flaherty","DET",10.3628,8.83365,11.9894,3.82474,27.9515,27.9515,0,0,0,159.329,665.434,143.718,73.5979,67.7101,20.53,50.4071,1.04772,7.66245,172.991,9.77173,2.84735,3.43187,1.15968,0.259967,0.0757507,0.18421580642461777,0.236626,1.2184,0.297669,0.728777,,,3.76347,2.50056,2.33238,141.8800048828125,3.62292,-1.32464,0.870405,3.62292,1.32464,3.83946,715.9000000000002,4.502515723270442,694,4.364779874213837,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Erick Fedde","STL",9.87995,10.5188,11.2286,4.08063,29.5542,29.5542,0,0,0,172.109,724.358,165.49,84.8203,78.0347,22.5119,52.625,0.957928,5.4061,150.31,7.8601,2.75189,2.85626,1.17721,0.207508,0.0726505,0.13485784828662872,0.248362,1.26731,0.289721,0.714341,,,4.13173,2.4878,2.19091,322.7099914550781,4.42801,0.854888,1.10917,4.42801,-0.854888,3.5211,686.9000000000001,3.993604651162791,687,3.994186046511628,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
"Shane McClanahan","TBR",9.36287,6.53074,11.0208,3.43662,26.2929,23.3345,0,0.280944,0,134.263,548.039,112.716,55.726,51.2679,16.5203,41.4148,0.929456,3.20313,146.113,9.79434,2.77614,3.52804,1.1074,0.266611,0.075569,0.19104167073965073,0.223899,1.14797,0.282274,0.751168,,,3.58649,2.47402,2.76228,120.2699966430664,4.90835,-0.102864,0.627418,4.90835,0.102864,4.16344,648.6999999999998,4.841044776119402,609,4.544776119402985,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Mitch Keller","PIT",10.4326,10.8019,12.9152,4.24294,29.8681,29.8681,0,0,0,179.477,763.424,176.044,91.9696,84.6121,21.9716,54.0748,1.11969,11.0272,165.217,8.28495,2.71162,3.05534,1.10178,0.216416,0.070832,0.14558415859937668,0.252096,1.28217,0.301434,0.692969,,,4.00504,2.43778,2.21583,298.5400085449219,2.58553,-0.471172,1.50116,2.58553,0.471172,2.99845,731.4,4.086033519553072,744,4.156424581005586,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
